Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Lions,15,Chaundee Brown Jr,,6,25.3,152.0,98,16.3,36,55,65.5,8,17,47.1,18,21,85.7,5,22,27,6,4,0,3,8,72.7,76.3,21.7,145.7,22.0,3.8,4.3,15.2,10.3,6.9,1.4,0.0,4.5,0.38,11.31,5.93,5.37,26,21,80.8,12,7,58.3,17,8,47.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,21,Aaryndeep Rai,,1,26.1,26.1,7,7.0,3,5,60.0,1,1,100.0,0,1,0.0,3,4,7,1,2,3,2,3,70.0,64.3,12.9,94.1,9.9,1.4,12.1,19.8,15.6,5.2,4.4,12.4,26.9,0.2,11.28,3.02,8.25,4,2,50,0,0,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,13,Patrick Robinson,,26,25.9,672.6,518,19.9,177,300,59.0,23,57,40.4,141,193,73.1,35,71,106,108,22,4,54,43,62.8,67.3,27.5,118.0,24.2,2.7,5.0,10.9,7.9,28.2,1.6,0.5,12.3,0.64,10.14,7.35,2.79,184,127,69,59,27,45.8,57,23,40.4,18,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,1,Joel Scott,,11,23.3,256.7,176,16.0,68,115,59.1,13,30,43.3,27,38,71.1,25,33,58,10,9,2,9,21,64.8,66.8,26.3,125.1,22.1,3.8,12.3,14.2,13.3,7.4,1.9,0.9,6.4,0.33,9.95,5.27,4.68,69,44,63.8,16,11,68.8,30,13,43.3,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,22,Joseph Anderson,,26,30.5,791.8,349,13.4,131,308,42.5,54,168,32.1,33,42,78.6,11,54,65,130,49,1,37,34,51.3,53.4,20.9,96.0,17.6,8.5,1.4,7.3,4.3,29.7,3.3,0.1,10.2,0.14,9.26,4.2,5.06,71,51,71.8,69,26,37.7,168,54,32.1,26,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,33,Shavar Reynolds Jr,,15,23.0,344.9,166,11.1,61,117,52.1,13,26,50.0,31,35,88.6,11,16,27,73,9,1,26,34,57.7,62.7,22.2,104.8,15.2,2.4,3.9,5.1,4.5,36.5,1.4,0.3,16.4,0.3,8.73,3.39,5.34,33,19,57.6,58,29,50,26,13,50,20,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Braun Sheffield Sharks,1,Dirk Williams,,24,31.7,759.9,351,14.6,127,264,48.1,61,140,43.6,36,48,75.0,10,89,99,66,24,21,30,42,59.7,61.6,19.1,111.4,19.1,7.6,1.4,11.5,6.8,14.4,1.6,2.9,9.5,0.18,8.68,5.07,3.61,70,43,61.4,54,23,42.6,140,61,43.6,11,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,12,Kino Lily Jr,,24,33.6,806.9,421,17.5,155,331,46.8,84,184,45.7,27,34,79.4,12,46,58,104,27,0,46,30,59.5,60.8,21.5,107.4,22.5,9.8,1.6,5.9,3.8,21.2,1.7,0.0,11.7,0.1,8.54,6.43,2.1,38,17,44.7,109,54,49.5,184,84,45.7,22,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester Riders,13,Donald Carey Jr,,16,32.3,516.3,259,16.2,81,183,44.3,32,85,37.6,65,73,89.0,13,59,72,114,28,0,63,28,53.0,60.2,24.3,93.1,20.9,6.9,2.7,13.0,7.7,36.5,2.8,0.0,22.7,0.4,8.22,4.6,3.62,64,35,54.7,34,14,41.2,85,32,37.6,35,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Caledonia Gladiators,10,Ria'n Holland,,1,32.1,32.1,15,15.0,3,6,50.0,3,5,60.0,6,7,85.7,0,5,5,1,2,0,1,2,75.0,82.6,14.4,148.8,18.9,6.3,0.0,14.8,8.5,4.3,3.1,0.0,9.9,1.17,7.12,3.76,3.36,0,0,0,1,0,0,5,3,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
