game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
GREL_3068118F-6ACA-4875-8918-8B431CCDC60A,,ΠΡΩΤΕΥΣ ΑΕΟ ΒΟΥΛΑΣ,78,28,55,22,33,6,22,16,21,7,28,35,19,10,5,19,23,0,0,76.3,77.4
GREL_3068118F-6ACA-4875-8918-8B431CCDC60A,,ΕVERTECH ΠΑΠΑΓΟΥ,69,25,61,17,33,8,28,11,21,7,22,29,22,11,1,16,22,0,0,78.5,77.4
GREL_62C219C0-6E2C-4010-B8C0-E7CE106FEA1B,,ΑΟ ΑΙΓΑΛΕΩ,65,24,71,19,51,5,20,12,18,19,16,35,10,9,2,15,19,0,0,71.7,69.0
GREL_62C219C0-6E2C-4010-B8C0-E7CE106FEA1B,,ΑΕΠΣ ΜΑΧΗΤΕΣ ΠΕΙΡΑΜΑΤΙΚΟ,67,25,54,20,33,5,21,12,13,7,24,31,20,11,3,16,20,0,0,66.3,69.0
GREL_926F82C6-2AB4-41EC-97DD-E533097D822A,,ΑΓΕ ΧΑΛΚΙΔΑΣ,72,26,58,21,31,5,27,15,25,9,26,35,12,9,2,14,20,0,0,73.7,75.3
GREL_926F82C6-2AB4-41EC-97DD-E533097D822A,,ΓΣ ΝΙΚΗ ΒΟΛΟΥ,76,31,67,25,52,6,15,8,16,12,24,36,21,8,0,15,24,0,0,76.9,75.3
GREL_11D4AE43-D109-42A0-8873-12C76BEAF6FD,,ΓΣ ΣΟΦΑΔΩΝ,79,28,52,18,31,10,21,13,21,6,20,26,19,5,2,13,22,0,0,68.5,69.2
GREL_11D4AE43-D109-42A0-8873-12C76BEAF6FD,,ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,85,30,61,20,37,10,24,15,23,9,21,30,20,8,2,9,20,0,0,69.8,69.2
GREL_8BD686F8-C39D-4828-B596-9194FB241634,,ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,74,25,57,19,39,6,18,18,23,12,20,32,20,11,2,17,24,0,0,70.0,70.9
GREL_8BD686F8-C39D-4828-B596-9194FB241634,,ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,69,22,53,13,28,9,25,16,25,10,17,27,12,10,4,19,23,0,0,71.9,70.9
GREL_106C4619-AFD0-498A-9BF3-65F2C838ABC9,,ΑΟ ΔΑΦΝΗΣ,80,25,50,15,23,10,27,20,33,8,23,31,21,5,4,18,22,0,0,74.9,73.7
GREL_106C4619-AFD0-498A-9BF3-65F2C838ABC9,,ΨΥΧΙΚΟΥ ΑΕ,85,31,74,19,44,12,30,11,13,15,20,35,22,13,1,11,27,0,0,72.6,73.7
GREL_89120816-5D3F-455C-BFDB-30709320662B,,VIKOS ΦALCONS,85,34,65,28,40,6,25,11,19,5,20,25,19,18,1,8,20,0,0,75.2,75.6
GREL_89120816-5D3F-455C-BFDB-30709320662B,,ΛΑΥΡΙΟ BODERM,63,24,55,14,29,10,26,5,8,7,22,29,18,5,1,26,23,0,0,75.9,75.6
GREL_00F77434-4278-4302-B933-B849C88F12D5,,ΑΕΠΣ ΜΑΧΗΤΕΣ ΠΕΙΡΑΜΑΤΙΚΟ,77,27,70,19,44,8,26,15,25,9,23,32,16,14,4,10,22,0,0,81.4,79.9
GREL_00F77434-4278-4302-B933-B849C88F12D5,,ΑΟ ΔΑΦΝΗΣ,74,26,65,20,44,6,21,16,23,17,34,51,16,7,1,21,23,0,0,78.4,79.9
GREL_5735E3A4-6B69-4522-AFEF-2A717766E50A,,ΨΥΧΙΚΟΥ ΑΕ,78,28,57,21,36,7,21,15,25,5,21,26,19,11,1,19,24,0,0,81.0,79.2
GREL_5735E3A4-6B69-4522-AFEF-2A717766E50A,,ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,77,24,54,12,28,12,26,17,24,6,21,27,19,12,3,20,21,0,0,77.4,79.2
GREL_C8D1B2D9-5B42-486F-A7EA-09253E5939D4,,ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,63,19,57,11,23,8,34,17,23,11,22,33,11,11,2,17,19,0,0,71.7,72.6
