# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 274
# Qualified players exported: 172
# Total stints used: 6457
# Garbage time stints excluded: 203
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,0,ΚΙΟΥΣΗΣ ΧΑΡΑΛΑΜΠΟΣ,793,1.43,6.38,7.81
ΠΡΩΤΕΥΣ ΑΕΟ ΒΟΥΛΑΣ,7,ΚΟΗΣ ΠΑΝΑΓΙΩΤΗΣ,1384,2.79,4.48,7.27
ΑΕΠΣ ΜΑΧΗΤΕΣ ΠΕΙΡΑΜΑΤΙΚΟ,9,ΝΩΤΗΣ ΓΕΩΡΓΙΟΣ,1245,3.39,3.73,7.12
ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,11,ΠΟΖΟΓΛΟΥ ΝΙΚΟΛΑΣ,1398,5.57,1.51,7.07
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,14,ΚΑΛΙΑΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ,553,3.9,2.82,6.71
ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,9,ΣΑΧΠΑΤΖΙΔΗΣ ΙΩΑΝΝΗΣ,1121,3.14,2.61,5.75
VIKOS ΦALCONS,19,ΑΡΝΟΚΟΥΡΟΣ ΓΕΩΡΓΙΟΣ,989,2.11,3.41,5.52
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,1,SMITH KENDALL CLAY,569,4.18,1.21,5.39
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,6,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΘΕΟΔΩΡΟΣ,496,1.13,3.87,5.0
ΓΣ ΣΟΦΑΔΩΝ,8,ΚΑΠΕΤΑΚΗΣ ΕΥΔΟΞΙΟΣ,392,3.64,1.29,4.93
ΓΣ ΝΙΚΗ ΒΟΛΟΥ,11,ΦΙΛΟΞΕΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,620,3.89,0.95,4.83
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,2,ΛΕΜΠΕΣΗΣ ΠΙΤΕΡ-ΤΖΕΙΜΣ,798,3.42,1.37,4.79
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,1,GLASPER JR ROBERT-EUGENE,354,3.26,1.44,4.69
ΛΑΥΡΙΟ BODERM,3,ANDERSON TREY DIMITRI,1160,4.18,0.43,4.61
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,4,DAVIS DEVIN-LAMONTE,364,2.39,2.13,4.53
ΠΑΝΕΡΥΘΡΑΙΚΟΣ ΑΣ,0,VICTOR CRAIG,1098,4.22,0.28,4.5
VIKOS ΦALCONS,56,ΜΑΣΤΡΟΓΙΑΝΝΟΠΟΥΛΟΣ ΣΑΡΑΝΤΗΣ,1285,2.58,1.88,4.46
ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,1,ROBINSON TRENT DANIEL,1212,4.13,0.27,4.41
ΓΣ ΝΙΚΗ ΒΟΛΟΥ,13,ΔΗΜΟΣ ΠΑΝΑΓΙΩΤΗΣ,488,0.04,4.06,4.1
ΑΓΕ ΧΑΛΚΙΔΑΣ,23,ΚΑΝΟΝΙΔΗΣ ΑΝΔΡΕΑΣ,1346,4.57,-0.55,4.02
ΕVERTECH ΠΑΠΑΓΟΥ,12,ΔΗΜΟΥ ΝΙΚΟΛΑΟΣ,317,1.87,2.09,3.96
ΨΥΧΙΚΟΥ ΑΕ,3,ΚΟΥΚΑΣ ΓΕΩΡΓΙΟΣ,860,0.57,3.1,3.67
ΠΡΩΤΕΥΣ ΑΕΟ ΒΟΥΛΑΣ,5,REECE CAMRON,1148,2.81,0.41,3.22
ΓΣ ΝΙΚΗ ΒΟΛΟΥ,77,ΤΣΟΥΜΑΝΗΣ ΑΝΔΡΕΑΣ,887,2.02,1.19,3.21
ΠΑΝΕΡΥΘΡΑΙΚΟΣ ΑΣ,59,ΙΩΑΝΝΙΔΗΣ ΙΩΑΝΝΗΣ,989,2.38,0.81,3.19
ΛΑΥΡΙΟ BODERM,19,ΤΟΛΙΑΣ ΒΑΣΙΛΕΙΟΣ,1293,3.97,-0.86,3.11
ΑΕΠΣ ΜΑΧΗΤΕΣ ΠΕΙΡΑΜΑΤΙΚΟ,6,ΠΟΥΡΛΙΔΑΣ ΒΑΣΙΛΕΙΟΣ,896,0.98,2.07,3.04
ΕVERTECH ΠΑΠΑΓΟΥ,3,ΜΕΡΜΙΓΚΗΣ ΙΩΑΝΝΗΣ,894,2.5,0.49,2.99
VIKOS ΦALCONS,2,JONES JR RUSSEL STEVEN,1123,2.45,0.5,2.95
ΑΟ ΔΑΦΝΗΣ,11,CARTWRIGHT MAALIK JAJUAN,828,0.5,2.27,2.77
ΨΥΧΙΚΟΥ ΑΕ,22,ΔΗΜΑΚΟΣ ΙΩΑΝΝΗΣ,972,2.31,0.42,2.73
VIKOS ΦALCONS,8,ΓΡΑΒΑΣ ΔΗΜΗΤΡΙΟΣ,1129,1.34,1.25,2.6
ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,2,ALLEN TERRELL GLENN,1134,0.73,1.81,2.54
ΑΓΕ ΧΑΛΚΙΔΑΣ,3,ΠΑΠΑΡΕΓΚΑΣ ΝΙΚΟΛΑΟΣ,1141,3.17,-0.65,2.52
ΠΑΝΕΡΥΘΡΑΙΚΟΣ ΑΣ,77,ΣΙΟΥΝΤΡΗΣ ΣΠΥΡΙΔΩΝ,267,0.82,1.66,2.48
ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,3,ΣΥΛΛΑΣ ΛΟΥΚΑ ΝΙΚΟΛΑΟΣ,956,0.19,2.28,2.47
ΕVERTECH ΠΑΠΑΓΟΥ,19,ΚΑΡΑΜΑΛΕΓΚΟΣ ΗΛΙΑΣ,1403,1.33,1.09,2.42
ΑΓΕ ΧΑΛΚΙΔΑΣ,11,ADAM JACOB HAMILTON,457,1.11,1.3,2.4
ΓΣ ΣΟΦΑΔΩΝ,7,ΧΑΝΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,799,0.9,1.35,2.24
ΓΣ ΣΟΦΑΔΩΝ,6,ΠΑΣΑΓΙΑΝΝΗΣ ΕΜΜΑΝΟΥΗΛ,473,0.56,1.59,2.15
ΕVERTECH ΠΑΠΑΓΟΥ,2,ADDERTON JARRETT BRYCE,1508,1.64,0.29,1.93
ΕVERTECH ΠΑΠΑΓΟΥ,11,ΜΑΤΣΑΓΓΟΣ ΣΤΕΦΑΝΟΣ,486,-2.42,4.31,1.89
ΕVERTECH ΠΑΠΑΓΟΥ,10,DIMANOCHIE SOMTOCHUKWU JESSE,444,-0.3,2.08,1.78
ΠΡΩΤΕΥΣ ΑΕΟ ΒΟΥΛΑΣ,2,PETTEWAY TERRAN-JOSEPH-JAMES,918,2.61,-0.87,1.74
VIKOS ΦALCONS,16,ΤΣΟΥΚΑΣ ΑΘΑΝΑΣΙΟΣ,784,-0.18,1.88,1.7
ΨΥΧΙΚΟΥ ΑΕ,27,ΘΕΟΔΩΡΟΥ ΗΛΙΑΣ,628,0.72,0.9,1.62
VIKOS ΦALCONS,9,ΔΙΑΜΑΝΤΑΚΟΣ ΓΕΩΡΓΙΟΣ,512,0.9,0.66,1.56
ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,11,ΧΑΤΖΗΝΙΚΟΛΑΣ ΙΩΑΝΝΗΣ,619,-0.01,1.51,1.51
ΓΣ ΣΟΦΑΔΩΝ,3,BOTHWELL MICHAEL CLAYTON,561,1.57,-0.17,1.39
VIKOS ΦALCONS,3,ΣΙΜΙΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,448,-0.92,2.31,1.39
ΓΣ ΣΟΦΑΔΩΝ,19,ΣΠΡΙΝΤΖΙΟΣ ΜΙΧΑΗΛ,816,1.0,0.34,1.34
ΑΓΕ ΧΑΛΚΙΔΑΣ,62,ΣΑΜΑΡΤΖΙΚ ΒΟΥΚΑΝ,1019,-0.6,1.89,1.29
ΛΑΥΡΙΟ BODERM,26,ΚΑΛΟΓΗΡΟΣ ΑΝΔΡΕΑΣ,824,1.04,0.19,1.23
ΛΑΥΡΙΟ BODERM,11,ΠΡΟΙΣΚΟΣ ΑΛΕΞΑΝΔΡΟΣ,991,-0.95,2.15,1.2
ΑΓΕ ΧΑΛΚΙΔΑΣ,7,ΓΕΡΟΜΙΧΑΛΟΣ ΔΗΜΗΤΡΙΟΣ,1067,0.33,0.85,1.18
ΠΑΝΕΡΥΘΡΑΙΚΟΣ ΑΣ,5,ΝΙΚΟΛΑΙΔΗΣ ΑΠΟΣΤΟΛΟΣ,1207,0.61,0.5,1.11
ΠΑΝΕΡΥΘΡΑΙΚΟΣ ΑΣ,1,ΣΚΟΡΔΟΣ ΑΓΓΕΛΟΣ,307,-0.79,1.83,1.04
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,6,ΚΟΚΟΡΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ,272,2.51,-1.52,0.99
ΛΑΥΡΙΟ BODERM,55,LEFFEW DAKOTA,1041,2.25,-1.27,0.98
ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,31,ΡΟΖΑΚΗΣ ΑΙΜΙΛΙΟΣ,678,1.62,-0.63,0.98
ΑΟ ΔΑΦΝΗΣ,14,DRASKOVIC MILOVAN,258,0.54,0.44,0.98
ΓΣ ΣΟΦΑΔΩΝ,2,ΜΑΥΡΟΕΙΔΑΚΟΣ ΕΥΑΓΓΕΛΟΣ,913,-1.27,2.19,0.92
VIKOS ΦALCONS,4,ΓΕΩΡΓΙΟΥ ΔΗΜΗΤΡΙΟΣ,335,-0.01,0.91,0.9
ΠΡΩΤΕΥΣ ΑΕΟ ΒΟΥΛΑΣ,14,ΜΠΕΛΗ ΟΡΕΣΤΗΣ,1091,-0.02,0.91,0.89
ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,6,ΔΕΝΔΡΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,1358,0.76,-0.09,0.67
ΚΟΡΟΙΒΟΣ ΑΣ ΑΜΑΛΙΑΔΑΣ,11,VARNER II LESLEY-CORTEZ,940,-0.71,1.35,0.65
ΠΑΝΕΡΥΘΡΑΙΚΟΣ ΑΣ,13,ΚΑΡΑΙΣΚΟΣ ΑΝΑΣΤΑΣΙΟΣ,257,-0.48,1.06,0.57
ΑΟ ΑΙΓΑΛΕΩ,6,ΚΟΥΦΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,278,-0.28,0.79,0.51
ΓΣ ΝΙΚΗ ΒΟΛΟΥ,1,LUSANE JOSHUA GARDNER,330,0.41,-0.07,0.34
ΝΕΑΝΙΚΗ ΕΣΤΙΑ ΜΕΓΑΡΙΔΟΣ,16,ΚΟΛΟΦΩΤΗΣ ΓΕΩΡΓΙΟΣ,599,-2.77,2.95,0.18
