Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
ΑΓΕ ΧΑΛΚΙΔΑΣ,"BRYANT ZACKERY DENZEL, ΚΑΝΟΝΙΔΗΣ ΑΝΔΡΕΑΣ, ΠΑΠΑΡΕΓΚΑΣ ΝΙΚΟΛΑΟΣ, ΜΕΛΙΣΣΑΡΑΤΟΣ ΠΕΤΡΟΣ-ΧΑΡΑΛΑΜΠΟΣ, ΓΕΡΟΜΙΧΑΛΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΓΕ ΧΑΛΚΙΔΑΣ|0,23,3,6,7",6,ΜΕΛΙΣΣΑΡΑΤΟΣ ΠΕΤΡΟΣ-ΧΑΡΑΛΑΜΠΟΣ,23,ΚΑΝΟΝΙΔΗΣ ΑΝΔΡΕΑΣ,3,9,3,0,2,1.5,4.5
ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA,"ROBINSON TRENT DANIEL, ALLEN TERRELL GLENN, ΦΥΤΡΟΣ ΙΩΑΝΝΗΣ, ΚΑΛΛΙΑΚΟΥΔΑΣ ΔΗΜΗΤΡΙΟΣ, ΣΑΧΠΑΤΖΙΔΗΣ ΙΩΑΝΝΗΣ","ΔΟΞΑ ΛΕΥΚΑΔΑΣ ΒΙΚΟΣ COLA|1,2,22,7,9",1,ROBINSON TRENT DANIEL,7,ΚΑΛΛΙΑΚΟΥΔΑΣ ΔΗΜΗΤΡΙΟΣ,3,9,3,0,3,1.0,3.0
ΛΑΥΡΙΟ BODERM,"ΜΑΚΑΡΑΤΖΗΣ ΓΕΩΡΓΙΟΣ, ΤΟΛΙΑΣ ΒΑΣΙΛΕΙΟΣ, ΚΑΜΑΤΕΡΟΣ ΑΝΑΣΤΑΣΙΟΣ, ΚΑΛΟΓΗΡΟΣ ΑΝΔΡΕΑΣ, ΜΟΥΤΑΦΗΣ ΕΜΜΑΝΟΥΗΛ","ΛΑΥΡΙΟ BODERM|1,19,21,26,71",1,ΜΑΚΑΡΑΤΖΗΣ ΓΕΩΡΓΙΟΣ,21,ΚΑΜΑΤΕΡΟΣ ΑΝΑΣΤΑΣΙΟΣ,3,9,3,0,2,1.5,4.5
ΑΟ ΔΑΦΝΗΣ,"ΦΙΛΙΠΠΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ, ANGLE JOSHUA PHILLIP, ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ, ΤΟΠΑΛΙ ΑΝΤΡΙΑΝΟ, ΕΤΖΙΑΚΑ ΠΑΝΑΓΙΩΤΗΣ-ΦΡΙΜΑΝ","ΑΟ ΔΑΦΝΗΣ|12,2,4,6,8",6,ΤΟΠΑΛΙ ΑΝΤΡΙΑΝΟ,12,ΦΙΛΙΠΠΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ,4,9,1,3,2,2.0,4.5
ΑΟ ΑΙΓΑΛΕΩ,"SHARKEY JOSHUA AHMERE, ΖΑΡΑΙΔΩΝΗΣ ΑΡΙΣΤΟΤΕΛΗΣ, ΚΟΥΣΤΕΝΗΣ ΑΝΔΡΕΑΣ, ΔΕΙΜΕΖΗΣ ΔΗΜΗΤΡΙΟΣ, ELMORE NAVAR MCCORDE","ΑΟ ΑΙΓΑΛΕΩ|0,10,13,16,2",0,SHARKEY JOSHUA AHMERE,10,ΖΑΡΑΙΔΩΝΗΣ ΑΡΙΣΤΟΤΕΛΗΣ,4,9,1,3,2,2.0,4.5
ΑΟ ΔΑΦΝΗΣ,"CARTWRIGHT MAALIK JAJUAN, ΦΙΛΙΠΠΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ, ANGLE JOSHUA PHILLIP, ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ, ΚΑΡΑΜΠΟΥΛΑΣ ΕΥΑΓΓΕΛΟΣ","ΑΟ ΔΑΦΝΗΣ|11,12,2,4,7",4,ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ,2,ANGLE JOSHUA PHILLIP,3,9,3,0,2,1.5,4.5
ΑΟ ΔΑΦΝΗΣ,"CARTWRIGHT MAALIK JAJUAN, ΦΙΛΙΠΠΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ, ANGLE JOSHUA PHILLIP, ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ, ΤΟΠΑΛΙ ΑΝΤΡΙΑΝΟ","ΑΟ ΔΑΦΝΗΣ|11,12,2,4,6",4,ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ,6,ΤΟΠΑΛΙ ΑΝΤΡΙΑΝΟ,4,9,1,3,3,1.33,3.0
VIKOS ΦALCONS,"ΑΡΝΟΚΟΥΡΟΣ ΓΕΩΡΓΙΟΣ, JONES JR RUSSEL STEVEN, ANDERSON QUINCY ARTHUR, ΜΑΣΤΡΟΓΙΑΝΝΟΠΟΥΛΟΣ ΣΑΡΑΝΤΗΣ, ΓΡΑΒΑΣ ΔΗΜΗΤΡΙΟΣ","VIKOS ΦALCONS|19,2,5,56,8",19,ΑΡΝΟΚΟΥΡΟΣ ΓΕΩΡΓΙΟΣ,2,JONES JR RUSSEL STEVEN,3,9,3,0,3,1.0,3.0
VIKOS ΦALCONS,"ΚΑΜΠΕΡΙΔΗΣ ΜΙΧΑΗΛ, ΑΡΝΟΚΟΥΡΟΣ ΓΕΩΡΓΙΟΣ, JONES JR RUSSEL STEVEN, ANDERSON QUINCY ARTHUR, ΜΑΣΤΡΟΓΙΑΝΝΟΠΟΥΛΟΣ ΣΑΡΑΝΤΗΣ","VIKOS ΦALCONS|12,19,2,5,56",2,JONES JR RUSSEL STEVEN,56,ΜΑΣΤΡΟΓΙΑΝΝΟΠΟΥΛΟΣ ΣΑΡΑΝΤΗΣ,3,9,3,0,2,1.5,4.5
ΑΟ ΔΑΦΝΗΣ,"CARTWRIGHT MAALIK JAJUAN, ΦΙΛΙΠΠΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ, ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ, ΤΟΠΑΛΙ ΑΝΤΡΙΑΝΟ, ΚΑΡΑΜΠΟΥΛΑΣ ΕΥΑΓΓΕΛΟΣ","ΑΟ ΔΑΦΝΗΣ|11,12,4,6,7",4,ΤΖΙΒΕΛΕΚΑΣ ΙΩΑΝΝΗΣ,12,ΦΙΛΙΠΠΑΚΟΣ ΠΑΝΑΓΙΩΤΗΣ,4,9,1,3,4,1.0,2.25
ΕVERTECH ΠΑΠΑΓΟΥ,"ΜΠΙΛΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ, ΚΑΡΑΜΑΛΕΓΚΟΣ ΗΛΙΑΣ, ADDERTON JARRETT BRYCE, ΜΕΡΜΙΓΚΗΣ ΙΩΑΝΝΗΣ, ΜΑΛΕΛΗΣ ΦΩΤΙΟΣ","ΕVERTECH ΠΑΠΑΓΟΥ|1,19,2,3,7",1,ΜΠΙΛΑΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,2,ADDERTON JARRETT BRYCE,4,9,1,3,4,1.0,2.25
