Team,Lineup,GAMES,TOTAL_TIME,VS_STARTERS_MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,NET_RTG,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV,2ND_CHANCE_PTS_VS,FAST_BREAK_PTS_VS,PTS_OFF_TOV_VS
SLUNETA  Ústí nad Labem,"A. Pecháček, J. Potoček, L. Pecka, N. Johnson, T. Vyoral",18,5879,29.1,205,73,154,47.4,27,73,37,32,39,82.1,20,65,85,41,17,7,42,44,185,75.1,75.7,74.4,31.7,32.2,56.2,59.9,56.2,28.6,73,16.5,25.3,47.4,110.6,183,69,161,42.9,25,76,32.9,20,34,58.8,24,50,74,40,18,5,38,49,182,50.6,52,17.8,27,47.2,100.4,58,36,62.1,22,10,45.5,73,27,37,14,8,2,15,10.2,65,33,50.8,20,11,55,76,25,32.9,9,15,1,10,34,46,45,28,37,24
BK KVIS Pardubice,"J. Bryant, L. Kovář, R. Bonham, R. Moffatt, Z. Key",14,5635,64.5,198,73,156,46.8,20,66,30.3,32,41,78,24,55,79,48,14,6,24,32,167,70.6,71.2,70.1,33.7,34.2,53.2,56.9,65.8,29.3,71.4,9.8,26.3,42.3,118.5,183,75,161,46.6,23,58,39.7,10,17,58.8,22,58,80,41,6,2,25,45,165,53.7,54.3,12.9,28.6,36,111.2,62,38,61.3,28,15,53.6,64,20,31.2,9,4,1,7,7.3,60,37,61.7,40,15,37.5,56,22,39.3,8,14,3,2,28,55,36,29,44,16
BK Opava,"C. Brown Jr, J. Slavík, R. Kouřil, W. Person Jr, Š. Puršl",9,3539,23.6,131,52,104,50,12,36,33.3,15,25,60,15,41,56,38,8,2,15,24,110,74.7,74.9,74.5,32.1,32.2,55.8,57,73.1,28.3,77.4,8.9,24,34.6,118.7,119,47,101,46.5,12,43,27.9,13,19,68.4,12,38,50,24,6,4,17,35,110,52.5,54.4,13.5,22.6,42.6,108.4,51,34,66.7,17,6,35.3,36,12,33.3,8,4,0,2,10.3,32,22,68.8,26,13,50,43,12,27.9,5,7,2,3,24,30,20,14,33,18
BK Olomoucko,"J. Andre, K. Elvis, K. Filewich, M. Nelson, O. Šiška",9,3517,31.1,135,55,104,52.9,15,40,37.5,10,15,66.7,20,31,51,31,9,2,15,23,101,69.4,69.2,69.7,34.7,34.4,60.1,61,56.4,40.8,68.9,9.6,14.4,38.5,133.2,120,46,94,48.9,16,42,38.1,12,19,63.2,14,29,43,32,9,3,18,16,102,57.4,58.6,15,31.1,44.7,117.5,38,24,63.2,26,16,61.5,40,15,37.5,8,5,1,2,15.6,41,25,61,11,5,45.5,42,16,38.1,10,4,0,3,35,21,13,15,23,23
BK Opava,"C. Brown Jr, J. Slavík, J. Švandrlík, R. Kouřil, W. Person Jr",8,3052,20.6,127,45,87,51.7,15,44,34.1,22,30,73.3,14,26,40,28,7,5,14,26,96,74.3,75.6,73,31.7,32.9,60.3,63.4,62.2,33.3,66.7,9.8,34.5,50.6,132,118,45,84,53.6,15,37,40.5,13,22,59.1,13,28,41,34,7,1,16,24,93,62.5,63,14.6,33.3,44,127.1,31,23,74.2,11,7,63.6,44,15,34.1,4,6,0,2,4.9,24,18,75,23,12,52.2,37,15,40.5,8,4,2,2,10,30,30,14,23,23
PUMPA Basket Brno,"A. Kejval, J. Groves, R. Williams, V. Půlpán, Š. Svoboda",7,2686,13.0,87,32,73,43.8,6,30,20,17,25,68,15,33,48,18,7,4,22,25,87,75.6,78.1,73,30.7,32.9,47.9,51.8,56.2,38.5,66,17.7,34.2,41.1,99.6,81,29,85,34.1,12,43,27.9,11,14,78.6,17,24,41,20,6,3,11,29,82,41.2,44.4,10.8,34,50.6,99.1,28,17,60.7,15,9,60,30,6,20,6,6,1,6,0.5,26,10,38.5,16,7,43.8,43,12,27.9,7,1,1,2,22,21,14,15,12,24
BK Olomoucko,"J. Andre, J. Holmes, K. Elvis, K. Filewich, O. Šiška",7,2750,23.8,103,44,78,56.4,10,28,35.7,5,9,55.6,8,32,40,27,9,4,14,16,84,73.5,73.7,73.3,32.6,32.7,62.8,62.8,61.4,25,78,11.4,11.5,35.9,122,76,30,73,41.1,6,27,22.2,10,17,58.8,9,24,33,20,10,2,16,21,84,45.2,47.2,16.6,22,37,90.5,30,23,76.7,20,11,55,28,10,35.7,10,2,1,1,31.5,31,19,61.3,15,5,33.3,27,6,22.2,10,6,0,0,10,32,27,12,20,14
NH Ostrava,"A. Číž, J. Roche, L. Palyza, M. Svoboda, M. Čank",4,2387,11.3,95,29,66,43.9,15,32,46.9,22,31,71,16,23,39,18,9,2,20,22,80,75.4,80.7,70,29.7,34.3,55.3,59.6,62.1,43.2,56.1,17,47,48.5,118.3,81,30,68,44.1,9,27,33.3,12,24,50,18,21,39,20,7,2,12,29,70,50.7,51.6,13.3,43.9,39.7,116.3,22,13,59.1,12,1,8.3,32,15,46.9,6,5,0,5,2,20,14,70,21,7,33.3,27,9,33.3,7,4,0,1,22,23,16,12,15,19
SLUNETA  Ústí nad Labem,"A. Pecháček, F. Kábrt, L. Pecka, N. Johnson, T. Vyoral",13,2292,15.0,74,25,57,43.9,4,19,21.1,20,34,58.8,9,23,32,15,4,0,15,23,75,76.2,78.4,74.1,30.6,32.4,47.4,51.4,60,25.7,63.9,14.7,59.6,33.3,98.9,72,27,66,40.9,10,36,27.8,8,13,61.5,13,26,39,13,10,1,15,25,71,48.5,50.2,17.3,36.1,54.5,101.7,29,16,55.2,9,5,55.6,19,4,21.1,5,6,0,2,-2.9,18,12,66.7,11,5,45.5,36,10,27.8,2,5,0,5,14,16,13,9,15,16
BK Opava,"C. Brown Jr, M. Vyroubal, R. Kouřil, W. Person Jr, Š. Puršl",8,1933,5.4,86,31,59,52.5,10,24,41.7,14,22,63.6,9,20,29,19,2,6,10,16,67,77.9,83.1,72.7,28.9,33.0,61,62.6,61.3,36,74.1,10.2,37.3,40.7,128.6,57,23,56,41.1,4,15,26.7,7,9,77.8,7,16,23,12,3,2,8,15,59,44.6,47.5,11.8,25.9,26.8,97.4,24,18,75,11,3,27.3,24,10,41.7,5,2,0,2,31.2,26,12,46.2,15,7,46.7,15,4,26.7,1,5,3,1,15,30,20,9,8,6
