# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 422
# Qualified players exported: 288
# Total stints used: 11166
# Garbage time stints excluded: 395
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
ETB Miners,4,Quashawn Tyrese Lane,1228,6.86,-0.04,6.82
OrangeAcademy,4,Teo Milicic,557,2.66,4.01,6.67
LOK BERNAU,15,Marco Rahn,1029,2.56,3.68,6.25
FC Bayern Basketball II,6,Nikolas Sermpezis,776,0.63,5.57,6.2
TSV Neustadt temps Shooters,7,Elias Marei,1179,2.0,4.01,6.01
EN BASKETS Schwelm,21,Henning Gustrau,694,2.07,3.92,5.99
Baskets Juniors TSG Westerstede,0,Jon'll Larenz Fugett,1245,4.83,0.73,5.56
Dresden Titans,24,Wisdom Equere Uboh,383,2.63,2.65,5.29
Seawolves Academy,11,Jalen Page,1431,3.64,1.63,5.28
BBC Coburg,5,Nico Höllerl,1051,2.23,2.85,5.08
BSW Sixers,8,Felix Zacharias,627,2.71,2.32,5.02
Porsche BBA Ludwigsburg,8,Lukas Modic,455,1.98,2.9,4.88
Dresden Titans,77,Simeon Dimitrov,1164,5.27,-0.46,4.81
BG Hessing Leitershofen,33,Tom-Niclas Alte,863,3.26,1.54,4.8
Iserlohn Kangaroos,32,Tyson Leitao,1177,2.65,2.05,4.7
BBC Coburg,13,Darius Dawson,1157,1.81,2.75,4.56
SKYLINERS Juniors,9,Leif Zentgraf,848,3.89,0.61,4.5
LOK BERNAU,34,Akim-Jamal Jonah,931,3.48,0.95,4.42
Dresden Titans,25,Sebastian Heck,977,2.07,2.33,4.4
BBC Coburg,12,Dylan Fasoyiro,1039,3.66,0.73,4.39
Dragons Rhöndorf,2,Juhwan Harris-Dyson,1127,1.58,2.78,4.36
OrangeAcademy,10,Endurance Aiyamenkhue,892,1.39,2.95,4.34
SV Fellbach Flashers,13,Jonathan Gerlinger,450,4.52,-0.21,4.31
ETB Miners,30,Marc William Friederici,918,2.57,1.71,4.28
Itzehoe Eagles,65,Christopher Herget,737,1.59,2.39,3.98
Itzehoe Eagles,42,Tobias Möller,844,3.48,0.42,3.89
TV Langen,13,Aminu Abibu,950,3.24,0.59,3.83
CATL Basketball Löwen,5,Luca Förster,585,2.2,1.47,3.67
BBC Coburg,10,Tim Herzog,733,1.83,1.75,3.58
SKYLINERS Juniors,6,Moses Pölking,283,3.03,0.52,3.55
Porsche BBA Ludwigsburg,20,Simon Feneberg,1047,1.13,2.32,3.45
BBC Coburg,8,Nico Wenzl,1083,2.21,1.14,3.35
TSV Oberhaching Tropics,10,Levi Weng,441,1.12,2.1,3.22
TSV Neustadt temps Shooters,10,Matej Jelovcic,1395,2.21,0.96,3.17
Dragons Rhöndorf,3,Duje Dujmovic,1132,2.3,0.85,3.15
Ahorn Camp Baskets,2,Joshua Kreilein,275,0.72,2.43,3.15
Iserlohn Kangaroos,13,Christopher Schultz,1399,1.63,1.48,3.1
