Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ETB Miners,4,Quashawn Tyrese Lane,,24,30.1,723.3,384,16.0,129,253,51.0,19,54,35.2,107,127,84.3,24,88,112,147,33,1,72,37,54.7,62.2,23.2,100.8,21.1,3.0,3.9,13.7,8.9,36.1,2.4,0.1,18.9,0.5,13.95,7.56,6.39,140,80,57.1,59,30,50.8,0,0,0,32,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Itzehoe Eagles,2,Walter J McBride,,22,32.6,716.4,402,18.3,152,317,47.9,54,145,37.2,44,61,72.1,22,61,83,97,51,6,45,43,56.5,58.5,24.0,103.4,23.5,8.5,3.5,9.8,6.6,25.6,3.6,1.0,11.6,0.19,12.07,7.63,4.44,120,74,61.7,52,24,46.2,0,0,0,28,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,13,Darius Dawson,,23,29.2,672.7,412,17.9,159,250,63.6,9,20,45.0,85,108,78.7,39,135,174,52,29,17,54,48,65.4,69.2,24.0,117.2,23.5,1.1,7.6,25.2,16.6,14.6,2.2,2.7,15.4,0.43,11.91,6.4,5.51,200,143,71.5,30,7,23.3,0,0,0,16,22,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,0,Jon'll Larenz Fugett,,20,34.6,691.5,468,23.4,143,374,38.2,68,225,30.2,114,143,79.7,22,71,93,115,39,2,69,51,47.3,53.6,30.8,92.5,29.2,14.1,3.6,12.4,7.8,29.9,2.9,0.3,13.6,0.38,11.37,7.55,3.82,121,64,52.9,28,11,39.3,0,0,0,36,23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,10,Mychael Paulo,,25,27.4,684.1,328,13.1,120,280,42.9,53,156,34.0,35,47,74.5,25,85,110,65,37,8,28,42,52.3,54.5,21.1,99.8,17.2,8.2,4.2,13.8,9.1,16.9,2.8,1.3,8.5,0.17,11.21,6.28,4.93,71,48,67.6,53,19,35.8,0,0,0,17,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Porsche BBA Ludwigsburg,20,Simon Feneberg,,21,29.2,612.4,291,13.9,102,230,44.3,54,154,35.1,33,43,76.7,21,60,81,97,30,1,41,43,56.1,58.5,21.1,100.4,18.5,9.8,3.9,12.5,8.0,28.5,2.6,0.2,14.1,0.19,11.1,5.57,5.54,64,41,64.1,12,7,58.3,0,0,0,20,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Seawolves Academy,11,Jalen Page,,24,33.0,792.7,537,22.4,181,388,46.6,58,160,36.2,117,140,83.6,28,111,139,140,46,7,97,43,54.1,59.7,30.7,98.2,28.4,8.5,4.1,14.8,9.7,38.9,3.0,0.8,17.7,0.36,10.7,6.77,3.93,144,80,55.6,84,43,51.2,0,0,0,50,30,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Dresden Titans,25,Sebastian Heck,,19,28.8,548.1,167,8.8,66,137,48.2,10,38,26.3,25,40,62.5,45,112,157,119,56,26,50,57,51.8,54.0,16.8,81.6,11.2,2.5,10.2,22.6,16.8,34.6,5.2,4.8,24.4,0.29,10.6,3.41,7.19,97,55,56.7,2,1,50,0,0,0,23,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
LOK BERNAU,24,Guy Artman Nahmias,,24,26.8,643.0,339,14.1,114,242,47.1,43,120,35.8,68,82,82.9,17,61,78,114,41,0,50,54,56.0,61.0,21.1,103.3,17.1,6.1,2.9,10.6,6.7,30.1,3.2,0.0,15.2,0.34,10.56,5.26,5.3,93,56,60.2,29,15,51.7,0,0,0,23,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,12,Dylan Fasoyiro,,22,27.7,610.3,421,19.1,146,295,49.5,42,102,41.2,87,114,76.3,34,81,115,45,33,3,43,52,56.6,61.0,29.2,108.5,25.1,6.1,7.3,16.3,11.9,14.0,2.8,0.5,11.1,0.39,10.38,6.28,4.09,134,79,59,59,25,42.4,0,0,0,13,16,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
TSV Neustadt temps Shooters,10,Matej Jelovcic,,23,33.4,768.6,505,22.0,152,372,40.9,49,174,28.2,152,194,78.4,53,139,192,86,55,0,82,75,47.4,55.2,29.3,93.6,27.0,9.3,7.3,20.1,13.6,20.8,3.6,0.0,15.2,0.52,9.85,5.37,4.48,102,59,57.8,96,44,45.8,0,0,0,36,28,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SKYLINERS Juniors,4,Desmond Tyson Watson,,1,32.2,32.2,29,29.0,11,25,44.0,4,12,33.3,3,4,75.0,3,4,7,3,1,0,2,1,52.0,54.2,35.0,100.8,36.6,15.2,9.3,16.6,12.4,18.3,1.6,0.0,7.0,0.16,9.82,9.47,0.35,8,5,62.5,5,2,40,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OrangeAcademy,10,Endurance Aiyamenkhue,,23,24.7,567.2,256,11.1,103,166,62.0,0,5,0.0,50,89,56.2,92,135,227,19,15,38,36,43,62.0,62.4,18.3,106.2,14.3,0.3,17.6,26.7,22.1,6.3,1.4,6.3,14.9,0.54,9.59,4.92,4.67,156,100,64.1,5,3,60,0,0,0,7,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertener Löwen,8,Bryant Allen,,19,34.5,656.0,302,15.9,109,250,43.6,44,112,39.3,40,48,83.3,11,49,60,59,34,1,36,36,52.4,55.7,24.2,98.3,22.9,8.5,2.1,9.7,5.9,20.3,2.9,0.2,11.7,0.19,9.28,4.62,4.66,74,45,60.8,64,20,31.2,0,0,0,18,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,30,Marc William Friederici,,22,25.2,555.3,255,11.6,90,213,42.3,39,117,33.3,36,53,67.9,40,65,105,52,30,4,40,51,51.4,54.0,21.6,92.3,15.1,6.9,8.3,13.2,10.8,16.0,2.8,0.8,14.5,0.25,9.1,4.88,4.22,67,37,55.2,29,14,48.3,0,0,0,18,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BSW Sixers,11,Robert Joseph Holmes,,25,32.0,800.6,415,16.6,147,356,41.3,48,144,33.3,73,96,76.0,56,150,206,46,33,40,60,73,48.0,52.1,25.8,90.6,22.3,7.7,7.7,20.5,14.2,12.2,2.2,5.0,13.1,0.27,9.02,4.62,4.4,159,85,53.5,53,14,26.4,0,0,0,23,25,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG Hessing Leitershofen,3,Zion Antonio Richardson,,23,29.1,669.0,356,15.5,120,251,47.8,54,139,38.8,62,93,66.7,36,96,132,54,36,4,37,50,58.6,61.0,22.3,108.2,19.7,7.7,6.6,16.9,11.9,13.8,2.7,0.6,11.2,0.37,8.95,5.36,3.59,84,50,59.5,28,16,57.1,0,0,0,15,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,8,Nico Wenzl,,20,30.8,616.7,226,11.3,75,198,37.9,46,135,34.1,30,44,68.2,5,59,64,136,26,0,69,34,49.5,52.0,21.1,78.9,14.6,8.7,1.1,12.0,6.7,33.3,2.2,0.0,24.1,0.22,8.88,4.31,4.57,47,24,51.1,16,5,31.2,0,0,0,40,20,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SC Rist Wedel,5,Niklas Krause,,20,27.1,542.8,299,14.9,93,208,44.7,17,67,25.4,96,120,80.0,23,55,78,85,26,5,46,42,48.8,57.3,24.9,97.5,19.8,4.4,4.7,12.3,8.3,33.4,2.5,1.0,15.0,0.58,8.57,4.88,3.69,123,70,56.9,18,6,33.3,0,0,0,21,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG Hessing Leitershofen,0,Brian Christopher Dawson,,23,29.9,688.3,372,16.2,138,273,50.5,37,102,36.3,59,74,79.7,17,64,81,127,42,0,89,67,57.3,60.9,26.0,94.3,20.5,5.6,3.1,11.0,7.1,32.6,3.1,0.0,22.6,0.27,8.37,3.94,4.43,116,75,64.7,55,26,47.3,0,0,0,44,29,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Hertener Löwen,11,Christian Matthew Hinckson,,23,24.4,560.9,321,14.0,104,205,50.7,35,84,41.7,78,96,81.2,29,84,113,34,23,10,36,52,59.3,64.9,26.0,113.3,20.0,5.2,6.9,19.2,13.1,14.0,2.3,2.4,12.7,0.47,8.37,4.11,4.26,77,47,61,44,22,50,0,0,0,11,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Itzehoe Eagles,11,Finn Fleute,,24,32.2,773.0,376,15.7,124,277,44.8,25,88,28.4,103,130,79.2,50,175,225,42,22,14,24,47,49.3,56.3,20.5,105.0,20.2,4.7,7.3,25.7,16.5,9.6,1.4,2.1,6.7,0.47,8.37,5.54,2.83,143,80,55.9,46,19,41.3,0,0,0,6,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,5,Benjamin Uzoma,,25,17.6,440.3,193,7.7,61,107,57.0,0,0,0,71,107,66.4,100,104,204,6,9,32,29,55,57.0,62.6,18.2,105.4,10.1,0.0,26.2,26.2,26.2,2.3,1.1,7.9,15.8,1.0,8.32,4.62,3.71,98,55,56.1,9,6,66.7,0,0,0,6,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SV Fellbach Flashers,9,Nik Philip Schlipf,,23,29.8,685.0,367,16.0,133,263,50.6,60,153,39.2,41,55,74.5,16,51,67,95,40,2,74,65,62.0,63.9,24.8,101.6,21.1,8.8,3.0,9.3,6.2,26.8,3.0,0.3,20.5,0.21,8.19,4.1,4.09,67,48,71.6,45,26,57.8,0,0,0,49,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,12,Niclas Jonathan Sperber,,25,23.7,592.5,297,11.9,94,209,45.0,38,94,40.4,71,82,86.6,31,90,121,26,32,10,57,64,54.1,60.6,22.4,98.3,15.6,4.9,6.0,16.9,11.6,7.6,2.8,1.8,18.9,0.39,8.14,3.82,4.31,99,51,51.5,16,5,31.2,0,0,0,25,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,29,Colin Schröder,,1,18.8,18.8,12,12.0,6,9,66.7,0,2,0.0,0,1,0.0,2,6,8,4,1,1,3,3,66.7,63.6,25.6,96.5,15.0,2.5,14.2,40.0,27.5,38.4,2.7,6.5,24.1,0.11,8.11,3.73,4.38,7,6,85.7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,5,Nico Höllerl,,21,27.0,566.7,203,9.7,65,166,39.2,38,117,32.5,35,50,70.0,12,61,73,30,34,9,11,38,50.6,54.0,16.2,102.0,12.7,7.3,2.8,13.8,8.3,8.3,3.1,1.7,5.5,0.3,8.09,3.93,4.16,44,26,59.1,5,1,20,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,8,Beni Fungula,,25,30.5,761.8,463,18.5,169,379,44.6,34,110,30.9,91,116,78.4,46,99,145,68,44,9,72,41,49.1,53.8,28.1,92.2,23.3,5.5,6.8,16.0,11.2,17.2,2.9,1.3,14.3,0.31,8.0,5.05,2.96,208,111,53.4,61,24,39.3,0,0,0,23,37,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
LOK BERNAU,34,Akim-Jamal Jonah,,21,23.9,502.7,279,13.3,108,217,49.8,12,34,35.3,51,76,67.1,54,97,151,31,24,15,29,38,52.5,55.7,23.2,99.8,16.2,2.0,12.0,21.5,16.8,10.8,2.4,3.1,10.4,0.35,7.99,4.09,3.9,143,83,58,40,13,32.5,0,0,0,10,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
