Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Essex Rebels,2,M. Brown,,20,35.6,712.2,494,24.7,175,345,50.7,44,111,39.6,100,116,86.2,24,75,99,119,79,4,72,50,57.1,62.4,27.5,105.5,29.5,6.6,3.2,10.0,6.6,31.6,5.4,0.5,15.4,0.34,14.24,7.37,6.87,178,108,60.7,56,23,41.1,111,44,39.6,33,28,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,23,J. Spencer,,25,33.8,845.3,388,15.5,122,263,46.4,52,137,38.0,92,103,89.3,13,143,156,180,34,4,80,56,56.3,62.9,19.9,99.9,19.4,6.8,1.5,16.4,9.1,31.6,2.0,0.5,20.6,0.39,12.98,6.44,6.54,89,58,65.2,36,11,30.6,137,52,38,55,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,21,B. Johnson,,22,28.8,633.1,395,18.0,152,267,56.9,23,67,34.3,68,97,70.1,68,160,228,52,55,12,46,48,61.2,63.8,23.9,111.1,22.0,3.7,10.7,26.4,18.3,13.4,4.2,1.8,12.9,0.36,12.39,6.29,6.1,176,122,69.3,24,7,29.2,67,23,34.3,12,25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,11,J. Thames,,26,38.4,999.1,673,25.9,255,455,56.0,33,103,32.0,130,162,80.2,52,147,199,102,44,10,64,42,59.7,63.9,24.5,114.0,30.4,4.6,5.0,15.3,10.0,16.4,2.1,0.9,10.8,0.36,12.14,9.34,2.8,274,186,67.9,78,36,46.2,103,33,32,23,33,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,1,T. Williams,,25,34.3,856.8,581,23.2,226,496,45.6,52,198,26.3,77,112,68.8,29,108,137,139,59,13,68,56,50.8,53.3,30.6,94.7,28.8,9.8,3.3,13.4,8.1,28.9,3.4,1.5,11.1,0.23,12.11,6.55,5.56,231,153,66.2,67,21,31.3,198,52,26.3,34,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,8,V. Olarerin,,26,31.2,810.6,488,18.8,188,404,46.5,44,158,27.8,68,79,86.1,60,87,147,68,57,7,51,55,52.0,55.6,26.2,99.6,24.3,7.9,7.5,11.2,9.4,13.7,3.7,0.9,10.4,0.2,11.62,6.72,4.9,202,129,63.9,44,15,34.1,158,44,27.8,21,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,4,J. Bouknight,,26,29.2,759.3,376,14.5,134,296,45.3,61,153,39.9,47,60,78.3,12,43,55,128,43,2,56,70,55.6,58.3,21.6,99.4,18.8,7.6,1.6,5.9,3.7,25.2,2.9,0.3,14.8,0.2,11.19,5.93,5.26,78,53,67.9,65,20,30.8,153,61,39.9,32,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Dragons,4,J. Jefferson,,8,35.8,286.6,187,23.4,70,143,49.0,15,51,29.4,32,43,74.4,9,28,37,29,19,2,15,24,54.2,57.7,26.3,105.7,29.6,8.1,2.9,10.2,6.3,18.1,3.4,0.7,8.5,0.3,11.13,6.1,5.03,59,34,57.6,33,21,63.6,51,15,29.4,2,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,24,D. Nixon Ii,,24,29.3,704.3,312,13.0,106,228,46.5,56,141,39.7,44,49,89.8,19,57,76,136,39,1,45,40,58.8,62.5,17.8,105.9,16.0,7.2,2.6,8.4,5.4,28.2,2.7,0.1,15.3,0.21,11.08,5.95,5.13,42,27,64.3,45,23,51.1,141,56,39.7,23,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Derby Trailblazers,6,E. Oliver,,4,31.0,124.1,100,25.0,33,62,53.2,16,26,61.5,18,24,75.0,6,8,14,11,7,0,14,10,66.1,68.9,31.0,115.5,31.5,8.2,5.2,5.8,5.5,15.3,2.9,0.0,16.2,0.39,10.99,8.37,2.62,28,16,57.1,8,1,12.5,26,16,61.5,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,0,R. Blain,,26,33.4,867.5,449,17.3,180,326,55.2,21,67,31.3,68,114,59.6,36,129,165,101,50,15,59,53,58.4,59.7,21.2,103.2,20.6,3.1,4.2,13.2,9.0,18.8,2.8,1.6,13.6,0.35,10.93,5.11,5.82,218,148,67.9,40,11,27.5,67,21,31.3,25,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,1,B. Dean,,23,36.0,826.9,462,20.1,171,347,49.3,56,136,41.2,64,81,79.0,24,89,113,130,47,0,64,37,57.3,60.4,22.5,103.4,23.8,7.0,2.8,11.3,6.9,23.1,2.8,0.0,14.3,0.23,10.85,8.05,2.8,96,64,66.7,115,51,44.3,136,56,41.2,33,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
