Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Cavaliers,"J. Manning, M. Collins, M. Beasley, D. Braster, A. Roberts",25,20803,782,307,629,48.8,97,233,41.6,71,119,59.7,107,255,362,160,44,32,129,107,675,76.4,77.9,74.9,30.8,32.1,56.5,57.4,52.1,35.2,78.2,13.3,18.9,37,115.8,689,273,629,43.4,87,262,33.2,56,82,68.3,71,197,268,152,64,17,82,118,649,50.3,51.8,11,21.8,41.7,106.2,9.7,296,169,57.1,99,40,40.4,233,97,41.6,61,32,7,23,276,153,55.4,91,33,36.3,262,87,33.2,42,23,3,13
Birmingham Rockets,"R. Blain, Z. Powell, L. Okosieme, E. Donaldson, L. Mcgregor",22,16794,555,212,465,45.6,43,127,33.9,88,142,62,60,219,279,149,47,31,116,86,560,79.4,80,78.7,30.0,30.5,50.2,52.6,70.3,23.6,74,14.6,30.5,27.3,99.1,524,202,518,39,71,225,31.6,49,75,65.3,77,194,271,122,56,21,100,130,551,45.8,47.5,15.4,26,43.4,95.1,4,226,132,58.4,112,37,33,127,43,33.9,49,37,2,18,205,98,47.8,87,32,36.8,225,71,31.6,39,29,2,21
Derby Trailblazers,"C. Washington, J. Pathmarajah, S. Walker, C. Brown, R. May-Thompson",20,14861,559,221,433,51,55,127,43.3,62,91,68.1,52,175,227,142,56,17,86,66,486,77.9,78.6,77.2,30.5,31.1,57.4,59.1,64.3,25.2,79.5,12.3,21,29.3,114.8,509,202,434,46.5,69,180,38.3,36,52,69.2,45,154,199,120,47,16,86,102,477,54.5,55.7,15.8,20.5,41.5,106.5,8.3,224,139,62.1,82,27,32.9,127,55,43.3,33,35,6,11,161,94,58.4,93,39,41.9,180,69,38.3,29,39,3,12
Milton Keynes Breakers,"D. Jackson, J. Dietrich, X. Wilson, J. Spencer, G. Noel",15,10896,411,162,352,46,47,132,35.6,40,60,66.7,53,140,193,115,30,22,45,54,355,78,78.3,77.8,30.6,30.9,52.7,54.3,71,29.9,74.9,8.4,17,37.5,115.6,338,131,324,40.4,43,130,33.1,33,54,61.1,47,124,171,83,33,15,67,66,353,47.1,48.6,16.2,25.1,40.1,95.7,19.8,155,93,60,64,22,34.4,132,47,35.6,29,10,2,5,120,66,55,70,18,25.7,130,43,33.1,29,21,1,13
Yorkshire Dragons,"D. Ulph, J. Whelan, J. Mielke, C. Johnson, N. Lewis",11,8710,373,133,281,47.3,43,112,38.4,64,87,73.6,42,109,151,71,41,7,40,65,304,85.5,83.9,87.1,28.6,27.5,55,58.4,53.4,28.6,75.2,9.3,31,39.9,122.5,315,111,258,43,42,109,38.5,51,69,73.9,36,105,141,61,25,11,77,82,316,51.2,54.6,21.1,24.8,42.2,99.6,22.8,139,83,59.7,30,7,23.3,112,43,38.4,19,11,0,7,101,59,58.4,48,10,20.8,109,42,38.5,23,28,1,14
Hemel Storm,"D. Nelson-Henry, K. Walker, M. Norman, B. Inger, S. Newman",10,7997,334,141,249,56.6,34,83,41,18,24,75,31,103,134,80,32,7,52,44,269,79.1,80.8,77.4,29.7,31.0,63.5,64.3,56.7,31.3,78,13.3,9.6,33.3,124,258,101,240,42.1,27,90,30,29,38,76.3,29,68,97,47,31,7,41,32,257,47.7,50.2,13.8,22,37.5,100,24,142,97,68.3,24,10,41.7,83,34,41,28,10,3,8,99,53,53.5,51,21,41.2,90,27,30,22,15,2,3
Newcastle Knights,"B. Dean, S. Trunley, J. Thames, H. Abdul, M. Jones",7,7662,289,104,226,46,44,118,37.3,37,50,74,28,75,103,66,24,7,34,40,243,77,76.4,77.5,31.4,30.9,55.8,58.3,63.5,25.2,68.8,9.8,22.1,52.2,118.5,262,104,216,48.1,22,84,26.2,32,52,61.5,34,83,117,57,18,7,53,45,247,53.2,54.8,18.2,31.2,38.9,105.8,12.7,67,39,58.2,41,21,51.2,118,44,37.3,16,13,0,4,91,66,72.5,41,16,39,84,22,26.2,23,20,3,7
Reading Rockets,"T. Nsangu, C. Creek, J. Bouknight, E. Poorman, V. Olarerin",19,7777,291,116,240,48.3,33,88,37.5,26,36,72.2,53,76,129,74,36,11,47,41,239,72.7,74,71.4,32.4,33.6,55.2,56.9,63.8,44.5,76.8,12.5,15,36.7,121.3,224,89,205,43.4,37,91,40.7,9,9,100,23,66,89,56,23,6,55,38,231,52.4,53.6,20.8,23.2,44.4,96.8,24.5,117,77,65.8,35,6,17.1,88,33,37.5,24,17,2,4,86,43,50,28,9,32.1,91,37,40.7,30,17,2,7
Worthing Thunder,"D. Evans, M. Bryan-Amaning, J. Hopkins, E. Maynard, E. Dadds",17,6267,227,94,204,46.1,18,62,29,21,35,60,21,61,82,44,20,6,28,31,217,84.6,83.2,86,28.8,27.9,50.5,51.7,46.8,19.8,64.9,9.6,17.2,30.4,104.4,253,98,204,48,26,67,38.8,31,41,75.6,33,85,118,67,19,8,45,38,224,54.4,57,16.9,35.1,32.8,112.6,-8.2,95,61,64.2,47,15,31.9,62,18,29,13,11,1,3,90,56,62.2,45,15,33.3,67,26,38.8,22,13,3,7
Worthing Thunder,"M. Bryan-Amaning, J. Hopkins, E. Maynard, A. Scarborough, E. Dadds",14,5962,219,81,182,44.5,15,46,32.6,42,63,66.7,34,80,114,43,21,6,40,37,207,82.1,83.4,80.8,28.8,29.7,48.6,52.2,53.1,32.7,72.1,13.7,34.6,25.3,105.8,173,72,187,38.5,17,70,24.3,12,30,40,31,70,101,45,22,7,40,50,200,43,43.2,16.7,27.9,37.4,86.1,19.6,102,50,49,33,15,45.5,46,15,32.6,11,16,1,8,79,45,57,38,10,26.3,70,17,24.3,13,19,3,7
