Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
A. Bonnick,Birmingham Rockets,10,A. Bonnick,"F. Mughal, M. Gayle, O. Jackman, Z. Powell",1,4.4,0,0,2,0.0,0,1,0.0,0,0,0,0,3,3,1,0,0,0,1,2,0,0,0.0,0.0,51.6,111.1,-59.5,0.0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
A. Mutothori,Birmingham Rockets,5,A. Mutothori,"F. Mughaal, L. Duru, P. Basioudis, T. Grayling",2,3.9,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0.0,0.0,71.4,94.0,-22.7,0.0,0.0,0,50.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A. Mutothori,Birmingham Rockets,5,A. Mutothori,"L. Okosieme, M. Gayle, P. Basioudis, T. Grayling",1,2.5,4,1,2,50.0,1,1,100.0,1,2,50.0,1,0,1,0,1,0,1,0,3,0,4,4.0,57.5,57.5,132.2,-74.7,75.0,69.4,0.0,25.8,1,0,0,0,0,0,1,1,100,1,0,0,0,0,0,3
A. Mutothori,Birmingham Rockets,5,A. Mutothori,"F. Mughaal, L. Duru, L. Okosieme, T. Grayling",1,2.2,2,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.0,40.0,80.0,213.5,-133.5,100.0,100.0,0.0,0.0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0
A. Mutothori,Birmingham Rockets,5,A. Mutothori,"E. Donaldson, F. Mughaal, L. Mcgregor, O. Jackman",1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,60.2,69.4,-9.2,0,0,0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A. Mutothori,Birmingham Rockets,5,A. Mutothori,"F. Mughaal, L. Okosieme, M. Gayle, Z. Powell",1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,82.0,72.3,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, L. Okosieme, R. Blain, Z. Powell",22,279.9,112,41,103,39.8,13,34,38.2,17,22,77.3,15,32,47,17,6,0,22,19,115,2,114,5.2,19.7,95.8,95.1,0.7,46.1,49.7,41.5,14.5,47,21,44.7,22,7,31.8,34,13,38.2,14,6,0,1,24,33,17
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, O. Jackman, R. Blain, Z. Powell",18,90.3,48,17,34,50.0,3,14,21.4,11,16,68.8,5,17,22,9,2,0,8,9,42,2,50,2.8,25.2,115.8,103.4,12.4,54.4,58.5,52.9,13.8,15,13,86.7,5,1,20,14,3,21.4,2,4,0,1,11,16,13
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"M. Gayle, O. Jackman, R. Blain, Z. Powell",13,46.4,26,11,22,50.0,1,6,16.7,3,4,75.0,4,7,11,4,0,0,2,4,21,0,26,2.0,25.4,136.9,119.7,17.2,52.3,54.7,36.4,6.7,13,9,69.2,3,1,33.3,6,1,16.7,2,0,0,0,9,9,4
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. Mcgregor, L. Okosieme, R. Blain",8,44.8,20,9,16,56.2,2,4,50.0,0,0,0,2,6,8,6,1,0,8,2,21,2,22,2.8,24.4,102.1,91.6,10.4,62.5,62.5,66.7,26.7,6,4,66.7,6,3,50,4,2,50,2,6,0,0,4,4,10
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. Mcgregor, O. Jackman, R. Blain",14,39.2,10,3,15,20.0,0,7,0.0,4,5,80.0,3,7,10,5,0,1,5,7,18,2,12,0.9,14.3,115.3,82.4,32.9,20.0,29.1,166.7,18.4,7,3,42.9,1,0,0,7,0,0,1,2,0,1,2,2,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Okosieme, M. Gayle, R. Blain, Z. Powell",11,33.6,28,10,19,52.6,4,7,57.1,4,8,50.0,1,8,9,6,0,0,3,1,24,0,28,2.5,39.2,135.6,86.6,49.0,63.2,62.2,60.0,9.5,8,5,62.5,4,1,25,7,4,57.1,0,1,0,1,4,4,6
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. Mcgregor, M. Gayle, O. Jackman",9,30.6,14,5,13,38.5,2,5,40.0,2,2,100.0,3,8,11,3,1,0,3,3,13,3,17,1.9,31.2,121.1,105.7,15.4,46.2,50.4,60.0,15.1,6,3,50,2,0,0,5,2,40,0,1,0,1,2,2,2
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, M. Gayle, O. Jackman, R. Blain",13,26.2,17,7,8,87.5,3,4,75.0,0,0,0,1,2,3,4,0,0,0,6,7,0,17,1.3,30.3,110.6,83.0,27.6,106.2,106.2,57.1,0.0,4,4,100,0,0,0,4,3,75,0,0,0,0,4,3,6
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. Okosieme, R. Blain, Z. Powell",7,25.2,14,6,17,35.3,1,6,16.7,1,2,50.0,4,3,7,5,2,0,1,2,14,0,14,2.0,28.0,104.1,104.4,-0.3,38.2,39.1,83.3,4.2,9,5,55.6,2,0,0,6,1,16.7,0,1,0,0,4,3,1
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, M. Gayle, R. Blain, Z. Powell",6,20.0,19,6,10,60.0,2,4,50.0,5,5,100.0,2,5,7,1,1,0,3,1,13,0,19,3.2,40.0,120.0,95.7,24.3,70.0,77.9,16.7,18.5,5,3,60,1,1,100,4,2,50,2,1,0,0,2,7,7
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, O. Jackman, R. Blain, Z. Powell",12,19.0,6,1,5,20.0,0,3,0.0,4,6,66.7,2,3,5,4,0,0,1,1,6,0,6,0.5,16.3,124.9,101.4,23.4,20.0,39.3,400.0,7.9,1,1,100,1,0,0,3,0,0,1,0,0,0,2,2,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, L. Okosieme, M. Gayle, R. Blain",5,17.5,20,8,12,66.7,2,3,66.7,2,2,100.0,0,4,4,2,1,1,3,1,15,0,20,4.0,53.7,120.8,110.9,10.0,75.0,77.6,25.0,16.8,4,4,100,5,2,40,3,2,66.7,0,0,0,2,0,4,2
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, M. Gayle, O. Jackman, Z. Powell",6,14.8,8,3,6,50.0,0,1,0.0,2,2,100.0,1,0,1,1,0,0,2,1,8,0,8,1.3,28.3,134.3,90.1,44.2,50.0,58.1,33.3,20.2,3,2,66.7,2,1,50,1,0,0,0,0,0,1,2,2,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, L. Okosieme, M. Gayle, Z. Powell",11,14.5,11,4,4,100.0,2,2,100.0,1,1,100.0,0,1,1,1,0,0,0,1,4,2,13,1.2,40.0,129.3,115.0,14.3,125.0,123.9,25.0,0.0,2,2,100,0,0,0,2,2,100,0,0,0,0,0,5,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, M. Gayle, O. Jackman, Z. Powell",8,10.8,0,0,2,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0.0,0.0,77.8,93.0,-15.2,0.0,0.0,0,33.3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. Mcgregor, O. Jackman, Z. Powell",3,8.9,6,2,4,50.0,1,2,50.0,1,1,100.0,2,0,2,1,0,0,0,2,2,0,6,2.0,31.3,114.7,73.1,41.6,62.5,67.6,50.0,0.0,2,1,50,0,0,0,2,1,50,0,0,0,0,2,0,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, L. Okosieme, O. Jackman, R. Blain",5,7.8,6,2,6,33.3,1,4,25.0,1,1,100.0,1,1,2,1,0,0,1,1,6,2,8,1.6,62.5,117.2,85.9,31.3,41.7,46.6,50.0,11.8,1,1,100,1,0,0,4,1,25,1,0,0,0,5,1,1
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"F. Mughaal, L. Mcgregor, L. Okosieme, M. Gayle",3,7.7,1,0,4,0.0,0,2,0.0,1,1,100.0,0,1,1,1,1,0,1,0,5,0,1,0.3,5.8,46.7,88.5,-41.8,0.0,11.3,0,15.5,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Okosieme, O. Jackman, R. Blain, Z. Powell",3,6.5,2,1,2,50.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.7,16.8,101.0,77.5,23.5,50.0,50.0,0.0,0.0,0,0,0,1,1,100,1,0,0,0,0,0,0,0,2,0
E. Donaldson,Birmingham Rockets,3,E. Donaldson,"L. Mcgregor, L. Okosieme, O. Jackman, Z. Powell",2,4.2,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0.0,0.0,44.4,162.8,-118.3,0.0,0.0,0,66.7,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
