Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Newcastle Knights,J. Thames,11,J. Thames,26,38.4,999.1,673.0,25.9,255.0,455.0,56,33.0,103.0,32,130.0,162.0,80.2,52.0,147.0,199.0,102.0,44.0,10.0,64.0,42.0,516.7,25.6,33.5,5.1,9.9,32,705.0,27.1,35.1,75,5.8,55,20,58.8,68.8,13,5.56,2.52,3.05,3.2,1.7,274.0,186.0,67.9,78.0,36.0,46.2,103.0,33.0,32,23.0,33.0,0.0,8.0,105.0,243.0,193.0
Worthing Thunder,J. Hopkins,15,J. Hopkins,26,35.3,918.9,630.0,24.2,222.0,438.0,50.7,41.0,121.0,33.9,145.0,192.0,75.5,41.0,105.0,146.0,54.0,35.0,6.0,60.0,55.0,519.8,27.4,33.4,2.9,7.7,10,640.0,24.6,33.9,41,3.7,39,20,42.9,49.8,11,3.42,0.12,3.3,3.1,1.5,255.0,162.0,63.5,62.0,19.0,30.6,121.0,41.0,33.9,17.0,21.0,0.0,22.0,64.0,239.0,142.0
Reading Rockets,V. Olarerin,8,V. Olarerin,26,31.2,810.6,488.0,18.8,188.0,404.0,46.5,44.0,158.0,27.8,68.0,79.0,86.1,60.0,87.0,147.0,68.0,57.0,7.0,51.0,55.0,412.6,27.1,31.9,4.5,9.6,2,490.0,18.8,32.1,42,3.8,36,5,55.0,41.2,11,6.9,0.75,6.15,2.8,2.8,202.0,129.0,63.9,44.0,15.0,34.1,158.0,44.0,27.8,21.0,26.0,0.0,4.0,101.0,164.0,146.0
Birmingham Rockets,Z. Powell,14,Z. Powell,26,30.4,789.2,481.0,18.5,176.0,375.0,46.9,27.0,83.0,32.5,102.0,134.0,76.1,33.0,98.0,131.0,126.0,38.0,8.0,77.0,53.0,458.8,29.1,30.4,8.0,8.3,14,495.0,19.0,31.3,13,1.4,21,12,24.7,27.3,9,3.91,-1.52,5.44,2.4,1.9,152.0,100.0,65.8,139.0,49.0,35.3,83.0,27.0,32.5,27.0,41.0,0.0,9.0,47.0,186.0,104.0
London Cavaliers,J. Manning,10,J. Manning,26,34.4,894.4,479.0,18.4,167.0,361.0,46.3,89.0,202.0,44.1,56.0,70.0,80,18.0,82.0,100.0,108.0,22.0,10.0,83.0,45.0,438.5,25.5,27.9,6.3,5.8,10,489.0,18.8,28.5,34,4.2,29,0,58.6,34.0,8,3.23,0.99,2.24,2.1,1.6,114.0,63.0,55.3,45.0,15.0,33.3,202.0,89.0,44.1,48.0,30.0,1.0,4.0,58.0,190.0,95.0
Derby Trailblazers,J. Pathmarajah,22,J. Pathmarajah,26,32.4,842.3,457.0,17.6,179.0,388.0,46.1,30.0,82.0,36.6,69.0,95.0,72.6,21.0,75.0,96.0,124.0,50.0,9.0,62.0,61.0,452.0,27.9,28.1,7.6,5.9,20,477.0,18.3,29.3,30,2.7,29,9,45.5,40.0,11,1.27,-2.23,3.5,1.9,2.5,206.0,114.0,55.3,100.0,35.0,35,82.0,30.0,36.6,30.0,23.0,0.0,9.0,57.0,172.0,109.0
Loughborough Riders,J. Cook,12/21/31/7,J. Cook,26,29.3,762.3,457.0,17.6,166.0,378.0,43.9,77.0,218.0,35.3,48.0,56.0,85.7,25.0,81.0,106.0,44.0,21.0,8.0,27.0,32.0,388.5,25.7,30.2,2.9,7.0,13,470.0,18.1,31.1,18,2.2,27,5,30.8,33.2,8,3.08,0.56,2.52,3.0,2.5,66.0,42.0,63.6,94.0,47.0,50,218.0,77.0,35.3,7.0,15.0,0.0,5.0,44.0,160.0,95.0
Birmingham Rockets,R. Blain,0,R. Blain,26,33.4,867.5,449.0,17.3,180.0,326.0,55.2,21.0,67.0,31.3,68.0,114.0,59.6,36.0,129.0,165.0,101.0,50.0,15.0,59.0,53.0,383.2,22.1,25.8,5.8,9.5,19,468.0,18.0,26.9,42,3.5,29,15,59.0,43.6,12,5.25,-1.68,6.93,2.9,2.4,218.0,148.0,67.9,40.0,11.0,27.5,67.0,21.0,31.3,25.0,22.0,0.0,12.0,52.0,172.0,98.0
London Cavaliers,D. Braster,23,D. Braster,26,28.9,752.2,439.0,16.9,184.0,371.0,49.6,23.0,77.0,29.9,48.0,75.0,64,63.0,164.0,227.0,60.0,25.0,14.0,77.0,46.0,401.3,27.8,30.4,4.2,15.7,12,451.0,17.3,31.2,27,3.0,24,4,52.4,31.8,9,1.79,-1.42,3.21,4.1,2.6,203.0,125.0,61.6,91.0,36.0,39.6,77.0,23.0,29.9,31.0,26.0,0.0,20.0,84.0,134.0,90.0
Derby Trailblazers,S. Walker,3,S. Walker,26,25.1,652.6,411.0,15.8,175.0,288.0,60.8,19.0,47.0,40.4,42.0,64.0,65.6,74.0,154.0,228.0,60.0,13.0,19.0,54.0,57.0,284.3,22.6,32.6,4.8,18.1,12,423.0,16.3,33.5,49,3.5,30,8,73.1,41.5,14,4.94,1.12,3.82,5.0,1.8,219.0,149.0,68,22.0,7.0,31.8,47.0,19.0,40.4,19.0,27.0,0.0,8.0,107.0,59.0,77.0
Birmingham Rockets,E. Donaldson,3,E. Donaldson,26,31.3,814.4,409.0,15.7,150.0,329.0,45.6,42.0,121.0,34.7,67.0,88.0,76.1,48.0,117.0,165.0,78.0,18.0,3.0,68.0,72.0,372.2,22.9,25.1,4.8,10.1,15,424.0,16.3,26.0,32,3.2,24,10,56.3,31.4,10,0.18,-3.83,4.0,3.3,3.0,142.0,87.0,61.3,66.0,21.0,31.8,121.0,42.0,34.7,31.0,27.0,0.0,10.0,77.0,112.0,81.0
Reading Rockets,J. Bouknight,4,J. Bouknight,26,29.2,759.3,376.0,14.5,134.0,296.0,45.3,61.0,153.0,39.9,47.0,60.0,78.3,12.0,43.0,55.0,128.0,43.0,2.0,56.0,70.0,351.7,24.6,26.3,8.9,3.8,14,390.0,15.0,27.2,28,3.1,25,8,49.1,32.5,9,5.54,0.26,5.28,1.4,1.9,78.0,53.0,67.9,65.0,20.0,30.8,153.0,61.0,39.9,32.0,15.0,0.0,9.0,41.0,102.0,87.0
London Cavaliers,A. Roberts,4,A. Roberts,26,34.3,890.6,373.0,14.3,138.0,314.0,43.9,60.0,162.0,37,37.0,47.0,78.7,25.0,108.0,133.0,110.0,22.0,7.0,62.0,46.0,356.8,20.8,21.8,6.4,7.8,8,381.0,14.7,22.3,9,0.9,15,1,29.1,16.4,10,1.45,-1.23,2.68,2.4,2.4,117.0,64.0,54.7,35.0,14.0,40,162.0,60.0,37,37.0,18.0,0.0,7.0,41.0,98.0,43.0
Yorkshire Dragons,J. Whelan,23,J. Whelan,26,27.2,706.9,373.0,14.3,140.0,309.0,45.3,18.0,92.0,19.6,75.0,94.0,79.8,28.0,53.0,81.0,27.0,27.0,8.0,64.0,83.0,370.9,26.0,26.3,1.9,5.7,0,373.0,14.3,26.3,39,3.0,30,8,58.2,43.5,13,-3.94,-6.14,2.2,3.0,3.5,183.0,117.0,63.9,33.0,4.0,12.1,92.0,18.0,19.6,23.0,29.0,0.0,12.0,49.0,147.0,67.0
Bristol Flyers II,N. Ladjimi,24/8,N. Ladjimi,26,26.1,677.4,370.0,14.2,121.0,335.0,36.1,92.0,261.0,35.2,36.0,45.0,80,15.0,52.0,67.0,28.0,17.0,1.0,43.0,46.0,367.5,27.0,27.2,2.1,4.9,4,374.0,14.4,27.5,16,4.0,11,3,64.9,12.3,4,-2.82,-1.51,-1.31,2.6,2.0,25.0,11.0,44,49.0,18.0,36.7,261.0,92.0,35.2,21.0,15.0,0.0,7.0,40.0,116.0,66.0
Derby Trailblazers,R. May-Thompson,7,R. May-Thompson,26,27.2,706.2,339.0,13.0,125.0,255.0,49,28.0,85.0,32.9,61.0,84.0,72.6,17.0,118.0,135.0,48.0,26.0,35.0,26.0,55.0,288.9,21.3,24.8,3.5,9.9,2,341.0,13.1,25.0,30,3.3,17,14,64.8,24.2,9,2.85,-1.98,4.83,4.2,3.2,88.0,58.0,65.9,82.0,39.0,47.6,85.0,28.0,32.9,14.0,9.0,0.0,3.0,36.0,93.0,70.0
London Cavaliers,M. Beasley,15,M. Beasley,26,28.5,740.8,333.0,12.8,134.0,308.0,43.5,36.0,126.0,28.6,29.0,52.0,55.8,59.0,85.0,144.0,38.0,37.0,19.0,49.0,62.0,308.0,21.6,23.4,2.7,10.1,0,333.0,12.8,23.4,16,3.2,11,2,67.3,13.9,5,0.33,-2.86,3.19,3.4,3.8,140.0,83.0,59.3,41.0,14.0,34.1,126.0,36.0,28.6,16.0,16.0,0.0,17.0,63.0,107.0,63.0
Essex Rebels,T. Child,22,T. Child,26,31.9,829.0,333.0,12.8,116.0,316.0,36.7,74.0,210.0,35.2,27.0,39.0,69.2,21.0,64.0,85.0,145.0,29.0,4.0,77.0,56.0,373.6,22.7,20.2,8.8,5.1,13,346.0,13.3,21.0,23,3.3,17,2,64.3,20.9,7,-1.58,-3.02,1.44,1.8,2.1,58.0,28.0,48.3,47.0,13.0,27.7,210.0,74.0,35.2,41.0,23.0,0.0,13.0,47.0,96.0,79.0
Worthing Thunder,E. Maynard,22,E. Maynard,26,31.7,825.0,329.0,12.7,127.0,353.0,36,31.0,133.0,23.3,44.0,71.0,62,38.0,64.0,102.0,54.0,33.0,3.0,34.0,31.0,365.0,21.5,19.4,3.2,6.0,12,341.0,13.1,20.1,29,2.9,34,2,41.6,35.9,10,-3.82,-5.46,1.64,2.5,3.9,85.0,40.0,47.1,134.0,55.0,41,133.0,31.0,23.3,15.0,15.0,0.0,4.0,61.0,96.0,91.0
Reading Rockets,C. Creek,14,C. Creek,26,25.5,663.6,296.0,11.4,110.0,247.0,44.5,55.0,138.0,39.9,21.0,25.0,84,65.0,122.0,187.0,43.0,22.0,27.0,30.0,52.0,214.1,17.2,23.7,3.4,14.9,17,313.0,12.0,25.0,18,3.6,14,4,57.1,16.8,5,6.45,0.87,5.58,4.9,3.4,75.0,46.0,61.3,34.0,9.0,26.5,138.0,55.0,39.9,18.0,9.0,0.0,3.0,69.0,61.0,71.0
Derby Trailblazers,C. Washington,13,C. Washington,26,31.6,822.8,294.0,11.3,94.0,230.0,40.9,65.0,159.0,40.9,41.0,51.0,80.4,10.0,54.0,64.0,71.0,14.0,1.0,42.0,34.0,273.1,17.2,18.5,4.5,4.0,7,301.0,11.6,18.9,7,0.9,11,8,24.1,16.5,8,-1.71,-2.96,1.25,2.3,3.5,35.0,18.0,51.4,36.0,11.0,30.6,159.0,65.0,40.9,20.0,12.0,0.0,10.0,23.0,65.0,39.0
Worthing Thunder,M. Bryan-Amaning,11,M. Bryan-Amaning,26,23.9,621.0,292.0,11.2,123.0,277.0,44.4,5.0,26.0,19.2,41.0,69.0,59.4,38.0,118.0,156.0,50.0,33.0,23.0,49.0,55.0,305.6,23.9,22.9,3.9,12.2,7,299.0,11.5,23.4,29,3.2,22,12,53.2,28.3,9,-1.15,-5.53,4.38,4.5,3.1,191.0,97.0,50.8,60.0,21.0,35,26.0,5.0,19.2,21.0,24.0,0.0,4.0,56.0,23.0,59.0
Birmingham Rockets,O. Jackman,13,O. Jackman,26,19.0,493.6,261.0,10.0,91.0,184.0,49.5,13.0,49.0,26.5,66.0,93.0,71,44.0,117.0,161.0,57.0,29.0,4.0,31.0,33.0,203.4,20.6,26.4,5.8,16.3,4,265.0,10.2,26.8,34,4.2,24,6,63.8,28.6,8,6.5,-0.48,6.98,3.8,2.5,106.0,71.0,67,29.0,7.0,24.1,49.0,13.0,26.5,7.0,20.0,0.0,4.0,60.0,53.0,64.0
Essex Rebels,R. Udeh,14,R. Udeh,26,21.8,567.7,258.0,9.9,96.0,207.0,46.4,41.0,114.0,36,25.0,33.0,75.8,31.0,60.0,91.0,32.0,20.0,16.0,55.0,67.0,235.7,20.9,22.8,2.8,8.0,0,258.0,9.9,22.8,12,1.7,14,3,39.2,17.3,7,-1.83,-4.79,2.96,3.7,3.0,79.0,55.0,69.6,14.0,0.0,0,114.0,41.0,36,24.0,15.0,0.0,16.0,39.0,105.0,58.0
London Cavaliers,M. Collins,13,M. Collins,26,28.9,751.1,242.0,9.3,103.0,186.0,55.4,3.0,10.0,30,33.0,64.0,51.6,89.0,141.0,230.0,21.0,13.0,15.0,32.0,80.0,150.9,10.5,16.8,1.5,16.0,2,244.0,9.4,16.9,14,2.3,6,7,77.1,9.1,6,-1.18,-3.39,2.2,4.9,4.2,166.0,97.0,58.4,10.0,3.0,30,10.0,3.0,30,11.0,9.0,0.0,12.0,90.0,28.0,30.0
Nottingham Hoods,E. Bailey,6,E. Bailey,26,27.5,715.4,225.0,8.7,82.0,199.0,41.2,32.0,106.0,30.2,29.0,44.0,65.9,33.0,87.0,120.0,28.0,22.0,6.0,26.0,89.0,202.9,14.3,15.9,2.0,8.5,3,228.0,8.8,16.1,7,1.8,8,2,39.4,9.9,4,-2.38,-6.06,3.69,3.7,4.4,68.0,42.0,61.8,25.0,8.0,32,106.0,32.0,30.2,10.0,11.0,0.0,5.0,36.0,54.0,46.0
Milton Keynes Breakers,J. Dietrich,12,J. Dietrich,26,24.8,644.5,222.0,8.5,88.0,212.0,41.5,34.0,111.0,30.6,12.0,15.0,80,27.0,59.0,86.0,54.0,23.0,17.0,22.0,31.0,205.1,16.5,17.9,4.4,6.9,5,227.0,8.7,18.3,17,1.9,15,5,49.4,19.2,9,2.08,-3.02,5.1,3.1,4.0,62.0,38.0,61.3,39.0,16.0,41,111.0,34.0,30.6,14.0,7.0,0.0,1.0,25.0,77.0,46.0
Worthing Thunder,B. Adeluola,5,B. Adeluola,26,23.6,613.3,209.0,8.0,76.0,183.0,41.5,33.0,94.0,35.1,24.0,38.0,63.2,16.0,66.0,82.0,83.0,22.0,2.0,39.0,64.0,213.8,16.9,16.6,6.6,6.5,4,213.0,8.2,16.9,18,2.6,12,5,63.4,16.2,7,-2.15,-5.23,3.08,2.3,2.5,46.0,20.0,43.5,43.0,23.0,53.5,94.0,33.0,35.1,24.0,12.0,0.0,3.0,4.0,71.0,30.0
Bristol Flyers II,Y. Hafid,0/5,Y. Hafid,26,26.9,698.5,189.0,7.3,68.0,212.0,32.1,24.0,86.0,27.9,29.0,37.0,78.4,23.0,68.0,91.0,99.0,33.0,0.0,130.0,51.0,321.9,22.9,13.5,7.1,6.5,10,199.0,7.7,14.2,3,1.0,7,4,17.1,14.8,3,-12.25,-10.26,-1.99,1.6,2.3,79.0,25.0,31.6,45.0,18.0,40,86.0,24.0,27.9,61.0,57.0,1.0,11.0,21.0,40.0,52.0
Birmingham Rockets,L. Okosieme,21,L. Okosieme,26,22.2,576.3,187.0,7.2,76.0,118.0,64.4,0.0,0.0,0,35.0,63.0,55.6,53.0,125.0,178.0,22.0,14.0,60.0,29.0,48.0,116.9,10.1,16.2,1.9,15.4,3,190.0,7.3,16.5,11,2.8,6,3,75.1,7.3,4,3.81,-3.67,7.48,5.0,3.9,106.0,73.0,68.9,12.0,3.0,25,0.0,0.0,0,10.0,10.0,0.0,9.0,48.0,32.0,21.0
Derby Trailblazers,R. Marsden,30,R. Marsden,26,19.0,493.8,168.0,6.5,75.0,150.0,50,0.0,2.0,0,18.0,30.0,60,32.0,111.0,143.0,46.0,9.0,4.0,36.0,36.0,160.5,16.9,17.6,4.8,15.0,6,174.0,6.7,18.2,9,1.5,7,1,60.5,12.4,6,-2.62,-5.54,2.91,4.3,3.9,98.0,60.0,61.2,50.0,15.0,30,2.0,0.0,0,15.0,14.0,1.0,6.0,21.0,24.0,20.0
Reading Rockets,S. Chamberlain,9,S. Chamberlain,26,13.6,354.0,150.0,5.8,53.0,112.0,47.3,38.0,79.0,48.1,6.0,9.0,66.7,13.0,40.0,53.0,22.0,13.0,5.0,9.0,44.0,107.5,16.2,22.5,3.3,7.9,0,150.0,5.8,22.5,6,2.0,3,0,100.0,3.0,3,6.08,0.03,6.05,3.3,3.2,19.0,11.0,57.9,14.0,4.0,28.6,79.0,38.0,48.1,4.0,2.0,0.0,3.0,18.0,29.0,34.0
Worthing Thunder,E. Dadds,7,E. Dadds,26,27.3,709.7,120.0,4.6,40.0,129.0,31,23.0,90.0,25.6,17.0,25.0,68,17.0,105.0,122.0,80.0,35.0,6.0,51.0,63.0,167.0,11.4,8.2,5.5,8.4,8,128.0,4.9,8.8,3,0.4,8,0,18.8,11.0,7,-3.84,-8.12,4.28,2.8,3.8,32.0,16.0,50,7.0,1.0,14.3,90.0,23.0,25.6,34.0,12.0,1.0,4.0,10.0,29.0,25.0
Loughborough Riders,L. Campbell,4,L. Campbell,26,11.5,299.1,119.0,4.6,48.0,98.0,49,17.0,45.0,37.8,6.0,12.0,50,9.0,16.0,25.0,35.0,15.0,1.0,30.0,39.0,119.3,20.1,20.1,5.9,4.2,3,122.0,4.7,20.6,5,5.0,2,0,125.0,3.0,1,-2.31,-5.4,3.1,2.0,2.7,30.0,20.0,66.7,23.0,11.0,47.8,45.0,17.0,37.8,14.0,12.0,0.0,4.0,21.0,47.0,30.0
Essex Rebels,T. Hudson,9,T. Hudson,26,14.4,374.6,107.0,4.1,45.0,102.0,44.1,0.0,1.0,0,17.0,42.0,40.5,31.0,47.0,78.0,19.0,8.0,3.0,24.0,56.0,108.9,14.6,14.3,2.5,10.5,0,107.0,4.1,14.3,5,1.7,4,1,56.3,4.4,3,-7.56,-9.23,1.67,4.0,4.5,84.0,41.0,48.8,17.0,4.0,23.5,1.0,0.0,0,5.0,14.0,0.0,5.0,21.0,18.0,24.0
Birmingham Rockets,M. Gayle,8,M. Gayle,26,18.0,467.8,106.0,4.1,35.0,92.0,38,24.0,70.0,34.3,12.0,18.0,66.7,7.0,47.0,54.0,40.0,20.0,1.0,14.0,27.0,102.6,11.0,11.3,4.3,5.8,5,111.0,4.3,11.9,0,0.0,5,1,0.0,5.4,4,0.76,-4.85,5.62,2.4,4.2,8.0,6.0,75,14.0,5.0,35.7,70.0,24.0,34.3,7.0,1.0,1.0,5.0,8.0,12.0,7.0
