Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Sheffield Sharks Senior Men,S. Hanson-Young,10/12,S. Hanson-Young,18,32.4,582.8,268.0,14.9,81.0,264.0,30.7,46.0,163.0,28.2,60.0,81.0,74.1,8.0,91.0,99.0,76.0,19.0,0.0,55.0,26.0,332.8,27.8,18.1,5.1,6.7,155,423.0,23.5,28.6,12,1.3,18,7,28.5,26.1,9,-0.37,-1.41,1.03,2.0,1.6,68.0,24.0,35.3,33.0,11.0,33.3,163.0,46.0,28.2,32.0,17.0,0.0,6.0,54.0,69.0,49.0
Sheffield Sharks Senior Men,O. Baldwin,1/31/6/66/7/8,O. Baldwin,18,29.0,522.5,237.0,13.2,86.0,195.0,44.1,11.0,41.0,26.8,54.0,86.0,62.8,48.0,167.0,215.0,34.0,20.0,26.0,66.0,48.0,240.8,22.4,16.0,2.3,14.5,164,401.0,22.3,27.1,14,2.0,13,8,42.4,19.5,7,0.9,-2.74,3.63,5.0,2.3,107.0,60.0,56.1,46.0,15.0,32.6,41.0,11.0,26.8,22.0,32.0,1.0,11.0,51.0,58.0,47.0
Liverpool Senior Men,K. Ulett-Waul,5,K. Ulett-Waul,18,33.1,595.9,206.0,11.4,75.0,191.0,39.3,18.0,73.0,24.7,38.0,60.0,63.3,12.0,44.0,56.0,68.0,23.0,0.0,48.0,36.0,243.3,18.9,12.9,4.2,3.5,164,370.0,20.6,23.1,23,2.1,25,8,40.3,37.5,11,-1.72,-3.73,2.01,1.8,2.8,96.0,55.0,57.3,21.0,2.0,9.5,73.0,18.0,24.7,21.0,22.0,0.0,5.0,36.0,97.0,45.0
Leicester Warriors Senior Men,M. Nelson,9,M. Nelson,18,27.6,496.0,192.0,10.7,63.0,180.0,35,15.0,61.0,24.6,51.0,81.0,63,23.0,45.0,68.0,19.0,27.0,3.0,43.0,50.0,226.2,21.8,12.5,1.2,4.4,41,233.0,12.9,15.1,26,2.6,25,9,44.9,34.0,10,-5.28,-6.27,0.99,3.0,3.9,101.0,43.0,42.6,17.0,5.0,29.4,61.0,15.0,24.6,14.0,25.0,0.0,4.0,29.0,28.0,54.0
Liverpool Senior Men,D. Sofia,1/10/11/14/9,D. Sofia,18,25.4,457.8,181.0,10.1,70.0,154.0,45.5,9.0,37.0,24.3,32.0,62.0,51.6,44.0,102.0,146.0,45.0,30.0,13.0,64.0,54.0,193.2,19.5,11.3,2.8,9.1,185,366.0,20.3,22.9,26,2.9,15,9,68.6,25.0,9,0.7,-4.23,4.92,4.0,2.8,59.0,42.0,71.2,57.0,19.0,33.3,37.0,9.0,24.3,17.0,32.0,0.0,15.0,27.0,41.0,41.0
Sheffield Sharks Senior Men,D. Kom,2/34/8,D. Kom,18,23.1,415.6,161.0,8.9,59.0,180.0,32.8,27.0,82.0,32.9,16.0,27.0,59.3,20.0,31.0,51.0,39.0,17.0,7.0,54.0,30.0,216.8,25.4,10.9,2.6,3.4,138,299.0,16.6,20.2,8,1.1,9,2,40.5,13.9,7,-3.79,-4.23,0.44,2.3,2.7,55.0,19.0,34.5,43.0,13.0,30.2,82.0,27.0,32.9,25.0,22.0,0.0,7.0,26.0,45.0,30.0
Birmingham City University Senior Men,E. Haywood,4,E. Haywood,18,14.3,257.4,100.0,5.6,32.0,98.0,32.7,17.0,63.0,27,19.0,32.0,59.4,5.0,24.0,29.0,30.0,12.0,0.0,29.0,36.0,130.6,23.1,6.4,1.9,1.9,70,170.0,9.4,10.9,3,0.8,5,0,30.0,6.0,4,-2.42,-5.79,3.37,2.2,3.1,21.0,9.0,42.9,14.0,6.0,42.9,63.0,17.0,27,16.0,10.0,0.0,3.0,27.0,21.0,31.0
Liverpool Senior Men,L. Rogerson-Evans,0/00/6/8,K. Forsythe; L. Rogerson-Evans,17,42.1,716.0,356.0,20.9,138.0,327.0,42.2,42.0,144.0,29.2,38.0,57.0,66.7,28.0,111.0,139.0,65.0,30.0,11.0,51.0,43.0,360.1,23.2,22.2,4.1,8.7,184,540.0,31.8,33.7,38,3.2,39,10,43.8,54.4,12,3.01,-0.49,3.5,3.0,2.4,127.0,80.0,63,56.0,16.0,28.6,144.0,42.0,29.2,20.0,21.0,0.0,10.0,57.0,154.0,63.0
Worcester Wolves Senior Men,E. Burgess,21/23,E. Burgess,17,29.5,500.8,295.0,17.4,126.0,220.0,57.3,4.0,13.0,30.8,39.0,58.0,67.2,72.0,105.0,177.0,26.0,25.0,13.0,35.0,37.0,200.2,19.4,20.9,1.8,12.6,64,359.0,21.1,25.5,30,3.3,24,6,56.3,27.6,9,7.97,2.46,5.5,5.0,1.9,146.0,98.0,67.1,60.0,23.0,38.3,13.0,4.0,30.8,13.0,13.0,0.0,9.0,91.0,62.0,78.0
Oxford Hoops Senior Men,P. Wrencher Jr,33,P. Wrencher Jr,17,33.3,565.9,293.0,17.2,105.0,253.0,41.5,4.0,24.0,16.7,79.0,113.0,69.9,83.0,122.0,205.0,26.0,10.0,3.0,32.0,16.0,241.7,21.5,21.3,1.9,14.9,54,347.0,20.4,25.3,10,2.5,11,3,40.6,14.3,4,0.74,1.93,-1.19,4.4,2.3,156.0,73.0,46.8,72.0,27.0,37.5,24.0,4.0,16.7,10.0,17.0,2.0,3.0,80.0,61.0,52.0
