Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Lions,21,Aaryndeep Rai,,1,26.1,26.1,7,7.0,3,5,60.0,1,1,100.0,0,1,0.0,3,4,7,1,2,3,2,3,70.0,64.3,12.9,94.1,9.9,1.4,12.1,19.8,15.6,5.2,4.4,12.4,26.9,0.2,11.31,3.06,8.26,4,2,50,0,0,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,13,Patrick Robinson,,29,26.2,761.0,586,20.2,202,337,59.9,25,60,41.7,157,216,72.7,37,83,120,129,24,4,63,50,63.6,67.8,27.6,118.4,24.6,2.5,4.8,11.2,7.9,29.4,1.5,0.5,12.7,0.64,10.44,7.55,2.9,211,146,69.2,66,31,47,60,25,41.7,20,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,22,Joseph Anderson,,28,30.5,853.4,373,13.3,139,331,42.0,56,175,32.0,39,48,81.2,12,55,67,152,51,1,39,40,50.5,53.0,20.7,95.4,17.4,8.2,1.4,6.9,4.1,31.9,3.2,0.1,10.0,0.15,9.1,4.21,4.89,78,55,70.5,78,28,35.9,175,56,32,27,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,15,Chaundee Brown Jr,,12,25.3,303.7,168,14.0,64,112,57.1,15,41,36.6,25,31,80.6,14,41,55,14,7,2,5,23,63.8,66.9,20.5,128.6,18.7,4.6,5.5,14.8,10.4,8.1,1.2,0.7,3.8,0.28,9.08,4.31,4.77,51,39,76.5,20,10,50,41,15,36.6,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,1,Joel Scott,,17,24.4,415.1,246,14.5,90,164,54.9,16,41,39.0,50,66,75.8,39,58,97,19,13,6,18,38,59.8,63.7,24.1,116.6,19.7,3.3,11.3,15.6,13.6,8.1,1.7,1.6,8.5,0.4,8.72,4.08,4.64,100,61,61,23,13,56.5,41,16,39,6,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,12,Kino Lily Jr,,28,34.1,954.1,486,17.4,177,386,45.9,98,213,46.0,34,44,77.3,14,60,74,118,30,0,52,31,58.5,59.9,21.4,106.3,22.3,9.8,1.6,6.4,4.1,20.6,1.6,0.0,11.4,0.11,8.24,6.35,1.89,51,24,47.1,122,55,45.1,213,98,46,25,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester Riders,13,Donald Carey Jr,,16,32.3,516.3,259,16.2,81,183,44.3,32,85,37.6,65,73,89.0,13,59,72,114,28,0,63,28,53.0,60.2,24.3,93.1,20.9,6.9,2.7,13.0,7.7,36.5,2.8,0.0,22.7,0.4,8.22,4.54,3.68,64,35,54.7,34,14,41.2,85,32,37.6,35,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Braun Sheffield Sharks,1,Dirk Williams,,26,31.8,826.5,376,14.5,136,290,46.9,65,156,41.7,39,52,75.0,10,93,103,69,24,22,33,45,58.1,60.1,19.3,108.7,18.9,7.9,1.3,11.2,6.5,14.0,1.5,2.8,9.5,0.18,7.92,4.72,3.2,73,45,61.6,61,26,42.6,156,65,41.7,13,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Eagles,3,Ray'sean Taylor,,29,28.7,831.6,503,17.3,165,349,47.3,55,160,34.4,118,144,81.9,19,108,127,121,42,2,58,71,55.2,61.0,25.8,106.9,21.6,6.9,2.3,14.4,8.1,26.5,2.5,0.2,12.3,0.41,7.49,4.15,3.34,118,81,68.6,71,29,40.8,160,55,34.4,36,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,33,Shavar Reynolds Jr,,21,22.3,468.6,201,9.6,76,163,46.6,15,35,42.9,34,39,87.2,14,24,38,103,13,1,34,51,51.2,55.8,21.8,93.9,13.0,2.3,3.5,5.7,4.6,37.0,1.5,0.2,15.9,0.24,7.28,2.24,5.04,48,22,45.8,80,39,48.8,35,15,42.9,24,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
