Game Date,Home Team,Away Team,Period,Event Time,Team Side,Origination Play Type,Origination Sub Type 1,Origination Sub Type 2,Origination Sub Type 3,Origination Sub Type 4,Origination Player,Shot Play Type,Shot Sub Type 1,Shot Sub Type 2,Shot Sub Type 3,Shot Sub Type 4,Shot Sub Type 5,Shot Sub Type 6,Shot Player,Result,Result 2
02/22/26,Cheshire,Surrey 89ers,,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,Q1,,unknown,,,,,,,,,,,,,,,,
02/22/26,Cheshire,Surrey 89ers,Q1,'09:34,home,,,,,,,No Play Type,No Dribble Jumper,Guarded,Long/3pt,,,,Frankie Policelli,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'09:26,away,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Tayo Ogedengbe,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'09:10,home,,,,,,,P&R Ball Handler,Right P&R,Baseline,Dribble Off Pick,,,,Frankie Policelli,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q1,'08:51,away,,,,,,,Post-Up,Right Block,Face-up,Drive Baseline,,,,Isiah Small,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'08:42,home,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Skyler White,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'08:02,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Laquincy Rideau,P&R Roll Man,Rolls to Basket,,,,,,Michael Diggins,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'07:52,away,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Isiah Small,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'07:43,home,,,,,,,Transition,Trailer,No Dribble Jumper,Open,Long/3pt,,,Skyler White,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'07:36,away,,,,,,,Transition,Ballhandler,To Basket,,,,,Tyrin Lawrence,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'07:28,home,,,,,,,Transition,First Middle,No Dribble Jumper,Guarded,Long/3pt,,,Skyler White,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'07:04,away,,,,,,,P&R Ball Handler,High P&R,Go Away from Pick,Dribble Jumper,Short to < 17',,,Tyrin Lawrence,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:55,home,,,,,,,Transition,Right Wing,,,,,,Michael Diggins,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:47,away,,,,,,,Transition,Ballhandler,,,,,,Kino Lily Jr,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:44,home,,,,,,,Transition,Leak Outs,To Basket,,,,,Skyler White,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:16,away,,,,,,,Post-Up,Left Block,Right Shoulder,Dribble Move,To Drop Step,,,Tayo Ogedengbe,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:16,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Tayo Ogedengbe,Run Offense,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:00,home,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Skyler White,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:00,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Tyrin Lawrence,Spot-Up,Drives Right,Dribble Jumper,Long/3pt,,,,Kino Lily Jr,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:00,home,,,,,,,Transition,Trailer,No Dribble Jumper,Open,Long/3pt,,,Skyler White,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'06:00,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Laquincy Rideau,Run Offense,
02/22/26,Cheshire,Surrey 89ers,Q1,'05:30,home,,,,,,,No Play Type,,,,,,,Laquincy Rideau,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q1,'05:26,away,,,,,,,Transition,First Middle,To Basket,,,,,Isiah Small,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'05:13,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Patrick Robinson,P&R Roll Man,Pick and Pops,No Dribble Jumper,Guarded,Long/3pt,,,Matthew Zona,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'04:53,away,,,,,,,Spot-Up,Drives Right,Dribble Jumper,Short to < 17',,,,Kino Lily Jr,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'04:29,home,,,,,,,ISO,Left,Drives Right,To Basket,,,,Laquincy Rideau,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'04:22,away,,,,,,,Transition,First Middle,To Basket,,,,,Isiah Small,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'04:03,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Patrick Robinson,P&R Roll Man,Pick and Pops,Drives Right,To Basket,,,,Matthew Zona,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:55,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Kino Lily Jr,Cut,Basket,,,,,,Isiah Small,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:32,home,,,,,,,Post-Up,Left Block,Left Shoulder,Dribble Move,Defense Commits,,,Laquincy Rideau,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:28,away,,,,,,,Transition,Ballhandler,To Basket,,,,,Isiah Small,Foul,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:28,away,,,,,,,Non Possession,,,,,,,Isiah Small,Missed FT,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:28,away,,,,,,,Non Possession,,,,,,,Isiah Small,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:28,home,,,,,,,Non Possession,,,,,,,Patrick Robinson,Non Shooting Foul,
02/22/26,Cheshire,Surrey 89ers,Q1,'03:08,home,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Patrick Robinson,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'02:52,away,,,,,,,P&R Ball Handler,Right P&R,Side,Go Away from Pick,Dribble Jumper,Short to < 17',,Tyrin Lawrence,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'02:35,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Patrick Robinson,P&R Roll Man,Pick and Pops,No Dribble Jumper,Guarded,Long/3pt,,,Matthew Zona,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'02:25,away,,,,,,,P&R Ball Handler,Right P&R,Baseline,Dribble Off Pick,Dribble Jumper,Short to < 17',,Andrew Lawrence,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'02:25,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Tyrin Lawrence,Run Offense,
02/22/26,Cheshire,Surrey 89ers,Q1,'02:14,away,,,,,,,Post-Up,Right Block,Left Shoulder,Dribble Move,To Drop Step,,,Timothy Nwanko,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'02:01,home,,,,,,,Post-Up,Left Block,Defense Commits,,,,,Michael Diggins,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:45,away,P&R Ball Handler,Right P&R,Side,Go Away from Pick,Defense Commits,Andrew Lawrence,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Kino Lily Jr,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:45,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Haydn Ling,Run Offense,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:33,away,,,,,,,Post-Up,Right Block,Left Shoulder,Dribble Move,To Hook,,,Nedas Cholevinskas,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:33,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Patrick Robinson,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:33,away,,,,,,,ISO,Right,Drives Left,Dribble Jumper,Long/3pt,,,Kino Lily Jr,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:33,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Jaxon Brenchley,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:27,away,,,,,,,Transition,Left Wing,No Dribble Jumper,Guarded,Long/3pt,,,Andrew Lawrence,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'01:20,home,,,,,,,Transition,Left Wing,No Dribble Jumper,Guarded,Long/3pt,,,Skyler White,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q1,'00:58.0,away,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Andrew Lawrence,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'09:41,away,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Guarded,Long/3pt,,Nedas Cholevinskas,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'09:26,home,,,,,,,Spot-Up,Drives Straight,Dribble Jumper,Long/3pt,,,,Skyler White,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'09:18,away,,,,,,,Transition,Right Wing,To Basket,,,,,Isiah Small,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'09:18,away,,,,,,,Non Possession,,,,,,,Isiah Small,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'09:18,away,,,,,,,Non Possession,,,,,,,Isiah Small,Missed FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:54,home,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Jaxon Brenchley,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:36,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Kino Lily Jr,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:36,away,,,,,,,Non Possession,,,,,,,Kino Lily Jr,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:36,away,,,,,,,Non Possession,,,,,,,Kino Lily Jr,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:36,away,,,,,,,Non Possession,,,,,,,Kino Lily Jr,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:28,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Patrick Robinson,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:28,home,,,,,,,Non Possession,,,,,,,Patrick Robinson,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:28,home,,,,,,,Non Possession,,,,,,,Patrick Robinson,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:17,away,,,,,,,No Play Type,,,,,,,Nedas Cholevinskas,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q2,'08:11,home,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Frankie Policelli,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'07:48,away,,,,,,,Post-Up,Right Block,Left Shoulder,Dribble Move,To Drop Step,,,Isiah Small,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'07:39,home,,,,,,,Transition,Right Wing,No Dribble Jumper,Open,Long/3pt,,,Michael Diggins,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'07:35,away,,,,,,,Transition,,,,,,,Haydn Ling,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q2,'07:24,home,,,,,,,Spot-Up,Drives Right,To Basket,,,,,Laquincy Rideau,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'07:14,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Short to < 17',,,Kino Lily Jr,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'06:59,home,,,,,,,Off Screen,To Shooter's Left,Flare,,,,,Jaxon Brenchley,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q2,'06:44,away,Post-Up,Right Block,Defense Commits,,,Isiah Small,Cut,Basket,,,,,,Tyrin Lawrence,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'06:36,home,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Frankie Policelli,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'06:23,away,,,,,,,Post-Up,Right Block,Right Shoulder,Dribble Move,To Hook,,,Timothy Nwanko,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'06:12,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Laquincy Rideau,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:59,away,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Guarded,Long/3pt,,Tayo Ogedengbe,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:51,away,,,,,,,ISO,Top,Drives Right,Dribble Jumper,Short to < 17',,,Tyrin Lawrence,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:48,away,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Isiah Small,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:41,home,,,,,,,P&R Ball Handler,Right P&R,Baseline,Dribble Off Pick,To Basket,,,Frankie Policelli,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:41,home,,,,,,,Non Possession,,,,,,,Frankie Policelli,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:41,home,,,,,,,Non Possession,,,,,,,Frankie Policelli,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:30,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Tyrin Lawrence,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:20,home,,,,,,,Transition,Trailer,No Dribble Jumper,Open,Long/3pt,,,Laquincy Rideau,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'05:15,away,,,,,,,Transition,First Middle,To Basket,,,,,Tayo Ogedengbe,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'04:59,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,,,,,Laquincy Rideau,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q2,'04:39,away,Post-Up,Right Block,Face-up,Defense Commits,,Isiah Small,Cut,Basket,,,,,,Timothy Nwanko,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'04:27,home,,,,,,,Transition,Trailer,No Dribble Jumper,Guarded,Long/3pt,,,Matthew Zona,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'04:23,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Frankie Policelli,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'04:14,away,,,,,,,Transition,Left Wing,To Basket,,,,,Tyrin Lawrence,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'04:14,home,,,,,,,Non Possession,,,,,,,Laquincy Rideau,Non Shooting Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'03:56,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Patrick Robinson,P&R Roll Man,Pick and Pops,No Dribble Jumper,Open,Long/3pt,,,Matthew Zona,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'03:56,away,,,,,,,Non Possession,,,,,,,Kino Lily Jr,Non Shooting Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'03:56,away,,,,,,,Non Possession,Shot Clock Violation,,,,,,Kino Lily Jr,Shot Clock Violation,
02/22/26,Cheshire,Surrey 89ers,Q2,'03:02,home,,,,,,,Post-Up,Flash Middle,Left Shoulder,No Dribble Move,To Basket,,,Matthew Zona,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'03:02,home,,,,,,,Non Possession,,,,,,,Matthew Zona,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'03:02,home,,,,,,,Non Possession,,,,,,,Matthew Zona,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:48,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Andrew Lawrence,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Nedas Cholevinskas,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:48,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Timothy Nwanko,Run Offense,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:36,away,,,,,,,Cut,Basket,,,,,,Timothy Nwanko,Make 2 Pts Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:36,away,,,,,,,Non Possession,,,,,,,Timothy Nwanko,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:36,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Patrick Robinson,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Michael Diggins,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:14,away,,,,,,,ISO,Left,Drives Right,,,,,Kino Lily Jr,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:14,away,,,,,,,Non Possession,,,,,,,Kino Lily Jr,Missed FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'02:14,away,,,,,,,Non Possession,,,,,,,Kino Lily Jr,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:56,home,,,,,,,ISO,Left,Drives Left,To Basket,,,,Patrick Robinson,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:56,home,,,,,,,Non Possession,,,,,,,Patrick Robinson,Missed FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:56,home,,,,,,,Non Possession,,,,,,,Patrick Robinson,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:49,away,,,,,,,Transition,Right Wing,Dribble Jumper,Long/3pt,,,,Isiah Small,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:47,away,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Nedas Cholevinskas,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:42,away,,,,,,,Offensive Rebound,Short,,,,,,Nedas Cholevinskas,Foul,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:42,away,,,,,,,Non Possession,,,,,,,Nedas Cholevinskas,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:42,away,,,,,,,Non Possession,,,,,,,Nedas Cholevinskas,Made FT,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:42,home,,,,,,,Off Screen,To Shooter's Right,Straight,No Dribble Jumper,Guarded,Long/3pt,,Damiri Lindo,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'01:41,away,Post-Up,Right Block,Defense Commits,,,Isiah Small,Cut,Flash,,,,,,Timothy Nwanko,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'00:54.0,home,ISO,Right,Defense Commits,,,Patrick Robinson,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Skyler White,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'00:44.0,away,,,,,,,P&R Ball Handler,Left P&R,Baseline,Dribble Off Pick,Dribble Jumper,Long/3pt,,Kino Lily Jr,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q2,'00:23.0,home,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Patrick Robinson,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:50,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Laquincy Rideau,Spot-Up,Drives Left,To Basket,,,,,Michael Diggins,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:50,away,,,,,,,Transition,Ballhandler,To Basket,,,,,Tyrin Lawrence,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:50,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Laquincy Rideau,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Michael Diggins,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:28,away,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Guarded,Long/3pt,,Kino Lily Jr,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:24,away,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Haydn Ling,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:14,home,,,,,,,Transition,Right Wing,No Dribble Jumper,Open,Long/3pt,,,Laquincy Rideau,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'09:03,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Tyrin Lawrence,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'08:55,home,,,,,,,Transition,Left Wing,To Basket,,,,,Michael Diggins,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'08:41,away,Post-Up,Right Block,Left Shoulder,No Dribble Move,Defense Commits,Isiah Small,Cut,Basket,,,,,,Haydn Ling,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q3,'08:35,home,,,,,,,Transition,Right Wing,No Dribble Jumper,Open,Long/3pt,,,Jaxon Brenchley,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'08:19,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Kino Lily Jr,P&R Roll Man,Rolls to Basket,,,,,,Haydn Ling,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'08:08,home,,,,,,,Transition,Left Wing,Dribble Jumper,Medium/17' to <3p,,,,Frankie Policelli,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'07:49,away,,,,,,,Hand Off,From Stationary,Top,To Basket,,,,Kino Lily Jr,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'07:40,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Laquincy Rideau,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Skyler White,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'07:39,home,,,,,,,Non Possession,,,,,,,Frankie Policelli,Missed FT,
02/22/26,Cheshire,Surrey 89ers,Q3,'07:39,away,,,,,,,Non Possession,Shot Clock Violation,,,,,,Isiah Small,Shot Clock Violation,
02/22/26,Cheshire,Surrey 89ers,Q3,'07:10,home,,,,,,,Transition,Left Wing,To Basket,,,,,Jaxon Brenchley,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'06:47,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Tyrin Lawrence,Spot-Up,Drives Left,,,,,,Kino Lily Jr,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q3,'06:35,home,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Jaxon Brenchley,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'06:30,away,,,,,,,Transition,Leak Outs,To Basket,,,,,Kino Lily Jr,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'06:10,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jaxon Brenchley,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Michael Diggins,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'05:52,away,,,,,,,P&R Ball Handler,Right P&R,Baseline,Dribble Off Pick,Dribble Jumper,Short to < 17',,Tyrin Lawrence,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'05:43,home,,,,,,,Transition,Trailer,No Dribble Jumper,Guarded,Long/3pt,,,Skyler White,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'05:31,away,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Tyrin Lawrence,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'05:18,home,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Jaxon Brenchley,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'05:18,away,,,,,,,Non Possession,,,,,,,Tyrin Lawrence,Non Shooting Foul,
02/22/26,Cheshire,Surrey 89ers,Q3,'05:10,away,,,,,,,Cut,Basket,,,,,,Isiah Small,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:57,home,,,,,,,Hand Off,From Stationary,Top,,,,,Patrick Robinson,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:51,away,,,,,,,Transition,Right Wing,Dribble Jumper,Long/3pt,,,,Tyrin Lawrence,Miss 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:44,home,,,,,,,Transition,Ballhandler,Dribble Jumper,Long/3pt,,,,Frankie Policelli,Make 3 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:33,away,,,,,,,Off Screen,To Shooter's Left,Straight,Dribble Jumper,Medium/17' to <3p,,,Kino Lily Jr,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:06,home,Post-Up,Right Block,Defense Commits,,,Matthew Zona,Spot-Up,Drives Right,To Basket,,,,,Patrick Robinson,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:06,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Jaxon Brenchley,Run Offense,
02/22/26,Cheshire,Surrey 89ers,Q3,'04:02,home,,,,,,,Cut,Basket,,,,,,Laquincy Rideau,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'03:46,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Kino Lily Jr,Spot-Up,Drives Right,To Basket,,,,,Nedas Cholevinskas,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'03:34,home,,,,,,,P&R Ball Handler,Right P&R,Side,Go Away from Pick,To Basket,,,Frankie Policelli,Miss 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'03:24,away,,,,,,,Transition,Left Wing,To Basket,,,,,Tayo Ogedengbe,Make 2 Pts,
02/22/26,Cheshire,Surrey 89ers,Q3,'03:04,home,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,,,Tobias Cameron,Turnover,
02/22/26,Cheshire,Surrey 89ers,Q3,'02:58,away,,,,,,,Transition,Trailer,No Dribble Jumper,Open,Long/3pt,,,Nedas Cholevinskas,Miss 3 Pts,
