Game Date,Home Team,Away Team,Period,Event Time,Team Side,Origination Play Type,Origination Sub Type 1,Origination Sub Type 2,Origination Sub Type 3,Origination Sub Type 4,Origination Player,Shot Play Type,Shot Sub Type 1,Shot Sub Type 2,Shot Sub Type 3,Shot Sub Type 4,Shot Sub Type 5,Shot Sub Type 6,Shot Player,Result,Result 2
10/31/25,Manchester Basketb,Sheffield,Q1,'07:25,home,,,,,,,Spot-Up,Drives Left,To Basket,,,,,Zak Irvin,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'06:56,away,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Rodney Chatman,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'06:42,home,,,,,,,P&R Ball Handler,Right P&R,Side,Go Away from Pick,To Basket,,,Zak Irvin,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'06:15,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Rodney Chatman,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:57,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Short to < 17',,,Max Jones,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:40,away,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,Rodney Chatman,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Dirk Williams,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:27,home,,,,,,,Off Screen,To Shooter's Right,Flare,To Basket,,,,Max Jones,Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:27,home,,,,,,,Non Possession,,,,,,,Max Jones,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:27,home,,,,,,,Non Possession,,,,,,,Max Jones,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:16,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Rodney Chatman,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:08,home,,,,,,,No Play Type,,,,,,,Patrick Smith,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q1,'05:03,away,,,,,,,Transition,Left Wing,To Basket,,,,,Jordan Ratinho,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'04:44,home,,,,,,,P&R Ball Handler,Right P&R,Baseline,Dribble Off Pick,To Basket,,,Max Jones,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'04:18,away,,,,,,,Post-Up,Right Block,Left Shoulder,Dribble Move,To Jumper,,,Jalen Deloach,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'04:16,away,,,,,,,Offensive Rebound,Long,Scoring Attempt,At Basket,,,,Dirk Williams,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'03:52,home,,,,,,,P&R Ball Handler,Right P&R,Baseline,Dribble Off Pick,Dribble Jumper,Long/3pt,,Jordan Johnson,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'03:39,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Rodney Chatman,Make 2 Pts Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'03:39,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'03:18,home,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,Jordan Johnson,Spot-Up,Drives Right,To Basket,,,,,Tim Adetukasi,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'03:16,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Matt Nicholson,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:59,away,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Defense Commits,Dirk Williams,P&R Roll Man,Pick and Pops,Drives Straight,Dribble Jumper,Medium/17' to <3p,,,William Lee,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:49,home,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,Jordan Johnson,P&R Roll Man,Rolls to Basket,,,,,,Matt Nicholson,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:34,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Dirk Williams,Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:34,away,,,,,,,Non Possession,,,,,,,Dirk Williams,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:34,away,,,,,,,Non Possession,,,,,,,Dirk Williams,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:20,home,,,,,,,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Dribble Jumper,Long/3pt,,Max Jones,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:13,away,,,,,,,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Defense Commits,,,Nick Kern,Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:13,away,,,,,,,Non Possession,,,,,,,Nick Kern,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'02:13,away,,,,,,,Non Possession,,,,,,,Nick Kern,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:59,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,P&R Roll Man,Rolls to Basket,,,,,,Matt Nicholson,Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:59,home,,,,,,,Non Possession,,,,,,,Matt Nicholson,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:59,home,,,,,,,Non Possession,,,,,,,Matt Nicholson,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:44,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Nick Kern,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:25,home,,,,,,,Hand Off,From Stationary,Top,Dribble Jumper,Medium/17' to <3p,,,Jordan Johnson,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:25,home,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Kaiyem Cleary,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:25,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Tim Adetukasi,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:25,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Matt Nicholson,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:03,home,,,,,,,ISO,Left,Early Jumper,Dribble Jumper,Long/3pt,,,Jordan Johnson,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:01,home,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Matt Nicholson,Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:01,home,,,,,,,Non Possession,,,,,,,Matt Nicholson,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:01,home,,,,,,,Non Possession,,,,,,,Matt Nicholson,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'01:01,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Kaiyem Cleary,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:50.0,home,,,,,,,No Play Type,,,,,,,Jordan Johnson,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:47.0,away,,,,,,,Transition,Ballhandler,To Basket,,,,,William Lee,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:29.0,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Kyle Carey,Spot-Up,Drives Left,To Basket,,,,,Jordan Johnson,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:23.0,away,,,,,,,No Play Type,,,,,,,Rodney Glasgow,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:05.0,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,P&R Roll Man,Pick and Pops,Drives Left,To Basket,,,,Kaiyem Cleary,Foul,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:05.0,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:05.0,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q1,'00:01.0,away,,,,,,,No Play Type,Dribble Jumper,Long/3pt,,,,,Nick Kern,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'09:45,home,P&R Ball Handler,High P&R,Go Away from Pick,Defense Commits,,Jordan Johnson,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Kyle Carey,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'09:27,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Rodney Chatman,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'09:23,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Jordan Johnson,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'08:55,away,,,,,,,Hand Off,From Dribble,Left,Dribble Jumper,Medium/17' to <3p,,,Dirk Williams,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'08:44,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,Spot-Up,Drives Right,To Basket,,,,,Kaiyem Cleary,Make 2 Pts Foul,
10/31/25,Manchester Basketb,Sheffield,Q2,'08:44,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q2,'08:26,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Rodney Chatman,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'08:10,home,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Defense Commits,Jordan Johnson,Spot-Up,Drives Right,To Basket,,,,,Tim Adetukasi,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'07:55,away,,,,,,,ISO,Top,Drives Right,To Basket,,,,Jalen Deloach,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'07:55,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q2,'07:27,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,Cut,Basket,,,,,,Kaiyem Cleary,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'07:00,away,,,,,,,ISO,Top,Drives Right,Dribble Jumper,Short to < 17',,,Rodney Glasgow,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'06:47,home,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Kaiyem Cleary,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'06:34,away,,,,,,,Post-Up,Left Block,Left Shoulder,Dribble Move,To Basket,,,Nick Kern,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'06:14,home,,,,,,,Hand Off,From Dribble,Right,No Dribble Jumper,Guarded,Long/3pt,,Kaiyem Cleary,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'06:14,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Patrick Smith,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q2,'06:07,home,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Patrick Smith,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'05:51,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Nick Kern,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'05:39,home,,,,,,,No Play Type,,,,,,,Gabe Osabuohien,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'05:15,away,,,,,,,Hand Off,From Dribble,Top,To Basket,,,,Dirk Williams,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'05:00,home,,,,,,,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Dribble Jumper,Long/3pt,,Kaiyem Cleary,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'04:58,away,,,,,,,No Play Type,,,,,,,Rodney Glasgow,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'04:53,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Max Jones,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'04:32,away,,,,,,,ISO,Right,Drives Left,To Basket,,,,Dirk Williams,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'04:16,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Patrick Smith,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'04:12,away,,,,,,,Transition,Ballhandler,To Basket,,,,,Nick Kern,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:50,home,,,,,,,ISO,Top,Early Jumper,Dribble Jumper,Long/3pt,,,Max Jones,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:35,away,,,,,,,Cut,Basket,,,,,,Dirk Williams,Foul,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:35,away,,,,,,,Non Possession,,,,,,,Dirk Williams,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:35,away,,,,,,,Non Possession,,,,,,,Dirk Williams,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:30,home,,,,,,,No Play Type,,,,,,,Patrick Smith,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:21,away,,,,,,,Cut,Flash,,,,,,William Lee,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'03:12,home,,,,,,,Transition,Right Wing,To Basket,,,,,Zak Irvin,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'02:52,away,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,,,Jalen Deloach,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'02:39,home,,,,,,,P&R Ball Handler,High P&R,Go Away from Pick,To Basket,,,,Max Jones,Foul,
10/31/25,Manchester Basketb,Sheffield,Q2,'02:39,home,,,,,,,Non Possession,,,,,,,Max Jones,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q2,'02:39,home,,,,,,,Non Possession,,,,,,,Max Jones,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q2,'01:48,home,Post-Up,Left Block,Right Shoulder,Dribble Move,Defense Commits,Gabe Osabuohien,Cut,Basket,,,,,,Kayne Henry,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'01:43,away,,,,,,,Transition,Ballhandler,Dribble Jumper,Long/3pt,,,,Dirk Williams,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'01:43,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Jalen Deloach,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q2,'01:37,away,,,,,,,Post-Up,Left Block,Right Shoulder,Dribble Move,To Basket,,,Jalen Deloach,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'01:31,home,,,,,,,Transition,Right Wing,To Basket,,,,,Max Jones,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'01:24,away,,,,,,,Transition,Left Wing,To Basket,,,,,Dirk Williams,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q2,'00:59.0,home,ISO,Top,Drives Right,Defense Commits,,Gabe Osabuohien,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Jordan Johnson,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'00:38.0,away,,,,,,,Spot-Up,Drives Straight,To Basket,,,,,Jalen Deloach,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'00:28.0,away,,,,,,,ISO,Top,Early Jumper,Dribble Jumper,Long/3pt,,,Dirk Williams,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q2,'00:03.0,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Kayne Henry,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:44,away,,,,,,,Post-Up,Right Block,Face-up,Drive Middle,,,,Jalen Deloach,Make 2 Pts Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:44,away,,,,,,,Non Possession,,,,,,,Jalen Deloach,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:26,home,,,,,,,Hand Off,From Dribble,Right,,,,,Kayne Henry,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:22,away,,,,,,,Transition,Ballhandler,To Basket,,,,,Rodney Chatman,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:22,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Rodney Chatman,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:10,away,,,,,,,Post-Up,Left Block,Face-up,Drive Middle,,,,Jalen Deloach,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:05,home,,,,,,,Transition,Left Wing,To Basket,,,,,Kayne Henry,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'09:05,away,,,,,,,Non Possession,,,,,,,Jordan Ratinho,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:50,away,,,,,,,P&R Ball Handler,High P&R,Go Away from Pick,To Basket,,,,Nick Kern,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:44,away,,,,,,,Offensive Rebound,Short,Scoring Attempt,At Basket,,,,Jordan Ratinho,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:30,home,,,,,,,Hand Off,From Dribble,Left,No Dribble Jumper,Guarded,Long/3pt,,Max Jones,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:30,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:01,away,ISO,Top,Drives Right,Defense Commits,,Dirk Williams,Cut,Flash,,,,,,Jalen Deloach,Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:01,away,,,,,,,Non Possession,,,,,,,Jalen Deloach,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'08:01,away,,,,,,,Non Possession,,,,,,,Jalen Deloach,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'07:48,home,,,,,,,Transition,Ballhandler,To Basket,,,,,Patrick Smith,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'07:31,away,Post-Up,Right Block,Right Shoulder,Dribble Move,Defense Commits,Nick Kern,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Rodney Chatman,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'07:31,home,,,,,,,Non Possession,,,,,,,Kayne Henry,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'07:13,home,ISO,Right,Drives Left,Defense Commits,,Patrick Smith,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Zak Irvin,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'07:06,away,,,,,,,Transition,Ballhandler,To Basket,,,,,Rodney Chatman,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'06:54,home,,,,,,,Cut,Basket,,,,,,Zak Irvin,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'06:35,away,,,,,,,Cut,Basket,,,,,,Jalen Deloach,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'06:35,home,,,,,,,Non Possession,,,,,,,Gabe Osabuohien,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'06:12,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,To Basket,,,,Jordan Johnson,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'05:55,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Rodney Chatman,Cut,Basket,,,,,,Jalen Deloach,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'05:30,home,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Jordan Johnson,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'05:20,away,,,,,,,ISO,Left,Drives Left,To Basket,,,,Rodney Chatman,Make 2 Pts Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'05:20,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'05:20,home,,,,,,,Non Possession,,,,,,,Matt Nicholson,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'04:43,home,,,,,,,ISO,Top,Drives Left,To Basket,,,,Jordan Johnson,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'04:27,away,,,,,,,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,Dirk Williams,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'04:05,home,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Jordan Johnson,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Kayne Henry,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'04:05,home,,,,,,,Non Possession,,,,,,,Matt Nicholson,Non Shooting Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'03:50,home,,,,,,,Spot-Up,Drives Left,To Basket,,,,,Kaiyem Cleary,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'03:27,away,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,To Basket,,,Rodney Chatman,Make 2 Pts Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'03:27,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'03:08,home,,,,,,,P&R Ball Handler,Left P&R,Baseline,Dribble Off Pick,To Basket,,,Kaiyem Cleary,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:58,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Rodney Chatman,Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:58,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Missed FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:58,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:39,home,,,,,,,Off Screen,To Shooter's Left,Straight,To Basket,,,,Kyle Carey,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:30,away,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,Rodney Chatman,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Rodney Glasgow,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:30,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,Mike Ochereobia,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:27,away,,,,,,,Cut,Basket,,,,,,Rodney Glasgow,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:10,home,,,,,,,P&R Ball Handler,Right P&R,Side,Dribble Off Pick,Defense Commits,,,Kyle Carey,Turnover,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:03,away,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Defense Commits,,,,Rodney Chatman,Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:03,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:03,away,,,,,,,Non Possession,,,,,,,Rodney Chatman,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:03,home,,,,,,,No Play Type,,,,,,,Kaiyem Cleary,Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:03,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'02:03,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:43,away,,,,,,,ISO,Left,Drives Right,To Basket,,,,Rodney Glasgow,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:34,home,,,,,,,Transition,First Middle,To Basket,,,,,Tim Adetukasi,Miss 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:34,home,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Tim Adetukasi,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:29,home,,,,,,,Spot-Up,Drives Right,To Basket,,,,,Kaiyem Cleary,Foul,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:29,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:29,home,,,,,,,Non Possession,,,,,,,Kaiyem Cleary,Made FT,
10/31/25,Manchester Basketb,Sheffield,Q3,'01:13,away,,,,,,,Off Screen,To Shooter's Left,Straight,No Dribble Jumper,Open,Long/3pt,,Dirk Williams,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'00:58.0,home,,,,,,,Hand Off,From Dribble,Top,No Dribble Jumper,Open,Short to < 17',,Kaiyem Cleary,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'00:37.0,away,,,,,,,ISO,Right,Early Jumper,Dribble Jumper,Long/3pt,,,Rodney Glasgow,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'00:21.0,home,,,,,,,P&R Ball Handler,High P&R,Dribble Off Pick,Dribble Jumper,Long/3pt,,,Kaiyem Cleary,Make 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'00:21.0,away,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Jordan Ratinho,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q3,'00:21.0,away,,,,,,,Offensive Rebound,Short,Run Offense,,,,,William Lee,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q4,'09:48,away,P&R Ball Handler,Left P&R,Side,Dribble Off Pick,Defense Commits,Rodney Chatman,Spot-Up,No Dribble Jumper,Open,Long/3pt,,,,William Lee,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q4,'09:48,away,,,,,,,Offensive Rebound,Long,Run Offense,,,,,Nick Kern,Run Offense,
10/31/25,Manchester Basketb,Sheffield,Q4,'09:17,home,,,,,,,Cut,Basket,,,,,,Kayne Henry,Make 2 Pts,
10/31/25,Manchester Basketb,Sheffield,Q4,'08:58,away,,,,,,,Spot-Up,No Dribble Jumper,Guarded,Long/3pt,,,,Jalen Deloach,Miss 3 Pts,
10/31/25,Manchester Basketb,Sheffield,Q4,'08:47,home,,,,,,,Transition,Left Wing,No Dribble Jumper,Open,Long/3pt,,,Kayne Henry,Miss 3 Pts,
