# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 127
# Qualified players exported: 94
# Total stints used: 3468
# Garbage time stints excluded: 86
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
London Lions,1,Joel Scott,471,3.7,2.64,6.34
Bristol Flyers,3,William Yoakum,1234,2.53,2.72,5.24
London Lions,10,Ethan Price,541,1.67,3.0,4.68
Manchester Basketball,22,Oluwaseyi Adetukasi,1106,2.43,2.09,4.52
London Lions,21,Aaryndeep Rai,939,2.78,1.46,4.24
Newcastle Eagles,21,Emmanuel Kanwei,688,1.52,2.5,4.02
Newcastle Eagles,41,Mitch Clarke,1152,0.86,2.65,3.51
Surrey 89ers,0,Isiah Small,1360,3.04,0.41,3.45
London Lions,33,Shavar Reynolds Jr,606,2.51,0.65,3.16
B. Braun Sheffield Sharks,24,Nick Kern Jr,904,1.11,1.98,3.09
Cheshire Phoenix,23,Jaxon Brenchley,1429,4.6,-1.68,2.92
Leicester Riders,13,Donald Carey Jr,986,3.16,-0.35,2.81
London Lions,31,Deane Williams,940,-0.82,3.51,2.69
Leicester Riders,10,Olutomiwa Sulaiman,536,0.64,1.83,2.47
Manchester Basketball,9,Kaiyem Cleary,972,1.77,0.68,2.45
Bristol Flyers,7,Cameron Holden,1317,0.58,1.69,2.27
Newcastle Eagles,9,Sauveur Kande,270,1.51,0.75,2.26
Caledonia Gladiators,15,Daylen Williams,259,1.18,1.04,2.22
Cheshire Phoenix,5,Frankie Policelli,1299,1.11,1.06,2.17
Newcastle Eagles,25,Marco Anthony,446,0.05,2.11,2.15
Manchester Basketball,34,Matthew Nicholson,922,2.15,-0.03,2.12
B. Braun Sheffield Sharks,4,William Lee,926,0.84,1.03,1.87
London Lions,23,Kameron Mcgusty,451,-0.91,2.75,1.84
Leicester Riders,12,Aaron Menzies,413,1.06,0.73,1.8
Cheshire Phoenix,9,Damiri Lindo,872,1.11,0.58,1.69
London Lions,3,Ciaran Sandy,381,-0.3,1.89,1.59
Caledonia Gladiators,5,Dwaine Jones Jr,321,-0.06,1.58,1.52
Cheshire Phoenix,13,Patrick Robinson,1290,4.25,-2.84,1.42
London Lions,16,Karolis Lukosiunas,367,-1.02,2.33,1.31
Cheshire Phoenix,99,Skyler White,1318,3.51,-2.21,1.31
Bristol Flyers,13,Owen Mccormack,935,-0.57,1.68,1.11
B. Braun Sheffield Sharks,15,Mike Ochereobia,566,0.58,0.35,0.93
Leicester Riders,41,Nathaniel Martin,706,3.38,-2.55,0.82
London Lions,2,Chasson Jermar Randle,406,0.02,0.8,0.82
Cheshire Phoenix,3,Laquincy Rideau,1401,-2.64,3.25,0.61
B. Braun Sheffield Sharks,5,Mervin James,604,-0.48,0.99,0.51
Cheshire Phoenix,11,Tobias Cameron,910,0.17,0.17,0.33
Leicester Riders,9,Emmanuel Akot,385,-1.41,1.71,0.29
Surrey 89ers,17,Nedas Cholevinskas,799,0.67,-0.44,0.23
London Lions,15,Chaundee Brown Jr,282,1.87,-1.7,0.17
London Lions,N/A,Jonathan Williams,437,0.19,-0.02,0.17
