Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
Solent Kestrels Senior Men,,Barking Abbey Senior Men I,,1,1794,29.9,64.3,35,16,51,31.4,3,21,14.3,0,0,0,0,0,0,7,7,1,10,0,66,27,55,49.1,12,19,63.2,0,0,0,0,0,0,21,7,1,12,0,61.0,67.0,57.4,98.5,-41.1,98.5,57.4,41.1,-31,7,4,57.1,0,0,0,0,0,0,4,3,75,0,0,0,0,0,0,6,1,0,3,8,3,0,1,0,5,16,0,5,14
Liverpool Senior Men,"A. Gayle, K. Ulett-Waul, L. Rogerson-Evans, T. Dubiel",Oxford Hoops Senior Men,"A. Marzec, B. Read Strahan, J. Cummins, O. Berzins, P. Wrencher Jr",1,891,14.8,33.9,29,13,33,39.4,2,11,18.2,1,4,25,4,10,14,4,5,1,3,1,37,16,30,53.3,5,8,62.5,0,0,0,4,18,22,3,0,4,8,6,33.9,33.7,85.6,109.7,-24.1,109.7,85.6,24.1,-8,19,10,52.6,3,1,33.3,11,2,18.2,15,8,53.3,7,3,42.9,8,5,62.5,0,1,0,1,2,4,0,2,4,11,3,6,9,2
Sheffield Arrows Senior Men,"A. Lycoudis, D. Soares, H. Ibrahim, J. Paredes, M. Ibrahim",Sheffield Sharks Senior Men,"C. Andrews, D. Kom, N. Montgomery, O. Baldwin, S. Hanson-Young",1,947,15.8,30.1,28,11,33,33.3,3,10,30,3,6,50,11,14,25,7,3,1,4,5,27,11,27,40.7,2,6,33.3,3,7,42.9,6,14,20,8,4,2,6,6,29.3,30.9,95.6,87.3,8.4,87.3,95.6,-8.4,1,13,8,61.5,10,0,0,10,3,30,15,9,60,6,0,0,6,2,33.3,1,3,0,0,2,2,0,1,11,2,5,6,4,4
Birmingham City University Senior Men,"C. Hayden, J. Miller, R. Faure-Daley, R. Oberia, R. Quinland",Sheffield Arrows Senior Men,"A. Tavares, D. Soares, G. Brownell, P. Walsh, S. Matewe",1,719,12.0,28.1,28,12,31,38.7,4,15,26.7,0,1,0,6,18,24,6,4,1,4,4,8,3,22,13.6,0,11,0,2,4,50,3,14,17,2,4,0,6,3,29.3,26.9,95.4,29.8,65.6,29.8,95.4,-65.6,20,9,5,55.6,6,2,33.3,15,4,26.7,4,2,50,7,1,14.3,11,0,0,2,2,0,0,3,1,0,2,6,15,4,0,2,2
Richmond Knights Senior Men,"A. Williams, B. Oyeyemi, C. Vines, J. Murray-White, K. Hypolite-Sealy",London Elite Senior Men I,"F. Bozzelli, J. Alimi, N. Ebifeni, T. Olaseinde, W. Mumuni",1,791,13.2,27.8,23,9,21,42.9,2,5,40,3,3,100,1,13,14,6,2,3,6,2,28,12,30,40,4,16,25,0,0,0,4,11,15,11,4,1,3,3,27.2,28.5,84.4,98.4,-14,98.4,84.4,14,-5,12,7,58.3,4,0,0,5,2,40,6,3,50,8,5,62.5,16,4,25,3,3,0,0,1,1,0,1,2,4,5,3,9,9
Birmingham City University Senior Men,"C. Hayden, D. Ogodan, R. Faure-Daley, R. Oberia, S. Toluwase",Sheffield Sharks Senior Men,"D. Kom, M. Moore, M. Tuck, O. Baldwin, S. Hanson-Young",1,625,10.4,24.9,22,10,26,38.5,2,10,20,0,0,0,4,11,15,7,4,0,3,4,25,8,20,40,4,11,36.4,5,5,100,1,12,13,4,1,2,4,0,24.7,25.1,89,99.5,-10.5,99.5,89,10.5,-3,10,7,70,6,1,16.7,10,2,20,8,4,50,1,0,0,11,4,36.4,2,1,0,0,1,3,0,0,2,12,4,0,11,2
Myerscough Basketball Academy Senior Men I,"C. Sanchez Falette, H. Sheehan, O. Esingle, S. Laditan-Adebiyi, Z. Trezvant",Teesside Lions Senior Men,"C. Smythe, F. Rogers, H. Omitowoju, M. Felletti-O’Donnell, Z. Missouri",1,801,13.3,24.0,32,15,33,45.5,2,13,15.4,0,2,0,11,10,21,7,5,0,2,1,19,6,20,30,5,14,35.7,2,2,100,4,8,12,6,0,0,7,3,24.7,23.6,129.4,80.5,48.9,80.5,129.4,-48.9,13,14,10,71.4,5,2,40,13,2,15.4,1,0,0,5,1,20,14,5,35.7,0,0,2,0,6,0,0,1,11,6,10,6,0,3
Manchester Magic Senior Men I,"A. Bile, B. Goodall, D. Davies, J. Walton, O. Iguma",Liverpool Senior Men,"A. Gayle, D. Sofia, K. Ulett-Waul, L. Rogerson-Evans",1,688,11.5,24.0,27,11,25,44,2,10,20,3,7,42.9,9,9,18,7,1,1,2,2,35,15,28,53.6,5,10,50,0,1,0,5,9,14,8,1,1,2,4,22.6,25.5,119.5,137.4,-17.9,137.4,119.5,17.9,-8,12,8,66.7,3,1,33.3,10,2,20,10,8,80,8,2,25,10,5,50,0,2,0,0,0,1,0,1,9,10,5,4,6,5
Richmond Knights Senior Men,"C. Vines, J. Murray-White, J. Tahraoui, K. Hypolite-Sealy, K. Smith",London Stars Senior Men,"B. Moncrieffe, J. Hayes, N. Zajankauskas, O. Striuga, R. Martin",1,580,9.7,22.8,18,8,19,42.1,0,2,0,2,4,50,5,8,13,4,4,2,5,2,15,6,16,37.5,2,7,28.6,1,1,100,2,8,10,3,3,2,10,4,21.2,24.3,84.8,61.7,23,61.7,84.8,-23,3,12,6,50,5,2,40,2,0,0,3,2,66.7,6,2,33.3,7,2,28.6,2,1,0,2,3,1,1,4,6,8,6,0,7,7
Sheffield Arrows Senior Men,"D. Soares, G. Brownell, H. Ibrahim, J. Paredes, M. Ibrahim",Oxford Hoops Senior Men,"E. Otto, M. Adelakun, M. Hilsdon, O. Berzins, P. Wrencher Jr",1,673,11.2,22.7,33,13,22,59.1,6,11,54.5,1,2,50,3,7,10,7,3,0,2,1,19,8,16,50,2,6,33.3,1,1,100,1,7,8,2,1,0,8,2,22.0,23.4,150.1,81.3,68.8,81.3,150.1,-68.8,14,7,6,85.7,4,1,25,11,6,54.5,8,5,62.5,2,1,50,6,2,33.3,2,0,0,0,3,3,0,2,6,11,11,0,2,0
