# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 457
# Qualified players exported: 227
# Total stints used: 6271
# Garbage time stints excluded: 294
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Birmingham City University Senior Men,11,R. Faure-Daley,1199,4.69,4.91,9.59
Solent Kestrels Senior Men,6,E. Round,1008,4.54,3.5,8.04
Solent Kestrels Senior Men,5,A. Arissol,1062,1.87,4.94,6.8
CoLA Southwark Pride Senior Men,13,T. Gass,689,3.94,2.66,6.6
Worcester Wolves Senior Men,21,E. Burgess,1377,4.78,0.9,5.68
Myerscough Basketball Academy Senior Men I,0,H. Sheehan,1064,3.25,1.87,5.12
Sheffield Arrows Senior Men,23,D. Soares,1599,4.49,0.58,5.07
Manchester Magic Senior Men I,10,P. Gordon,336,4.38,0.68,5.05
Barking Abbey Senior Men I,10,K. Mabaya,792,4.06,0.88,4.94
Birmingham City University Senior Men,10,V. Ferreira,622,2.94,1.92,4.86
Barnet Bulldogs Senior Men,22,R. Mccowan,579,3.48,1.18,4.66
London Stars Senior Men,83,D. Campbell-Deeble,257,2.88,1.76,4.64
Barnet Bulldogs Senior Men,6,S. Cooper,1072,3.33,1.07,4.4
Richmond Knights Senior Men,14,K. Hypolite-Sealy,684,0.19,4.03,4.22
Manchester Magic Senior Men I,5,O. Iguma,716,1.09,3.07,4.16
Sheffield Sharks Senior Men,12,S. Hanson-Young,1275,2.33,1.8,4.14
Solent Kestrels Senior Men,11,L. Busumbru,642,2.71,1.42,4.13
Manchester Magic Senior Men I,13,D. Davies,949,2.54,1.56,4.1
Barnet Bulldogs Senior Men,32,L. Francis,394,0.56,3.49,4.05
Barnet Bulldogs Senior Men,8,T. Ojuri,543,3.78,0.26,4.04
St Helens Saints Senior Men,9,C. Murtagh,1058,1.75,2.26,4.0
Worcester Wolves Senior Men,6,W. Santhe,1400,2.03,1.96,4.0
Solent Kestrels Senior Men,4,J. Ofman,744,1.81,2.16,3.97
Worcester Wolves Senior Men,9,E. Yeboah,905,2.6,1.37,3.96
Birmingham City University Senior Men,17,C. Hayden,878,2.14,1.76,3.9
Barking Abbey Senior Men I,5,M. Filho,437,-1.19,5.07,3.89
Worcester Wolves Senior Men,10,H. Ferreira,1333,-0.2,3.97,3.78
Birmingham City University Senior Men,16,E. Nweke,296,1.47,2.2,3.67
Myerscough Basketball Academy Senior Men I,9,O. Esingle,888,1.08,2.57,3.66
Barnet Bulldogs Senior Men,21,S. Williams,717,0.91,2.72,3.63
Barking Abbey Senior Men I,12,O. Anyanwu,418,0.34,3.09,3.42
Manchester Magic Senior Men I,8,J. Walton,1313,1.91,1.42,3.33
Leicester Warriors Senior Men,8,P. Chingombe,399,3.33,-0.01,3.32
Sheffield Arrows Senior Men,25,A. Lycoudis,366,1.94,1.34,3.28
Manchester Magic Senior Men I,3,O. Babalola,610,0.52,2.69,3.22
Leicester Warriors Senior Men,9,M. Nelson,1214,0.11,3.08,3.19
Manchester Magic Senior Men I,15,B. Goodall,1072,2.6,0.55,3.15
London Stars Senior Men,99,N. Zajankauskas,1125,1.54,1.56,3.09
St Helens Saints Senior Men,10,K. Jones,845,2.11,0.92,3.02
Sheffield Arrows Senior Men,8,K. Bagga,550,2.37,0.65,3.02
Worcester Wolves Senior Men,13,G. Stergiopoulos,826,2.59,0.37,2.96
St Helens Saints Senior Men,4,J. Collamat,717,0.42,2.46,2.89
Solent Kestrels Senior Men,16,W. Kitenge,567,0.31,2.49,2.8
Manchester Magic Senior Men I,6,S. Gordon,801,-0.85,3.61,2.76
London Stars Senior Men,9,R. Martin,1235,1.9,0.82,2.72
St Helens Saints Senior Men,14,D. Lufadeju,1409,1.68,0.96,2.64
Cardiff Met Archers Senior Men I,10,G. Williams,852,-0.03,2.62,2.6
Barking Abbey Senior Men I,13,D. Orija,531,0.2,2.37,2.57
Birmingham City University Senior Men,9,S. Toluwase,1057,0.72,1.73,2.45
London Lions Senior Men II,8,J. Ako - Mensah,764,1.91,0.52,2.43
Cobham Cobras Senior Men,99,D. Orija,253,0.38,1.96,2.34
London Stars Senior Men,5,S. Pleszak,278,-0.2,2.54,2.34
Myerscough Basketball Academy Senior Men I,10,S. Laditan-Adebiyi,1366,1.85,0.45,2.3
Myerscough Basketball Academy Senior Men I,12,Z. Trezvant,918,1.96,0.1,2.06
London Stars Senior Men,6,N. Cassel,415,1.26,0.8,2.06
Solent Kestrels Senior Men,15,A. Briggs,679,0.18,1.71,1.89
London Stars Senior Men,11,J. Hayes,927,0.45,1.44,1.89
Sheffield Sharks Senior Men,3,W. Skaines,252,-1.71,3.56,1.85
Sheffield Sharks Senior Men,21,C. Andrews,803,1.04,0.77,1.81
Barnet Bulldogs Senior Men,1,D. Brown,798,1.48,0.17,1.66
Birmingham City University Senior Men,9,S. Lyn,283,0.66,0.98,1.64
CoLA Southwark Pride Senior Men,11,K. Capanzana,571,1.3,0.27,1.57
Solent Kestrels Senior Men,7,J. Osei-Owusu,293,0.77,0.76,1.53
Barking Abbey Senior Men I,23,J. Mendes,942,-1.38,2.83,1.45
Barking Abbey Senior Men I,14,O. Visockas,476,0.97,0.4,1.38
Birmingham City University Senior Men,3,R. Oberia,1217,1.59,-0.22,1.37
Solent Kestrels Senior Men,8,E. Lotriet,510,-1.25,2.6,1.35
Cobham Cobras Senior Men,19,C. Ollis,817,0.29,1.02,1.31
Greenwich Titans Senior Men,13,I. Temilola,624,-0.68,1.96,1.28
Leicester Warriors Senior Men,11,B. Agrobo,393,-0.06,1.34,1.28
Cobham Cobras Senior Men,33,L. Mustre,302,0.72,0.4,1.12
Barking Abbey Senior Men I,32,E. Tomking,791,0.12,1.0,1.11
Sheffield Arrows Senior Men,50,M. Ibrahim,971,2.93,-1.84,1.09
Barnet Bulldogs Senior Men,9,L. Clarke,281,0.39,0.63,1.03
Myerscough Basketball Academy Senior Men I,4,C. Sanchez Falette,1010,-1.2,2.16,0.95
Worcester Wolves Senior Men,12,L. Ferreira,372,-2.19,3.13,0.94
Sheffield Arrows Senior Men,11,G. Brownell,786,1.15,-0.23,0.92
Cobham Cobras Senior Men,4,A. Wilding,328,0.23,0.66,0.9
London Stars Senior Men,53,B. Kaboza,342,-0.31,1.18,0.87
Sheffield Arrows Senior Men,33,H. Ibrahim,1558,3.25,-2.39,0.87
London Lions Senior Men II,21,N. Saa,339,1.18,-0.32,0.86
Liverpool Senior Men,12,T. Dubiel,539,0.57,0.24,0.8
London Lions Senior Men II,1,M. John,869,0.57,0.22,0.79
Myerscough Basketball Academy Senior Men I,8,D. Azancot,842,0.9,-0.17,0.73
Leicester Warriors Senior Men,12,D. Mcdonald,978,1.41,-0.71,0.7
Teesside Lions Senior Men,27,H. Omitowoju,898,0.71,-0.01,0.7
Manchester Magic Senior Men I,7,A. Bile,1135,2.28,-1.63,0.66
Barnet Bulldogs Senior Men,23,E. Djanogly,430,0.67,-0.04,0.63
Sheffield Sharks Senior Men,31,M. Moore,295,1.5,-0.91,0.59
Richmond Knights Senior Men,16,J. Tahraoui,504,1.13,-0.59,0.54
Liverpool Senior Men,12,A. Ulett-Waul,263,0.94,-0.42,0.52
Richmond Knights Senior Men,22,I. Stephens,448,-0.33,0.81,0.48
CoLA Southwark Pride Senior Men,5,K. Hawes,1225,-0.88,1.25,0.38
Cobham Cobras Senior Men,91,R. Akpofure,449,1.4,-1.04,0.37
Teesside Lions Senior Men,45,C. Smythe,736,-0.99,1.34,0.35
St Helens Saints Senior Men,6,W. Self,989,3.13,-2.81,0.31
Greenwich Titans Senior Men,21,J. Green,587,0.33,-0.03,0.3
Solent Kestrels Senior Men,10,G. Durand,800,-1.23,1.46,0.23
Manchester Magic Senior Men I,16,T. Regent-Bascombe,404,-0.46,0.68,0.22
Cobham Cobras Senior Men,30,M. Coupe,480,-0.95,1.16,0.21
Myerscough Basketball Academy Senior Men I,23,A. Ibirinde,377,-2.42,2.58,0.16
Barking Abbey Senior Men I,6,I. Warari,909,-0.96,1.05,0.09
Cardiff Met Archers Senior Men I,8,J. Dawe,741,-0.71,0.76,0.04
Liverpool Senior Men,6,L. Rogerson-Evans,768,1.54,-1.59,-0.05
Oxford Hoops Senior Men,23,J. Cummins,606,0.28,-0.39,-0.11
Sheffield Arrows Senior Men,7,J. Paredes,941,0.07,-0.29,-0.22
Liverpool Senior Men,9,D. Sofia,633,-1.62,1.38,-0.24
Birmingham City University Senior Men,7,J. Miller,529,-2.89,2.61,-0.28
Barnet Bulldogs Senior Men,0,C. Duru,838,2.7,-3.11,-0.4
Cardiff Met Archers Senior Men I,7,L. Scotland,744,-3.72,3.23,-0.49
Sheffield Sharks Senior Men,2,D. Kom,1010,2.53,-3.06,-0.53
London Lions Senior Men II,14,A. Ogidan,732,-1.18,0.62,-0.56
Leicester Warriors Senior Men,13,K. Cross,359,-0.24,-0.33,-0.58
Liverpool Senior Men,0,K. Forsythe,327,-1.31,0.65,-0.67
Sheffield Sharks Senior Men,7,O. Baldwin,1121,-1.21,0.5,-0.7
Oxford Hoops Senior Men,14,A. Marzec,1227,1.7,-2.44,-0.74
Myerscough Basketball Academy Senior Men I,7,E. Akubuo,569,-0.93,0.19,-0.75
CoLA Southwark Pride Senior Men,9,O. Leigh-Hales,309,-2.2,1.43,-0.77
Worcester Wolves Senior Men,1,H. Godwin,588,-1.25,0.44,-0.8
Greenwich Titans Senior Men,10,A. Hughes,707,0.43,-1.28,-0.85
St Helens Saints Senior Men,12,S. Simmonds,1045,0.63,-1.48,-0.85
Richmond Knights Senior Men,1,K. Smith,599,-0.04,-0.83,-0.87
CoLA Southwark Pride Senior Men,8,D. Banjoko,900,-0.44,-0.44,-0.88
CoLA Southwark Pride Senior Men,14,A. Wol,1187,-1.83,0.95,-0.88
London Stars Senior Men,8,O. Striuga,1066,1.28,-2.16,-0.88
