Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Worcester Wolves Senior Men,E. Burgess,21/23,E. Burgess,25,29.4,734.9,450.0,18.0,185.0,332.0,55.7,9.0,27.0,33.3,71.0,102.0,69.6,105.0,153.0,258.0,43.0,30.0,20.0,42.0,51.0,301.3,20.2,22.0,2.1,12.6,101,551.0,22.0,27.0,37,3.1,31,7,54.3,36.1,12,8.68,3.75,4.94,5.0,1.7,211.0,139.0,65.9,93.0,36.0,38.7,27.0,9.0,33.3,57.0,0.0,15.0,16.0,1.0,10.0,140.0,99.0,103.0
Worcester Wolves Senior Men,G. Stergiopoulos,13/9,G. Stergiopoulos,25,16.7,418.4,109.0,4.4,39.0,117.0,33.3,20.0,67.0,29.9,11.0,20.0,55,21.0,57.0,78.0,43.0,32.0,4.0,30.0,30.0,129.4,15.2,5.3,2.1,3.8,181,290.0,11.6,14.2,10,1.7,14,2,33.6,17.9,6,2.62,-3.67,6.29,2.7,3.7,42.0,19.0,45.2,8.0,0.0,0,67.0,20.0,29.9,10.0,2.0,21.0,5.0,0.0,4.0,23.0,31.0,45.0
Worcester Wolves Senior Men,C. Okibe,3/30,C. Okibe,25,9.9,246.7,55.0,2.2,21.0,46.0,45.7,0.0,0.0,0,13.0,19.0,68.4,17.0,53.0,70.0,4.0,5.0,4.0,18.0,20.0,53.1,10.6,2.7,0.2,3.4,9,64.0,2.6,3.1,4,2.0,3,0,66.7,3.0,2,-2.26,-6.09,3.83,4.5,4.6,32.0,17.0,53.1,14.0,4.0,28.6,0.0,0.0,0,7.0,0.0,1.0,9.0,4.0,4.0,21.0,13.0,11.0
Worcester Wolves Senior Men,H. Ferreira,10/8,H. Ferreira,24,29.8,714.2,264.0,11.0,106.0,198.0,53.5,8.0,36.0,22.2,44.0,82.0,53.7,71.0,55.0,126.0,45.0,71.0,10.0,57.0,87.0,211.3,14.6,12.9,2.2,6.2,101,365.0,15.2,17.9,24,2.2,16,7,62.9,27.1,11,4.59,-2.57,7.16,3.0,3.1,145.0,91.0,62.8,17.0,7.0,41.2,36.0,8.0,22.2,42.0,1.0,24.0,22.0,0.0,11.0,52.0,102.0,84.0
Worcester Wolves Senior Men,W. Santhe,6,W. Santhe,24,31.2,749.4,237.0,9.9,88.0,259.0,34,26.0,120.0,21.7,35.0,60.0,58.3,13.0,95.0,108.0,141.0,46.0,0.0,108.0,57.0,365.2,24.0,11.6,6.9,5.3,294,531.0,22.1,26.0,24,2.0,26,8,40.7,38.5,12,-2.0,-5.8,3.8,1.6,2.4,117.0,57.0,48.7,22.0,5.0,22.7,120.0,26.0,21.7,52.0,10.0,54.0,46.0,0.0,8.0,33.0,72.0,77.0
Manchester Magic Senior Men I,B. Goodall,15,B. Goodall,24,24.9,596.8,92.0,3.8,39.0,75.0,52,5.0,21.0,23.8,9.0,27.0,33.3,34.0,96.0,130.0,57.0,23.0,7.0,45.0,70.0,94.0,7.9,4.8,3.0,6.8,128,220.0,9.2,11.5,11,2.2,6,4,70.9,14.8,5,0.73,-5.25,5.97,3.5,4.0,51.0,33.0,64.7,3.0,1.0,33.3,21.0,5.0,23.8,11.0,0.0,23.0,19.0,0.0,3.0,24.0,23.0,13.0
Manchester Magic Senior Men I,J. Walton,8,J. Walton,23,32.6,749.2,438.0,19.0,158.0,360.0,43.9,79.0,189.0,41.8,43.0,60.0,71.7,11.0,70.0,81.0,118.0,37.0,0.0,71.0,28.0,428.5,28.8,22.8,6.1,4.2,227,665.0,28.9,34.7,34,3.1,26,16,51.5,39.0,11,7.52,3.51,4.01,1.6,1.1,77.0,38.0,49.4,92.0,41.0,44.6,189.0,79.0,41.8,26.0,17.0,38.0,25.0,1.0,7.0,65.0,121.0,105.0
Manchester Magic Senior Men I,A. Bile,7,A. Bile,23,28.9,664.4,391.0,17.0,139.0,318.0,43.7,34.0,119.0,28.6,79.0,116.0,68.1,35.0,100.0,135.0,44.0,34.0,10.0,52.0,35.0,370.6,28.0,20.4,2.3,7.0,100,491.0,21.3,25.6,40,4.0,28,7,64.4,33.1,10,5.34,0.59,4.75,3.4,2.6,161.0,91.0,56.5,34.0,10.0,29.4,119.0,34.0,28.6,60.0,3.0,13.0,30.0,0.0,9.0,62.0,149.0,91.0
Myerscough Basketball Academy Senior Men I,H. Sheehan,0,H. Sheehan,23,24.9,573.7,309.0,13.4,94.0,256.0,36.7,65.0,178.0,36.5,56.0,72.0,77.8,8.0,60.0,68.0,27.0,13.0,1.0,44.0,31.0,310.7,27.5,17.0,1.5,3.7,59,368.0,16.0,20.3,34,3.4,22,16,58.5,32.0,10,2.57,0.1,2.47,2.6,2.7,49.0,21.0,42.9,27.0,6.0,22.2,178.0,65.0,36.5,15.0,4.0,22.0,17.0,1.0,4.0,70.0,73.0,46.0
Myerscough Basketball Academy Senior Men I,O. Esingle,9,O. Esingle,23,21.5,495.1,205.0,8.9,85.0,180.0,47.2,10.0,48.0,20.8,25.0,49.0,51,13.0,75.0,88.0,79.0,29.0,8.0,40.0,39.0,219.4,22.5,11.3,4.4,4.8,171,376.0,16.3,20.7,17,2.4,10,5,69.7,16.2,7,5.05,-1.19,6.24,2.2,1.9,96.0,63.0,65.6,36.0,12.0,33.3,48.0,10.0,20.8,33.0,1.0,18.0,17.0,0.0,5.0,33.0,70.0,55.0
Manchester Magic Senior Men I,S. Gordon,6,S. Gordon,23,20.7,476.3,172.0,7.5,79.0,163.0,48.5,2.0,18.0,11.1,12.0,18.0,66.7,43.0,82.0,125.0,31.0,24.0,8.0,27.0,45.0,148.7,15.7,9.0,1.6,6.5,61,233.0,10.1,12.1,8,1.3,9,2,40.5,9.9,6,2.82,-2.41,5.23,4.0,3.7,116.0,66.0,56.9,29.0,11.0,37.9,18.0,2.0,11.1,30.0,1.0,5.0,14.0,0.0,8.0,47.0,43.0,61.0
Worcester Wolves Senior Men,D. Antonio,2/4,D. Antonio,23,24.6,566.3,169.0,7.3,69.0,184.0,37.5,20.0,75.0,26.7,11.0,21.0,52.4,44.0,53.0,97.0,46.0,35.0,11.0,29.0,45.0,171.1,14.9,8.3,2.3,4.8,104,273.0,11.9,13.4,18,2.0,21,1,42.0,24.4,9,2.54,-2.83,5.37,3.1,3.8,77.0,40.0,51.9,32.0,9.0,28.1,75.0,20.0,26.7,20.0,3.0,9.0,14.0,0.0,6.0,41.0,46.0,53.0
Myerscough Basketball Academy Senior Men I,E. Akubuo,7/8,E. Akubuo,23,13.5,309.4,71.0,3.1,25.0,85.0,29.4,11.0,46.0,23.9,10.0,21.0,47.6,17.0,31.0,48.0,27.0,11.0,7.0,15.0,30.0,88.6,14.5,3.9,1.5,2.6,210,281.0,12.2,15.5,8,1.1,9,6,34.4,14.6,7,-0.31,-4.54,4.24,2.9,4.2,30.0,12.0,40,8.0,2.0,25,46.0,11.0,23.9,4.0,1.0,5.0,6.0,0.0,4.0,18.0,13.0,20.0
Oxford Hoops Senior Men,P. Wrencher Jr,33,P. Wrencher Jr,22,32.7,720.4,390.0,17.7,146.0,339.0,43.1,5.0,30.0,16.7,93.0,136.0,68.4,104.0,151.0,255.0,32.0,13.0,7.0,47.0,22.0,328.2,22.8,22.0,1.8,14.4,70,460.0,20.9,25.9,10,2.0,12,3,37.5,16.3,5,0.59,1.92,-1.32,4.4,2.4,206.0,98.0,47.6,102.0,42.0,41.2,30.0,5.0,16.7,48.0,2.0,14.0,26.0,2.0,5.0,108.0,80.0,67.0
Sheffield Arrows Senior Men,D. Soares,10/23,D. Soares,22,37.1,816.6,292.0,13.3,113.0,239.0,47.3,43.0,126.0,34.1,23.0,50.0,46,50.0,160.0,210.0,115.0,51.0,33.0,44.0,56.0,244.8,14.0,15.5,6.1,11.2,263,555.0,25.2,29.5,15,2.1,14,9,41.8,22.0,7,7.34,1.37,5.97,3.4,2.5,102.0,68.0,66.7,10.0,2.0,20,126.0,43.0,34.1,39.0,3.0,20.0,16.0,1.0,7.0,59.0,95.0,63.0
Myerscough Basketball Academy Senior Men I,C. Sanchez Falette,4/6,C. Sanchez Falette,22,25.4,558.3,272.0,12.4,94.0,252.0,37.3,35.0,113.0,31,49.0,79.0,62,37.0,99.0,136.0,57.0,35.0,4.0,55.0,44.0,292.6,26.6,15.0,3.1,7.5,170,442.0,20.1,24.4,11,1.4,16,6,29.5,26.6,8,4.05,-0.99,5.03,2.8,2.6,105.0,49.0,46.7,30.0,8.0,26.7,113.0,35.0,31,31.0,6.0,21.0,27.0,2.0,5.0,85.0,48.0,41.0
Liverpool Senior Men,K. Ulett-Waul,5,K. Ulett-Waul,22,33.1,727.4,264.0,12.0,98.0,246.0,39.8,24.0,90.0,26.7,44.0,68.0,64.7,17.0,58.0,75.0,87.0,27.0,0.0,58.0,41.0,304.2,19.4,13.6,4.5,3.9,204,468.0,21.3,24.1,28,2.0,31,10,39.5,48.4,14,-1.65,-3.5,1.85,1.8,2.6,126.0,70.0,55.6,27.0,4.0,14.8,90.0,24.0,26.7,50.0,7.0,27.0,24.0,0.0,7.0,46.0,115.0,58.0
Leicester Warriors Senior Men,M. Nelson,9,M. Nelson,22,27.3,600.8,238.0,10.8,75.0,217.0,34.6,22.0,82.0,26.8,66.0,106.0,62.3,27.0,54.0,81.0,22.0,31.0,4.0,53.0,54.0,278.1,22.0,12.6,1.2,4.3,47,285.0,13.0,15.1,26,2.4,26,9,43.4,35.0,11,-5.2,-5.77,0.57,3.0,3.8,113.0,47.0,41.6,21.0,6.0,28.6,82.0,22.0,26.8,22.0,2.0,21.0,28.0,0.0,4.0,34.0,45.0,66.0
Sheffield Arrows Senior Men,M. Ibrahim,14/26/44/50,M. Ibrahim,22,23.0,505.8,225.0,10.2,93.0,176.0,52.8,16.0,39.0,41,23.0,45.0,51.1,43.0,75.0,118.0,27.0,6.0,8.0,39.0,44.0,184.1,17.1,12.0,1.4,6.3,111,336.0,15.3,17.9,8,1.6,6,1,62.1,6.4,5,0.05,-1.52,1.57,4.0,3.2,111.0,67.0,60.4,26.0,10.0,38.5,39.0,16.0,41,37.0,5.0,7.0,23.0,2.0,7.0,65.0,32.0,35.0
Sheffield Sharks Senior Men,D. Kom,2/34/8,D. Kom,22,24.5,538.8,215.0,9.8,80.0,238.0,33.6,34.0,103.0,33,21.0,36.0,58.3,27.0,40.0,67.0,51.0,22.0,8.0,64.0,36.0,279.2,25.4,12.0,2.8,3.7,158,373.0,17.0,20.8,13,1.4,21,3,29.1,26.3,9,-3.26,-3.65,0.38,2.3,2.7,80.0,30.0,37.5,55.0,16.0,29.1,103.0,34.0,33,21.0,3.0,33.0,23.0,0.0,8.0,29.0,65.0,53.0
Myerscough Basketball Academy Senior Men I,D. Azancot,7/8,D. Azancot,22,19.9,438.5,202.0,9.2,76.0,212.0,35.8,29.0,96.0,30.2,21.0,31.0,67.7,6.0,38.0,44.0,62.0,26.0,1.0,41.0,17.0,250.2,28.9,11.1,3.4,2.4,210,412.0,18.7,22.7,15,1.9,18,5,37.1,28.2,8,2.33,-1.15,3.48,1.5,2.4,55.0,25.0,45.5,61.0,22.0,36.1,96.0,29.0,30.2,17.0,3.0,24.0,16.0,0.0,1.0,29.0,51.0,32.0
Myerscough Basketball Academy Senior Men I,S. Laditan-Adebiyi,10/13/15/24/5/6,S. Laditan-Adebiyi,22,34.8,765.8,189.0,8.6,82.0,175.0,46.9,5.0,29.0,17.2,20.0,52.0,38.5,151.0,146.0,297.0,59.0,47.0,6.0,37.0,61.0,80.5,5.3,10.4,3.3,16.4,239,428.0,19.5,23.6,8,1.1,13,2,28.8,13.9,7,4.8,-0.05,4.85,4.0,3.8,124.0,65.0,52.4,21.0,11.0,52.4,29.0,5.0,17.2,30.0,2.0,16.0,15.0,1.0,5.0,69.0,42.0,59.0
