# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 423
# Qualified players exported: 189
# Total stints used: 4387
# Garbage time stints excluded: 187
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Birmingham City University Senior Men,11,R. Faure-Daley,809,5.1,5.24,10.34
Barnet Bulldogs Senior Men,8,T. Ojuri,352,4.37,1.49,5.85
Solent Kestrels Senior Men,6,E. Round,514,3.1,2.67,5.77
Myerscough Basketball Academy Senior Men I,0,H. Sheehan,764,3.22,2.37,5.59
Barnet Bulldogs Senior Men,22,R. Mccowan,355,3.28,1.89,5.18
CoLA Southwark Pride Senior Men,13,T. Gass,546,2.83,1.96,4.79
St Helens Saints Senior Men,9,C. Murtagh,548,2.83,1.94,4.77
Solent Kestrels Senior Men,11,L. Busumbru,555,2.3,2.29,4.59
Birmingham City University Senior Men,17,C. Hayden,534,2.38,2.18,4.55
Barking Abbey Senior Men I,5,M. Filho,418,-0.42,4.81,4.39
Manchester Magic Senior Men I,3,O. Babalola,599,1.91,2.3,4.21
Richmond Knights Senior Men,14,K. Hypolite-Sealy,372,0.66,3.44,4.1
Worcester Wolves Senior Men,21,E. Burgess,921,3.37,0.51,3.89
Birmingham City University Senior Men,10,V. Ferreira,326,3.4,0.48,3.88
Solent Kestrels Senior Men,5,A. Arissol,485,0.95,2.83,3.77
Manchester Magic Senior Men I,15,B. Goodall,568,3.54,0.19,3.73
Manchester Magic Senior Men I,8,J. Walton,661,1.8,1.9,3.7
Worcester Wolves Senior Men,10,H. Ferreira,875,0.19,3.45,3.64
St Helens Saints Senior Men,14,D. Lufadeju,911,2.35,1.21,3.57
Solent Kestrels Senior Men,15,A. Briggs,338,1.7,1.72,3.42
Sheffield Arrows Senior Men,23,D. Soares,1130,2.99,0.43,3.42
Solent Kestrels Senior Men,10,G. Durand,425,0.7,2.47,3.18
St Helens Saints Senior Men,4,J. Collamat,458,2.06,1.08,3.14
Worcester Wolves Senior Men,6,W. Santhe,916,1.56,1.37,2.93
Sheffield Arrows Senior Men,8,K. Bagga,371,2.49,0.44,2.93
Barking Abbey Senior Men I,10,K. Mabaya,540,2.82,0.09,2.91
Barking Abbey Senior Men I,13,D. Orija,318,1.37,1.48,2.85
Leicester Warriors Senior Men,8,P. Chingombe,395,3.07,-0.24,2.83
Leicester Warriors Senior Men,9,M. Nelson,914,1.45,1.37,2.82
Manchester Magic Senior Men I,13,D. Davies,359,0.1,2.69,2.79
St Helens Saints Senior Men,10,K. Jones,538,1.41,1.36,2.76
Worcester Wolves Senior Men,9,E. Yeboah,488,0.33,2.27,2.6
Barnet Bulldogs Senior Men,32,L. Francis,257,-0.12,2.69,2.57
Sheffield Arrows Senior Men,33,H. Ibrahim,1079,4.25,-1.73,2.52
Barnet Bulldogs Senior Men,6,S. Cooper,668,2.11,0.4,2.51
Sheffield Arrows Senior Men,50,M. Ibrahim,709,3.89,-1.44,2.45
Solent Kestrels Senior Men,16,W. Kitenge,304,0.68,1.76,2.44
London Stars Senior Men,99,N. Zajankauskas,755,1.86,0.57,2.43
