# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 340
# Qualified players exported: 171
# Total stints used: 5112
# Garbage time stints excluded: 120
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
FC Bayern München Basketball,5,Giffey N.,564,3.52,3.31,6.83
Veolia Towers Hamburg,13,Breunig M.,378,2.64,3.12,5.76
ratiopharm ulm,15,Simon J.,407,1.46,4.04,5.5
FC Bayern München Basketball,10,Jessup J.,637,4.57,0.69,5.26
ALBA BERLIN,34,Bean J.,709,0.95,3.86,4.81
RASTA Vechta,41,Pandi L.,413,3.99,0.67,4.66
ALBA BERLIN,15,Hermannsson M.,357,0.88,3.76,4.64
BMA365 Bamberg Baskets,2,Watson I.,881,1.76,2.46,4.22
FC Bayern München Basketball,13,Obst A.,495,3.49,0.7,4.19
ALBA BERLIN,13,Roberts J.,539,1.82,2.32,4.14
ratiopharm ulm,43,Sengfelder C.,473,0.83,3.28,4.11
MLP Academics Heidelberg,12,Osunniyi O.,309,0.28,3.51,3.79
Fitness First Würzburg Baskets,32,Thompson C.,494,3.53,0.22,3.75
Science City Jena,33,Washington E.,587,2.0,1.63,3.62
SYNTAINICS MBC,44,Planinic J.,524,2.13,1.27,3.4
MLP Academics Heidelberg,21,Seric M.,529,0.72,2.63,3.36
Telekom Baskets Bonn,4,Garrett Jr. J.,697,3.38,-0.1,3.28
EWE Baskets Oldenburg,12,Kyser M.,633,3.03,0.2,3.23
ratiopharm ulm,21,Anigbata A.,345,1.3,1.91,3.21
Fitness First Würzburg Baskets,35,Pjanic A.,252,1.44,1.7,3.14
MHP RIESEN Ludwigsburg,7,Hughes E.,568,0.54,2.56,3.1
SKYLINERS,1,Swope I.,772,1.05,1.98,3.03
VET-CONCEPT Gladiators Trier,21,Rapieque E.,504,2.48,0.52,3.0
Fitness First Würzburg Baskets,11,Ivey B.,568,1.49,1.45,2.95
MHP RIESEN Ludwigsburg,0,Sane B.,356,0.77,2.16,2.93
FC Bayern München Basketball,16,Jovic S.,253,3.02,-0.17,2.86
FC Bayern München Basketball,32,Gabriel W.,380,0.52,2.19,2.71
Telekom Baskets Bonn,6,Kessens M.,542,2.61,0.08,2.69
MHP RIESEN Ludwigsburg,13,Polas Bartolo Y.,534,-0.31,2.88,2.57
ROSTOCK SEAWOLVES,0,Crockett Jr. T.,527,1.36,1.02,2.38
ratiopharm ulm,10,Osborne M.,538,0.99,1.34,2.33
ratiopharm ulm,13,Smith M.,600,-0.74,3.0,2.26
SKYLINERS,19,Pape T.,560,2.16,0.03,2.19
Veolia Towers Hamburg,34,Williams R.,308,1.53,0.62,2.15
ROSTOCK SEAWOLVES,5,Schwartz D.,561,0.76,1.31,2.07
BMA365 Bamberg Baskets,35,Onu E.,691,0.84,1.18,2.02
Basketball Löwen Braunschweig,13,Njie B.,520,-1.12,3.11,1.99
ALBA BERLIN,9,Mattisseck J.,547,-0.15,2.1,1.94
BMA365 Bamberg Baskets,1,Ensminger Z.,761,0.77,1.14,1.92
Basketball Löwen Braunschweig,5,Scuka L.,411,0.56,1.3,1.86
RASTA Vechta,10,Brown T.,695,1.29,0.56,1.85
Telekom Baskets Bonn,3,Cooks Z.,573,-0.72,2.55,1.83
VET-CONCEPT Gladiators Trier,2,Akanno D.,328,1.11,0.71,1.82
MLP Academics Heidelberg,43,Reed II E.,309,-0.84,2.58,1.75
MHP RIESEN Ludwigsburg,32,Kellman K.,280,-0.19,1.82,1.64
BMA365 Bamberg Baskets,33,Heckmann P.,254,-0.17,1.78,1.61
VET-CONCEPT Gladiators Trier,9,Hollersbacher M.,780,0.15,1.46,1.6
Veolia Towers Hamburg,21,Daniels IV D.,349,2.21,-0.63,1.59
ALBA BERLIN,33,Hundt B.,273,-0.23,1.79,1.55
Basketball Löwen Braunschweig,6,Zylka F.,417,1.44,0.05,1.49
ratiopharm ulm,7,Jensen T.,629,0.77,0.66,1.44
