Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
BMA365 Bamberg Baskets,Watson I.,2,Watson I.,26,28.1,731.7,422.0,16.2,144.0,295.0,48.8,57.0,141.0,40.4,77.0,94.0,81.9,26.0,95.0,121.0,75.0,17.0,1.0,55.0,59.0,350.7,25.1,20.9,3.7,6.0,0,422.0,16.2,20.9,0,0,0,0,0,0.0,0,2.59,-0.18,2.77,3.1,2.1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Williams C.,24,Williams C.,26,25.0,650.5,400.0,15.4,129.0,292.0,44.2,61.0,149.0,40.9,81.0,95.0,85.3,14.0,47.0,61.0,118.0,36.0,1.0,60.0,90.0,364.6,29.4,19.8,5.8,3.0,0,400.0,15.4,19.8,0,0,0,0,0,0.0,0,3.65,0.4,3.25,1.4,1.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Demonia D.,8,Demonia D.,26,28.3,734.7,354.0,13.6,122.0,262.0,46.6,44.0,128.0,34.4,66.0,88.0,75,34.0,108.0,142.0,42.0,34.0,11.0,36.0,54.0,290.6,20.7,17.5,2.1,7.0,0,354.0,13.6,17.5,0,0,0,0,0,0.0,0,2.41,-1.43,3.84,3.6,3.4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Crowley A.,85,Crowley A.,26,21.5,559.2,222.0,8.5,81.0,197.0,41.1,21.0,83.0,25.3,39.0,55.0,70.9,18.0,74.0,92.0,39.0,26.0,7.0,42.0,46.0,235.4,22.1,11.0,1.9,4.6,0,222.0,8.5,11.0,0,0,0,0,0,0.0,0,-2.51,-5.72,3.22,3.2,4.2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Balint R.,11,Balint R.,26,20.5,533.2,221.0,8.5,78.0,160.0,48.8,48.0,105.0,45.7,17.0,22.0,77.3,14.0,28.0,42.0,55.0,31.0,5.0,33.0,53.0,181.1,17.8,10.9,2.7,2.1,0,221.0,8.5,10.9,0,0,0,0,0,0.0,0,3.47,-0.77,4.24,1.9,2.7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Onu E.,35,Onu E.,26,23.7,616.8,201.0,7.7,80.0,118.0,67.8,4.0,20.0,20,37.0,58.0,63.8,32.0,76.0,108.0,9.0,6.0,56.0,28.0,69.0,133.9,11.4,9.9,0.4,5.3,0,201.0,7.7,9.9,0,0,0,0,0,0.0,0,0.63,-4.34,4.97,5.0,4.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Ensminger Z.,1,Ensminger Z.,26,18.9,492.3,173.0,6.7,50.0,108.0,46.3,22.0,52.0,42.3,51.0,60.0,85,15.0,67.0,82.0,91.0,23.0,1.0,25.0,50.0,138.6,14.8,8.6,4.5,4.1,0,173.0,6.7,8.6,0,0,0,0,0,0.0,0,4.4,-0.9,5.31,2.3,1.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMA365 Bamberg Baskets,Döntgens F.,7,Döntgens F.,26,1.5,38.1,20.0,0.8,5.0,6.0,83.3,0.0,0.0,0,10.0,10.0,100,1.0,3.0,4.0,0.0,1.0,0.0,0.0,9.0,9.0,12.4,1.0,0.0,0.2,0,20.0,0.8,1.0,0,0,0,0,0,0.0,0,3.05,-2.2,5.25,3.2,3.1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALBA BERLIN,Bean J.,34,Bean J.,25,22.6,566.0,293.0,11.7,107.0,207.0,51.7,29.0,72.0,40.3,50.0,65.0,76.9,47.0,105.0,152.0,31.0,25.0,8.0,22.0,35.0,202.2,19.0,15.5,1.6,8.1,0,293.0,11.7,15.5,0,0,0,0,0,0.0,0,6.93,1.7,5.22,4.3,2.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALBA BERLIN,Mattisseck J.,9,Mattisseck J.,25,21.4,535.1,146.0,5.8,44.0,108.0,40.7,33.0,92.0,35.9,25.0,28.0,89.3,15.0,48.0,63.0,36.0,23.0,0.0,20.0,65.0,120.3,12.0,7.7,1.9,3.3,0,146.0,5.8,7.7,0,0,0,0,0,0.0,0,1.46,-3.88,5.34,2.5,3.9,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
