# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 136
# Qualified players exported: 110
# Total stints used: 5178
# Garbage time stints excluded: 142
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
London Lions,1,Joel Scott,1081,4.78,3.23,8.0
London Lions,31,Deane Williams,1504,0.05,5.79,5.84
Newcastle Eagles,41,Mitch Clarke,1769,1.02,4.1,5.11
Surrey 89ers,0,Isiah Small,1785,2.51,2.29,4.8
London Lions,23,Kameron Mcgusty,987,1.2,3.46,4.67
Caledonia Gladiators,15,Malcolm Delpeche,590,1.53,2.9,4.43
Manchester Basketball,22,Oluwaseyi Adetukasi,1814,1.82,2.21,4.02
London Lions,21,Aaryndeep Rai,1530,1.76,2.15,3.92
Bristol Flyers,3,William Yoakum,1681,2.71,1.19,3.91
Bristol Flyers,7,Cameron Holden,1797,0.44,3.3,3.74
Manchester Basketball,3,Gabriel Osabuohien,489,-1.64,5.09,3.45
Leicester Riders,13,Donald Carey Jr,1007,3.53,-0.23,3.3
Cheshire Phoenix,13,Patrick Robinson,1650,4.85,-1.58,3.26
Manchester Basketball,34,Matthew Nicholson,1389,2.92,0.22,3.14
London Lions,0,Ovie Soko,319,-0.63,3.68,3.05
B. Braun Sheffield Sharks,24,Nick Kern Jr,1476,0.8,2.23,3.02
London Lions,10,Ethan Price,1006,-0.33,3.29,2.96
Caledonia Gladiators,40,Ethan Wright,1606,1.77,1.06,2.82
Cheshire Phoenix,23,Jaxon Brenchley,1859,5.2,-2.5,2.7
Surrey 89ers,7,Ronald Polite Iii,1730,0.78,1.9,2.68
London Lions,33,Shavar Reynolds Jr,1169,2.1,0.43,2.53
Leicester Riders,10,Olutomiwa Sulaiman,969,-0.38,2.86,2.48
Leicester Riders,5,Xavier Bledson,397,0.31,2.13,2.44
Caledonia Gladiators,11,Totonitoluwa Fagbenle,759,0.26,2.01,2.27
B. Braun Sheffield Sharks,4,William Lee,1039,0.96,1.25,2.21
Caledonia Gladiators,15,Daylen Williams,261,1.4,0.82,2.21
Cheshire Phoenix,99,Skyler White,1730,3.47,-1.36,2.11
Newcastle Eagles,21,Emmanuel Kanwei,904,-0.05,2.12,2.07
Cheshire Phoenix,9,Damiri Lindo,1145,0.51,1.41,1.92
London Lions,15,Chaundee Brown Jr,895,2.56,-0.64,1.92
Manchester Basketball,0,Patrick Smith Jr,1759,2.05,-0.29,1.76
Newcastle Eagles,25,Marco Anthony,458,-0.89,2.43,1.54
Manchester Basketball,9,Kaiyem Cleary,989,1.78,-0.32,1.46
Bristol Flyers,13,Owen Mccormack,1393,0.11,1.34,1.45
Newcastle Eagles,2,Josh Ward-Hibbert,324,1.03,0.37,1.4
Newcastle Eagles,14,Maceo Jack,2041,1.09,0.09,1.18
London Lions,16,Karolis Lukosiunas,376,-1.18,2.24,1.06
Newcastle Eagles,15,Cole Long,2078,-0.06,1.1,1.05
Newcastle Eagles,9,Sauveur Kande,351,0.75,0.19,0.94
London Lions,22,Tarik Phillip,1283,-2.58,3.51,0.94
Manchester Basketball,11,Jordan Johnson,1452,-1.9,2.83,0.93
Cheshire Phoenix,5,Frankie Policelli,1759,0.33,0.59,0.92
B. Braun Sheffield Sharks,2,Prentiss Nixon,1386,-0.02,0.88,0.86
Bristol Flyers,25,Milos Dugalic,496,-2.65,3.43,0.78
Leicester Riders,9,Emmanuel Akot,396,-1.37,2.11,0.74
London Lions,2,Chasson Jermar Randle,416,-0.06,0.63,0.57
Cheshire Phoenix,11,Tobias Cameron,1318,-0.61,1.16,0.55
