Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
ETB Miners,4,Quashawn Tyrese Lane,,26,30.0,779.5,416,16.0,140,276,50.7,20,60,33.3,116,138,84.1,31,92,123,152,40,2,78,39,54.3,61.8,23.5,100.3,21.2,3.1,4.7,13.2,9.0,34.7,2.7,0.3,18.8,0.5,14.17,7.59,6.58,150,85,56.7,66,35,53,0,0,0,34,31,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,13,Darius Dawson,,25,29.1,728.6,442,17.7,169,267,63.3,10,22,45.5,94,118,79.7,41,147,188,61,32,18,56,51,65.2,69.3,23.7,117.9,23.2,1.2,7.4,24.7,16.4,15.5,2.3,2.6,14.9,0.44,12.32,6.65,5.67,215,152,70.7,30,7,23.3,0,0,0,16,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Baskets Juniors TSG Westerstede,0,Jon'll Larenz Fugett,,22,34.6,761.9,519,23.6,157,413,38.0,77,250,30.8,128,160,80.0,22,77,99,134,42,2,74,55,47.3,53.7,30.8,93.1,29.5,14.2,3.2,12.4,7.6,31.3,2.8,0.3,13.3,0.39,11.73,7.96,3.77,133,69,51.9,30,11,36.7,0,0,0,38,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Itzehoe Eagles,2,Walter J McBride,,24,32.6,783.3,428,17.8,163,348,46.8,56,160,35.0,46,63,73.0,24,63,87,112,54,7,48,49,54.9,57.0,24.1,101.0,23.0,8.6,3.5,9.3,6.4,27.2,3.5,1.0,11.3,0.18,11.6,7.27,4.33,131,80,61.1,57,27,47.4,0,0,0,30,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ETB Miners,10,Mychael Paulo,,27,27.6,745.6,350,13.0,128,300,42.7,57,169,33.7,37,49,75.5,30,90,120,72,39,9,29,44,52.2,54.4,20.7,99.8,17.1,8.2,4.6,13.3,9.1,17.1,2.7,1.3,8.3,0.16,11.5,6.44,5.06,74,50,67.6,57,21,36.8,0,0,0,18,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOK BERNAU,24,Guy Artman Nahmias,,26,26.7,694.5,372,14.3,125,263,47.5,48,132,36.4,74,90,82.2,19,64,83,120,46,0,54,60,56.7,61.5,21.2,104.3,17.4,6.2,3.0,10.3,6.6,29.2,3.3,0.0,15.1,0.34,10.94,5.45,5.49,99,61,61.6,32,16,50,0,0,0,25,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Seawolves Academy,11,Jalen Page,,25,33.1,827.0,562,22.5,188,403,46.7,62,169,36.7,124,149,83.2,29,114,143,147,48,7,102,46,54.3,60.0,30.7,98.5,28.6,8.6,4.0,14.7,9.6,39.0,3.0,0.7,17.9,0.37,10.89,6.88,4.01,149,83,55.7,85,43,50.6,0,0,0,52,32,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Porsche BBA Ludwigsburg,20,Simon Feneberg,,23,29.4,676.8,320,13.9,110,245,44.9,58,164,35.4,42,56,75.0,25,62,87,106,31,1,51,47,56.7,59.3,21.2,99.8,18.6,9.5,4.3,11.5,7.7,28.2,2.4,0.1,15.9,0.23,10.58,5.55,5.03,68,44,64.7,13,8,61.5,0,0,0,29,13,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BBC Coburg,12,Dylan Fasoyiro,,24,27.6,662.7,449,18.7,156,318,49.1,47,113,41.6,90,119,75.6,34,93,127,47,35,4,47,53,56.4,60.6,29.0,107.6,24.6,6.2,6.7,16.8,12.0,13.3,2.8,0.6,11.3,0.37,10.26,6.19,4.06,143,83,58,62,26,41.9,0,0,0,15,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
TSV Neustadt temps Shooters,10,Matej Jelovcic,,25,33.6,841.1,552,22.1,171,406,42.1,54,187,28.9,156,201,77.6,57,155,212,98,58,1,90,84,48.8,55.8,29.2,94.4,27.3,9.2,7.2,20.6,13.8,21.8,3.4,0.1,15.4,0.5,10.19,5.54,4.66,109,63,57.8,110,54,49.1,0,0,0,38,33,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
