Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Korihait,Mikael Aalto,50,Mikael Aalto,37,25.8,953.3,606.0,16.4,211.0,328.0,64.3,11.0,23.0,47.8,173.0,209.0,82.8,102.0,145.0,247.0,42.0,37.0,15.0,87.0,123.0,388.8,20.7,20.5,1.4,8.4,92,698.0,18.9,23.6,49,3.1,27,21,67.6,42.2,16,3.56,-0.68,4.24,4.4,1.9,225.0,154.0,68.4,28.0,11.0,39.3,23.0,11.0,47.8,22.0,0.0,26.0,29.0,2.0,30.0,154.0,111.0,125.0
Tapiolan Honka,Taye Donald,3,Taye Donald,37,27.5,1017.6,534.0,14.4,182.0,447.0,40.7,59.0,204.0,28.9,111.0,145.0,76.6,18.0,124.0,142.0,194.0,56.0,18.0,110.0,95.0,578.7,27.4,17.4,6.3,4.6,378,912.0,24.6,29.7,38,2.7,27,16,55.8,42.0,14,0.98,-3.28,4.27,2.1,1.8,173.0,88.0,50.9,44.0,18.0,40.9,204.0,59.0,28.9,69.0,23.0,72.0,30.0,0.0,8.0,56.0,173.0,108.0
Salon Vilpas,Ansley Almonor,0,Ansley Almonor,37,29.0,1072.0,514.0,13.9,170.0,389.0,43.7,86.0,197.0,43.7,88.0,101.0,87.1,63.0,167.0,230.0,40.0,19.0,27.0,60.0,65.0,413.2,19.8,17.8,1.4,7.9,0,514.0,13.9,17.8,0,0,0,0,0,0.0,0,2.86,-0.79,3.65,3.9,3.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTP-Basket,Hannes Pöllä,44,Hannes Pöllä,37,21.6,797.6,496.0,13.4,174.0,335.0,51.9,18.0,45.0,40,130.0,182.0,71.4,107.0,143.0,250.0,40.0,8.0,36.0,64.0,86.0,357.2,23.4,17.5,1.4,8.8,83,579.0,15.6,20.4,36,3.6,26,11,58.4,34.8,10,4.03,-0.08,4.11,5.0,2.2,191.0,107.0,56,48.0,19.0,39.6,45.0,18.0,40,35.0,1.0,14.0,27.0,3.0,20.0,147.0,30.0,74.0
Tapiolan Honka,Isaiah Kelly,35,Isaiah Kelly,37,25.0,923.3,439.0,11.9,177.0,362.0,48.9,34.0,107.0,31.8,51.0,112.0,45.5,80.0,149.0,229.0,119.0,38.0,36.0,96.0,103.0,410.2,21.4,14.3,3.9,7.5,247,686.0,18.5,22.3,13,1.2,14,5,40.1,23.2,11,0.72,-4.27,4.99,4.1,2.6,196.0,109.0,55.6,32.0,13.0,40.6,107.0,34.0,31.8,41.0,3.0,53.0,25.0,0.0,18.0,77.0,161.0,93.0
Korihait,Jalen Jackson,40,Jalen Jackson,37,29.9,1105.7,427.0,11.5,158.0,343.0,46.1,54.0,142.0,38,57.0,77.0,74,34.0,164.0,198.0,181.0,88.0,38.0,100.0,104.0,425.2,19.5,14.5,6.1,6.7,324,751.0,20.3,25.4,54,3.2,40,17,56.9,54.5,17,5.22,-2.17,7.39,2.6,2.4,87.0,53.0,60.9,108.0,46.0,42.6,142.0,54.0,38,37.0,34.0,51.0,40.0,0.0,9.0,55.0,109.0,131.0
Korihait,Brian Goracke,21,Brian Goracke,37,20.9,774.1,386.0,10.4,136.0,320.0,42.5,51.0,155.0,32.9,63.0,83.0,75.9,47.0,102.0,149.0,43.0,11.0,16.0,43.0,82.0,338.4,22.2,13.1,1.5,5.0,79,465.0,12.6,15.7,36,2.6,34,4,50.3,36.8,14,-0.96,-3.32,2.36,4.0,3.7,115.0,57.0,49.6,32.0,16.0,50,155.0,51.0,32.9,28.0,10.0,15.0,18.0,0.0,10.0,75.0,107.0,55.0
Tampereen Pyrintö,Valtteri Mervola,5,Valtteri Mervola,37,26.2,969.3,312.0,8.4,118.0,287.0,41.1,37.0,116.0,31.9,39.0,45.0,86.7,21.0,63.0,84.0,127.0,37.0,4.0,55.0,89.0,327.2,17.6,11.0,4.5,3.0,245,557.0,15.1,19.7,19,1.5,20,5,42.8,24.2,13,-2.45,-5.27,2.82,1.8,3.0,84.0,51.0,60.7,81.0,26.0,32.1,116.0,37.0,31.9,32.0,8.0,39.0,10.0,0.0,6.0,46.0,56.0,47.0
Helsinki Seagulls,Trey Niemi,2,Trey Niemi,37,16.4,607.3,301.0,8.1,106.0,239.0,44.4,47.0,132.0,35.6,42.0,53.0,79.2,17.0,51.0,68.0,60.0,14.0,5.0,61.0,88.0,294.1,25.2,10.6,2.1,2.4,116,417.0,11.3,14.6,2,1.0,3,2,25.8,4.9,2,-3.17,-5.37,2.2,2.7,2.4,78.0,48.0,61.5,15.0,4.0,26.7,132.0,47.0,35.6,37.0,19.0,27.0,29.0,0.0,5.0,38.0,57.0,56.0
KTP-Basket,Jesper Granlund,35,Jesper Granlund,37,26.3,974.4,285.0,7.7,108.0,252.0,42.9,27.0,97.0,27.8,42.0,59.0,71.2,58.0,69.0,127.0,38.0,50.0,11.0,40.0,91.0,249.6,13.4,10.0,1.3,4.5,81,366.0,9.9,12.9,23,2.3,12,13,64.9,18.7,10,0.46,-4.63,5.09,2.6,4.3,91.0,55.0,60.4,51.0,18.0,35.3,97.0,27.0,27.8,42.0,4.0,12.0,18.0,0.0,10.0,57.0,72.0,56.0
Helsinki Seagulls,Osku Heinonen,10,Osku Heinonen,37,22.8,842.3,283.0,7.6,90.0,245.0,36.7,56.0,182.0,30.8,47.0,52.0,90.4,16.0,49.0,65.0,35.0,23.0,1.0,16.0,69.0,257.2,15.9,9.9,1.2,2.3,85,368.0,9.9,12.9,10,0.9,18,2,26.5,18.9,11,-2.89,-5.15,2.26,2.5,4.1,16.0,11.0,68.8,45.0,21.0,46.7,182.0,56.0,30.8,6.0,6.0,6.0,10.0,0.0,0.0,51.0,52.0,53.0
Korihait,Bojan Sarcévic,7,Bojan Sarcévic,37,23.9,885.1,271.0,7.3,91.0,217.0,41.9,37.0,114.0,32.5,52.0,59.0,88.1,35.0,113.0,148.0,161.0,58.0,11.0,60.0,93.0,257.2,14.8,9.2,5.4,5.0,276,547.0,14.8,18.5,31,2.2,26,4,55.8,29.8,14,3.55,-2.62,6.16,2.1,2.5,58.0,33.0,56.9,38.0,16.0,42.1,114.0,37.0,32.5,27.0,20.0,41.0,14.0,0.0,5.0,34.0,59.0,71.0
KTP-Basket,Aaron Carver,24,Aaron Carver,37,22.7,840.9,190.0,5.1,69.0,165.0,41.8,5.0,22.0,22.7,47.0,72.0,65.3,117.0,189.0,306.0,51.0,21.0,20.0,40.0,83.0,114.9,7.1,6.7,1.8,10.8,105,295.0,8.0,10.4,15,2.5,14,0,53.6,14.0,6,0.7,-3.71,4.41,5.0,4.3,79.0,38.0,48.1,27.0,7.0,25.9,22.0,5.0,22.7,7.0,0.0,22.0,9.0,0.0,9.0,61.0,9.0,18.0
Tapiolan Honka,Emil Uotila,14,Emil Uotila,37,13.5,498.8,151.0,4.1,63.0,179.0,35.2,7.0,50.0,14,18.0,41.0,43.9,47.0,68.0,115.0,31.0,17.0,9.0,23.0,65.0,166.1,16.0,4.9,1.0,3.7,67,218.0,5.9,7.1,6,1.5,7,0,42.9,7.0,4,-6.15,-8.55,2.4,4.0,5.0,115.0,50.0,43.5,5.0,1.0,20,50.0,7.0,14,20.0,1.0,12.0,9.0,0.0,2.0,30.0,54.0,28.0
