Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Lions,21,Aaryndeep Rai,,1,26.1,26.1,7,7.0,3,5,60.0,1,1,100.0,0,1,0.0,3,4,7,1,2,3,2,3,70.0,64.3,12.9,94.1,9.9,1.4,12.1,19.8,15.6,5.2,4.4,12.4,26.9,0.2,11.5,2.96,8.54,4,2,50,0,0,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,1,Joel Scott,,9,23.9,214.9,150,16.7,59,100,59.0,12,26,46.2,20,28,71.4,24,27,51,8,9,2,7,18,65.0,66.8,26.3,125.7,23.0,4.0,13.7,14.2,14.0,7.4,2.3,1.0,5.9,0.28,11.16,5.94,5.22,60,38,63.3,14,9,64.3,26,12,46.2,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,13,Patrick Robinson,,22,25.3,556.2,430,19.5,149,252,59.1,17,46,37.0,115,158,72.8,27,56,83,91,20,3,47,34,62.5,66.9,27.8,116.7,23.6,2.5,4.7,10.5,7.5,28.5,1.8,0.5,12.8,0.63,9.8,7.14,2.66,153,108,70.6,53,24,45.3,46,17,37,16,23,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,15,Chaundee Brown Jr,,3,26.4,79.2,46,15.3,17,28,60.7,3,9,33.3,9,12,75.0,4,13,17,3,1,0,2,3,66.1,69.1,21.6,130.4,20.4,4.0,6.4,17.1,12.3,6.7,0.7,0.0,5.7,0.43,9.58,4.84,4.74,11,8,72.7,8,6,75,9,3,33.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,22,Joseph Anderson,,23,30.7,705.1,319,13.9,119,276,43.1,50,154,32.5,31,40,77.5,11,50,61,109,45,1,36,28,52.2,54.3,21.3,96.8,18.2,8.8,1.6,7.7,4.5,28.9,3.4,0.2,10.9,0.14,9.29,4.16,5.13,64,45,70.3,58,24,41.4,154,50,32.5,25,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester Riders,13,Donald Carey Jr,,14,32.8,458.8,232,16.6,73,157,46.5,31,75,41.3,55,62,88.7,10,49,59,101,23,0,55,23,56.4,62.9,23.6,97.0,21.4,6.9,2.4,11.7,7.0,37.1,2.6,0.0,23.0,0.39,9.2,5.12,4.08,50,28,56,32,14,43.8,75,31,41.3,30,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,12,Kino Lily Jr,,21,33.3,699.2,368,17.5,137,292,46.9,75,161,46.6,19,24,79.2,11,40,51,91,24,0,40,27,59.8,60.8,21.7,107.4,22.4,9.8,1.7,5.8,3.8,21.3,1.8,0.0,11.7,0.08,8.98,6.69,2.29,34,13,38.2,97,49,50.5,161,75,46.6,18,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,33,Shavar Reynolds Jr,,12,22.5,269.9,126,10.5,42,86,48.8,11,20,55.0,31,35,88.6,8,13,21,58,6,1,18,29,55.2,62.1,21.2,105.5,14.4,2.3,3.5,5.3,4.5,36.9,1.2,0.4,15.1,0.41,8.82,3.24,5.58,25,15,60,41,16,39,20,11,55,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Braun Sheffield Sharks,1,Dirk Williams,,20,32.0,639.4,301,15.1,110,233,47.2,51,122,41.8,30,39,76.9,9,73,82,60,19,19,26,36,58.2,60.2,19.6,109.0,19.4,7.9,1.5,11.2,6.6,15.6,1.5,3.2,9.4,0.17,8.65,5.31,3.34,61,38,62.3,50,21,42,122,51,41.8,11,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Caledonia Gladiators,10,Ria'n Holland,,1,32.1,32.1,15,15.0,3,6,50.0,3,5,60.0,6,7,85.7,0,5,5,1,2,0,1,2,75.0,82.6,14.4,148.8,18.9,6.3,0.0,14.8,8.5,4.3,3.1,0.0,9.9,1.17,7.44,4.27,3.17,0,0,0,1,0,0,5,3,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,7,Ronald Polite Iii,,21,29.4,616.9,313,14.9,112,226,49.6,19,67,28.4,70,89,78.7,23,62,85,132,18,6,57,54,53.8,59.0,23.1,97.2,19.1,4.1,4.0,10.2,7.1,34.3,1.5,0.9,17.7,0.39,7.39,4.27,3.12,88,66,75,71,27,38,67,19,28.4,24,21,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,10,Tyrin Lawrence,,7,29.0,202.8,121,17.3,44,79,55.7,9,29,31.0,24,28,85.7,3,24,27,24,10,0,20,11,61.4,66.3,25.2,108.7,22.0,5.3,1.9,11.2,7.2,19.2,2.5,0.0,18.0,0.35,7.31,4.32,2.99,29,23,79.3,20,11,55,29,9,31,11,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
