Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
London Lions,Aaryndeep Rai,21,Aaryndeep Rai; Aaryn Rai,38,21.8,829.8,258.0,6.8,103.0,192.0,53.6,19.0,54.0,35.2,33.0,52.0,63.5,66.0,154.0,220.0,57.0,27.0,11.0,37.0,76.0,178.4,11.8,9.3,2.1,7.9,131,389.0,10.2,14.0,15,1.7,12,5,52.8,14.2,9,4.43,-2.18,6.61,4.3,3.7,102.0,70.0,68.6,35.0,14.0,40,54.0,19.0,35.2,44.0,1.0,13.0,15.0,2.0,7.0,56.0,44.0,78.0
London Lions,Deane Williams,31,Deane Williams,37,22.0,814.5,319.0,8.6,110.0,254.0,43.3,35.0,114.0,30.7,64.0,93.0,68.8,49.0,115.0,164.0,64.0,25.0,22.0,49.0,103.0,283.1,19.1,11.5,2.3,5.9,144,463.0,12.5,16.7,23,1.8,30,7,34.8,38.1,13,2.64,-3.73,6.37,4.1,3.6,100.0,59.0,59,40.0,16.0,40,114.0,35.0,30.7,18.0,1.0,22.0,17.0,0.0,10.0,46.0,64.0,79.0
London Lions,Mohammad Al-Amin Abdul Adamu,5,Amin Adamu; Mohammad Al-Amin Abdul Adamu,36,14.9,535.3,224.0,6.2,87.0,177.0,49.2,29.0,73.0,39.7,21.0,25.0,84,14.0,61.0,75.0,53.0,12.0,0.0,47.0,61.0,212.2,21.8,8.1,1.9,2.7,109,333.0,9.2,12.0,5,1.7,5,3,39.6,6.3,3,0.85,-4.12,4.97,2.7,2.9,50.0,32.0,64,54.0,26.0,48.1,73.0,29.0,39.7,20.0,6.0,30.0,14.0,0.0,3.0,26.0,58.0,37.0
Newcastle Eagles,Cole Long,15,Cole Long,35,28.5,998.4,419.0,12.0,153.0,318.0,48.1,62.0,166.0,37.3,51.0,71.0,71.8,53.0,141.0,194.0,67.0,25.0,36.0,37.0,104.0,319.9,16.0,14.8,2.4,6.9,143,562.0,16.1,19.8,42,3.2,26,7,72.2,29.1,13,1.4,-2.36,3.76,4.5,3.2,89.0,64.0,71.9,63.0,27.0,42.9,166.0,62.0,37.3,30.0,7.0,14.0,15.0,0.0,8.0,78.0,101.0,97.0
Newcastle Eagles,Mitch Clarke,41,Mitch Clarke,35,23.8,833.1,277.0,7.9,92.0,237.0,38.8,32.0,114.0,28.1,61.0,77.0,79.2,24.0,82.0,106.0,108.0,48.0,6.0,53.0,110.0,287.9,17.2,9.8,3.8,3.7,227,504.0,14.4,17.8,26,2.0,23,12,46.0,36.3,13,-1.77,-5.85,4.08,2.3,3.1,91.0,47.0,51.6,32.0,13.0,40.6,114.0,32.0,28.1,32.0,8.0,30.0,19.0,0.0,4.0,24.0,70.0,54.0
Surrey 89ers,Kino Lily Jr,12,Kino Lily Jr,34,34.7,1180.3,624.0,18.4,225.0,484.0,46.5,124.0,271.0,45.8,50.0,62.0,80.6,17.0,67.0,84.0,143.0,38.0,1.0,65.0,39.0,536.9,23.6,23.5,5.4,3.2,272,896.0,26.4,33.7,65,3.4,46,9,65.1,57.0,19,2.47,1.21,1.26,1.7,2.2,64.0,34.0,53.1,149.0,67.0,45,271.0,124.0,45.8,13.0,44.0,29.0,29.0,0.0,7.0,44.0,159.0,134.0
Newcastle Eagles,Ray'sean Taylor,3,Ray'sean Taylor,34,29.2,991.9,606.0,17.8,197.0,421.0,46.8,69.0,199.0,34.7,143.0,179.0,79.9,28.0,124.0,152.0,156.0,53.0,2.0,71.0,88.0,521.0,26.2,21.4,5.5,5.4,344,950.0,27.9,33.5,41,2.9,33,19,49.6,46.4,14,4.55,0.38,4.17,2.2,1.0,139.0,95.0,68.3,83.0,33.0,39.8,199.0,69.0,34.7,75.0,43.0,41.0,16.0,0.0,14.0,49.0,192.0,127.0
Manchester Basketball,Max Jones,2,Max Jones,34,27.5,935.8,605.0,17.8,209.0,504.0,41.5,77.0,221.0,34.8,110.0,138.0,79.7,21.0,80.0,101.0,107.0,21.0,7.0,68.0,81.0,587.3,31.6,22.3,3.9,3.7,218,823.0,24.2,30.3,70,4.1,57,27,50.8,76.9,17,-0.12,-1.5,1.38,2.3,2.3,163.0,92.0,56.4,119.0,40.0,33.6,221.0,77.0,34.8,72.0,28.0,30.0,19.0,0.0,19.0,64.0,145.0,79.0
Newcastle Eagles,Maceo Jack,14,Maceo Jack,34,30.7,1042.6,515.0,15.1,183.0,385.0,47.5,38.0,115.0,33,111.0,135.0,82.2,25.0,118.0,143.0,67.0,26.0,10.0,53.0,79.0,453.5,21.7,18.2,2.4,5.0,160,675.0,19.9,23.8,64,4.0,46,16,60.3,60.0,16,-1.25,-3.73,2.47,3.2,3.1,139.0,89.0,64,131.0,56.0,42.7,115.0,38.0,33,57.0,6.0,11.0,34.0,0.0,8.0,50.0,164.0,107.0
Surrey 89ers,Ronald Polite Iii,7,Ronald Polite Iii,34,26.9,913.2,496.0,14.6,174.0,337.0,51.6,37.0,104.0,35.6,111.0,141.0,78.7,32.0,90.0,122.0,199.0,31.0,9.0,87.0,92.0,435.9,24.8,18.7,7.5,4.6,393,889.0,26.1,33.4,67,4.5,34,31,70.3,57.6,15,3.29,0.33,2.96,2.0,1.0,142.0,105.0,73.9,91.0,32.0,35.2,104.0,37.0,35.6,67.0,9.0,38.0,28.0,1.0,20.0,51.0,128.0,115.0
