Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Den Helder Suns,Bryan ANTOINE,0,Bryan ANTOINE,1,30.0,30.0,26.0,26.0,9.0,19.0,47.4,3.0,8.0,37.5,5.0,6.0,83.3,2.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,18.9,30.4,31.4,1.2,3.6,2,28.0,28.0,33.9,7,7.0,4,3,65.8,5.3,1,12.08,5.97,6.11,2.7,2.4,2.0,2.0,100,9.0,4.0,44.4,0.0,0.0,0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0
Union Mons-Hainaut,Malik WHITAKER,7,Malik WHITAKER,1,33.0,33.0,24.0,24.0,8.0,12.0,66.7,6.0,8.0,75,2.0,2.0,100,0.0,6.0,6.0,1.0,3.0,1.0,4.0,1.0,16.2,25.6,31.3,1.3,7.8,3,27.0,27.0,35.2,0,0.0,2,0,0.0,3.0,1,12.52,8.85,3.67,4.0,2.5,0.0,0.0,0,4.0,2.0,50,0.0,0.0,0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0,5.0
Hubo Limburg United,Aubin GATERETSE,10,Aubin GATERETSE,1,24.0,24.0,23.0,23.0,11.0,13.0,84.6,0.0,0.0,0,1.0,1.0,100,4.0,3.0,7.0,2.0,2.0,0.0,4.0,4.0,12.9,28.0,30.0,2.6,9.1,2,25.0,25.0,32.6,6,6.0,3,0,100.0,5.0,1,16.17,5.68,10.5,2.9,2.4,2.0,2.0,100,11.0,9.0,81.8,0.0,0.0,0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,12.0,6.0
Okapi Aalst,Eddie COLBERT III,0,Eddie COLBERT III,1,32.0,32.0,23.0,23.0,7.0,17.0,41.2,4.0,9.0,44.4,5.0,7.0,71.4,3.0,5.0,8.0,1.0,2.0,1.0,3.0,2.0,19.3,30.2,28.8,1.3,10.0,3,26.0,26.0,32.6,0,0,0,0,0,0.0,0,6.27,3.51,2.76,3.4,4.1,1.0,1.0,100,7.0,2.0,28.6,0.0,0.0,0,0.0,1.0,0.0,2.0,0.0,1.0,5.0,4.0,9.0
Okapi Aalst,Dante Jr MADDOX,21,Dante Jr MADDOX,1,33.0,33.0,22.0,22.0,7.0,11.0,63.6,3.0,6.0,50,5.0,5.0,100,0.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,13.6,20.7,27.5,2.5,3.8,3,25.0,25.0,31.3,7,7.0,4,2,71.7,4.9,1,11.69,8.28,3.42,2.8,3.1,1.0,1.0,100,4.0,3.0,75,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,6.0
Donar Groningen,Tim HOEVE,21,Tim HOEVE,1,26.0,26.0,22.0,22.0,7.0,13.0,53.8,7.0,12.0,58.3,1.0,2.0,50,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.3,27.2,29.1,0.0,2.6,0,22.0,22.0,29.1,3,3.0,1,0,150.0,1.0,1,10.56,10.74,-0.19,3.0,3.2,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
Union Mons-Hainaut,Maks KLANJSCEK,13,Maks KLANJSCEK,1,37.0,37.0,22.0,22.0,5.0,13.0,38.5,2.0,6.0,33.3,10.0,12.0,83.3,0.0,5.0,5.0,3.0,2.0,0.0,3.0,3.0,20.4,28.8,28.7,3.9,6.5,8,30.0,30.0,39.1,3,3.0,1,1,104.2,2.4,1,-1.92,-1.29,-0.63,2.9,3.3,0.0,0.0,0,7.0,3.0,42.9,0.0,0.0,0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,11.0,10.0
Landstede Hammers,Coen STOLK,6,Coen STOLK,1,36.0,36.0,21.0,21.0,6.0,12.0,50,5.0,8.0,62.5,4.0,4.0,100,1.0,9.0,10.0,4.0,1.0,0.0,6.0,2.0,18.0,25.9,27.2,5.2,13.0,11,32.0,32.0,41.5,0,0,0,0,0,0.0,0,4.46,3.14,1.32,3.4,3.2,1.0,1.0,100,3.0,0.0,0,0.0,0.0,0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,6.0
Stella Artois Leuven Bears,Wilson PRUITT,2,Wilson PRUITT,1,41.0,41.0,21.0,21.0,7.0,14.0,50,0.0,2.0,0,7.0,9.0,77.8,4.0,3.0,7.0,7.0,1.0,0.0,4.0,4.0,17.2,24.1,26.8,8.9,8.9,10,31.0,31.0,39.5,7,7.0,5,7,43.3,8.1,1,4.78,-1.15,5.94,2.7,1.9,1.0,0.0,0,11.0,7.0,63.6,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,14.0
Hubo Limburg United,Jalen BLACKMON,55,Jalen BLACKMON,1,31.0,31.0,20.0,20.0,5.0,13.0,38.5,1.0,5.0,20,9.0,11.0,81.8,1.0,5.0,6.0,6.0,2.0,0.0,2.0,2.0,18.1,30.4,26.1,7.8,7.8,13,33.0,33.0,43.0,7,7.0,3,3,81.0,5.3,1,9.73,1.03,8.69,2.4,3.2,0.0,0.0,0,8.0,4.0,50,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,7.0
