game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
10951,,Hubo Limburg United,82,28,59,26,45,2,14,24,29,10,33,43,25,5,3,16,21,20,2,76.7,79.7
10951,,Den Helder Suns,77,26,81,16,52,10,29,15,22,17,20,37,15,9,2,12,21,20,3,82.7,79.7
10955,,PrismaWorx BAL,82,28,72,17,36,11,36,15,18,8,19,27,19,8,0,12,20,18,3,80.8,80.4
10955,,Okapi Aalst,103,36,68,26,39,10,29,21,23,12,26,38,16,6,3,15,18,20,0,79.9,80.4
10957,,Zorg en Zekerheid Leiden,88,34,67,30,49,4,18,16,23,11,16,27,17,14,3,12,16,24,3,77.7,77.4
10957,,Landstede Hammers,92,31,59,13,27,18,32,12,14,8,23,31,20,4,3,22,24,16,3,77.2,77.4
10959,,Stella Artois Leuven Bears,71,27,72,24,51,3,21,14,22,15,23,38,18,11,2,14,22,22,6,78.5,69.0
10959,,Kangoeroes Basket Mechelen,77,28,60,18,44,10,16,11,19,9,27,36,13,9,6,18,22,22,2,76.7,69.0
10961,,Filou Oostende,102,42,74,34,53,8,21,10,20,13,31,44,30,13,3,7,14,20,6,76.3,77.0
10961,,Rotterdam City Basketball,44,15,52,11,33,4,19,10,14,3,20,23,7,2,6,23,20,14,3,77.7,77.0
10963,,Val-Dieu Spirou Basket,74,28,62,24,37,4,25,14,19,11,21,32,10,4,3,15,24,19,1,71.1,72.6
10963,,Brussels Basketball,82,26,57,15,34,11,23,19,24,6,17,23,18,7,1,14,21,22,3,74.2,72.6
10965,,Windrose Giants Antwerp,104,41,76,30,48,11,28,11,16,11,29,40,29,14,7,13,18,19,1,83.9,83.7
10965,,LWD Basket,65,25,68,19,47,6,21,9,14,11,23,34,15,6,1,22,19,18,7,83.5,83.7
10953,,Donar Groningen,92,30,60,17,26,13,34,19,26,9,26,35,25,10,2,14,15,23,1,75.5,76.1
10953,,Union Mons-Hainaut,85,28,57,17,33,11,24,18,20,4,20,24,12,9,1,15,23,15,2,76.7,76.1
