Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Casademont Zaragoza,Santi Yusta,4,S. Yusta,20,26.2,524.4,341.0,17.1,103.0,214.0,48.1,31.0,93.0,33.3,104.0,125.0,83.2,61.0,21.0,82.0,42.0,18.0,6.0,37.0,54.0,235.2,28.3,26.9,3.3,6.5,71,412.0,20.6,32.5,14,1.8,13,11,39.2,18.8,8,4.05,1.15,2.9,3.0,1.7,7.0,7.0,100,114.0,65.0,57,93.0,31.0,33.3,2.0,10.0,15.0,16.0,0.0,6.0,46.0,0.0,77.0
UCAM Murcia,David DeJulius,5,D. DeJulius,20,24.2,484.4,304.0,15.2,112.0,263.0,42.6,46.0,119.0,38.7,34.0,46.0,73.9,23.0,7.0,30.0,66.0,12.0,0.0,31.0,30.0,279.6,38.2,25.0,5.4,2.5,134,438.0,21.9,36.0,33,4.7,20,4,75.8,22.8,7,3.58,1.96,1.61,1.5,2.0,0.0,0.0,0,142.0,66.0,46.5,117.0,46.0,39.3,0.0,29.0,16.0,12.0,0.0,3.0,27.0,0.0,46.0
Río Breogán,Francis Alonso,10,F. Alonso,20,20.9,417.4,299.0,14.9,80.0,173.0,46.2,44.0,106.0,41.5,95.0,103.0,92.2,27.0,7.0,34.0,24.0,14.0,0.0,24.0,32.0,206.7,31.2,23.5,1.9,2.7,54,353.0,17.6,27.8,34,3.8,23,13,59.2,28.7,9,6.47,4.05,2.43,2.4,1.8,0.0,0.0,0,67.0,36.0,53.7,106.0,44.0,41.5,0.0,16.0,16.0,8.0,0.0,0.0,20.0,0.0,64.0
Recoletas Salud San Pablo Burgos,Jhivvan Jackson,56,J. Jackson,20,25.5,509.5,292.0,14.6,92.0,221.0,41.6,44.0,120.0,36.7,64.0,74.0,86.5,38.0,12.0,50.0,61.0,33.0,1.0,40.0,64.0,245.3,29.8,22.5,4.7,3.8,93,385.0,19.2,29.6,36,3.0,26,14,56.0,33.2,12,3.76,-1.48,5.24,1.9,1.9,0.0,0.0,0,99.0,46.0,46.5,119.0,44.0,37,0.0,19.0,23.0,12.0,0.0,5.0,26.0,0.0,59.0
Coviran Granada,Luka Bozic,29,L. Bozic,20,29.1,582.4,281.0,14.1,73.0,161.0,45.3,8.0,31.0,25.8,127.0,164.0,77.4,78.0,41.0,119.0,48.0,29.0,5.0,35.0,40.0,182.6,21.1,23.5,4.0,10.0,95,376.0,18.8,31.5,32,3.6,14,25,64.0,30.0,9,2.66,0.33,2.33,3.2,2.2,0.0,0.0,0,130.0,65.0,50,31.0,8.0,25.8,0.0,0.0,14.0,10.0,0.0,10.0,49.0,0.0,55.0
Recoletas Salud San Pablo Burgos,Gonzalo Corbalán,10,G. Corbalán,20,24.0,479.0,279.0,13.9,94.0,201.0,46.8,25.0,82.0,30.5,66.0,80.0,82.5,44.0,15.0,59.0,40.0,29.0,3.0,29.0,27.0,212.4,27.4,21.5,3.1,4.5,79,358.0,17.9,27.5,37,3.4,27,7,61.5,32.1,11,5.09,-0.14,5.23,2.5,2.3,8.0,8.0,100,111.0,61.0,55,82.0,25.0,30.5,2.0,8.0,15.0,9.0,0.0,3.0,35.0,0.0,65.0
La Laguna Tenerife,Giorgi Shermadini,19,G. Shermadini,20,22.5,450.1,273.0,13.7,101.0,144.0,70.1,0.0,0.0,0,71.0,87.0,81.6,76.0,31.0,107.0,21.0,2.0,12.0,21.0,41.0,122.2,19.0,23.9,1.8,9.4,50,323.0,16.1,28.3,12,1.7,6,8,63.0,9.5,7,3.85,3.53,0.33,5.0,2.1,25.0,25.0,100,119.0,76.0,63.9,0.0,0.0,0,1.0,0.0,8.0,11.0,0.0,2.0,55.0,0.0,52.0
Dreamland Gran Canaria,Isaiah Wong,2,I. Wong,20,20.7,413.8,262.0,13.1,81.0,189.0,42.9,17.0,59.0,28.8,83.0,97.0,85.6,31.0,13.0,44.0,37.0,20.0,3.0,24.0,53.0,215.7,36.1,22.5,3.2,3.8,86,348.0,17.4,29.9,32,3.6,16,20,64.5,25.8,9,3.44,-0.39,3.83,2.3,1.8,3.0,3.0,100,127.0,61.0,48,59.0,17.0,28.8,0.0,10.0,10.0,12.0,0.0,2.0,26.0,0.0,55.0
Unicaja,Chris Duarte,27,C. Duarte,20,18.9,378.7,245.0,12.2,76.0,163.0,46.6,32.0,88.0,36.4,61.0,67.0,91,39.0,6.0,45.0,58.0,11.0,6.0,31.0,39.0,177.1,31.8,20.7,4.9,3.8,98,343.0,17.1,29.0,30,3.3,17,11,68.7,24.8,9,10.11,6.27,3.84,2.5,1.2,3.0,3.0,100,72.0,41.0,56.9,88.0,32.0,36.4,3.0,17.0,13.0,9.0,0.0,9.0,22.0,0.0,68.0
UCAM Murcia,Michael Forrest,1,M. Forrest,20,17.1,342.6,244.0,12.2,79.0,193.0,40.9,39.0,112.0,34.8,47.0,62.0,75.8,24.0,8.0,32.0,41.0,6.0,0.0,41.0,32.0,227.8,44.0,20.1,3.4,2.6,81,325.0,16.2,26.7,10,2.0,6,5,61.0,10.2,5,1.66,0.95,0.71,2.1,1.9,0.0,0.0,0,81.0,40.0,49.4,111.0,39.0,35.1,0.0,24.0,19.0,15.0,0.0,7.0,34.0,0.0,47.0
