game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
entes3ydod_pgv0o0t94h,,Högsbo Basket,81,23,59,16,38,7,21,28,32,8,24,32,20,13,1,16,0,0,0,80.5,81.0
entes3ydod_pgv0o0t94h,,Umeå Basket,77,24,55,18,29,6,26,23,31,8,28,36,10,11,4,21,0,0,0,81.3,81.0
zgp3alxd4k_pgv0o0t94h,,Uppsala Basket,90,29,70,14,34,15,36,17,23,13,18,31,14,5,2,8,0,0,0,72.3,72.3
zgp3alxd4k_pgv0o0t94h,,Sloga Uppsala,84,30,58,24,40,6,18,18,27,10,23,33,12,3,3,13,0,0,0,72.2,72.3
oje7bmtts3_pgv0o0t94h,,Norrköping Dolphins,89,31,73,20,41,11,32,16,22,15,32,47,18,8,5,14,0,0,0,80.2,82.2
oje7bmtts3_pgv0o0t94h,,Högsbo Basket,77,29,73,22,45,7,28,12,17,8,26,34,15,10,0,13,0,0,0,84.1,82.2
q1zeevpe5p_pgv0o0t94h,,Borås Basket,80,28,67,17,31,11,36,13,17,6,36,42,12,6,6,11,0,0,0,78.1,77.9
q1zeevpe5p_pgv0o0t94h,,Nässjö Basket,69,27,81,18,49,9,32,6,8,15,28,43,16,6,2,10,0,0,0,77.5,77.9
qpl26q5c2y_pgv0o0t94h,,BC Luleå,89,31,65,20,36,11,29,16,22,13,23,36,17,10,2,11,0,0,0,71.8,74.3
qpl26q5c2y_pgv0o0t94h,,Köping Stars,83,33,68,28,50,5,18,12,20,11,21,32,12,7,0,12,0,0,0,76.7,74.3
dd25i091kq_pgv0o0t94h,,Jämtland Basket,0,0,0,0,0,0,0,0,0,25,37,16,14,3,90,11,0,0,0,11.0,20.2
dd25i091kq_pgv0o0t94h,,Umeå Basket,0,0,0,0,0,0,0,0,0,27,45,11,18,3,-90,8,0,0,0,8.0,25.0
dd7pdwo0ni_pgv0o0t94h,,Sloga Uppsala,56,20,62,16,42,4,20,12,21,7,21,28,11,7,5,11,0,0,0,73.7,74.1
dd7pdwo0ni_pgv0o0t94h,,Norrköping Dolphins,87,31,66,21,38,10,28,15,19,10,30,40,22,7,5,12,0,0,0,74.3,74.0
h849jvdmuq_pgv0o0t94h,,Nässjö Basket,84,30,74,21,43,9,31,15,18,10,25,35,19,9,3,7,0,0,0,75.5,75.0
h849jvdmuq_pgv0o0t94h,,BC Luleå,78,24,59,20,34,4,25,26,30,10,25,35,12,5,3,13,0,0,0,74.5,75.0
l4g6jnu9az_pgv0o0t94h,,Uppsala Basket,74,25,59,15,34,10,25,14,22,4,26,30,16,6,2,17,0,0,0,80.1,65.7
l4g6jnu9az_pgv0o0t94h,,Södertälje BBK,55,20,51,17,37,3,14,12,20,7,22,29,13,11,0,15,0,0,0,67.8,71.8
l6ynql46v9_pgv0o0t94h,,Umeå Basket,73,27,67,17,42,10,25,9,11,10,22,32,17,5,2,19,0,0,0,79.3,79.9
