# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 155
# Qualified players exported: 102
# Total stints used: 3215
# Garbage time stints excluded: 138
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Norrköping Dolphins,34,Benjamin Middlebrooks,882,4.14,1.9,6.04
Nässjö Basket,2,Steven Strong Jr,1017,5.33,-0.42,4.91
Jämtland Basket,25,Michael Christmas,990,5.39,-0.51,4.88
Köping Stars,0,Romello White,517,2.72,1.85,4.57
Borås Basket,1,Ali Sow,927,1.36,3.15,4.51
Sloga Uppsala,22,Marko Dujkovic,705,1.4,3.05,4.45
BC Luleå,24,Caleb McGill,669,2.24,2.07,4.31
Norrköping Dolphins,0,Tim Schüberg,777,2.96,1.16,4.12
Jämtland Basket,0,Keaston Willis,949,3.31,0.41,3.72
Köping Stars,12,Tim Jonsson,326,2.4,1.07,3.48
Södertälje BBK,3,Ibrahim Magassa,817,-1.47,4.8,3.34
Nässjö Basket,17,Abdou Medjedoub,635,0.71,2.54,3.24
BC Luleå,6,Daniel Hansson,647,0.84,2.17,3.01
BC Luleå,21,Robert Carpenter,518,1.63,0.81,2.43
Norrköping Dolphins,88,Zachary Harvey,1045,1.05,1.34,2.39
Borås Basket,18,Justin Vander Baan,811,1.07,1.18,2.24
Uppsala Basket,3,Henrik Jädersten,447,2.18,-0.04,2.14
BC Luleå,7,Gustav Hansson,836,1.57,0.42,1.99
Södertälje BBK,12,Nicholas Spires,970,-0.41,2.36,1.94
Norrköping Dolphins,23,Dallion Johnson,711,-0.26,2.18,1.92
Borås Basket,8,Fredrik Andersson,318,1.09,0.72,1.8
Högsbo Basket,22,Tony Vitali,740,1.81,-0.04,1.77
Jämtland Basket,7,Brayden Parker,561,-0.77,2.47,1.7
Borås Basket,6,William Guténius,493,0.26,1.41,1.67
Umeå Basket,12,William Christopher Dunston Jr,1176,-0.6,2.21,1.61
Borås Basket,2,Oskar Palmquist,901,0.37,1.14,1.51
Norrköping Dolphins,25,Sebastian Forsling,394,-0.37,1.86,1.49
Norrköping Dolphins,5,Ryker Cisarik,508,0.88,0.52,1.4
Uppsala Basket,1,Vilhelm Bodingh,365,-0.6,1.96,1.36
Umeå Basket,1,Isac Åhnstrand,895,-0.04,1.34,1.3
Borås Basket,23,AJ Clayton,1033,1.11,0.08,1.2
Borås Basket,0,KJ Jenkins,881,0.86,0.26,1.11
Köping Stars,1,Adam Tafra,427,-0.7,1.8,1.11
Södertälje BBK,11,Ayanfeoluwa Amoran,480,0.82,0.28,1.1
Nässjö Basket,24,Josef Fahrenholtz,332,2.26,-1.21,1.05
Uppsala Basket,5,Lukas Friberg,669,-0.97,1.81,0.84
Uppsala Basket,27,Olle Stümer,327,0.63,0.07,0.7
Högsbo Basket,26,Jonathan Peleg,586,0.12,0.57,0.69
Nässjö Basket,20,Anton Lindqvist,549,-0.62,1.24,0.62
Jämtland Basket,23,Nils Botold,329,-0.15,0.73,0.58
Uppsala Basket,13,Niklas Larsson,813,0.81,-0.34,0.47
Umeå Basket,9,Isak Andersson,640,-0.45,0.9,0.45
Umeå Basket,8,Basem Abdulkader,437,0.03,0.4,0.42
Köping Stars,7,Romeo Myrthil,1003,-1.08,1.5,0.41
Uppsala Basket,8,Melker Delryd,639,2.28,-1.9,0.38
Högsbo Basket,0,Charles Barton,928,0.88,-0.67,0.21
Nässjö Basket,4,Anton Johansson,697,-0.33,0.52,0.2
Nässjö Basket,11,Tyler Patterson,912,2.03,-1.86,0.17
Nässjö Basket,1,Mirko Djeric,1273,1.83,-1.78,0.05
Nässjö Basket,3,Mio Hjalmarsson,419,0.19,-0.21,-0.02
Södertälje BBK,10,Jake O´Neil,755,0.23,-0.33,-0.1
Södertälje BBK,1,Zaccharie Mortant,866,0.01,-0.12,-0.11
Södertälje BBK,6,Lukas Novakovic,415,-0.95,0.75,-0.19
Jämtland Basket,22,Denzel George,1002,0.05,-0.4,-0.35
Norrköping Dolphins,21,Hugo Bergström,718,-1.94,1.54,-0.4
Köping Stars,4,Lawrence Townsend III,724,-1.15,0.71,-0.43
Sloga Uppsala,6,Alan Zekovic,399,0.33,-0.84,-0.51
Södertälje BBK,31,Oliver Gehrke,705,-1.14,0.59,-0.55
Jämtland Basket,3,Adam Johansson,806,2.05,-2.62,-0.56
Sloga Uppsala,27,Milutin Vujicic,827,-1.33,0.74,-0.59
Jämtland Basket,5,Michael Marsh,364,0.79,-1.44,-0.65
Norrköping Dolphins,94,Nathan Dawit,868,-0.1,-0.82,-0.92
Köping Stars,3,Marreon Jamar Jackson,552,0.13,-1.24,-1.1
Borås Basket,66,John Brändmark,593,-0.73,-0.39,-1.12
Umeå Basket,17,Alexander Yemane,926,-1.47,0.32,-1.15
Södertälje BBK,12,Mattias Herlitz,597,-1.0,-0.2,-1.2
BC Luleå,17,Felix Broström,461,0.35,-1.63,-1.28
Uppsala Basket,4,Peter Stümer,821,0.08,-1.43,-1.35
Uppsala Basket,21,Kaspar Mårtenson,333,-2.03,0.63,-1.4
Umeå Basket,62,Glenn Stuart Morison,340,-1.74,0.27,-1.47
Sloga Uppsala,12,Jonathan Ninkingira,729,-1.45,-0.05,-1.51
Uppsala Basket,6,Hugo Tidare,260,-1.78,0.23,-1.55
Borås Basket,4,Ludvig Johansson,273,-1.36,-0.52,-1.88
Jämtland Basket,41,Samari Curtis,738,-0.85,-1.15,-2.0
