Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Norrköping Dolphins,Benjamin Middlebrooks,34,Benjamin Middlebrooks; Ben Middlebrooks,30,24.6,738.9,417.0,13.9,142.0,287.0,49.5,48.0,119.0,40.3,85.0,134.0,63.4,81.0,135.0,216.0,54.0,36.0,24.0,40.0,0.0,292.8,20.4,17.9,2.3,9.3,126,543.0,18.1,23.4,20,2.9,13,7,62.2,17.1,7,6.97,1.34,5.63,4.4,3.0,117.0,72.0,61.5,2.0,0.0,0,1.0,0.0,0,39.0,1.0,12.0,7.0,2.0,16.0,97.0,84.0,71.0
BC Luleå,Gustav Hansson,7,Gustav Hansson,29,31.0,899.7,619.0,21.3,198.0,408.0,48.5,73.0,167.0,43.7,150.0,170.0,88.2,18.0,79.0,97.0,189.0,44.0,3.0,62.0,0.0,505.7,29.8,28.3,8.6,4.4,0,619.0,21.3,28.3,0,0,0,0,0,0.0,0,8.9,4.5,4.4,1.1,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borås Basket,Ali Sow,1,Ali Sow,29,24.9,723.1,580.0,20.0,195.0,370.0,52.7,59.0,155.0,38.1,131.0,165.0,79.4,12.0,106.0,118.0,168.0,23.0,9.0,76.0,0.0,486.3,34.9,25.6,7.4,5.2,355,935.0,32.2,41.3,39,4.9,22,18,65.2,32.9,8,10.12,4.73,5.39,1.7,1.0,74.0,53.0,71.6,0.0,0.0,0,0.0,0.0,0,47.0,35.0,42.0,22.0,0.0,10.0,39.0,127.0,82.0
Norrköping Dolphins,Zachary Harvey,88,Zachary Harvey; Zach Harvey,29,27.4,794.4,480.0,16.6,167.0,324.0,51.5,46.0,118.0,39,100.0,130.0,76.9,38.0,71.0,109.0,70.0,40.0,5.0,48.0,0.0,375.6,24.4,20.6,3.0,4.7,148,628.0,21.7,27.0,25,3.1,19,12,51.5,27.3,8,5.48,0.27,5.2,2.4,2.4,135.0,88.0,65.2,0.0,0.0,0,0.0,0.0,0,58.0,19.0,16.0,14.0,0.0,12.0,70.0,160.0,131.0
BC Luleå,Robert Carpenter,21,Robert Carpenter,29,22.2,642.5,466.0,16.1,183.0,291.0,62.9,33.0,72.0,45.8,67.0,82.0,81.7,74.0,123.0,197.0,18.0,27.0,23.0,26.0,0.0,267.9,22.1,21.3,0.8,9.0,41,507.0,17.5,23.2,32,2.9,20,10,65.6,25.4,11,9.61,5.08,4.53,5.0,1.9,150.0,108.0,72,1.0,1.0,100,0.0,0.0,0,52.0,2.0,6.0,5.0,2.0,14.0,115.0,60.0,88.0
Borås Basket,AJ Clayton,23,AJ Clayton,29,27.5,796.8,458.0,15.8,159.0,294.0,54.1,76.0,177.0,42.9,64.0,77.0,83.1,46.0,111.0,157.0,50.0,13.0,25.0,23.0,0.0,292.7,19.0,20.2,2.2,6.9,112,570.0,19.7,25.2,21,2.6,14,1,72.7,18.4,8,7.51,2.6,4.91,3.9,2.3,55.0,44.0,80,0.0,0.0,0,0.0,0.0,0,19.0,2.0,7.0,9.0,0.0,7.0,52.0,83.0,73.0
Uppsala Basket,Peter Stümer,4,Peter Stümer,29,27.2,789.9,427.0,14.7,137.0,301.0,45.5,63.0,166.0,38,90.0,117.0,76.9,22.0,130.0,152.0,92.0,37.0,2.0,67.0,0.0,381.6,25.6,19.3,4.2,6.9,240,667.0,23.0,30.1,69,4.3,50,24,57.0,74.6,16,3.08,-1.58,4.66,2.8,2.0,165.0,94.0,57,0.0,0.0,0,0.0,0.0,0,51.0,14.0,46.0,24.0,1.0,26.0,64.0,158.0,121.0
Sloga Uppsala,Markeith Browning II,3,Markeith Browning II,29,28.1,815.9,423.0,14.6,170.0,391.0,43.5,32.0,120.0,26.7,51.0,82.0,62.2,15.0,107.0,122.0,99.0,32.0,16.0,66.0,0.0,459.0,29.7,19.2,4.5,5.5,198,621.0,21.4,28.1,23,3.3,15,8,62.1,19.5,7,-3.25,-3.9,0.65,2.2,2.2,198.0,106.0,53.5,0.0,0.0,0,0.0,0.0,0,82.0,13.0,33.0,18.0,0.0,11.0,50.0,128.0,74.0
Nässjö Basket,Dartaye Ruffin,21,Dartaye Ruffin,29,19.6,569.3,419.0,14.4,165.0,296.0,55.7,8.0,33.0,24.2,81.0,116.0,69.8,47.0,114.0,161.0,25.0,18.0,25.0,35.0,0.0,321.6,29.5,19.2,1.1,7.4,63,482.0,16.6,22.1,34,3.1,22,12,62.3,30.3,11,1.96,0.15,1.8,5.0,2.6,173.0,119.0,68.8,1.0,0.0,0,0.0,0.0,0,40.0,0.0,11.0,8.0,1.0,14.0,69.0,62.0,44.0
Uppsala Basket,Niklas Larsson,13,Niklas Larsson,29,26.7,775.6,416.0,14.3,148.0,336.0,44,68.0,164.0,41.5,52.0,61.0,85.2,9.0,59.0,68.0,71.0,23.0,0.0,18.0,0.0,357.0,24.4,18.8,3.2,3.1,156,572.0,19.7,25.8,48,3.4,40,19,49.6,53.4,14,1.62,-1.25,2.87,2.1,2.6,29.0,18.0,62.1,2.0,1.0,50,1.0,1.0,100,10.0,22.0,11.0,4.0,0.0,3.0,54.0,55.0,54.0
