Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Cavaliers,"J. Manning, M. Collins, M. Beasley, D. Braster, A. Roberts",19,17854,698,276,546,50.5,87,200,43.5,59,103,57.3,107,240,347,142,39,29,101,96,561,74.5,75.5,73.4,31.8,32.7,58.5,59,51.4,37,75,12.1,18.9,36.6,124.2,602,237,545,43.5,77,225,34.2,51,77,66.2,80,182,262,130,51,16,70,100,546,50.6,52,10.8,25,41.3,110.2,14,259,153,59.1,86,35,40.7,200,87,43.5,51,23,6,21,238,130,54.6,82,30,36.6,225,77,34.2,35,21,3,11
Birmingham Rockets,"R. Blain, Z. Powell, L. Okosieme, E. Donaldson, L. Mcgregor",18,13332,438,171,372,46,36,102,35.3,60,102,58.8,65,182,247,108,39,28,82,66,416,74.7,75,74.3,32.0,32.3,50.8,52.5,63.2,28.9,70.3,13.5,27.4,27.4,105.2,410,158,411,38.4,58,173,33.5,36,55,65.5,77,160,237,92,43,17,72,95,412,45.5,47.1,14.2,29.7,42.1,99.3,5.9,181,105,58,89,30,33.7,102,36,35.3,35,29,2,16,166,76,45.8,71,23,32.4,173,58,33.5,33,22,2,15
Milton Keynes Breakers,"D. Jackson, J. Dietrich, X. Wilson, J. Spencer, C. Thompson",14,9926,371,145,322,45,43,121,35.5,38,57,66.7,64,136,200,102,27,20,40,48,310,75.2,75,75.3,32.0,31.9,51.7,53.4,70.3,34.6,73.1,8.2,17.7,37.6,119.6,302,116,293,39.6,39,118,33.1,31,49,63.3,50,121,171,74,30,15,60,61,311,46.2,48,16,26.9,40.3,96.9,22.7,145,85,58.6,55,17,30.9,121,43,35.5,26,10,1,3,110,58,52.7,61,15,24.6,118,39,33.1,28,19,1,12
Yorkshire Dragons,"D. Ulph, J. Whelan, J. Mielke, C. Johnson, N. Lewis",8,8307,362,129,265,48.7,40,104,38.5,64,87,73.6,41,109,150,68,39,7,35,63,285,82.7,82.5,82.9,29.1,28.9,56.2,59.7,52.7,28.7,74.7,8.6,32.8,39.2,126.8,297,105,243,43.2,39,103,37.9,48,66,72.7,37,102,139,61,23,11,64,78,287,51.2,54.6,19,25.3,42.4,103.5,23.4,135,83,61.5,26,6,23.1,104,40,38.5,17,11,0,7,93,56,60.2,47,10,21.3,103,39,37.9,23,26,1,14
Derby Trailblazers,"C. Washington, J. Pathmarajah, S. Walker, C. Brown, R. May-Thompson",13,8280,320,124,247,50.2,32,72,44.4,40,59,67.8,43,107,150,79,34,12,49,39,267,77.6,77.6,77.5,30.9,31.0,56.7,58.6,63.7,31.2,80.5,12.2,23.9,29.1,119.5,297,119,244,48.8,40,90,44.4,19,31,61.3,26,95,121,75,30,9,47,61,267,57,57.6,15.4,19.5,36.9,111,8.5,126,75,59.5,49,17,34.7,72,32,44.4,14,25,3,7,98,58,59.2,56,21,37.5,90,40,44.4,17,21,1,8
Newcastle Knights,"B. Dean, S. Trunley, J. Thames, H. Abdul, M. Jones",7,7662,289,104,226,46,44,118,37.3,37,50,74,35,83,118,66,24,7,33,40,236,75,74,76,32.4,31.6,55.8,58.3,63.5,28.5,68,9.5,22.1,52.2,122.4,262,104,216,48.1,22,84,26.2,32,52,61.5,39,88,127,57,18,7,53,45,242,53.2,54.8,18.2,32,38.9,107.9,14.5,67,39,58.2,41,21,51.2,118,44,37.3,16,13,0,4,91,66,72.5,41,16,39,84,22,26.2,23,20,3,7
Worthing Thunder,"M. Bryan-Amaning, J. Hopkins, E. Maynard, A. Scarborough, E. Dadds",13,5723,213,78,174,44.8,15,44,34.1,42,63,66.7,36,82,118,41,21,5,34,36,191,79.7,80.4,79,29.8,30.4,49.1,52.8,52.6,34,68.9,12.3,36.2,25.3,111.1,163,67,179,37.4,17,68,25,12,30,40,37,70,107,42,21,6,41,49,188,42.2,42.4,17.6,31.1,38,86.5,24.6,98,49,50,31,13,41.9,44,15,34.1,11,14,1,8,74,41,55.4,37,9,24.3,68,17,25,13,18,3,7
Birmingham Rockets,"R. Blain, O. Jackman, Z. Powell, E. Donaldson, L. Mcgregor",16,5039,209,73,151,48.3,13,53,24.5,50,74,67.6,28,64,92,46,20,5,26,47,174,83.2,83,83.5,28.9,28.8,52.6,56.9,63,31.5,66,10.2,49,35.1,119.9,185,67,159,42.1,16,61,26.2,35,49,71.4,33,61,94,37,16,4,35,59,175,47.2,51.2,16.2,34,38.4,105.6,14.4,72,50,69.4,25,10,40,53,13,24.5,14,9,2,1,81,46,56.8,17,5,29.4,61,16,26.2,17,11,2,5
Hemel Storm,"D. Nelson-Henry, K. Walker, S. Lewis, M. Norman, S. Newman",7,5190,192,76,142,53.5,17,56,30.4,23,31,74.2,12,58,70,56,21,5,32,34,168,77.5,78,77,30.8,31.2,59.5,61.7,73.7,17.1,65.9,13.1,21.8,39.4,113.9,191,72,157,45.9,19,49,38.8,28,33,84.8,30,58,88,38,18,8,32,41,166,51.9,55.7,15.7,34.1,31.2,114.7,-0.8,78,59,75.6,8,0,0,56,17,30.4,7,19,2,4,72,43,59.7,36,10,27.8,49,19,38.8,16,8,0,8
Worthing Thunder,"M. Bryan-Amaning, J. Hopkins, E. Maynard, B. Adeluola, E. Dadds",14,4874,169,59,136,43.4,12,36,33.3,39,55,70.9,15,61,76,30,12,3,27,30,165,79.9,81.4,78.5,29.5,30.6,47.8,52.7,50.8,17.6,69.3,12.4,40.4,26.5,102.2,192,78,159,49.1,22,57,38.6,14,25,56,27,70,97,53,12,5,23,46,159,56,56.5,11.9,30.7,35.8,120.5,-18.3,68,37,54.4,32,10,31.2,36,12,33.3,11,10,1,5,74,49,66.2,28,7,25,57,22,38.6,6,10,0,7
Loughborough Riders,"J. Campbell, M. Joiner, M. Gordon, J. Cook, T. Akinsuku",7,4869,177,66,143,46.2,27,64,42.2,18,31,58.1,21,65,86,46,20,11,35,37,163,78.7,80.7,76.7,29.7,31.3,55.6,56.5,69.7,25,65.7,14.7,21.7,44.8,108,166,65,152,42.8,13,42,31,23,39,59,34,63,97,37,20,8,27,26,155,47,49.1,13.8,34.3,27.6,106.6,1.4,62,36,58.1,17,3,17.6,64,27,42.2,16,15,0,4,83,42,50.6,27,10,37,42,13,31,15,10,1,1
Nottingham Hoods,"T. Williams, B. Johnson, D. Nixon Ii, E. Bailey, S. Akano",7,4399,216,82,146,56.2,26,62,41.9,26,40,65,20,57,77,45,26,7,22,36,158,86.7,86.7,86.6,27.7,27.7,65.1,66,54.9,29,74,9.5,27.4,42.5,135.9,152,57,130,43.8,13,48,27.1,25,37,67.6,20,49,69,45,13,3,39,38,158,48.8,52,21,26,36.9,95.8,40.1,65,51,78.5,19,5,26.3,62,26,41.9,9,9,0,4,53,33,62.3,29,11,37.9,48,13,27.1,21,11,0,7
Bristol Flyers II,"Y. Hafid, L. Ayinla, R. Eigbe, N. Sagkovits, N. Ladjimi",9,4925,132,54,134,40.3,18,54,33.3,6,11,54.5,19,52,71,30,18,2,40,35,153,74.8,74.8,74.8,32.1,32.1,47,47.5,55.6,22.6,66.7,19.2,8.2,40.3,86,175,68,140,48.6,17,44,38.6,22,34,64.7,26,65,91,44,24,5,31,14,153,54.6,56.5,16.7,33.3,31.4,114,-27.9,56,26,46.4,20,6,30,54,18,33.3,15,15,3,7,70,40,57.1,25,10,40,44,17,38.6,19,11,0,1
Reading Rockets,"T. Nsangu, C. Creek, J. Bouknight, Z. Poorman, V. Olarerin",13,4963,185,76,164,46.3,18,60,30,15,20,75,44,49,93,49,27,2,29,23,151,71.6,73.3,69.9,32.8,34.3,51.8,53.5,64.5,48.4,72.1,11.6,12.2,36.6,122.1,153,59,127,46.5,27,63,42.9,8,8,100,19,47,66,38,14,4,39,23,144,57.1,58.6,23,27.9,49.6,105.9,16.2,79,54,68.4,25,4,16,60,18,30,16,11,1,1,45,26,57.8,19,6,31.6,63,27,42.9,19,12,2,6
Reading Rockets,"M. Bryant, C. Creek, J. Bouknight, Z. Poorman, V. Olarerin",15,5074,174,69,147,46.9,21,56,37.5,15,22,68.2,28,50,78,41,18,6,26,39,148,71.6,70.2,72.9,34.2,32.9,54.1,55.5,59.4,35.4,62.5,11.6,15,38.1,117.2,168,62,140,44.3,20,58,34.5,24,33,72.7,30,51,81,41,17,8,36,22,154,51.4,54.4,18.9,37.5,41.4,109,8.2,70,40,57.1,20,7,35,56,21,37.5,15,5,1,5,59,33,55.9,23,9,39.1,58,20,34.5,18,15,1,2
Hemel Storm,"D. Nelson-Henry, K. Walker, M. Norman, B. Inger, S. Newman",6,4182,164,71,126,56.3,13,32,40.6,9,11,81.8,16,54,70,42,15,3,30,27,139,78.7,79.8,77.7,30.1,30.9,61.5,62.7,59.2,28.6,78.3,14.8,8.7,25.4,117.9,141,55,122,45.1,12,39,30.8,19,25,76,15,40,55,27,19,6,23,14,135,50,53,14.7,21.7,32,104.2,13.8,79,53,67.1,15,5,33.3,32,13,40.6,14,9,1,6,50,30,60,33,13,39.4,39,12,30.8,11,8,2,2
Reading Rockets,"M. Bryant, T. Nsangu, C. Creek, J. Bouknight, V. Olarerin",11,3980,156,58,115,50.4,16,47,34,24,34,70.6,23,45,68,36,16,2,23,23,124,75.3,75.2,75.3,31.9,31.9,57.4,60,62.1,37.1,78.9,12.2,29.6,40.9,125,131,56,111,50.5,11,43,25.6,8,16,50,12,39,51,36,13,3,24,28,124,55.4,55.5,16.9,21.1,38.7,104.9,20.1,55,37,67.3,13,5,38.5,47,16,34,9,9,2,3,46,34,73.9,22,11,50,43,11,25.6,12,8,1,3
Essex Rebels,"K. Martin, R. Udeh, M. Brown, T. Child, H. Gent",11,3472,131,46,103,44.7,16,48,33.3,23,33,69.7,16,36,52,25,20,3,27,20,123,84.4,85.3,83.5,28.1,28.7,52.4,55.7,54.3,25,64.3,15.9,32,46.6,106.2,136,56,106,52.8,15,39,38.5,9,20,45,20,48,68,31,16,2,31,22,120,59.9,59.2,21.3,35.7,36.8,112.6,-6.4,40,26,65,14,3,21.4,48,16,33.3,8,13,1,5,50,33,66,15,6,40,39,15,38.5,15,12,3,1
Newcastle Knights,"B. Dean, S. Trunley, J. Thames, M. Jones, M. Matthews",8,3056,115,38,102,37.3,12,44,27.3,27,34,79.4,22,32,54,25,19,2,17,25,107,83.9,84.4,83.4,28.4,28.8,43.1,49.2,65.8,32.8,60.4,10.7,33.3,43.1,107,118,46,97,47.4,8,28,28.6,18,22,81.8,21,45,66,25,10,6,25,26,106,51.5,55.3,19,39.6,28.9,111.1,-4.1,39,20,51.3,19,6,31.6,44,12,27.3,11,6,0,0,43,29,67.4,26,9,34.6,28,8,28.6,13,10,0,2
Worthing Thunder,"M. Bryan-Amaning, J. Hopkins, E. Maynard, A. Scarborough, B. Adeluola",13,3012,131,51,97,52.6,3,19,15.8,26,36,72.2,18,39,57,28,16,4,16,22,106,81.5,84.8,78.2,28.3,30.7,54.1,58,54.9,36.7,73.6,10.2,37.1,19.6,123.1,103,40,91,44,18,46,39.1,5,12,41.7,14,31,45,22,9,2,20,21,98,53.8,53.5,17.2,26.4,50.5,104.9,18.2,55,38,69.1,22,9,40.9,19,3,15.8,6,5,2,3,32,19,59.4,12,3,25,46,18,39.1,12,6,1,1
