Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Jordan Ratinho, Mervin James, Rodney Chatman Iii",8,55.4,26,8,18,44.4,5,7,71.4,5,6,83.3,0,2,2,7,3,1,2,4,22,15,41,5.1,39.5,105.1,129.2,-24.1,58.3,63.0,87.5,6.7,6,2,33.3,5,1,20,7,5,71.4,1,0,0,1,5,1,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Jordan Ratinho, Rodney Chatman Iii, Rodney Glasgow Jr",6,32.2,5,2,8,25.0,1,4,25.0,0,0,0,1,6,7,7,0,0,1,2,8,17,22,3.7,38.3,115.0,132.6,-17.6,31.2,31.2,350.0,6.2,1,1,100,3,0,0,4,1,25,0,1,0,0,0,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Jordan Ratinho, Nick Kern Jr, Rodney Chatman Iii",7,27.4,12,5,6,83.3,2,3,66.7,0,0,0,1,0,1,1,1,2,4,2,9,0,12,1.7,23.5,109.5,116.0,-6.4,100.0,100.0,20.0,36.4,2,2,100,1,1,100,3,2,66.7,2,1,0,1,2,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Jordan Ratinho, Prentiss Nixon, Rodney Chatman Iii",6,25.4,2,0,3,0.0,0,1,0.0,2,2,100.0,1,3,4,1,2,0,1,1,4,3,5,0.8,10.9,100.5,101.3,-0.7,0.0,25.8,0,17.0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mervin James, Prentiss Nixon, William Lee",4,23.9,8,3,6,50.0,2,3,66.7,0,0,0,0,4,4,5,2,0,1,0,7,10,18,4.5,38.0,143.5,88.3,55.2,66.7,66.7,166.7,8.3,3,1,33.3,0,0,0,3,2,66.7,0,1,0,0,3,2,3
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mike Ochereobia, Nick Kern Jr, Rodney Glasgow Jr",9,23.4,19,6,9,66.7,3,5,60.0,4,4,100.0,1,4,5,1,2,0,2,0,11,2,21,2.3,46.9,120.6,134.3,-13.8,83.3,88.3,16.7,14.5,4,3,75,0,0,0,5,3,60,1,1,0,0,3,5,3
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mike Ochereobia, Nick Kern Jr, Rodney Chatman Iii",7,21.8,7,3,8,37.5,1,5,20.0,0,0,0,0,0,0,1,0,1,1,1,9,2,9,1.3,20.8,115.8,105.1,10.6,43.8,43.8,33.3,10.0,0,0,0,3,2,66.7,5,1,20,1,0,0,0,0,0,3
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Mervin James, Nick Kern Jr, Rodney Chatman Iii",6,18.7,10,4,9,44.4,2,5,40.0,0,0,0,0,4,4,0,0,1,1,1,10,3,13,2.2,31.0,107.4,111.7,-4.3,55.6,55.6,0.0,10.0,3,1,33.3,1,1,100,5,2,40,0,1,0,0,0,5,3
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Mike Ochereobia, Nick Kern Jr, Rodney Chatman Iii, William Lee",5,18.6,12,5,7,71.4,2,4,50.0,0,0,0,0,2,2,0,2,0,0,0,7,0,12,2.4,32.6,111.3,95.4,15.9,85.7,85.7,0.0,0.0,2,2,100,1,1,100,4,2,50,0,0,0,0,0,7,3
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mike Ochereobia, Prentiss Nixon, Rodney Chatman Iii",4,18.0,16,6,8,75.0,2,4,50.0,2,2,100.0,1,4,5,1,1,0,1,1,9,5,21,5.2,59.6,99.4,90.9,8.5,87.5,90.1,16.7,9.2,2,2,100,2,2,100,4,2,50,1,0,0,0,5,4,2
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Jordan Ratinho, Mervin James, Prentiss Nixon",4,17.8,17,7,9,77.8,3,3,100.0,0,0,0,0,3,3,4,0,1,0,0,9,5,22,5.5,58.4,135.5,107.8,27.6,94.4,94.4,57.1,0.0,3,2,66.7,3,2,66.7,3,3,100,0,0,0,0,3,5,2
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mike Ochereobia, Rodney Chatman Iii, Rodney Glasgow Jr",7,17.0,12,5,9,55.6,2,4,50.0,0,0,0,0,4,4,0,0,1,0,1,9,0,12,1.7,43.9,146.4,128.9,17.5,66.7,66.7,0.0,0.0,2,2,100,3,1,33.3,4,2,50,0,0,0,0,3,2,3
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Rodney Chatman Iii, Rodney Glasgow Jr, William Lee",4,16.6,1,0,3,0.0,0,1,0.0,1,2,50.0,0,3,3,1,0,0,0,0,4,3,4,1.0,12.6,100.4,134.1,-33.7,0.0,12.9,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Nick Kern Jr, Prentiss Nixon, Rodney Chatman Iii, William Lee",4,15.0,19,7,11,63.6,5,6,83.3,0,0,0,1,0,1,1,0,0,0,0,10,3,22,5.5,73.4,150.1,141.0,9.0,86.4,86.4,14.3,0.0,2,1,50,3,1,33.3,6,5,83.3,0,0,0,0,0,3,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mervin James, Rodney Chatman Iii, William Lee",7,14.4,11,5,6,83.3,1,2,50.0,0,0,0,0,1,1,2,0,0,0,1,6,4,15,2.1,50.6,111.3,99.5,11.8,91.7,91.7,40.0,0.0,2,2,100,2,2,100,2,1,50,0,0,0,0,0,5,2
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Prentiss Nixon, Rodney Chatman Iii, William Lee",6,13.7,11,3,5,60.0,3,3,100.0,2,2,100.0,0,0,0,0,0,1,0,0,6,0,11,1.8,42.2,111.1,101.6,9.5,90.0,93.5,0.0,0.0,0,0,0,2,0,0,3,3,100,0,0,0,0,0,5,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Nick Kern Jr, Rodney Chatman Iii, William Lee",4,13.4,2,1,1,100.0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,3,5,1.2,19.7,133.9,110.8,23.1,100.0,100.0,100.0,0.0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,2,2
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Mervin James, Nick Kern Jr, Prentiss Nixon",4,12.8,3,1,2,50.0,1,2,50.0,0,1,0.0,0,0,0,2,1,0,0,0,2,4,7,1.8,26.1,104.5,64.1,40.3,75.0,61.5,200.0,0.0,0,0,0,0,0,0,2,1,50,0,0,0,0,0,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jalen Deloach, Jordan Ratinho, Rodney Glasgow Jr, William Lee",4,12.1,3,1,4,25.0,1,4,25.0,0,0,0,0,3,3,3,0,0,2,1,6,7,10,2.5,56.2,73.1,138.0,-64.9,37.5,37.5,300.0,22.2,0,0,0,0,0,0,4,1,25,0,1,0,1,0,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Nick Kern Jr, Prentiss Nixon, William Lee",6,11.3,6,1,5,20.0,1,2,50.0,3,4,75.0,0,1,1,0,0,0,0,0,6,0,6,1.0,23.0,103.5,112.0,-8.5,30.0,44.4,0.0,0.0,0,0,0,3,0,0,2,1,50,0,0,0,0,3,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Jordan Ratinho, Prentiss Nixon, Rodney Chatman Iii, William Lee",5,11.3,2,1,2,50.0,0,1,0.0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0.4,8.7,113.0,104.0,9.0,50.0,50.0,100.0,0.0,1,1,100,0,0,0,1,0,0,0,0,0,0,0,2,2
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Mike Ochereobia, Rodney Chatman Iii, Rodney Glasgow Jr, William Lee",6,11.0,2,1,3,33.3,0,1,0.0,0,0,0,1,1,2,2,2,0,0,1,2,5,7,1.2,33.6,163.1,90.0,73.1,33.3,33.3,200.0,0.0,1,1,100,1,0,0,1,0,0,0,0,0,0,0,2,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Mervin James, Prentiss Nixon, Rodney Chatman Iii, William Lee",5,11.0,0,0,2,0.0,0,2,0.0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,0.0,0.0,102.8,137.0,-34.3,0.0,0.0,0,33.3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Dirk Williams,B. Braun Sheffield Sharks,1,Dirk Williams,"Mike Ochereobia, Prentiss Nixon, Rodney Glasgow Jr, William Lee",4,10.6,3,1,2,50.0,1,2,50.0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0.8,14.1,89.4,98.8,-9.3,75.0,75.0,0.0,0.0,0,0,0,0,0,0,2,1,50,0,0,0,0,0,0,0
