Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Yorkshire Dragons,J. Whelan,23,J. Whelan,20,29.0,579.8,320.0,16.0,120.0,264.0,45.5,14.0,77.0,18.2,66.0,81.0,81.5,25.0,47.0,72.0,22.0,25.0,8.0,49.0,68.0,310.7,26.4,27.2,1.9,6.1,0,320.0,16.0,27.2,32,3.2,22,7,63.8,31.1,10,-3.07,-5.44,2.37,3.0,3.5,160.0,104.0,65,27.0,2.0,7.4,77.0,14.0,18.2,16.0,23.0,0.0,10.0,43.0,129.0,54.0
Bristol Flyers II,N. Ladjimi,24/8,N. Ladjimi,20,25.4,508.6,275.0,13.8,93.0,253.0,36.8,70.0,196.0,35.7,19.0,20.0,95,11.0,41.0,52.0,19.0,14.0,0.0,38.0,35.0,277.2,27.1,26.9,1.9,5.1,2,277.0,13.8,27.1,0,0.0,1,0,0.0,1.0,1,-3.83,-1.91,-1.92,2.6,1.9,21.0,10.0,47.6,36.0,13.0,36.1,196.0,70.0,35.7,19.0,13.0,0.0,6.0,29.0,88.0,42.0
Bristol Flyers II,Y. Hafid,0/5,Y. Hafid,20,25.9,519.0,130.0,6.5,47.0,150.0,31.3,20.0,62.0,32.3,16.0,19.0,84.2,17.0,48.0,65.0,73.0,20.0,0.0,99.0,39.0,230.7,22.1,12.5,7.0,6.2,0,130.0,6.5,12.5,0,0,0,0,0,0.0,0,-13.94,-10.8,-3.14,1.7,2.2,59.0,19.0,32.2,27.0,7.0,25.9,62.0,20.0,32.3,49.0,41.0,1.0,8.0,13.0,25.0,38.0
Yorkshire Dragons,R. Ani,1,R. Ani,20,12.1,242.5,91.0,4.5,29.0,70.0,41.4,6.0,29.0,20.7,27.0,40.0,67.5,19.0,16.0,35.0,17.0,20.0,9.0,15.0,24.0,80.3,16.3,18.5,3.5,7.1,0,91.0,4.5,18.5,3,1.0,5,2,25.5,5.9,3,2.23,-3.27,5.49,3.0,3.7,40.0,23.0,57.5,1.0,0.0,0,29.0,6.0,20.7,7.0,4.0,0.0,4.0,19.0,26.0,22.0
Newcastle Knights,J. Thames,11,J. Thames,19,38.3,726.8,473.0,24.9,180.0,329.0,54.7,27.0,79.0,34.2,86.0,108.0,79.6,40.0,105.0,145.0,85.0,32.0,9.0,49.0,32.0,370.1,25.5,32.7,5.9,10.0,29,502.0,26.4,34.7,63,7.0,48,14,58.2,58.2,9,6.4,2.61,3.79,3.1,1.8,197.0,131.0,66.5,53.0,22.0,41.5,79.0,27.0,34.2,17.0,26.0,0.0,6.0,80.0,164.0,125.0
Reading Rockets,V. Olarerin,8,V. Olarerin,19,32.1,610.7,404.0,21.3,157.0,319.0,49.2,34.0,121.0,28.1,56.0,65.0,86.2,49.0,60.0,109.0,47.0,41.0,5.0,39.0,40.0,324.1,28.1,34.9,4.1,9.4,2,406.0,21.4,35.1,35,5.0,28,5,57.9,31.2,7,8.32,2.23,6.08,2.9,2.4,162.0,110.0,67.9,36.0,13.0,36.1,121.0,34.0,28.1,18.0,19.0,0.0,2.0,93.0,129.0,121.0
Worthing Thunder,J. Hopkins,15,J. Hopkins,19,34.1,648.2,401.0,21.1,138.0,288.0,47.9,20.0,69.0,29,105.0,137.0,76.6,27.0,81.0,108.0,40.0,25.0,6.0,46.0,40.0,352.6,26.5,30.3,3.0,8.2,7,408.0,21.5,30.8,24,3.4,21,12,45.7,27.3,7,2.47,-1.61,4.08,3.2,2.0,175.0,106.0,60.6,44.0,12.0,27.3,69.0,20.0,29,14.0,14.0,0.0,18.0,40.0,161.0,89.0
Birmingham Rockets,Z. Powell,14,Z. Powell,19,29.6,562.3,333.0,17.5,124.0,267.0,46.4,18.0,53.0,34,67.0,89.0,75.3,19.0,71.0,90.0,81.0,27.0,6.0,56.0,34.0,329.4,29.3,29.5,7.2,8.0,14,347.0,18.3,30.8,9,1.3,18,9,20.5,22.0,7,3.11,-2.47,5.58,2.4,2.3,108.0,70.0,64.8,105.0,36.0,34.3,53.0,18.0,34,20.0,31.0,0.0,5.0,33.0,141.0,78.0
Birmingham Rockets,R. Blain,0,R. Blain,19,32.8,623.7,308.0,16.2,122.0,225.0,54.2,13.0,45.0,28.9,51.0,90.0,56.7,26.0,95.0,121.0,70.0,38.0,13.0,43.0,37.0,270.3,21.7,24.6,5.6,9.7,12,320.0,16.8,25.6,31,3.4,21,11,60.0,32.8,9,5.33,-2.13,7.46,2.9,2.7,153.0,104.0,68,27.0,5.0,18.5,45.0,13.0,28.9,19.0,14.0,0.0,10.0,34.0,133.0,64.0
Birmingham Rockets,E. Donaldson,3,E. Donaldson,19,31.8,604.8,307.0,16.2,112.0,237.0,47.3,35.0,90.0,38.9,48.0,60.0,80,36.0,85.0,121.0,54.0,13.0,2.0,51.0,51.0,267.3,22.1,25.3,4.5,10.0,15,322.0,16.9,26.6,23,2.9,18,8,53.4,23.5,8,1.31,-3.11,4.42,3.3,2.9,101.0,63.0,62.4,46.0,14.0,30.4,90.0,35.0,38.9,22.0,23.0,0.0,6.0,57.0,80.0,60.0
