# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 217
# Qualified players exported: 122
# Total stints used: 3420
# Garbage time stints excluded: 249
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Milton Keynes Breakers,23,J. Spencer,1107,2.86,3.33,6.2
Nottingham Hoods,24,D. Nixon Ii,843,2.61,3.55,6.17
Reading Rockets,10,M. Bryant,939,2.43,2.92,5.35
Worthing Thunder,4,A. Scarborough,806,2.48,2.82,5.3
Newcastle Knights,10,S. Trunley,1275,4.33,0.75,5.08
Birmingham Rockets,3,E. Donaldson,1197,2.48,2.3,4.78
Milton Keynes Breakers,7,B. Freckleton,466,1.51,3.07,4.58
Essex Rebels,2,M. Brown,1261,2.75,1.56,4.31
Milton Keynes Breakers,21,X. Wilson,873,2.46,1.84,4.29
London Cavaliers,10,J. Manning,1157,2.84,0.84,3.69
Reading Rockets,12,T. Nsangu,719,1.97,1.68,3.66
Bristol Hurricanes,31,D. Ubiaro,990,2.33,1.32,3.65
Birmingham Rockets,8,M. Gayle,595,3.09,0.37,3.45
Derby Trailblazers,22,J. Pathmarajah,1067,2.62,0.61,3.23
Reading Rockets,4,J. Bouknight,1018,2.13,0.84,2.98
London Cavaliers,13,M. Collins,1049,2.06,0.68,2.74
Derby Trailblazers,9,M. Smith,430,0.66,2.03,2.69
Reading Rockets,8,V. Olarerin,1119,3.26,-0.57,2.69
Nottingham Hoods,1,T. Williams,1222,0.85,1.56,2.41
Newcastle Knights,5,M. Jones,944,1.14,1.25,2.39
Loughborough Riders,4,L. Campbell,323,0.92,1.45,2.37
Hemel Storm,4,S. Newman,1234,0.79,1.57,2.36
Newcastle Knights,1,B. Dean,1144,2.69,-0.43,2.26
Birmingham Rockets,14,Z. Powell,1128,1.03,0.81,1.84
London Cavaliers,4,A. Roberts,1165,2.47,-0.67,1.8
Loughborough Riders,36,T. Akinsuku,802,0.89,0.89,1.78
Loughborough Riders,31,J. Cook,1073,0.13,1.64,1.77
Reading Rockets,9,S. Chamberlain,454,0.44,1.31,1.76
London Cavaliers,15,M. Beasley,1012,2.4,-0.65,1.75
Newcastle Knights,8,M. Matthews,592,1.49,0.25,1.74
Hemel Storm,11,K. Walker,757,1.53,0.2,1.73
Derby Trailblazers,7,R. May-Thompson,933,2.22,-0.5,1.72
Milton Keynes Breakers,13,L. Gregory,363,-1.39,3.08,1.69
Worthing Thunder,15,J. Hopkins,1234,0.67,0.98,1.65
Newcastle Knights,15,W. Neighbour,332,3.29,-1.69,1.6
Yorkshire Dragons,93,N. Lewis,1068,1.88,-0.38,1.49
Birmingham Rockets,13,O. Jackman,778,1.29,0.19,1.48
Birmingham Rockets,0,R. Blain,1250,-0.22,1.65,1.43
Milton Keynes Breakers,9,D. Jackson,949,-0.41,1.78,1.37
Bristol Hurricanes,55,V. Dilys,742,-1.71,3.04,1.34
Nottingham Hoods,25,B. Johnson,786,1.6,-0.38,1.22
Yorkshire Dragons,10,D. Ulph,1241,-0.07,1.22,1.14
Milton Keynes Breakers,10,C. Thompson,894,0.32,0.56,0.88
Reading Rockets,5,Y. Salih,386,-1.11,1.99,0.88
Milton Keynes Breakers,12,J. Dietrich,854,1.17,-0.32,0.85
Essex Rebels,13,D. Johnson-Thompson,372,-1.28,2.04,0.76
Hemel Storm,2,M. Norman,906,0.85,-0.11,0.74
Yorkshire Dragons,1,R. Ani,430,1.25,-0.63,0.62
Essex Rebels,9,T. Hudson,580,2.78,-2.17,0.61
Yorkshire Dragons,23,J. Whelan,1149,1.28,-0.7,0.58
Hemel Storm,21,V. Eze,672,0.2,0.38,0.58
Bristol Hurricanes,11,D. Forsyth,453,-2.73,3.31,0.58
Bristol Hurricanes,9,C. Taylor,375,-1.66,2.13,0.47
Birmingham Rockets,6,L. Mcgregor,1161,-1.25,1.71,0.46
Nottingham Hoods,0,M. Sokoli,314,-0.6,1.05,0.45
Reading Rockets,6,E. Poorman,857,-0.12,0.52,0.4
Worthing Thunder,7,E. Dadds,968,-2.21,2.46,0.25
Nottingham Hoods,14,M. Savery-Richards,606,-2.27,2.51,0.23
Essex Rebels,22,T. Child,1232,-1.73,1.95,0.22
Loughborough Riders,0,J. Campbell,1103,-0.42,0.61,0.19
Reading Rockets,14,C. Creek,936,1.43,-1.27,0.16
London Cavaliers,23,D. Braster,1052,0.08,0.0,0.09
Newcastle Knights,3,M. Hendry,424,0.12,-0.06,0.06
Yorkshire Dragons,7,A. Lycoudis,362,0.38,-0.32,0.06
Derby Trailblazers,3,S. Walker,788,2.35,-2.39,-0.04
Loughborough Riders,8,C. Keys,403,0.7,-0.77,-0.07
Yorkshire Dragons,6,C. Johnson,1123,-0.63,0.52,-0.11
Essex Rebels,10,K. Martin,940,1.3,-1.43,-0.13
