Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Helsinki Seagulls,3,Kahron Ross,,37,33.8,1251.8,602,16.3,249,469,53.1,33,96,34.4,71,93,76.3,28,105,133,289,78,4,89,74,56.6,59.0,22.2,100.5,21.5,3.4,2.3,8.0,5.3,40.0,3.3,0.3,14.9,0.2,12.29,6.03,6.26,135,91,67.4,229,121,52.8,96,33,34.4,54,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Kataja Basket,2,De'Vion Harmon,,26,30.7,797.8,707,27.2,237,545,43.5,63,211,29.9,170,200,85.0,13,92,105,114,46,1,61,33,49.3,55.8,38.3,101.9,35.5,10.6,1.7,12.2,6.8,28.4,3.0,0.1,8.8,0.37,11.39,7.9,3.49,190,110,57.9,138,60,43.5,211,63,29.9,14,43,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,5,Jalen Brooks,,37,27.7,1026.2,584,15.8,208,407,51.1,49,129,38.0,119,183,65.0,110,193,303,71,65,30,58,91,57.1,59.9,22.6,107.1,20.3,4.5,10.5,18.2,14.4,11.2,3.3,2.9,10.6,0.45,11.29,6.22,5.08,152,94,61.8,82,32,39,129,49,38,28,21,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,3,Claudell Harris Jr.,,6,26.0,155.8,120,20.0,43,93,46.2,18,39,46.2,16,20,80.0,2,26,28,33,2,2,18,13,55.9,58.9,32.6,100.2,25.6,8.3,1.3,15.8,8.9,33.5,0.7,1.3,15.0,0.22,10.71,6.74,3.96,27,19,70.4,25,6,24,39,18,46.2,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Helsinki Seagulls,4,Rene Rougeau,,34,31.4,1068.3,515,15.1,194,419,46.3,41,119,34.5,86,113,76.1,72,208,280,112,76,71,66,119,51.2,54.9,22.9,96.3,19.9,4.6,6.8,18.7,12.9,17.6,3.7,6.5,12.3,0.27,10.38,4.06,6.32,161,99,61.5,111,39,35.1,119,41,34.5,41,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Korihait,20,Frank Champion,,27,35.9,968.0,607,22.5,233,416,56.0,8,31,25.8,133,178,74.7,63,168,231,102,35,27,88,70,57.0,61.4,26.5,104.2,28.1,1.4,7.3,17.2,12.6,18.2,1.8,2.9,15.1,0.43,9.56,5.09,4.47,291,175,60.1,49,18,36.7,31,8,25.8,36,45,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisons Loimaa,31,Dean Keeler,,32,29.6,948.3,571,17.8,228,380,60.0,0,2,0.0,115,156,73.7,122,222,344,70,24,31,60,88,60.0,63.6,23.7,112.3,23.3,0.1,13.2,23.5,18.4,13.4,1.3,3.1,11.8,0.41,9.19,5.95,3.25,289,178,61.6,69,35,50.7,2,0,0,24,26,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Korihait,40,Jalen Jackson,,38,29.9,1135.2,440,11.6,161,352,45.7,56,147,38.1,62,82,75.6,35,172,207,188,88,39,102,105,53.7,56.7,19.0,89.8,14.6,4.9,3.4,15.0,9.5,24.8,3.9,3.6,20.8,0.23,9.03,3.19,5.84,90,54,60,109,46,42.2,147,56,38.1,52,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Salon Vilpas,24,Jack Forrest,,18,26.4,475.8,325,18.1,123,273,45.1,43,120,35.8,36,41,87.8,30,67,97,43,11,7,29,32,52.9,55.8,28.8,101.5,23.4,8.6,6.2,13.2,9.8,16.5,1.2,1.4,9.1,0.15,8.9,6.05,2.85,64,36,56.2,75,35,46.7,120,43,35.8,16,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Kataja Basket,55,Henri Kantonen,,34,30.5,1035.3,418,12.3,144,338,42.6,64,201,31.8,66,78,84.6,38,122,160,185,32,8,74,75,52.1,56.1,19.3,93.7,16.2,7.8,3.8,12.4,8.0,27.7,1.6,0.8,16.6,0.23,8.31,4.77,3.54,88,61,69.3,47,18,38.3,201,64,31.8,51,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
