Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Helsinki Seagulls,Trey Niemi,2,Trey Niemi,40,16.1,645.4,324.0,8.1,114.0,255.0,44.7,48.0,136.0,35.3,48.0,60.0,80,18.0,52.0,70.0,66.0,15.0,5.0,65.0,93.0,315.3,25.5,10.6,2.2,2.3,129,453.0,11.3,14.8,2,0.7,4,2,20.5,5.9,3,-2.88,-5.17,2.3,2.7,2.3,83.0,51.0,61.4,19.0,5.0,26.3,136.0,48.0,35.3,40.0,20.0,29.0,30.0,0.0,6.0,42.0,64.0,56.0
Helsinki Seagulls,Osku Heinonen,10,Osku Heinonen,40,23.5,940.3,317.0,7.9,100.0,271.0,36.9,62.0,199.0,31.2,55.0,60.0,91.7,19.0,56.0,75.0,37.0,24.0,1.0,17.0,79.0,283.6,15.7,10.3,1.2,2.4,90,407.0,10.2,13.3,11,0.9,18,3,28.5,19.3,12,-2.71,-5.05,2.34,2.6,4.2,17.0,11.0,64.7,53.0,25.0,47.2,199.0,62.0,31.2,6.0,6.0,7.0,10.0,0.0,0.0,51.0,59.0,57.0
Helsinki Seagulls,Justus Kilpinen,40,Justus Kilpinen,40,6.6,265.4,69.0,1.7,21.0,58.0,36.2,10.0,32.0,31.2,17.0,22.0,77.3,17.0,19.0,36.0,7.0,9.0,3.0,3.0,70.0,51.5,10.1,2.3,0.2,1.2,17,86.0,2.1,2.8,2,1.0,2,2,34.7,2.9,2,-5.39,-9.03,3.64,3.6,4.6,19.0,7.0,36.8,5.0,2.0,40,32.0,10.0,31.2,0.0,0.0,2.0,0.0,0.0,1.0,15.0,3.0,4.0
KTP-Basket,Hannes Pöllä,44,Hannes Pöllä,39,21.6,843.2,525.0,13.5,185.0,354.0,52.3,18.0,47.0,38.3,137.0,190.0,72.1,112.0,150.0,262.0,44.0,8.0,37.0,67.0,90.0,376.9,23.4,17.6,1.5,8.8,91,616.0,15.8,20.6,36,3.3,27,11,56.5,35.8,11,4.06,0.07,3.99,5.0,2.1,200.0,113.0,56.5,52.0,22.0,42.3,47.0,18.0,38.3,36.0,1.0,14.0,28.0,3.0,22.0,157.0,34.0,76.0
KTP-Basket,Jesper Granlund,35,Jesper Granlund,39,26.2,1022.6,294.0,7.5,111.0,268.0,41.4,28.0,107.0,26.2,44.0,65.0,67.7,61.0,72.0,133.0,41.0,51.0,11.0,40.0,93.0,264.6,13.6,9.9,1.4,4.5,88,382.0,9.8,12.8,23,2.1,14,13,58.3,20.7,11,0.01,-4.76,4.78,2.6,4.4,94.0,57.0,60.6,54.0,18.0,33.3,107.0,28.0,26.2,44.0,4.0,12.0,18.0,0.0,10.0,58.0,75.0,57.0
KTP-Basket,Aaron Carver,24,Aaron Carver,39,22.4,875.2,198.0,5.1,72.0,175.0,41.1,6.0,25.0,24,48.0,74.0,64.9,125.0,196.0,321.0,54.0,22.0,21.0,42.0,88.0,119.6,7.2,6.6,1.8,10.8,111,309.0,7.9,10.4,17,2.4,15,0,56.7,15.0,7,0.5,-3.7,4.2,5.0,4.3,84.0,40.0,47.6,28.0,7.0,25,25.0,6.0,24,7.0,0.0,23.0,10.0,0.0,9.0,62.0,9.0,20.0
Korihait,Mikael Aalto,50,Mikael Aalto,38,25.6,972.1,622.0,16.4,217.0,340.0,63.8,11.0,25.0,44,177.0,214.0,82.7,104.0,150.0,254.0,43.0,37.0,15.0,88.0,126.0,401.4,21.0,20.5,1.4,8.4,95,717.0,18.9,23.6,51,3.0,28,23,66.9,44.1,17,3.41,-0.7,4.11,4.4,1.9,229.0,155.0,67.7,32.0,15.0,46.9,25.0,11.0,44,23.0,0.0,27.0,29.0,2.0,30.0,156.0,113.0,129.0
KTP-Basket,Koen Sapwell,2,Koen Sapwell,38,25.8,979.9,535.0,14.1,184.0,443.0,41.5,60.0,185.0,32.4,107.0,135.0,79.3,25.0,96.0,121.0,85.0,50.0,9.0,83.0,112.0,538.0,28.8,17.9,2.8,4.1,147,682.0,17.9,22.9,24,3.0,15,6,68.0,18.6,8,1.42,-3.07,4.5,2.2,2.5,162.0,83.0,51.2,78.0,32.0,41,185.0,60.0,32.4,66.0,13.0,40.0,37.0,0.0,6.0,60.0,182.0,128.0
Salon Vilpas,Ansley Almonor,0,Ansley Almonor,38,28.9,1098.2,525.0,13.8,174.0,402.0,43.3,87.0,206.0,42.2,90.0,103.0,87.4,65.0,171.0,236.0,41.0,20.0,28.0,61.0,68.0,425.6,19.9,17.7,1.4,7.9,0,525.0,13.8,17.7,0,0,0,0,0,0.0,0,2.75,-0.88,3.63,3.9,3.6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Korihait,Jalen Jackson,40,Jalen Jackson,38,29.9,1135.2,440.0,11.6,161.0,352.0,45.7,56.0,147.0,38.1,62.0,82.0,75.6,35.0,172.0,207.0,188.0,88.0,39.0,102.0,105.0,436.9,19.5,14.5,6.2,6.8,330,770.0,20.3,25.4,63,3.5,44,20,59.7,60.8,18,5.19,-2.09,7.28,2.6,2.4,90.0,54.0,60,109.0,46.0,42.2,147.0,56.0,38.1,37.0,35.0,52.0,40.0,0.0,10.0,55.0,114.0,135.0
Korihait,Brian Goracke,21,Brian Goracke,38,21.1,801.1,391.0,10.3,138.0,325.0,42.5,52.0,159.0,32.7,63.0,83.0,75.9,47.0,107.0,154.0,45.0,13.0,16.0,44.0,83.0,344.2,21.8,12.9,1.5,5.1,83,474.0,12.5,15.6,39,2.6,37,4,50.3,40.8,15,-0.95,-3.37,2.41,4.0,3.7,116.0,58.0,50,32.0,16.0,50,159.0,52.0,32.7,28.0,11.0,16.0,18.0,0.0,10.0,75.0,109.0,60.0
