Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
Spišskí Rytieri,"Jefferson, Joshua Stephen, Páleník, Juraj, Hill, Isaiah Malik, Stevanović, Marko, Kenney, Caleb Jamerson","Spišskí Rytieri|11,26,3,62,8",8,26.8,1608.0,55,18,45,40.0,6,19,31.6,13,19,68.4,0,0,0,9,0,0,6,0,70,57.0,96.5,119.8,-23.3,2.05,-15
BKM Mimel Lučenec,"Smith, Tevin Michael, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Beaubrun, Jalil Omar, Siládi, Matej","BKM Mimel Lučenec|11,13,3,7,8",6,16.7,1002.0,31,10,23,43.5,1,7,14.3,10,17,58.8,0,0,0,4,0,0,3,0,43,32.1,96.5,135.4,-39.0,1.86,-12
Spišskí Rytieri,"Páleník, Juraj, Hill, Isaiah Malik, Mrviš, Tomáš, Stevanović, Marko, Kenney, Caleb Jamerson","Spišskí Rytieri|26,3,33,62,8",6,16.2,970.0,22,9,26,34.6,1,10,10.0,3,5,60.0,0,0,0,6,0,0,1,0,32,28.0,78.5,82.0,-3.5,1.36,-10
BKM Mimel Lučenec,"Smith, Tevin Michael, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Willett, Shaun Gregory, Beaubrun, Jalil Omar","BKM Mimel Lučenec|11,13,3,6,7",3,15.5,928.0,43,17,31,54.8,3,8,37.5,6,9,66.7,0,0,0,6,0,0,3,0,24,36.4,118.0,76.6,41.4,2.78,19
Nitra Blue Wings,"Ikpe, Tristan Ekong, Underwood, Dimitrius Paul, Belikov, Oleksandr, Jones, Jordan Lamont, Bolek, Lukáš","Nitra Blue Wings|0,11,13,4,77",5,15.3,916.0,35,11,23,47.8,1,5,20.0,12,13,92.3,0,0,0,3,0,0,5,0,24,32.4,108.1,71.1,37.0,2.29,11
Iskra Svit,"Witt, Sevon Marquise, Rožánek, Róbert, Atwood, Tyrin Ja´quain, Jackson, Jasean Jatar, Hines Jr, Samuel Thomas","Iskra Svit|1,17,24,7,8",3,13.6,815.0,25,9,22,40.9,1,6,16.7,6,9,66.7,0,0,0,3,0,0,4,0,15,28.8,86.9,47.5,39.4,1.84,10
BC Komárno,"Gray, Aaron Jamal Naseem, Mckeithan, Corey Kaydon, Ormiston, Elijah Gregory, Millin, Tyler Terell, Wiggins, Carrington Roderick","BC Komárno|1,2,20,30,4",3,13.0,778.0,30,12,24,50.0,3,8,37.5,3,4,75.0,0,0,0,3,0,0,5,0,30,29.5,101.6,106.0,-4.4,2.31,0
BKM Mimel Lučenec,"Yap Jr, Donavan Ashley, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Beaubrun, Jalil Omar, Siládi, Matej","BKM Mimel Lučenec|0,13,3,7,8",3,11.5,690.0,34,12,17,70.6,4,7,57.1,6,6,100.0,0,0,0,4,0,0,5,0,17,23.7,143.7,71.9,71.9,2.96,17
Spišskí Rytieri,"Jones, Cameron Deshaun, Páleník, Juraj, Hill, Isaiah Malik, Stevanović, Marko, Kenney, Caleb Jamerson","Spišskí Rytieri|1,26,3,62,8",3,11.0,658.0,23,8,18,44.4,3,7,42.9,4,5,80.0,0,0,0,2,0,0,4,0,29,23.2,99.0,120.4,-21.4,2.1,-6
Patrioti Levice,"Mc Gill, Rickey Isaiah Justin, Bojanovský, Boris, Carius, William Glen, Wesson Jr, Keith Andre, Dorsey, Gabriel Jerome","Patrioti Levice|0,15,25,5,7",3,10.3,619.0,20,7,16,43.8,2,6,33.3,4,7,57.1,0,0,0,0,0,0,5,0,18,23.1,86.5,80.8,5.7,1.94,2
Nitra Blue Wings,"Ikpe, Tristan Ekong, Underwood, Dimitrius Paul, Ragland Jr, Guy Evers Kennedy, Jones, Jordan Lamont, Bolek, Lukáš","Nitra Blue Wings|0,11,19,4,77",4,10.1,608.0,17,6,15,40.0,1,5,20.0,4,6,66.7,0,0,0,4,0,0,5,0,18,21.7,78.2,77.9,0.4,1.68,-1
Patrioti Levice,"Mc Gill, Rickey Isaiah Justin, Ogundiran, Omotayo Jordan, Stuckman, Tanner Matthew, Wesson Jr, Keith Andre, Dorsey, Gabriel Jerome","Patrioti Levice|0,1,24,5,7",1,10.1,604.0,17,6,18,33.3,4,7,57.1,1,2,50.0,0,0,0,3,0,0,3,0,16,21.0,80.9,80.7,0.2,1.69,1
BC Komárno,"Gray, Aaron Jamal Naseem, Lawrence, Kimani Esque Tyrone, Mckeithan, Corey Kaydon, Ormiston, Elijah Gregory, Pospišil, Martin","BC Komárno|1,14,2,20,7",2,9.9,594.0,21,8,15,53.3,3,6,50.0,2,2,100.0,0,0,0,2,0,0,5,0,17,20.0,104.8,84.0,20.8,2.12,4
MBK Baník Handlová,"Harris, Jordan Lamont, Henson, Djimon Tyler, Láštic, Juraj, Petráš, Jakub, Mc Laughlin, Jeremy Lamar","MBK Baník Handlová|1,18,24,32,71",2,9.4,564.0,26,8,15,53.3,2,6,33.3,8,8,100.0,0,0,0,7,0,0,3,0,16,20.7,125.9,80.7,45.1,2.77,10
Košice Wolves,"Carter-Hollinger Iii, Derrick Deshaun, Wolfe, Todd Jacob, Early, David Lee, Halada, Filip, Rupert Iii, Clarence Edward","Košice Wolves|0,3,32,33,4",2,8.7,524.0,24,4,18,22.2,1,4,25.0,15,20,75.0,0,0,0,3,0,0,1,0,16,26.7,89.9,80.7,9.2,2.75,8
Patrioti Levice,"Kivimäki, Aatu Albert, Gergely, Ladislav, Pažický, Patrik, Solčánsky, Samuel, Wesson Jr, Keith Andre, Dorsey, Gabriel Jerome","Patrioti Levice|12,17,3,31,5,7",1,8.7,520.0,26,5,13,38.5,4,8,50.0,12,14,85.7,0,0,0,3,0,0,0,0,12,18.4,141.4,67.8,73.6,3.0,14
BC Komárno,"Volárik, Samuel, Lawrence, Kimani Esque Tyrone, Ormiston, Elijah Gregory, Henry, Tyron Desean, Covington, Yuri Shamar","BC Komárno|11,14,20,3,5",1,8.6,515.0,13,4,14,28.6,2,8,25.0,3,4,75.0,0,0,0,1,0,0,4,0,20,19.0,68.5,106.1,-37.5,1.51,-7
BKM Mimel Lučenec,"Yap Jr, Donavan Ashley, Smith, Tevin Michael, Boone Jr, Eric Dean Lewis, Brown, Jayden Xavier, Beaubrun, Jalil Omar","BKM Mimel Lučenec|0,11,3,5,7",3,8.4,504.0,11,2,12,16.7,1,7,14.3,6,9,66.7,0,0,0,1,0,0,4,0,15,19.2,57.4,78.6,-21.2,1.31,-4
BC Prievidza,"Toussaint, Joseph, Smith, Naje' Abdean, Alihodzic, Fahro, Thomas, Davontrey Shauni Zhmere, Lewis, Jaaden Allister Luke","BC Prievidza|15,23,25,4,55",2,8.3,501.0,24,6,10,60.0,0,2,0.0,12,12,100.0,0,0,0,2,0,0,2,0,15,16.6,144.7,90.8,53.8,2.87,9
Spišskí Rytieri,"Jefferson, Joshua Stephen, Páleník, Juraj, Mrviš, Tomáš, Stevanović, Marko, Kenney, Caleb Jamerson","Spišskí Rytieri|11,26,33,62,8",1,7.8,465.0,4,2,16,12.5,0,8,0.0,0,0,0,0,0,0,1,0,0,3,0,16,18.2,21.9,95.1,-73.2,0.52,-12
BKM Mimel Lučenec,"Yap Jr, Donavan Ashley, Wright, Atin Carl, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Beaubrun, Jalil Omar","BKM Mimel Lučenec|0,10,13,3,7",3,7.7,462.0,19,8,11,72.7,1,2,50.0,2,2,100.0,0,0,0,1,0,0,2,0,13,13.3,142.6,97.6,45.0,2.47,6
Patrioti Levice,"Mc Gill, Rickey Isaiah Justin, Bojanovský, Boris, Carius, William Glen, Wesson Jr, Keith Andre, Musić, Novak","Patrioti Levice|0,15,25,5,8",1,7.7,460.0,19,4,12,33.3,3,5,60.0,8,10,80.0,0,0,0,6,0,0,1,0,6,16.7,113.7,28.4,85.3,2.48,13
