Team,Lineup,Lineup_Key,Assister_Num,Assister_Name,Scorer_Num,Scorer_Name,Assists,Points_Created,Threes_Assisted,Twos_Assisted,Games,AST/G,PTS_Created/G
Spišskí Rytieri,"Páleník, Juraj, Hill, Isaiah Malik, Mrviš, Tomáš, Stevanović, Marko, Kenney, Caleb Jamerson","Spišskí Rytieri|26,3,33,62,8",3,"Hill, Isaiah Malik",8,"Kenney, Caleb Jamerson",3,6,0,3,3,1.0,2.0
Patrioti Levice,"Mc Gill, Rickey Isaiah Justin, Bojanovský, Boris, Carius, William Glen, Wesson Jr, Keith Andre, Musić, Novak","Patrioti Levice|0,15,25,5,8",0,"Mc Gill, Rickey Isaiah Justin",25,"Carius, William Glen",2,6,2,0,1,2.0,6.0
BC Prievidza,"Tolbert Iii, Anderson Sage, Smith, Naje' Abdean, Maring, Bonke Robert, Bishop Iv, James Edward, Reynolds, Noah Craig","BC Prievidza|1,23,24,5,9",23,"Smith, Naje' Abdean",9,"Reynolds, Noah Craig",2,6,2,0,1,2.0,6.0
BC Prievidza,"Tolbert Iii, Anderson Sage, Novák, Dávid, Smith, Naje' Abdean, Lewis, Jaaden Allister Luke, Reynolds, Noah Craig","BC Prievidza|1,10,23,55,9",9,"Reynolds, Noah Craig",55,"Lewis, Jaaden Allister Luke",2,5,1,1,1,2.0,5.0
BC Slovan Bratislava,"Abrhám, David, Thornton, Raynere Zynique, Stevenson, Shamiel Shawn, Radovanović, Marko, Medford Jr, Lester Fezell","BC Slovan Bratislava|14,3,4,6,8",8,"Medford Jr, Lester Fezell",6,"Radovanović, Marko",2,5,1,1,1,2.0,5.0
BKM Mimel Lučenec,"Yap Jr, Donavan Ashley, Smith, Tevin Michael, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Beaubrun, Jalil Omar","BKM Mimel Lučenec|0,11,13,3,7",0,"Yap Jr, Donavan Ashley",3,"Boone Jr, Eric Dean Lewis",2,5,1,1,2,1.0,2.5
BKM Mimel Lučenec,"Smith, Tevin Michael, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Willett, Shaun Gregory, Beaubrun, Jalil Omar","BKM Mimel Lučenec|11,13,3,6,7",3,"Boone Jr, Eric Dean Lewis",7,"Beaubrun, Jalil Omar",2,5,1,1,1,2.0,5.0
Iskra Svit,"Witt, Sevon Marquise, Matušek, Július, Rožánek, Róbert, Jackson, Jasean Jatar, Dailey, Maishe Ramel","Iskra Svit|1,15,17,7,98",7,"Jackson, Jasean Jatar",15,"Matušek, Július",2,5,1,1,1,2.0,5.0
Iskra Svit,"Yap Jr, Donavan Ashley, Matušek, Július, Rožánek, Róbert, Atwood, Tyrin Ja´quain, Jackson, Jasean Jatar","Iskra Svit|0,15,17,24,7",24,"Atwood, Tyrin Ja´quain",15,"Matušek, Július",2,5,1,1,1,2.0,5.0
Patrioti Levice,"Mc Gill, Rickey Isaiah Justin, Ogundiran, Omotayo Jordan, Stuckman, Tanner Matthew, Wesson Jr, Keith Andre, Dorsey, Gabriel Jerome","Patrioti Levice|0,1,24,5,7",1,"Ogundiran, Omotayo Jordan",24,"Stuckman, Tanner Matthew",2,5,1,1,1,2.0,5.0
BC Slovan Bratislava,"Abrhám, David, Szabó, Milan, Stevenson, Shamiel Shawn, Radovanović, Marko, Medford Jr, Lester Fezell","BC Slovan Bratislava|14,21,4,6,8",8,"Medford Jr, Lester Fezell",21,"Szabó, Milan",2,4,0,2,1,2.0,4.0
BC Komárno,"Gray, Aaron Jamal Naseem, Mckeithan, Corey Kaydon, Ormiston, Elijah Gregory, Millin, Tyler Terell, Wiggins, Carrington Roderick","BC Komárno|1,2,20,30,4",1,"Gray, Aaron Jamal Naseem",30,"Millin, Tyler Terell",2,4,0,2,1,2.0,4.0
BC Komárno,"Gray, Aaron Jamal Naseem, Lawrence, Kimani Esque Tyrone, Mckeithan, Corey Kaydon, Ormiston, Elijah Gregory, Pospišil, Martin","BC Komárno|1,14,2,20,7",2,"Mckeithan, Corey Kaydon",20,"Ormiston, Elijah Gregory",2,4,0,2,1,2.0,4.0
Iskra Svit,"Witt, Sevon Marquise, Rožánek, Róbert, Atwood, Tyrin Ja´quain, Sullivan, Avery Kordell, Jackson, Jasean Jatar","Iskra Svit|1,17,24,5,7",7,"Jackson, Jasean Jatar",1,"Witt, Sevon Marquise",2,4,0,2,1,2.0,4.0
BKM Mimel Lučenec,"Smith, Tevin Michael, Beck, Tervell Tyshawn, Boone Jr, Eric Dean Lewis, Willett, Shaun Gregory, Beaubrun, Jalil Omar","BKM Mimel Lučenec|11,13,3,6,7",7,"Beaubrun, Jalil Omar",6,"Willett, Shaun Gregory",2,4,0,2,1,2.0,4.0
MBK Baník Handlová,"Harris, Jordan Lamont, Henson, Djimon Tyler, Láštic, Juraj, Petráš, Jakub, Mc Laughlin, Jeremy Lamar","MBK Baník Handlová|1,18,24,32,71",1,"Harris, Jordan Lamont",32,"Petráš, Jakub",2,4,0,2,1,2.0,4.0
Spišskí Rytieri,"Jefferson, Joshua Stephen, Antoni, Adam, Hill, Isaiah Malik, Mrviš, Tomáš, Kincel, Samuel","Spišskí Rytieri|11,16,3,33,42",3,"Hill, Isaiah Malik",11,"Jefferson, Joshua Stephen",1,3,1,0,1,1.0,3.0
MBK Baník Handlová,"Sljivancanin, Jovan, Gutalj, Marko, Deang, Deng Thowat, Mcbride, Bryce Davien, Nikolič, Nemanja","MBK Baník Handlová|13,14,3,4,9",9,"Nikolič, Nemanja",4,"Mcbride, Bryce Davien",1,3,1,0,1,1.0,3.0
Košice Wolves,"Carter-Hollinger Iii, Derrick Deshaun, Monček, Adam, Early, David Lee, Halada, Filip, Rupert Iii, Clarence Edward","Košice Wolves|0,10,32,33,4",4,"Rupert Iii, Clarence Edward",32,"Early, David Lee",1,3,1,0,1,1.0,3.0
Košice Wolves,"Carter-Hollinger Iii, Derrick Deshaun, Wolfe, Todd Jacob, Early, David Lee, Halada, Filip, Rupert Iii, Clarence Edward","Košice Wolves|0,3,32,33,4",32,"Early, David Lee",3,"Wolfe, Todd Jacob",1,3,1,0,1,1.0,3.0
BC Prievidza,"Tolbert Iii, Anderson Sage, Novák, Dávid, Toussaint, Joseph, Thomas, Davontrey Shauni Zhmere, Reynolds, Noah Craig","BC Prievidza|1,10,15,4,9",15,"Toussaint, Joseph",4,"Thomas, Davontrey Shauni Zhmere",1,3,1,0,1,1.0,3.0
Spišskí Rytieri,"Jefferson, Joshua Stephen, Páleník, Juraj, Hill, Isaiah Malik, Stevanović, Marko, Kenney, Caleb Jamerson","Spišskí Rytieri|11,26,3,62,8",3,"Hill, Isaiah Malik",11,"Jefferson, Joshua Stephen",1,3,1,0,1,1.0,3.0
Iskra Svit,"Rožánek, Róbert, Turza, Šimon, Mallory, Messiah Jahnee - Jermain, Jackson, Jasean Jatar, Petojevic, Nikola","Iskra Svit|17,20,23,7,8",17,"Rožánek, Róbert",20,"Turza, Šimon",1,3,1,0,1,1.0,3.0
MBK Baník Handlová,"Kováčik, Peter, Šljivančanin, Jovan, Gutalj, Marko, Henson, Djimon Tyler, Deang, Deng Thowat","MBK Baník Handlová|10,13,14,18,3",14,"Gutalj, Marko",13,"Šljivančanin, Jovan",1,3,1,0,1,1.0,3.0
Iskra Svit,"Witt, Sevon Marquise, Rožánek, Róbert, Watts, Rocket, Turza, Šimon, Mallory, Messiah Jahnee - Jermain","Iskra Svit|1,17,2,20,23",23,"Mallory, Messiah Jahnee - Jermain",2,"Watts, Rocket",1,3,1,0,1,1.0,3.0
BC Komárno,"Volárik, Samuel, Lawrence, Kimani Esque Tyrone, Ormiston, Elijah Gregory, Henry, Tyron Desean, Covington, Yuri Shamar","BC Komárno|11,14,20,3,5",14,"Lawrence, Kimani Esque Tyrone",11,"Volárik, Samuel",1,3,1,0,1,1.0,3.0
Iskra Svit,"Matušek, Július, Watts Jr, Mark Anthony, Turza, Šimon, Mallory, Messiah Jahnee - Jermain, Jackson, Jasean Jatar","Iskra Svit|15,2,20,23,7",7,"Jackson, Jasean Jatar",20,"Turza, Šimon",1,3,1,0,1,1.0,3.0
Iskra Svit,"Matušek, Július, Watts Jr, Mark Anthony, Turza, Šimon, Mallory, Messiah Jahnee - Jermain, Jackson, Jasean Jatar","Iskra Svit|15,2,20,23,7",23,"Mallory, Messiah Jahnee - Jermain",7,"Jackson, Jasean Jatar",1,3,1,0,1,1.0,3.0
Patrioti Levice,"Kivimäki, Aatu Albert, Carius, William Glen, Wesson Jr, Keith Andre, Dorsey, Gabriel Jerome, Musić, Novak","Patrioti Levice|12,25,5,7,8",5,"Wesson Jr, Keith Andre",7,"Dorsey, Gabriel Jerome",1,3,1,0,1,1.0,3.0
