Canonical,Team,Numbers,Variations
"Mc Gill, Rickey Isaiah Justin",Patrioti Levice,0,"Mc Gill, Rickey Isaiah Justin"
"Wesson Jr, Keith Andre",Patrioti Levice,5,"Wesson Jr, Keith Andre"
"Dorsey, Gabriel Jerome",Patrioti Levice,7,"Dorsey, Gabriel Jerome"
"Music, Novak",Patrioti Levice,8,"Music, Novak"
"Carius, William Glen",Patrioti Levice,25,"Carius, William Glen"
"Pažický, Patrik",Patrioti Levice,3,"Pažický, Patrik"
"Chaban, Daniel",Patrioti Levice,21,"Chaban, Daniel"
"Solčánsky, Samuel",Patrioti Levice,31,"Solčánsky, Samuel"
"Krajčovič, Alex",Patrioti Levice,47,"Krajčovič, Alex"
"Kivimäki, Aatu Albert",Patrioti Levice,12,"Kivimäki, Aatu Albert"
"Gray, Aaron Jamal Naseem",BC Komárno,1,"Gray, Aaron Jamal Naseem"
"Henry, Tyron Desean",BC Komárno,3,"Henry, Tyron Desean"
"Volárik, Samuel",BC Komárno,11,"Volárik, Samuel"
"Covington, Yuri Shamar",BC Komárno,5,"Covington, Yuri Shamar"
"Pospišil, Martin",BC Komárno,7,"Pospišil, Martin"
"Kalinay, Samuel",BC Komárno,9,"Kalinay, Samuel"
"Koller, Martin",BC Komárno,13,"Koller, Martin"
"Balogh, Gergely",BC Komárno,17,"Balogh, Gergely"
"Ormiston, Elijah Gregory",BC Komárno,20,"Ormiston, Elijah Gregory"
"Yap, Donavan Ashley",BKM Mimel Lučenec,0,"Yap, Donavan Ashley"
"Huťka, Lukáš",BKM Mimel Lučenec,14,"Huťka, Lukáš"
"Thomas, Davontrey Shauni Zhmere",BC Prievidza,4,"Thomas, Davontrey Shauni Zhmere"
"Andre, Eduardo Benvindo Luvumbo",BC Prievidza,8,"Andre, Eduardo Benvindo Luvumbo"
"Novák, Dávid",BC Prievidza,10,"Novák, Dávid"
"Toussaint, Joseph",BC Prievidza,15,"Toussaint, Joseph"
"Lewis, Jaaden Allister Luke",BC Prievidza,55,"Lewis, Jaaden Allister Luke"
"Krutcký, Jakub",BC Prievidza,0,"Krutcký, Jakub"
"Tolbert Iii, Anderson Sage",BC Prievidza,1,"Tolbert Iii, Anderson Sage"
"Hričo, Patrik",BC Prievidza,7,"Hričo, Patrik"
"Reynolds, Noah Craig",BC Prievidza,9,"Reynolds, Noah Craig"
"Odukale Jr, Babafemi",BC Prievidza,11,"Odukale Jr, Babafemi"
"Jašš, Marek",BC Prievidza,13,"Jašš, Marek"
"Hlivák, Dalibor",BC Prievidza,17,"Hlivák, Dalibor"
"Ovčiarik, Andrej",Spišskí Rytieri,27,"Ovčiarik, Andrej"
"Nikolič, Nemanja",MBK Baník Handlová,9,"Nikolič, Nemanja"
"Krcho, Michal",Košice Wolves,1,"Krcho, Michal"
"Baťka, Michal",Košice Wolves,14,"Baťka, Michal"
"Jackson, Jasean Jatar",Iskra Svit,7,"Jackson, Jason; Jackson, Jasean Jatar"
"Watts Jr, Mark Anthony",Iskra Svit,2,"Watts Jr, Mark Anthony"
"Bambúch, Lukáš",Iskra Svit,3,"Bambúch, Lukáš"
"Jendrichovský, Lukáš",Iskra Svit,21,"Jendrichovský, Lukáš"
"Stevenson, Shamiel Shawn",BC Slovan Bratislava,4,"Stevenson, Shamiel Shawn"
"Šljivančanin, Jovan",MBK Baník Handlová,13,"Šljivančanin, Jovan"
"Nikolić, Nemanja",MBK Baník Handlová,9,"Nikolić, Nemanja"
"Henson, Djimon Tyler",MBK Baník Handlová,18,"Henson, Djimon Tyler"
"Stevanovič, Marko",Spišskí Rytieri,24,"Stevanovič, Marko"
"Wiggins, Carrington Roderick",BC Komárno,4,"Wiggins, Carrington Roderick; Wiggins, Carrington"
"Lawrence, Kimani Esque Tyrone",BC Komárno,14,"Lawrence, Kimani Esque Tyrone; Lawrence, Kimani"
"Krucký, Jakub",BC Prievidza,0,"Krucký, Jakub"
"Kokavec, Samuel",BC Prievidza,6,"Kokavec, Samuel"
"Stevanović, Marko",Spišskí Rytieri,62,"Stevanović, Marko"
"Smith, Naje' Abdean",BC Prievidza,23,"Smith, Naje' Abdean"
"Musić, Novak",Patrioti Levice,8,"Musić, Novak"
"Bojanovský, Boris",Patrioti Levice,15,"Bojanovský, Boris"
"Maring, Bonke Robert",BC Prievidza,24,"Maring, Bonke Robert"
"Alihodzic, Fahro",BC Prievidza,25,"Alihodzic, Fahro"
"Mawein, Akol",Patrioti Levice,55,"Mawein, Akol"
"Beck, Tervell Tyshawn",BKM Mimel Lučenec,13,"Beck, Tervell Tyshawn"
"Millin, Tyler Terell",BC Komárno,30,"Millin, Tyler Terell; Millin, Tyler"
"D´amico, Troy",Iskra Svit,0/98,"D´amico, Troy"
"Bonke, Maring",BC Prievidza,24,"Bonke, Maring"
"Náhlik, Andrej",Nitra Blue Wings,2,"Náhlik, Andrej"
"Thorton, Raynere",BC Slovan Bratislava,3,"Thorton, Raynere"
"Atwood, Tyrin Ja´quain",Iskra Svit,24/98,"Atwood, Tyrin Ja´quain"
"D'amico, Troy Thomas",Iskra Svit,0,"D'amico, Troy Thomas"
"Fletcher, Tairell Domonique",MBK Baník Handlová,1,"Fletcher, Tairell Domonique"
"Bujdoš, Dávid",Nitra Blue Wings,33/7,"Bujdoš, Dávid"
"Harris, Jordan Lamont",MBK Baník Handlová,1/11,"Harris, Jordan Lamont"
"Halenár, Alex",Nitra Blue Wings,33,"Halenár, Alex"
"Mckeithan, Corey Kaydon",BC Komárno,2,"Mckeithan, Corey Kaydon"
"Lobsinger, Owen Louis",BC Komárno,0,"Lobsinger, Owen Louis"
"John Jr, Avelon Luke",Košice Wolves,7,"John Jr, Avelon Luke"
"Thornton, Raynere Zynique",BC Slovan Bratislava,3,"Thornton, Raynere; Thornton, Raynere Zynique"
"Randuška, Bruno",BC Slovan Bratislava,99,"Randuška, Bruno"
"Hoferica, Šimon",Nitra Blue Wings,10,"Hoferica, Šimon"
"Mc Laughlin, Jeremy Lamar",MBK Baník Handlová,71,"Mc Laughlin, Jeremy Lamar"
"Glover, Jordan Lee",MBK Baník Handlová,34,"Glover, Jordan Lee"
"Sullivan, Avery Kordell",Iskra Svit,5,"Sullivan, Avery Kordell"
"Gaffney, Jalen Makanaokeakua",Košice Wolves,12,"Gaffney, Jalen Makanaokeakua"
"Jánošík, Juraj",BC Prievidza,6,"Jánošík, Juraj"
"Smith, Tevin Michael",BKM Mimel Lučenec,11,"Smith, Tevin Michael"
"Geleta, Milan",BKM Mimel Lučenec,10/23/34/6,"Geleta, Milan"
"Šimko, Maroš",Nitra Blue Wings,22,"Šimko, Maroš"
"Watson, Jordan Rashaun",BC Slovan Bratislava,0,"Watson, Jordan; Watson, Jordan Rashaun"
"Ivanko, Samuel",BC Prievidza,16,"Ivanko, Samuel"
"Gallant, Jason Nicholas",Spišskí Rytieri,13/4,"Gallant, Jason Nicholas; Gallant, Jason"
"Maroš, Šimko",Nitra Blue Wings,22,"Maroš, Šimko"
"Hines Jr, Samuel Thomas",Iskra Svit,8,"Hines Jr, Samuel Thomas"
"James, Christian Tyler",BC Slovan Bratislava,2,"James, Christian Tyler"
"Bishop Iv, James Edward",BC Prievidza,5,"Bishop Iv, James Edward"
"Jones Jr, Curtis Tarell",MBK Baník Handlová,5,"Jones Jr, Curtis Tarell"
"Sokolovskyi (*hgp), Dmytro",Spišskí Rytieri,1/17,"Sokolovskyi (*hgp), Dmytro"
"Dragović, Petar",MBK Baník Handlová,13/14/25/43,"Dragović, Petar"
Player#,Spišskí Rytieri,,Player#
"Zlocha, Matúš",BKM Mimel Lučenec,21/4/6,"Zlocha, Matúš"
"Dovhopol, Yehor",Košice Wolves,13,"Dovhopol, Yehor"
"Balogh, Máté",BC Komárno,0,"Balogh, Máté"
"Howard, Myles Derek",Košice Wolves,25,"Howard, Myles Derek"
"Olabode, Adeniyi Gabriel",BC Komárno,5,"Olabode, Adeniyi Gabriel"
"Drašković, Andrija",Spišskí Rytieri,88,"Drašković, Andrija"
"Pivovar, Martin",Spišskí Rytieri,2,"Pivovar, Martin"
"Montgomery, Ezekiel La'quan-Abe",Košice Wolves,11,"Montgomery, Ezekiel La'quan-Abe"
"Bailey, Jeremiah Kenyatta",Nitra Blue Wings,9,"Bailey, Jeremiah Kenyatta"
"Horvath, Brandon Matthew",Nitra Blue Wings,12,"Horvath, Brandon Matthew"
"Howard, Robert Paul",BC Slovan Bratislava,22,"Howard, Robert Paul"
"Dailey, Maishe Ramel",Iskra Svit,4/98,"Dailey, Maishe Ramel"
"Willett, Shaun Gregory",BKM Mimel Lučenec,6,"Willett, Shaun Gregory"
"Ogundiran, Omotayo Jordan",Patrioti Levice,1,"Ogundiran, Omotayo Jordan"
"Sejut, Adrián",Spišskí Rytieri,13,"Sejut, Adrián"
"Pot, Stefan",BC Slovan Bratislava,11,"Pot, Stefan"
"Evans Jr, Marc Kenyatta",Nitra Blue Wings,2,"Evans Jr, Marc Kenyatta"
"Fusek, Michael",Nitra Blue Wings,95,"Fusek, Michael"
"Stuckman, Tanner Matthew",Patrioti Levice,24,"Stuckman, Tanner Matthew"
"Bursać, Aleksandar",Patrioti Levice,19,"Bursać, Aleksandar"
"Perović, Marko",Košice Wolves,34,"Perović, Marko"
"Vaughns, Julian Pio",Košice Wolves,14,"Vaughns, Julian Pio"
"Jones, Cameron Deshaun",Spišskí Rytieri,1,"Jones, Cameron Deshaun"
"Jackson Jr, Cleveland Alan",MBK Baník Handlová,3,"Jackson Jr, Cleveland Alan"
"Stevenson, Tyler Donovan",BC Komárno,8,"Stevenson, Tyler Donovan"
"Farrakhan, Noah Ali",BC Komárno,3,"Farrakhan, Noah Ali"
"Merešš, Jakub",BKM Mimel Lučenec,14,"Merešš, Jakub"
