Team,Lineup,Lineup_Key,Games,Clutch_Minutes,Clutch_Seconds,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS_ALLOWED,POSS,OFF_RTG,DEF_RTG,NET_RTG,PTS/MIN,DIFF
ROSTOCK SEAWOLVES,"Crockett Jr. T., Klassen O., Schwartz D., Nicholson K., Lansdowne D.","ROSTOCK SEAWOLVES|0,29,5,8,9",4,14.4,864.0,33,12,25,48.0,3,9,33.3,6,10,60.0,0,0,0,6,0,0,1,0,31,30.4,108.6,107.9,0.6,2.29,2
FC Bayern München Basketball,"da Silva O., Jessup J., Lucic V., Obst A., Giffey N., Kratzer L.","FC Bayern München Basketball|1,10,11,13,5,8",1,13.4,806.0,36,10,21,47.6,5,11,45.5,11,14,78.6,0,0,0,6,0,0,4,0,43,31.2,115.5,142.4,-26.9,2.68,-7
NINERS Chemnitz,"Yebo K., Mushidi K., Sibande N., Davis C., Schakel J., Minchev Y.","NINERS Chemnitz|0,11,2,5,8,91",2,13.3,797.0,30,10,24,41.7,3,9,33.3,7,11,63.6,0,0,0,4,0,0,4,0,26,32.8,91.4,101.4,-10.1,2.26,4
Telekom Baskets Bonn,"Jongkuch K., Comithier A., Garrett Jr. J., Birts T., Murphy G.","Telekom Baskets Bonn|15,2,4,5,7",5,13.3,800.0,34,12,24,50.0,2,10,20.0,8,8,100.0,0,0,0,5,0,0,4,0,21,31.5,107.9,86.3,21.5,2.55,13
Fitness First Würzburg Baskets,"Mintz D., Stove J., Thompson C., Carr M., Muenkat D.","Fitness First Würzburg Baskets|10,22,32,5,55",1,12.8,768.0,28,9,26,34.6,3,11,27.3,7,7,100.0,0,0,0,2,0,0,3,0,19,32.1,87.3,74.1,13.2,2.19,9
SKYLINERS,"Swope I., LeDee J., Hawkins R., Alleyne N., Christmas W.","SKYLINERS|1,13,33,4,8",3,11.5,690.0,24,9,20,45.0,1,8,12.5,5,5,100.0,0,0,0,6,0,0,5,0,23,27.2,88.2,92.4,-4.2,2.09,1
Science City Jena,"Dunn-Martin T., Osobor G., Wieskamp J., Braxton JR K., Washington E., Herrera A.","Science City Jena|0,1,10,13,33,41",1,11.3,681.0,18,6,16,37.5,3,7,42.9,3,4,75.0,0,0,0,4,0,0,5,0,25,22.8,79.1,102.0,-22.9,1.59,-7
Fitness First Würzburg Baskets,"Mintz D., Ivey B., Stove J., Thompson C., Muenkat D.","Fitness First Würzburg Baskets|10,11,22,32,55",1,10.4,627.0,32,10,13,76.9,4,5,80.0,8,8,100.0,0,0,0,5,0,0,4,0,26,20.5,155.9,142.9,13.1,3.06,6
VET-CONCEPT Gladiators Trier,"Linßen M., Roland J., Guillozet C., Brooks E., Hollersbacher M.","VET-CONCEPT Gladiators Trier|12,15,4,55,9",2,9.9,592.0,31,6,15,40.0,4,9,44.4,15,17,88.2,0,0,0,6,0,0,4,0,21,26.5,117.1,87.2,29.9,3.14,10
SYNTAINICS MBC,"Thomas K., Callison C., Reaves S., Welp C., Planinic J.","SYNTAINICS MBC|0,23,31,40,44",3,9.2,549.0,25,8,16,50.0,5,10,50.0,4,4,100.0,0,0,0,5,0,0,0,0,25,17.8,140.8,165.8,-25.0,2.73,0
