Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Okapi Aalst,Dante Jr MADDOX,21,Dante Jr MADDOX,26,31.2,810.0,674.0,25.9,209.0,375.0,55.7,87.0,178.0,48.9,169.0,190.0,88.9,24.0,147.0,171.0,66.0,30.0,8.0,60.0,48.0,474.8,30.4,33.1,3.2,8.4,152,826.0,31.8,40.6,75,5.4,40,30,70.5,57.2,14,11.55,7.33,4.23,3.6,1.0,26.0,20.0,76.9,171.0,102.0,59.6,0.0,0.0,0,15.0,56.0,11.0,33.0,0.0,14.0,65.0,193.0,116.0
Okapi Aalst,Eddie COLBERT III,0,Eddie COLBERT III,26,32.9,856.0,424.0,16.3,152.0,320.0,47.5,60.0,153.0,39.2,60.0,76.0,78.9,35.0,169.0,204.0,32.0,27.0,14.0,51.0,53.0,354.7,21.5,20.8,1.6,10.0,64,488.0,18.8,24.0,13,2.2,12,2,50.5,14.9,6,1.93,-0.36,2.29,4.5,4.0,38.0,24.0,63.2,129.0,68.0,52.7,0.0,0.0,0,10.0,4.0,23.0,21.0,0.0,5.0,50.0,126.0,84.0
Okapi Aalst,Niels VAN DEN EYNDE,9,Niels VAN DEN EYNDE,26,33.4,868.0,406.0,15.6,141.0,290.0,48.6,39.0,115.0,33.9,85.0,107.0,79.4,11.0,55.0,66.0,190.0,32.0,1.0,76.0,68.0,386.0,23.1,20.0,9.3,3.2,404,810.0,31.2,39.8,28,2.8,18,16,55.9,31.0,10,1.81,0.78,1.03,1.0,1.5,23.0,16.0,69.6,152.0,86.0,56.6,0.0,0.0,0,16.0,20.0,47.0,26.0,0.0,3.0,30.0,85.0,72.0
Okapi Aalst,Siebe LEDEGEN,10,Siebe LEDEGEN,26,28.5,742.0,339.0,13.0,132.0,245.0,53.9,29.0,70.0,41.4,46.0,56.0,82.1,39.0,53.0,92.0,53.0,25.0,5.0,28.0,71.0,248.3,17.3,16.7,2.6,4.5,114,453.0,17.4,22.3,8,2.0,8,0,50.0,8.0,4,2.49,-0.08,2.58,2.8,3.4,39.0,28.0,71.8,136.0,75.0,55.1,0.0,0.0,0,14.0,2.0,7.0,16.0,0.0,3.0,60.0,85.0,51.0
Okapi Aalst,Ivan MARAS,3,Ivan MARAS,26,24.4,635.0,267.0,10.3,91.0,182.0,50,18.0,65.0,27.7,67.0,79.0,84.8,38.0,89.0,127.0,50.0,12.0,18.0,37.0,63.0,207.1,16.9,13.1,2.5,6.2,125,392.0,15.1,19.3,31,3.9,19,14,61.6,26.2,8,2.02,-1.17,3.18,4.3,3.5,32.0,21.0,65.6,85.0,52.0,61.2,0.0,0.0,0,9.0,0.0,14.0,20.0,0.0,1.0,37.0,32.0,34.0
Filou Oostende,Pierre-Antoine GILLET,30,Pierre-Antoine GILLET,26,25.4,660.0,245.0,9.4,84.0,174.0,48.3,63.0,138.0,45.7,14.0,19.0,73.7,38.0,106.0,144.0,38.0,12.0,3.0,23.0,67.0,160.7,13.1,12.6,2.0,7.4,76,321.0,12.3,16.5,11,1.6,10,2,50.6,12.9,7,4.94,1.39,3.55,3.8,3.5,16.0,12.0,75,20.0,9.0,45,0.0,0.0,0,6.0,0.0,13.0,5.0,0.0,0.0,48.0,33.0,32.0
Okapi Aalst,Mattias PALINCKX,15,Mattias PALINCKX,26,14.1,367.0,195.0,7.5,81.0,119.0,68.1,1.0,1.0,100,32.0,48.0,66.7,33.0,57.0,90.0,24.0,17.0,6.0,28.0,88.0,129.7,18.3,9.6,1.2,4.4,48,243.0,9.3,11.9,18,3.0,12,2,69.9,13.9,6,1.56,-2.84,4.4,4.4,2.8,41.0,27.0,65.9,77.0,53.0,68.8,0.0,0.0,0,10.0,0.0,6.0,9.0,0.0,0.0,33.0,26.0,29.0
Filou Oostende,Joppe MENNES,8,Joppe MENNES,26,21.0,545.0,144.0,5.5,57.0,108.0,52.8,9.0,38.0,23.7,21.0,42.0,50,33.0,49.0,82.0,41.0,20.0,12.0,22.0,36.0,110.9,10.9,7.4,2.1,4.2,102,246.0,9.5,12.6,8,1.6,7,0,57.1,7.0,5,3.65,-1.01,4.66,3.3,4.2,31.0,27.0,87.1,39.0,21.0,53.8,0.0,0.0,0,8.0,0.0,13.0,5.0,0.0,3.0,30.0,38.0,30.0
Okapi Aalst,Ozzy MASSEY,11,Ozzy MASSEY,26,8.5,221.0,35.0,1.3,11.0,36.0,30.6,6.0,22.0,27.3,7.0,10.0,70,8.0,14.0,22.0,14.0,7.0,4.0,5.0,36.0,35.9,8.4,1.7,0.7,1.1,36,71.0,2.7,3.5,5,2.5,3,2,64.4,4.9,2,-1.8,-5.12,3.32,3.1,4.9,5.0,2.0,40,9.0,3.0,33.3,0.0,0.0,0,1.0,0.0,2.0,2.0,0.0,0.0,7.0,2.0,8.0
Okapi Aalst,Jasper UNAL,4,Jasper UNAL,26,7.3,191.0,25.0,1.0,8.0,19.0,42.1,1.0,5.0,20,8.0,13.0,61.5,4.0,13.0,17.0,21.0,9.0,0.0,8.0,35.0,27.6,7.5,1.2,1.0,0.8,40,65.0,2.5,3.2,0,0.0,0,2,0.0,0.9,1,-1.55,-5.86,4.31,2.1,4.2,1.0,1.0,100,13.0,6.0,46.2,0.0,0.0,0,1.0,0.0,4.0,3.0,0.0,1.0,3.0,11.0,4.0
Den Helder Suns,Reginald MESIDOR,1,Reginald MESIDOR,25,32.8,821.0,529.0,21.2,176.0,450.0,39.1,84.0,249.0,33.7,93.0,142.0,65.5,21.0,94.0,115.0,132.0,34.0,2.0,105.0,75.0,572.6,35.7,27.1,6.8,5.9,308,837.0,33.5,42.8,41,3.4,31,15,54.5,47.6,12,0.22,-1.76,1.98,1.8,1.0,34.0,19.0,55.9,167.0,73.0,43.7,0.0,0.0,0,19.0,53.0,46.0,39.0,0.0,11.0,60.0,124.0,79.0
