# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 256
# Qualified players exported: 174
# Total stints used: 6833
# Garbage time stints excluded: 342
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Filou Oostende,30,Pierre-Antoine GILLET,1201,6.5,3.19,9.69
Windrose Giants Antwerp,0,Rasheed BELLO,1020,5.6,2.35,7.95
Brussels Basketball,17,Demetric HORTON,1087,4.76,2.53,7.29
Hubo Limburg United,55,Jalen BLACKMON,1321,4.19,2.93,7.13
Stella Artois Leuven Bears,32,Tytan ANDERSON,1406,1.95,4.07,6.02
Kangoeroes Basket Mechelen,2,Yannick DAMMEN,1069,4.24,1.57,5.82
Heroes Den Bosch,35,Jae'lyn WITHERS,795,3.05,2.1,5.15
Okapi Aalst,21,Dante Jr MADDOX,1500,5.71,-0.57,5.14
Hubo Limburg United,10,Aubin GATERETSE,756,3.04,1.99,5.02
Windrose Giants Antwerp,32,Vincent KESTELOOT,1028,4.52,0.48,5.0
House of Talents Spurs Kortrijk,4,Noel COLEMAN,745,4.36,0.37,4.73
LWD Basket,33,Leo O'BOYLE,1053,6.08,-1.37,4.71
Windrose Giants Antwerp,8,Letto VAN DROM,326,2.94,1.72,4.66
Windrose Giants Antwerp,10,Andrew FUNK,1032,2.09,2.14,4.23
Brussels Basketball,0,Jalen FINCH,944,3.04,1.17,4.21
Filou Oostende,31,Noam YAACOV,1060,3.69,0.45,4.14
Kangoeroes Basket Mechelen,12,Augustas PECIUKEVICIUS,480,-1.13,5.26,4.13
Hubo Limburg United,16,Wout LEEMANS,841,2.17,1.89,4.06
Windrose Giants Antwerp,24,Kevin TUMBA,526,-0.49,4.48,3.99
Val-Dieu Spirou Basket,2,Zeb JACKSON,493,0.59,3.4,3.98
House of Talents Spurs Kortrijk,33,Sam HOFMAN,678,2.51,1.47,3.98
Filou Oostende,4,Simon BUYSSE,1013,1.01,2.92,3.93
Okapi Aalst,15,Mattias PALINCKX,670,1.14,2.72,3.85
Filou Oostende,17,Moussa SYLLA,405,1.12,2.67,3.79
House of Talents Spurs Kortrijk,0,Darren WILLIAMS,844,3.91,-0.13,3.78
Donar Groningen,1,Austin LUKE,869,2.01,1.75,3.75
Val-Dieu Spirou Basket,11,Eric NOTTAGE,605,2.68,0.89,3.57
Kangoeroes Basket Mechelen,30,Joshua HEATH,1389,1.31,1.91,3.22
Landstede Hammers,6,Coen STOLK,1283,1.18,2.01,3.19
Heroes Den Bosch,26,Keevan VEINOT,924,1.57,1.6,3.17
House of Talents Spurs Kortrijk,21,Ithiel HORTON,607,0.68,2.47,3.15
Brussels Basketball,7,Tonko VUKO,1009,2.5,0.39,2.9
Den Helder Suns,3,Thijs BEENS,329,1.62,1.26,2.88
Hubo Limburg United,3,Marijn VERVERS,1212,0.67,2.15,2.82
Kangoeroes Basket Mechelen,5,Zaba BANGALA,1026,0.45,2.27,2.72
Filou Oostende,5,Jordan SCHAKEL,310,2.81,-0.13,2.68
Zorg en Zekerheid Leiden,5,Tyreek SCOTT-GRAYSON,969,1.53,1.12,2.65
Windrose Giants Antwerp,5,Enoch CHEEKS,1053,0.9,1.75,2.64
Heroes Den Bosch,0,Arunas MIKALAUSKAS,980,2.12,0.48,2.6
Landstede Hammers,13,Boyd VAN DER VUURST,1104,-0.91,3.35,2.44
Hubo Limburg United,21,Thibault VANDERHAEGEN,819,0.66,1.64,2.3
Val-Dieu Spirou Basket,31,Enoch BOAKYE,356,-0.06,2.34,2.28
Hubo Limburg United,7,Noah BAUMANN,506,1.66,0.61,2.27
Windrose Giants Antwerp,26,Niels DE RIDDER,714,1.54,0.71,2.25
Zorg en Zekerheid Leiden,13,Sam HUURMAN,740,-1.64,3.6,1.96
Okapi Aalst,9,Niels VAN DEN EYNDE,1583,3.2,-1.27,1.93
Donar Groningen,32,Kjeld ZUIDEMA,407,-2.11,4.02,1.92
Heroes Den Bosch,20,Luuk VAN BREE,1068,1.75,0.02,1.77
Zorg en Zekerheid Leiden,0,Javian MC COLLUM,819,2.67,-0.97,1.7
House of Talents Spurs Kortrijk,14,Servaas BUYSSCHAERT,573,0.84,0.81,1.65
Heroes Den Bosch,2,Boy VAN VLIET,802,1.67,-0.08,1.59
House of Talents Spurs Kortrijk,6,Jarne LESUISSE,793,0.78,0.81,1.59
Windrose Giants Antwerp,13,Yoeri SCHOEPEN,653,0.46,1.1,1.56
Filou Oostende,1,Aaron ESTRADA,482,1.47,-0.01,1.46
Stella Artois Leuven Bears,2,Wilson PRUITT,1244,0.75,0.66,1.41
Zorg en Zekerheid Leiden,17,Lucas KRUITHOF,1494,-0.76,2.16,1.4
Donar Groningen,22,Wietze NOSSEK,265,-0.5,1.86,1.37
Val-Dieu Spirou Basket,4,Juwan GARY,1180,0.61,0.75,1.36
Stella Artois Leuven Bears,7,Guillaume DE MOL,486,0.31,1.03,1.35
Stella Artois Leuven Bears,3,Kelton TALFORD,1051,1.41,-0.09,1.32
Okapi Aalst,3,Ivan MARAS,1164,1.66,-0.46,1.2
Brussels Basketball,3,Onyeka JOE AGU,532,0.56,0.64,1.2
Zorg en Zekerheid Leiden,28,Nate ROBERTS,932,2.03,-0.94,1.09
Landstede Hammers,25,Grayson Alexander CARTER,632,-1.05,2.08,1.03
Stella Artois Leuven Bears,1,James BLACKMON,784,2.04,-1.05,0.99
Union Mons-Hainaut,10,Lual DIING,1113,0.64,0.29,0.93
Filou Oostende,22,Andre GUSTAVSON,673,-0.42,1.35,0.93
Hubo Limburg United,9,Jonas DELALIEUX,467,0.24,0.66,0.9
LWD Basket,4,Christopher MAIDOH,784,0.28,0.55,0.83
Donar Groningen,3,Dane ERIKSTRUP,823,1.34,-0.57,0.77
Den Helder Suns,7,Carter GILMORE,1438,0.59,0.15,0.74
Okapi Aalst,11,Ozzy MASSEY,379,-0.2,0.93,0.73
Zorg en Zekerheid Leiden,12,Jibbe SICKING,940,1.95,-1.26,0.69
House of Talents Spurs Kortrijk,25,Marvin SMITH,253,-0.27,0.86,0.59
Donar Groningen,33,Damian FORREST,831,0.72,-0.31,0.41
Den Helder Suns,10,Jonas VISSER,684,-2.77,3.12,0.35
House of Talents Spurs Kortrijk,13,Kihei CLARK,581,-1.0,1.34,0.34
LWD Basket,3,Matt FRIERSON,992,2.54,-2.24,0.3
Val-Dieu Spirou Basket,13,Lukijan ZECEVIC,385,-0.29,0.49,0.2
Okapi Aalst,4,Jasper UNAL,305,-0.56,0.73,0.17
Okapi Aalst,0,Eddie COLBERT III,1573,0.86,-0.78,0.08
Okapi Aalst,6,Glenn TEMMERMAN,743,-1.34,1.4,0.06
Val-Dieu Spirou Basket,19,Lionel COLSON,319,1.99,-1.98,0.01
Windrose Giants Antwerp,9,Elias LASISI,681,0.53,-0.53,0.0
Val-Dieu Spirou Basket,23,Christopher LYKES,499,-1.03,1.0,-0.03
Donar Groningen,5,Evan TAYLOR,629,-0.06,0.02,-0.04
Filou Oostende,15,Max FIEDLER,579,1.66,-1.74,-0.08
Filou Oostende,23,Aleksandre MERKVILADZE,391,1.55,-1.72,-0.17
Okapi Aalst,10,Siebe LEDEGEN,1368,1.47,-1.67,-0.21
Brussels Basketball,10,Louis HAZARD,1086,-0.95,0.56,-0.39
Val-Dieu Spirou Basket,3,Dontrez STYLES,1204,-0.18,-0.24,-0.42
Filou Oostende,8,Joppe MENNES,944,1.26,-1.68,-0.43
PrismaWorx BAL,14,Niels VAN HOLST,622,0.01,-0.47,-0.45
Stella Artois Leuven Bears,11,Roel BUCUMI,1125,-0.96,0.46,-0.5
Union Mons-Hainaut,7,Malik WHITAKER,766,-0.35,-0.21,-0.55
Donar Groningen,4,Malik MILLER,775,0.11,-0.67,-0.57
House of Talents Spurs Kortrijk,55,Joanic GRUTTNER BACOUL,545,-0.61,-0.0,-0.61
Heroes Den Bosch,13,Troy KOEHLER,683,-2.4,1.78,-0.61
Landstede Hammers,11,Troy Drake DOBBS,939,0.27,-0.95,-0.68
Kangoeroes Basket Mechelen,22,Leander DEDROOG,979,-0.76,0.07,-0.68
Den Helder Suns,2,Siem UIJTENDAAL,842,-1.08,0.33,-0.74
Brussels Basketball,5,Alexandre LIBERT,971,-0.34,-0.41,-0.75
House of Talents Spurs Kortrijk,22,Keon AMBROSE-HYLTON,841,-3.07,2.21,-0.86
Union Mons-Hainaut,13,Maks KLANJSCEK,1329,3.67,-4.55,-0.88
Union Mons-Hainaut,0,Greg MILTON III,1144,-0.03,-0.88,-0.91
LWD Basket,0,Sam MAILLET,905,0.03,-1.05,-1.02
PrismaWorx BAL,7,Kenyuoe ONDAAN,917,-2.38,1.31,-1.07
Heroes Den Bosch,90,Charlon KLOOF,329,-1.87,0.74,-1.13
Zorg en Zekerheid Leiden,10,Roeland SCHAFTENAAR,740,-0.62,-0.58,-1.19
Rotterdam City Basketball,17,Tydus VERHOEVEN,665,-2.39,1.19,-1.2
Brussels Basketball,6,Jamison OVERTON,889,0.82,-2.11,-1.28
Hubo Limburg United,33,Nicholas MUSZYNSKI,787,-1.71,0.4,-1.3
Heroes Den Bosch,21,Menno DIJKSTRA,858,-0.72,-0.64,-1.35
Donar Groningen,21,Tim HOEVE,409,-1.3,-0.07,-1.37
Windrose Giants Antwerp,11,Joel MURRAY,587,-1.66,0.26,-1.4
Rotterdam City Basketball,11,James GRAHAM,1334,-1.25,-0.21,-1.47
Landstede Hammers,9,Devin WHITFIELD,1327,-0.74,-0.91,-1.66
Hubo Limburg United,6,Oshean BRATHWAITE,463,0.0,-1.67,-1.67
Landstede Hammers,20,Nelson Ellis HASKIN,898,-0.11,-1.58,-1.69
Zorg en Zekerheid Leiden,9,Stan VAN DEN ELZEN,1120,-0.79,-0.95,-1.73
PrismaWorx BAL,33,Kjell DE GRAAF,947,-1.65,-0.19,-1.85
Den Helder Suns,33,Nick THRAN,916,-3.29,1.43,-1.86
Filou Oostende,16,Haris BRATANOVIC,841,-1.31,-0.63,-1.94
Den Helder Suns,1,Reginald MESIDOR,1516,-0.26,-1.68,-1.95
Stella Artois Leuven Bears,14,Roby ROGIERS,617,-4.12,2.17,-1.95
Heroes Den Bosch,4,Xavier CORK,491,-1.92,-0.03,-1.95
Stella Artois Leuven Bears,17,Stef SCHAUVLIEGER,572,-4.46,2.51,-1.96
LWD Basket,28,Tristan DE ZWART FORSYTH,891,0.38,-2.38,-1.99
Heroes Den Bosch,24,Kerwin WALTON,1008,0.16,-2.23,-2.06
Landstede Hammers,5,Leon WILLIAMS,975,-3.2,1.06,-2.15
Brussels Basketball,27,Jared AMBROSE,821,-0.64,-1.52,-2.16
Landstede Hammers,15,Klavs DUBULTS,602,-1.78,-0.41,-2.19
PrismaWorx BAL,17,Ryan MUHR,848,-0.89,-1.34,-2.23
Stella Artois Leuven Bears,6,Victor VANDERSTRAETEN,458,-2.54,0.3,-2.24
Hubo Limburg United,25,Nicolas TIMBERLAKE,406,-0.89,-1.36,-2.25
Rotterdam City Basketball,4,Nino VRENCKEN,710,-2.55,0.3,-2.25
Den Helder Suns,42,Drew STOVER,1118,0.39,-2.69,-2.31
Den Helder Suns,0,Bryan ANTOINE,1378,-0.82,-1.57,-2.39
Union Mons-Hainaut,14,Matic MIKUS,705,-0.97,-1.47,-2.44
House of Talents Spurs Kortrijk,9,Bram BOGAERTS,1110,-1.95,-0.58,-2.53
House of Talents Spurs Kortrijk,7,Jules ISEBAERT,517,-2.18,-0.43,-2.62
Val-Dieu Spirou Basket,12,Maxime BILOLO KATUALA,404,-0.38,-2.27,-2.65
Rotterdam City Basketball,21,Tjall DE VAAL,862,0.45,-3.2,-2.75
Hubo Limburg United,5,Quentin SERRON,676,-0.4,-2.56,-2.96
Union Mons-Hainaut,18,Matteo VERSTRAETE,934,-1.39,-1.65,-3.03
Rotterdam City Basketball,9,Chukwuzinife NWOKEJI,882,-2.16,-0.9,-3.06
