Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Salon Vilpas,Ansley Almonor,0,Ansley Almonor,35,29.3,1025.2,489.0,14.0,162.0,372.0,43.5,82.0,191.0,42.9,83.0,94.0,88.3,60.0,158.0,218.0,40.0,19.0,25.0,59.0,62.0,395.9,19.8,17.8,1.5,8.0,0,489.0,14.0,17.8,0,0,0,0,0,0.0,0,2.61,-0.96,3.57,3.9,3.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salon Vilpas,Jalen Brooks,5,Jalen Brooks,34,27.8,944.9,552.0,16.2,197.0,377.0,52.3,48.0,119.0,40.3,110.0,170.0,64.7,107.0,174.0,281.0,70.0,61.0,27.0,56.0,85.0,384.8,20.9,20.1,2.6,10.3,116,668.0,19.6,24.4,42,3.0,27,20,58.7,40.8,14,8.48,2.08,6.4,3.8,2.5,137.0,87.0,63.5,77.0,29.0,37.7,119.0,48.0,40.3,44.0,7.0,27.0,20.0,1.0,8.0,146.0,128.0,128.0
Tapiolan Honka,Taye Donald,3,Taye Donald,34,27.8,943.9,509.0,15.0,173.0,421.0,41.1,57.0,192.0,29.7,106.0,139.0,76.3,17.0,118.0,135.0,181.0,55.0,17.0,104.0,85.0,546.4,27.8,18.0,6.4,4.8,344,853.0,25.1,30.2,38,2.7,27,16,55.8,42.0,14,1.51,-2.89,4.39,2.1,1.8,161.0,83.0,51.6,43.0,17.0,39.5,192.0,57.0,29.7,64.0,26.0,69.0,28.0,0.0,7.0,53.0,159.0,95.0
KTP-Basket,Hannes Pöllä,44,Hannes Pöllä,34,21.7,737.3,464.0,13.6,162.0,299.0,54.2,16.0,38.0,42.1,124.0,175.0,70.9,92.0,134.0,226.0,38.0,6.0,33.0,63.0,80.0,333.1,23.5,17.7,1.5,8.6,75,539.0,15.9,20.6,36,3.6,26,11,58.4,34.8,10,4.43,-0.27,4.71,5.0,2.1,176.0,102.0,58,43.0,16.0,37.2,38.0,16.0,42.1,35.0,2.0,14.0,27.0,3.0,19.0,134.0,26.0,70.0
Tapiolan Honka,Isaiah Kelly,35,Isaiah Kelly,34,25.0,849.8,419.0,12.3,169.0,341.0,49.6,34.0,102.0,33.3,47.0,103.0,45.6,76.0,136.0,212.0,111.0,34.0,36.0,89.0,96.0,383.3,21.7,14.8,3.9,7.5,217,636.0,18.7,22.5,11,1.1,13,5,36.2,21.2,10,1.25,-3.79,5.04,4.2,2.5,184.0,102.0,55.4,29.0,13.0,44.8,102.0,34.0,33.3,38.0,4.0,48.0,23.0,0.0,18.0,72.0,145.0,89.0
Salon Vilpas,Ze'Rik Onyema,21,Ze'Rik Onyema,34,17.7,601.1,362.0,10.6,156.0,231.0,67.5,1.0,3.0,33.3,49.0,78.0,62.8,92.0,150.0,242.0,35.0,30.0,37.0,60.0,86.0,224.0,19.1,13.2,1.3,8.8,63,425.0,12.5,15.5,18,2.6,13,7,56.0,19.1,7,6.72,0.02,6.7,5.0,2.2,159.0,111.0,69.8,33.0,13.0,39.4,3.0,1.0,33.3,55.0,0.0,19.0,29.0,0.0,12.0,88.0,74.0,65.0
KTP-Basket,Jesper Granlund,35,Jesper Granlund,34,26.7,906.5,274.0,8.1,103.0,233.0,44.2,26.0,87.0,29.9,42.0,57.0,73.7,51.0,67.0,118.0,36.0,48.0,11.0,37.0,82.0,234.3,13.5,10.5,1.4,4.5,75,349.0,10.3,13.3,20,2.2,11,11,63.1,16.8,9,1.25,-4.42,5.67,2.7,4.2,86.0,52.0,60.5,48.0,18.0,37.5,87.0,26.0,29.9,39.0,7.0,11.0,16.0,0.0,10.0,52.0,72.0,56.0
Salon Vilpas,Sebastian Lindberg,14,Sebastian Lindberg,34,19.3,654.9,185.0,5.4,64.0,185.0,34.6,37.0,120.0,30.8,20.0,34.0,58.8,22.0,40.0,62.0,55.0,23.0,5.0,26.0,84.0,195.8,15.3,6.8,2.0,2.3,85,270.0,7.9,9.9,13,2.2,11,4,50.9,12.8,6,-1.63,-5.46,3.83,2.2,4.4,22.0,13.0,59.1,40.0,12.0,30,120.0,37.0,30.8,8.0,7.0,21.0,3.0,0.0,2.0,29.0,59.0,40.0
KTP-Basket,Aaron Carver,24,Aaron Carver,34,23.0,780.9,179.0,5.3,65.0,154.0,42.2,4.0,20.0,20,45.0,68.0,66.2,106.0,175.0,281.0,45.0,20.0,19.0,39.0,75.0,112.2,7.5,6.8,1.7,10.7,85,264.0,7.8,10.1,12,2.4,11,0,54.5,11.0,5,0.79,-3.98,4.77,5.0,4.4,75.0,37.0,49.3,27.0,7.0,25.9,20.0,4.0,20,7.0,0.0,21.0,9.0,0.0,9.0,51.0,9.0,12.0
Salon Vilpas,Eero Innamaa,22,Eero Innamaa,34,21.2,720.1,169.0,5.0,66.0,149.0,44.3,17.0,59.0,28.8,20.0,33.0,60.6,41.0,64.0,105.0,78.0,19.0,4.0,24.0,55.0,140.7,10.0,6.2,2.8,3.8,145,314.0,9.2,11.5,6,1.0,9,5,26.8,12.2,6,1.05,-3.33,4.37,2.5,3.9,48.0,28.0,58.3,34.0,15.0,44.1,59.0,17.0,28.8,16.0,1.0,13.0,10.0,0.0,1.0,25.0,53.0,32.0
