# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 182
# Qualified players exported: 79
# Total stints used: 1697
# Garbage time stints excluded: 65
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Kataja Basket,2,De'Vion Harmon,311,3.16,3.24,6.4
Korihait,50,Mikael Aalto,493,2.61,2.54,5.15
KTP-Basket,44,Hannes Pöllä,526,0.06,4.48,4.54
Korihait,7,Bojan Sarcévic,805,2.24,2.2,4.44
Kouvot,8,Tobias Rotegård,263,1.06,3.13,4.19
Kauhajoki,22,Christian Davis,384,1.46,1.83,3.28
Kataja Basket,10,Eetu Lähdetniemi,301,1.39,1.87,3.26
Kataja Basket,18,Antti Kanervo,274,1.75,1.49,3.24
Salon Vilpas,22,Eero Innamaa,635,1.22,1.83,3.05
Tapiolan Honka,3,Taye Donald,413,2.45,0.36,2.81
Salon Vilpas,21,Ze'Rik Onyema,254,2.96,-0.57,2.39
Tampereen Pyrintö,21,Riku Laine,350,1.63,0.59,2.22
Korihait,40,Jalen Jackson,900,1.01,1.18,2.19
Kataja Basket,55,Henri Kantonen,469,0.01,2.17,2.17
KTP-Basket,8,Jayden Taylor,513,-0.1,1.92,1.83
Salon Vilpas,5,Jalen Brooks,621,0.67,1.14,1.82
Korihait,13,Ville Tahvanainen,414,1.61,0.2,1.81
Tampereen Pyrintö,11,Ahren Freeman,398,0.71,1.0,1.7
Kataja Basket,45,Henri Permanto,485,1.69,0.0,1.69
Helsinki Seagulls,5,Elias Leskinen,310,0.35,0.89,1.24
Kauhajoki,8,Antti Ahonen,636,1.91,-0.79,1.12
Helsinki Seagulls,0,Chrysostom Chukwuma,403,0.73,0.38,1.1
Kouvot,2,Brandon Stroud,423,0.64,0.43,1.07
KTP-Basket,11,Hugo Stepanoff,290,0.58,0.44,1.02
Tampereen Pyrintö,23,Joona Hakamaa,307,1.16,-0.15,1.01
Salon Vilpas,0,Ansley Almonor,884,0.61,0.34,0.95
KTP-Basket,2,Koen Sapwell,293,0.01,0.86,0.87
Kauhajoki,7,Eemi Luukkonen,768,-0.62,1.5,0.87
Salon Vilpas,4,Mikko Koivisto,252,1.83,-0.99,0.84
Kouvot,11,Tuukka Härsilä,303,-0.65,1.44,0.79
Tapiolan Honka,35,Isaiah Kelly,394,0.79,-0.02,0.78
Kauhajoki,23,Ty Berry,568,-1.63,2.36,0.74
Helsinki Seagulls,55,Christian Keeling,361,0.13,0.56,0.68
Korihait,20,Frank Champion,823,-0.29,0.88,0.59
Kauhajoki,55,Fiifi Aidoo,272,2.35,-1.91,0.44
Kauhajoki,4,Ike Nweke,594,-0.07,0.38,0.31
Kouvot,33,Tai Bibbs,253,-0.0,0.28,0.27
Helsinki Seagulls,40,Justus Kilpinen,251,-0.72,0.99,0.27
Kouvot,3,Teemu Kristeri,299,-1.28,1.49,0.21
Tampereen Pyrintö,13,Kaleb Warner,281,1.26,-1.19,0.07
Tapiolan Honka,33,David Gonzalvez,557,1.08,-1.09,-0.01
Korihait,8,Joni Herrala,261,0.08,-0.11,-0.02
Kauhajoki,25,Kalle Koivunen,393,-1.7,1.56,-0.14
KTP-Basket,35,Jesper Granlund,458,-2.3,2.01,-0.29
Kataja Basket,3,Jared Kimbrough,256,-0.14,-0.19,-0.33
Salon Vilpas,20,Luukas Vaara,374,-1.42,0.98,-0.45
