Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Worcester Wolves Senior Men,E. Burgess,21/23,E. Burgess,21,28.6,599.7,380.0,18.1,158.0,275.0,57.5,5.0,18.0,27.8,59.0,83.0,71.1,90.0,124.0,214.0,33.0,26.0,14.0,36.0,42.0,247.2,20.3,22.1,1.9,12.5,77,457.0,21.8,26.6,30,3.3,24,6,56.3,27.6,9,9.18,4.2,4.98,5.0,1.5,178.0,120.0,67.4,78.0,32.0,41,18.0,5.0,27.8,49.0,0.0,13.0,14.0,0.0,9.0,117.0,82.0,96.0
Oxford Hoops Senior Men,P. Wrencher Jr,33,P. Wrencher Jr,21,33.0,693.4,363.0,17.3,134.0,321.0,41.7,5.0,29.0,17.2,90.0,131.0,68.7,102.0,147.0,249.0,32.0,13.0,7.0,44.0,21.0,307.8,22.3,21.5,1.9,14.7,70,433.0,20.6,25.6,10,2.0,12,3,37.5,16.3,5,0.35,1.78,-1.43,4.4,2.4,204.0,96.0,47.1,87.0,32.0,36.8,29.0,5.0,17.2,46.0,2.0,13.0,25.0,2.0,4.0,102.0,74.0,65.0
Myerscough Basketball Academy Senior Men I,H. Sheehan,0,H. Sheehan,21,26.1,548.9,299.0,14.2,90.0,245.0,36.7,63.0,171.0,36.8,56.0,72.0,77.8,8.0,56.0,64.0,23.0,12.0,1.0,42.0,31.0,298.3,27.6,18.0,1.4,3.9,54,353.0,16.8,21.3,34,3.4,22,16,58.5,32.0,10,2.88,0.23,2.65,2.6,2.7,49.0,21.0,42.9,23.0,4.0,17.4,171.0,63.0,36.8,15.0,4.0,21.0,16.0,1.0,4.0,70.0,73.0,46.0
Sheffield Arrows Senior Men,D. Soares,10/23,D. Soares,21,37.4,785.0,279.0,13.3,108.0,228.0,47.4,40.0,118.0,33.9,23.0,50.0,46,49.0,159.0,208.0,109.0,48.0,30.0,43.0,54.0,234.2,14.0,15.6,6.1,11.6,249,528.0,25.1,29.5,15,2.1,14,9,41.8,22.0,7,6.93,1.27,5.66,3.5,2.5,99.0,66.0,66.7,10.0,2.0,20,118.0,40.0,33.9,38.0,3.0,20.0,15.0,1.0,7.0,57.0,90.0,60.0
Liverpool Senior Men,K. Ulett-Waul,5,K. Ulett-Waul,21,32.9,691.5,252.0,12.0,92.0,230.0,40,24.0,88.0,27.3,44.0,67.0,65.7,15.0,55.0,70.0,82.0,25.0,0.0,57.0,40.0,289.4,19.3,13.5,4.4,3.8,190,442.0,21.0,23.7,28,2.0,31,10,39.5,48.4,14,-1.49,-3.4,1.91,1.8,2.6,116.0,65.0,56,24.0,3.0,12.5,88.0,24.0,27.3,46.0,7.0,27.0,24.0,0.0,6.0,44.0,111.0,56.0
Leicester Warriors Senior Men,M. Nelson,9,M. Nelson,21,27.1,569.7,216.0,10.3,69.0,201.0,34.3,17.0,73.0,23.3,61.0,97.0,62.9,26.0,54.0,80.0,20.0,29.0,3.0,52.0,53.0,258.9,21.6,12.0,1.1,4.5,41,257.0,12.2,14.3,26,2.4,26,9,43.4,35.0,11,-5.82,-6.48,0.66,3.0,3.9,109.0,46.0,42.2,18.0,6.0,33.3,73.0,17.0,23.3,21.0,0.0,20.0,28.0,0.0,4.0,31.0,37.0,59.0
Sheffield Arrows Senior Men,M. Ibrahim,14/26/44/50,M. Ibrahim,21,23.0,482.7,215.0,10.2,88.0,166.0,53,16.0,39.0,41,23.0,45.0,51.1,40.0,72.0,112.0,27.0,5.0,8.0,39.0,44.0,177.4,17.2,12.0,1.5,6.3,111,326.0,15.5,18.2,8,1.6,6,1,62.1,6.4,5,-0.19,-1.58,1.39,4.0,3.1,102.0,62.0,60.8,25.0,10.0,40,39.0,16.0,41,35.0,5.0,7.0,23.0,2.0,7.0,63.0,30.0,31.0
Myerscough Basketball Academy Senior Men I,O. Esingle,9,O. Esingle,21,21.0,442.0,183.0,8.7,76.0,158.0,48.1,9.0,42.0,21.4,22.0,46.0,47.8,12.0,70.0,82.0,76.0,27.0,8.0,36.0,38.0,194.2,22.3,11.0,4.6,4.9,164,347.0,16.5,20.9,15,2.5,7,5,81.5,11.2,6,6.05,-0.83,6.88,2.1,1.7,87.0,56.0,64.4,29.0,11.0,37.9,42.0,9.0,21.4,30.0,1.0,17.0,16.0,0.0,3.0,33.0,56.0,45.0
Manchester Magic Senior Men I,S. Gordon,6,S. Gordon,21,20.7,434.8,155.0,7.4,71.0,150.0,47.3,2.0,17.0,11.8,11.0,17.0,64.7,39.0,73.0,112.0,25.0,22.0,6.0,26.0,41.0,138.7,16.1,9.3,1.5,6.7,48,203.0,9.7,12.2,3,0.6,5,1,27.6,5.4,5,2.4,-3.05,5.46,4.0,3.9,106.0,59.0,55.7,27.0,10.0,37,17.0,2.0,11.8,26.0,1.0,5.0,13.0,0.0,8.0,43.0,43.0,53.0
Worcester Wolves Senior Men,G. Stergiopoulos,13/9,G. Stergiopoulos,21,18.3,384.5,97.0,4.6,35.0,108.0,32.4,17.0,62.0,27.4,10.0,18.0,55.6,19.0,57.0,76.0,43.0,31.0,3.0,26.0,28.0,118.0,15.1,5.6,2.5,4.4,160,257.0,12.2,15.0,10,1.7,14,2,33.6,17.9,6,3.03,-3.66,6.69,2.7,3.6,38.0,18.0,47.4,8.0,0.0,0,62.0,17.0,27.4,10.0,1.0,18.0,5.0,0.0,3.0,22.0,25.0,41.0
