Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
GIESSEN 46ers,Kyle Anthony Castlin,7,Kyle Anthony Castlin,32,31.3,1000.1,528.0,16.5,197.0,376.0,52.4,43.0,112.0,38.4,91.0,109.0,83.5,47.0,140.0,187.0,42.0,30.0,7.0,54.0,76.0,413.7,21.5,21.3,1.7,7.5,89,617.0,19.3,24.9,52,4.0,37,4,67.1,44.8,13,3.78,-0.47,4.25,3.7,2.7,156.0,114.0,73.1,108.0,40.0,37,0.0,0.0,0,81.0,8.0,18.0,24.0,0.0,7.0,84.0,114.0,80.0
GIESSEN 46ers,Robin Benzing,12,Robin Benzing,32,24.1,772.0,388.0,12.1,120.0,299.0,40.1,48.0,154.0,31.2,100.0,124.0,80.6,16.0,61.0,77.0,63.0,34.0,18.0,37.0,86.0,359.6,24.2,15.7,2.5,3.1,123,511.0,16.0,20.6,27,2.7,19,14,53.7,29.2,10,3.66,-1.46,5.12,2.9,2.8,96.0,49.0,51,49.0,23.0,46.9,0.0,0.0,0,35.0,3.0,15.0,12.0,0.0,5.0,32.0,60.0,69.0
GIESSEN 46ers,Simon Krajcovic,55,Simon Krajcovic,32,22.8,728.5,234.0,7.3,73.0,187.0,39,25.0,96.0,26,63.0,78.0,80.8,19.0,87.0,106.0,143.0,27.0,1.0,63.0,85.0,254.7,18.1,9.4,5.8,4.3,312,546.0,17.1,22.0,32,3.2,21,15,58.0,31.6,10,0.84,-3.54,4.38,1.8,1.9,65.0,37.0,56.9,26.0,11.0,42.3,0.0,0.0,0,31.0,16.0,38.0,15.0,0.0,5.0,21.0,32.0,29.0
GIESSEN 46ers,Luis Elias König Figge,14,Luis Elias König Figge,32,15.5,496.1,193.0,6.0,61.0,139.0,43.9,18.0,50.0,36,53.0,73.0,72.6,29.0,60.0,89.0,24.0,31.0,1.0,26.0,64.0,161.4,16.9,7.8,1.0,3.6,50,243.0,7.6,9.8,13,2.2,9,3,63.0,13.3,6,2.07,-3.52,5.58,3.0,3.6,81.0,41.0,50.6,8.0,2.0,25,0.0,0.0,0,23.0,2.0,6.0,13.0,0.0,4.0,23.0,38.0,48.0
Artland Dragons,Amir Jabbar Hinton,3,Amir Jabbar Hinton,31,29.5,913.2,636.0,20.5,209.0,457.0,45.7,37.0,115.0,32.2,181.0,191.0,94.8,23.0,123.0,146.0,83.0,45.0,9.0,57.0,65.0,552.0,31.5,26.3,3.4,6.0,175,811.0,26.2,33.5,117,6.5,76,45,61.1,103.8,18,3.92,0.91,3.01,2.7,2.4,166.0,103.0,62,176.0,69.0,39.2,0.0,0.0,0,83.0,20.0,16.0,26.0,0.0,7.0,60.0,118.0,109.0
Artland Dragons,Benjamin Forrest Burnham,25,Benjamin Forrest Burnham,31,28.8,891.4,609.0,19.6,243.0,391.0,62.1,53.0,121.0,43.8,70.0,101.0,69.3,78.0,232.0,310.0,70.0,41.0,29.0,66.0,60.0,406.5,23.7,25.2,2.9,12.8,151,760.0,24.5,31.4,96,4.8,52,28,74.6,66.3,20,10.14,5.52,4.62,5.0,1.5,206.0,152.0,73.8,64.0,38.0,59.4,0.0,0.0,0,81.0,8.0,17.0,40.0,0.0,5.0,119.0,107.0,114.0
BG Göttingen,Jordan Sears,3,Jordan Sears,31,23.6,732.9,495.0,16.0,169.0,403.0,41.9,72.0,202.0,35.6,85.0,103.0,82.5,22.0,94.0,116.0,103.0,37.0,11.0,73.0,81.0,479.3,34.0,20.7,4.3,4.8,232,727.0,23.5,30.3,44,3.7,28,17,62.0,40.5,12,5.08,0.3,4.78,2.5,2.1,144.0,72.0,50,57.0,25.0,43.9,0.0,0.0,0,58.0,33.0,30.0,25.0,0.0,14.0,44.0,113.0,100.0
EPG Baskets Koblenz,Calvin Wishart,3,Calvin Wishart,31,25.5,789.2,477.0,15.4,149.0,305.0,48.9,61.0,150.0,40.7,118.0,145.0,81.4,35.0,83.0,118.0,172.0,42.0,10.0,83.0,92.0,400.1,25.5,19.2,6.9,4.8,391,868.0,28.0,35.0,41,4.1,31,15,54.5,42.6,10,6.94,3.1,3.83,1.8,1.0,122.0,75.0,61.5,33.0,13.0,39.4,0.0,0.0,0,64.0,39.0,40.0,31.0,0.0,3.0,57.0,112.0,86.0
Tigers Tübingen,Bernard Joel Pelote III,1,Bernard Joel Pelote III,31,28.0,866.5,453.0,14.6,161.0,395.0,40.8,72.0,210.0,34.3,59.0,75.0,78.7,29.0,144.0,173.0,35.0,37.0,14.0,45.0,74.0,426.2,25.7,19.0,1.5,7.3,82,535.0,17.3,22.4,26,3.2,22,3,55.7,27.3,8,0.02,-2.71,2.73,3.9,3.4,119.0,66.0,55.5,66.0,23.0,34.8,0.0,0.0,0,38.0,7.0,6.0,24.0,0.0,8.0,53.0,142.0,86.0
PS Karlsruhe LIONS,David Opowu Ejah,25,David Opowu Ejah,31,29.9,928.3,440.0,14.2,157.0,340.0,46.2,50.0,134.0,37.3,76.0,110.0,69.1,61.0,196.0,257.0,49.0,33.0,24.0,55.0,63.0,367.1,20.9,18.7,2.1,10.9,119,559.0,18.0,23.7,39,3.0,25,9,67.3,32.0,13,2.36,-0.93,3.29,4.7,3.0,155.0,86.0,55.5,51.0,21.0,41.2,0.0,0.0,0,60.0,6.0,12.0,30.0,0.0,5.0,73.0,74.0,84.0
