# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 463
# Qualified players exported: 219
# Total stints used: 10485
# Garbage time stints excluded: 384
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Phoenix Hagen,11,Marvin Omonigho Omuvwie,848,5.07,4.19,9.26
Bozic Estriche Knights Kirchheim,11,Tyrel Maurice Morgan,985,2.87,5.42,8.29
BBC Bayreuth,22,Leroy Ikenna Ikejiaku,765,2.79,4.96,7.74
Artland Dragons,9,Connor Van Anthony,1500,5.2,2.5,7.69
BG Göttingen,44,Julius Böhmer,1276,1.78,5.57,7.35
Eisbären Bremerhaven,11,Lorenz Brenneke,397,4.29,2.13,6.42
VfL SparkassenStars Bochum,1,Antonio Deshon Williams,1384,2.48,3.43,5.91
EPG Baskets Koblenz,0,Decorian Jeffries,1239,3.14,2.69,5.83
Bayer Giants Leverkusen,4,Lok Lol Wur,555,2.97,2.38,5.35
HAKRO Merlins Crailsheim,4,Brock Boone Gardner,1088,3.18,1.97,5.15
Eisbären Bremerhaven,3,Jacob David Biss,1154,3.02,1.95,4.97
Tigers Tübingen,21,Connor McDonald Nelson,310,3.6,1.25,4.85
Phoenix Hagen,19,Marinus Lucas N'Guessan,707,1.81,2.89,4.7
PS Karlsruhe LIONS,5,Tyrese Williams,1053,2.64,1.6,4.25
Tigers Tübingen,10,Isaiah Jevon Sanders,681,2.0,2.0,4.0
Artland Dragons,25,Benjamin Forrest Burnham,1596,2.67,1.29,3.96
Phoenix Hagen,10,Fabian Bleck,1051,-0.86,4.51,3.66
Eisbären Bremerhaven,7,Adrian Breitlauch,1036,4.39,-0.75,3.64
Artland Dragons,7,Timo Lanmüller,1381,1.93,1.65,3.58
GIESSEN 46ers,12,Robin Benzing,1344,1.65,1.93,3.58
Eisbären Bremerhaven,2,Raphael Falkenthal,748,0.52,2.83,3.35
HAKRO Merlins Crailsheim,0,Tyreese Blunt,1313,0.13,3.15,3.28
Phoenix Hagen,2,Dennis Nawrocki,937,2.69,0.53,3.22
HAKRO Merlins Crailsheim,26,Marvin Ogunsipe,1207,1.86,1.31,3.16
HAKRO Merlins Crailsheim,99,Vincent Malik Shahid,796,2.58,0.48,3.06
RheinStars Köln,23,Michael Jordan Miller,1202,0.43,2.6,3.03
PS Karlsruhe LIONS,23,Maurice Marko Pluskota,1198,2.32,0.68,3.01
PS Karlsruhe LIONS,25,David Opowu Ejah,1544,0.65,2.35,3.0
BG Göttingen,3,Jordan Sears,1355,0.46,2.53,2.99
Phoenix Hagen,4,Bjarne Kraushaar,1276,3.59,-0.6,2.99
BG Göttingen,9,Kevin Buckingham,368,3.64,-0.77,2.87
BG Göttingen,20,Janis Jünemann,633,-2.0,4.62,2.63
HAKRO Merlins Crailsheim,10,Gianni Otto,663,1.52,1.09,2.62
GIESSEN 46ers,47,Abu Kigab,258,2.1,0.48,2.58
Bozic Estriche Knights Kirchheim,9,Tylan James Pope,1283,3.41,-0.89,2.52
