Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Marijampolės Sūduva-Mantinga,24,Aurelijus  Pukelis,,29,20.4,592.0,443,15.3,146,222,65.8,34,78,43.6,117,132,88.6,61,129,190,61,16,16,54,75,73.4,79.1,26.0,132.6,20.8,3.7,13.0,27.5,20.3,19.2,1.5,2.7,16.2,0.59,13.77,8.51,5.26,0,0,0,144,112,77.8,78,34,43.6,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
Šakių Vytis-VDU,24,Gabrielius  Čelka,,37,32.4,1198.6,492,13.3,212,337,62.9,22,65,33.8,46,96,47.9,57,172,229,215,70,33,95,73,66.2,64.9,18.2,103.7,16.9,2.2,6.1,16.9,11.7,26.7,3.0,2.5,20.0,0.28,10.82,5.59,5.23,0,0,0,272,190,69.9,65,22,33.8,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijampolės Sūduva-Mantinga,14,Ernestas  Sederevičius,,12,19.8,238.0,130,10.8,43,74,58.1,11,30,36.7,33,39,84.6,19,28,47,12,9,3,5,25,65.5,71.3,18.3,135.2,14.6,3.4,10.0,14.8,12.4,8.4,2.0,1.3,5.2,0.53,10.8,6.63,4.17,0,0,0,44,32,72.7,30,11,36.7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Vilniaus Rytas-2,19,Nikas  Stuknys,,19,27.6,524.0,222,11.7,97,194,50.0,13,53,24.5,15,27,55.6,23,60,83,143,34,3,37,26,53.4,53.9,21.2,91.4,15.7,3.7,5.1,14.5,9.6,45.3,3.5,0.6,15.2,0.14,10.61,5.47,5.13,0,0,0,141,84,59.6,53,13,24.5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijampolės Sūduva-Mantinga,88,Domantas  Vilys,,38,23.9,909.0,556,14.6,171,413,41.4,96,269,35.7,118,136,86.8,23,65,88,129,20,3,53,106,53.0,58.8,26.5,105.7,19.9,9.6,3.1,8.9,6.0,24.0,1.2,0.3,10.1,0.33,10.4,6.74,3.66,0,0,0,144,75,52.1,269,96,35.7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
Kėdainių sporto centras,37,Rokas  Ūzas,,37,30.6,1132.4,722,19.5,243,571,42.6,102,293,34.8,134,165,81.2,85,232,317,167,64,31,118,98,51.5,56.1,28.7,94.8,24.0,9.7,8.2,21.4,15.0,25.8,2.8,2.7,15.5,0.29,10.04,5.28,4.76,0,0,0,278,141,50.7,293,102,34.8,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijampolės Sūduva-Mantinga,13,Marijus  Užupis,,29,24.5,709.3,274,9.4,99,204,48.5,49,112,43.8,27,43,62.8,51,103,154,37,14,4,16,32,60.5,61.5,15.5,114.7,12.9,5.3,9.1,18.3,13.7,8.1,1.1,0.6,6.7,0.21,9.96,6.59,3.37,0,0,0,92,50,54.3,112,49,43.8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijampolės Sūduva-Mantinga,37,Ernestas  Jaškus,,39,22.6,881.9,316,8.1,118,223,52.9,29,78,37.2,51,77,66.2,57,77,134,59,62,8,34,92,59.4,61.5,15.1,108.6,11.0,2.7,7.9,10.8,9.4,10.3,3.8,0.9,11.7,0.35,9.72,4.9,4.81,0,0,0,144,88,61.1,78,29,37.2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
Kretingos Kretinga-Rivile,22,Julius  Kazakauskas,,36,31.6,1138.7,603,16.8,193,411,47.0,36,109,33.0,181,216,83.8,152,236,388,187,39,13,100,106,51.3,59.6,23.7,99.5,21.5,3.9,15.3,23.4,19.4,27.0,1.8,1.1,16.5,0.53,9.52,6.04,3.48,0,0,0,302,157,52,109,36,33,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
Marijampolės Sūduva-Mantinga,0,Žygimantas  Šimonis,,39,27.9,1087.5,325,8.3,112,298,37.6,66,199,33.2,35,53,66.0,56,114,170,109,60,4,52,98,48.7,50.6,15.7,87.1,11.3,6.9,6.3,13.0,9.6,14.8,3.0,0.4,13.9,0.18,9.29,4.73,4.56,0,0,0,99,46,46.5,199,66,33.2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0
