Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Mažeikių M Basket,"Gediminas  Mokšeckas, Mindaugas  Motuzas, Ernestas   Naruševičius, Nickolas Ralpheal  Neal, Coltie Keanu  Young",23,13777,433,167,370,45.1,49,156,31.4,50,54,92.6,38,134,172,96,43,12,74,91,371,74.7,74.2,75.2,32.4,31.9,51.8,55,57.5,19.3,73.6,13.1,14.6,42.2,101.7,492,185,384,48.2,59,172,34.3,63,72,87.5,48,159,207,122,41,16,72,103,366,55.9,59.2,14.8,26.4,44.8,114,-12.3,0,0,0,214,118,55.1,156,49,31.4,0,0,0,76,0,0,0,212,126,59.4,172,59,34.3,0,0,0,74
Kėdainių sporto centras,"Ignas  Lukošius, Rokas  Ūzas, Paulius  Semaška, Medas  Kuprijanovas, Laurynas  Danielius",22,12657,442,174,358,48.6,38,132,28.8,56,66,84.8,51,154,205,119,42,24,85,87,361,77.7,78.6,76.9,30.5,31.2,53.9,57.1,68.4,29.3,71,14.4,18.4,36.9,106.7,381,150,373,40.2,39,155,25.2,42,45,93.3,63,123,186,86,57,9,82,112,336,45.4,48.5,17.3,29,41.6,94,12.7,0,0,0,226,136,60.2,132,38,28.8,0,0,0,85,0,0,0,218,111,50.9,155,39,25.2,0,0,0,84
Šilutės Šilutė-PDS.lt,"Jahii Karanja  Carson, Frederick Fitzgerald  Gates Jr, Lukas  Kazlauskas, Norbertas  Giga, Nojus  Jankūnas",26,11210,406,159,291,54.6,32,88,36.4,56,60,93.3,39,119,158,99,30,6,63,72,300,71,72.3,69.7,33.2,34.4,60.1,64,62.3,30.2,79.9,13.1,20.6,30.2,120.2,357,132,283,46.6,50,130,38.5,43,53,81.1,30,90,120,93,31,11,52,91,266,55.5,58.3,14.5,20.1,45.9,109.6,10.6,0,0,0,203,127,62.6,88,32,36.4,0,0,0,63,0,0,0,153,82,53.6,130,50,38.5,0,0,0,54
Kretingos Kretinga-Rivile,"Rytis  Zabita, Julius  Kazakauskas, Mantvydas  Staniulis, Jalen  Warren, Edgaras  Danys",19,11099,347,135,313,43.1,30,122,24.6,47,54,87,49,109,158,97,27,6,51,83,273,70.9,71.8,70.1,33.4,34.3,47.9,51.5,71.9,29.2,74.7,10.5,17.3,39,104.5,376,147,296,49.7,45,127,35.4,37,44,84.1,37,119,156,85,26,14,49,95,286,57.3,59.6,13.4,25.3,42.9,116.1,-11.6,0,0,0,191,105,55,122,30,24.6,0,0,0,52,0,0,0,169,102,60.4,127,45,35.4,0,0,0,53
Marijampolės Sūduva-Mantinga,"Žygimantas  Šimonis, Marijus  Užupis, Aurelijus  Pukelis, Ernestas  Jaškus, Domantas  Vilys",26,10083,398,141,269,52.4,53,140,37.9,63,69,91.3,54,125,179,91,33,7,54,77,255,68.1,69.3,66.9,34.6,35.9,62.3,66.5,64.5,45.4,89.3,12.2,25.7,52,136.7,236,94,233,40.3,17,86,19.8,31,36,86.1,15,65,80,53,32,10,48,105,246,44,47.4,16.2,10.7,36.9,84,52.7,0,0,0,129,88,68.2,140,53,37.9,0,0,0,56,0,0,0,147,77,52.4,86,17,19.8,0,0,0,48
Telšių Telšiai,"Ovidijus  Kaminskis, Martynas  Gecevičius, Deividas  Rasys, Ignas  Razutis, Vilius  Pocius",19,7938,241,94,198,47.5,23,72,31.9,30,34,88.2,15,92,107,64,25,6,46,53,226,72.5,72.9,72,32.9,33.3,53.3,56.6,68.1,16,78.6,14.2,17.2,36.4,99.9,251,99,215,46,25,71,35.2,28,29,96.6,25,79,104,60,27,7,37,72,209,51.9,55.1,14,21.4,33,105.4,-5.4,0,0,0,126,71,56.3,72,23,31.9,0,0,0,47,0,0,0,144,74,51.4,71,25,35.2,0,0,0,39
Šilutės Šilutė-PDS.lt,"Jahii Karanja  Carson, Frederick Fitzgerald  Gates Jr, Lukas  Kazlauskas, Norbertas  Giga, Adas  Šimonis",26,7767,281,110,213,51.6,25,65,38.5,36,37,97.3,26,88,114,61,19,4,45,71,212,74.9,76.2,73.6,31.5,32.6,57.5,61.3,55.5,25,79.3,13.4,17.4,30.5,113.9,270,102,219,46.6,34,89,38.2,32,37,86.5,23,78,101,64,28,8,29,54,199,54.3,57.4,11,20.7,40.6,113.3,0.6,0,0,0,148,85,57.4,65,25,38.5,0,0,0,48,0,0,0,130,68,52.3,89,34,38.2,0,0,0,29
Šakių Vytis-VDU,"Rokas   Jocys, Augustinas  Mikštas, Nojus  Vaivada, Titas  Januševičius, Gabrielius  Čelka",22,6944,256,100,189,52.9,26,80,32.5,30,34,88.2,22,57,79,69,29,6,36,39,191,74.9,74.6,75.2,32.2,31.9,59.8,62.8,69,25.3,57.6,11.7,18,42.3,118.6,256,109,213,51.2,22,62,35.5,16,20,80,42,65,107,55,24,4,43,45,201,56.3,57.7,16.2,42.4,29.1,117.7,0.9,0,0,0,109,74,67.9,80,26,32.5,0,0,0,36,0,0,0,151,87,57.6,62,22,35.5,0,0,0,43
Plungės Olimpas,"Tadas  Budrys, Thomas Deangelo  Miles, Rokas  Kreišmontas, Colin Gabriel  Golson Jr, Modestas  Jurkaitis",21,7373,231,93,202,46,17,57,29.8,28,32,87.5,34,70,104,45,34,4,50,59,190,73.1,74.1,72.2,32.4,33.3,50.2,53.5,48.4,33,73.7,16.1,15.8,28.2,101.5,251,91,188,48.4,32,83,38.6,37,41,90.2,25,69,94,59,22,6,43,44,187,56.9,60.9,17.3,26.3,44.1,113.2,-11.7,0,0,0,145,76,52.4,57,17,29.8,0,0,0,53,0,0,0,105,59,56.2,83,32,38.6,0,0,0,45
Kėdainių sporto centras,"Ignas  Lukošius, Rokas  Ūzas, Paulius  Semaška, Laurynas  Danielius, Arminas  Kelmelis",17,6561,204,83,187,44.4,26,89,29.2,12,15,80,16,78,94,57,14,9,40,58,188,77.9,78.8,77.1,30.5,31.1,51.3,52.7,68.7,16.3,77.2,13.8,8,47.6,94.7,218,82,192,42.7,24,73,32.9,30,33,90.9,23,82,105,58,23,7,31,48,188,49,52.8,13.1,22.8,38,103.5,-8.8,0,0,0,98,57,58.2,89,26,29.2,0,0,0,40,0,0,0,119,58,48.7,73,24,32.9,0,0,0,31
