Player,Team,Numbers,Name_Variations,Teammates,Games,Minutes,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PTS_AST,TPC,TPC/G,TPC/100,OFF_RTG,DEF_RTG,NET_RTG,eFG%,TS%,AST%,TOV%,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,UNAST_RIM_MADE,UNAST_3PT_MADE,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"De Angelo William Stewart, Dmytro Tykhonov, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",9,76.1,27,11,24,45.8,5,14,35.7,0,0,0,1,5,6,9,3,0,2,4,24,22,49,5.4,38.4,130.2,121.4,8.8,56.2,56.2,81.8,5.7,0,0,0,10,6,60,14,5,35.7,0,1,0,0,0,2,4,2,9
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"De Angelo William Stewart, Justinas Norkus, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",9,59.8,33,11,34,32.4,4,17,23.5,7,7,100.0,1,7,8,6,1,0,5,7,39,16,49,5.4,40.5,108.4,107.3,1.1,38.2,44.5,54.5,10.4,0,0,0,17,7,41.2,17,4,23.5,0,1,0,0,0,5,5,7,13
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"Dmytro Tykhonov, Otas Vaitulevičius, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",6,34.1,19,6,12,50.0,4,7,57.1,3,3,100.0,0,0,0,8,2,0,3,2,16,18,37,6.2,61.1,150.3,156.3,-6.0,66.7,71.3,133.3,12.3,0,0,0,5,2,40,7,4,57.1,0,2,0,0,0,3,6,3,3
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"De Angelo William Stewart, Dmytro Tykhonov, Markus Jordan Terry, Tautvydas Baltrušaitis",3,30.1,3,1,6,16.7,0,3,0.0,1,1,100.0,0,3,3,4,2,0,5,2,11,10,13,4.3,25.0,94.1,110.6,-16.5,16.7,23.3,400.0,32.4,0,0,0,3,1,33.3,3,0,0,0,0,0,0,0,5,0,3,1
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"Justinas Norkus, Martynas Pocevičius, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",8,29.0,2,1,11,9.1,0,4,0.0,0,0,0,0,1,1,5,1,0,1,2,12,13,15,1.9,29.5,100.3,106.3,-6.0,9.1,9.1,500.0,5.9,0,0,0,7,1,14.3,4,0,0,0,0,0,0,0,1,2,2,2
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"Dmytro Tykhonov, Martynas Pocevičius, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",5,26.7,2,1,7,14.3,0,5,0.0,0,0,0,0,0,0,2,0,0,2,3,9,2,4,0.8,9.3,104.2,141.9,-37.7,14.3,14.3,200.0,18.2,0,0,0,2,1,50,5,0,0,0,0,0,0,0,2,0,2,0
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"Nathan Lewis Scott, Robert Charles Waters-Johnson Jr, Ronald Niamke Degray III, Tautvydas Baltrušaitis",3,20.3,6,2,9,22.2,2,7,28.6,0,0,0,0,1,1,1,0,0,1,1,10,2,8,2.7,20.0,90.1,125.4,-35.3,33.3,33.3,50.0,9.1,0,0,0,2,0,0,7,2,28.6,0,0,0,0,0,1,0,0,0
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"Justinas Norkus, Otas Vaitulevičius, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",8,19.6,14,5,8,62.5,3,5,60.0,1,2,50.0,0,2,2,3,2,0,0,1,9,8,22,2.8,59.8,89.7,137.9,-48.1,81.2,78.8,60.0,0.0,0,0,0,3,2,66.7,5,3,60,0,0,0,0,0,0,0,5,4
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"De Angelo William Stewart, Martynas Pocevičius, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",2,18.1,7,3,7,42.9,1,5,20.0,0,0,0,0,0,0,1,0,0,4,0,11,3,10,5.0,29.9,104.8,159.0,-54.2,50.0,50.0,33.3,33.3,0,0,0,2,2,100,5,1,20,0,1,0,0,0,4,0,0,0
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"Nathan Lewis Scott, Otas Vaitulevičius, Robert Charles Waters-Johnson Jr, Tautvydas Baltrušaitis",4,16.3,12,4,10,40.0,2,5,40.0,2,2,100.0,0,2,2,1,1,0,0,2,10,0,12,3.0,42.8,110.7,107.7,3.0,50.0,55.1,25.0,0.0,0,0,0,5,2,40,5,2,40,0,2,0,0,0,0,0,2,3
Augustinas Venckus,Alytaus Alytus,8,Augustinas Venckus,"De Angelo William Stewart, Justinas Norkus, Markus Jordan Terry, Tautvydas Baltrušaitis",3,15.7,2,1,3,33.3,0,1,0.0,0,0,0,0,1,1,2,1,0,0,0,3,6,8,2.7,29.6,88.7,114.3,-25.6,33.3,33.3,200.0,0.0,0,0,0,2,1,50,1,0,0,0,0,0,0,0,0,0,0,0
