Home_Team,Home_Lineup,Away_Team,Away_Lineup,Games,Total_Seconds,Minutes,Possessions,Home_PTS,Home_FGM,Home_FGA,Home_FG%,Home_3PM,Home_3PA,Home_3P%,Home_FTM,Home_FTA,Home_FT%,Home_OREB,Home_DREB,Home_REB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PF,Away_PTS,Away_FGM,Away_FGA,Away_FG%,Away_3PM,Away_3PA,Away_3P%,Away_FTM,Away_FTA,Away_FT%,Away_OREB,Away_DREB,Away_REB,Away_AST,Away_STL,Away_BLK,Away_TOV,Away_PF,Home_POSS,Away_POSS,Home_OFF_RTG,Home_DEF_RTG,Home_NET_RTG,Away_OFF_RTG,Away_DEF_RTG,Away_NET_RTG,Point_Diff,Home_RIM_ATT,Home_RIM_MADE,Home_RIM%,Home_OTD_2PT_ATT,Home_OTD_2PT_MADE,Home_OTD_2PT%,Home_OTD_3PT_ATT,Home_OTD_3PT_MADE,Home_OTD_3PT%,Away_RIM_ATT,Away_RIM_MADE,Away_RIM%,Away_OTD_2PT_ATT,Away_OTD_2PT_MADE,Away_OTD_2PT%,Away_OTD_3PT_ATT,Away_OTD_3PT_MADE,Away_OTD_3PT%,Home_PASS_TO,Home_DRIBBLE_TO,Home_DEFENSE_TO,Home_MISC_TO,Away_PASS_TO,Away_DRIBBLE_TO,Away_DEFENSE_TO,Away_MISC_TO,Home_2ND_CHANCE_PTS,Home_FAST_BREAK_PTS,Home_PTS_OFF_TOV,Away_2ND_CHANCE_PTS,Away_FAST_BREAK_PTS,Away_PTS_OFF_TOV
Hubo Limburg United,"Aubin GATERETSE, Jalen BLACKMON, Marijn VERVERS, Noah BAUMANN, Wout LEEMANS",Den Helder Suns,"Bryan ANTOINE, Carter GILMORE, Drew STOVER, Reginald MESIDOR, Siem UIJTENDAAL",1,709,11.8,24.1,36,15,25,60,1,5,20,5,5,100,4,12,16,14,1,1,2,3,19,8,24,33.3,2,10,20,1,2,50,4,4,8,4,1,0,4,3,23.8,24.6,150.9,77.2,73.7,77.2,150.9,-73.7,17,2,2,100,18,12,66.7,0,0,0,1,1,100,13,5,38.5,0,0,0,1,1,0,0,1,2,0,1,5,16,4,3,3,2
Union Mons-Hainaut,"Garrett HIEN, Greg MILTON III, Lual DIING, Maks KLANJSCEK, Matteo VERSTRAETE",PrismaWorx BAL,"Kenyuoe ONDAAN, Kjell DE GRAAF, Lon LICAN, Roel VAN OVERBEEK, Ryan MUHR",1,751,12.5,21.8,22,7,19,36.8,3,10,30,5,6,83.3,4,10,14,3,1,1,2,1,25,10,21,47.6,4,9,44.4,1,2,50,0,9,9,4,1,0,2,5,19.7,23.9,111.7,104.7,7,104.7,111.7,-7,-3,1,1,100,8,3,37.5,0,0,0,0,0,0,12,6,50,0,0,0,2,0,0,0,1,1,0,0,8,5,2,0,2,0
Union Mons-Hainaut,"Garrett HIEN, Greg MILTON III, Maks KLANJSCEK, Matic MIKUS, Matteo VERSTRAETE",Filou Oostende,"Haris BRATANOVIC, Joppe MENNES, Noam YAACOV, Pierre-Antoine GILLET, Silas MELSON",1,707,11.8,20.9,26,10,17,58.8,4,7,57.1,2,3,66.7,1,4,5,7,0,0,4,5,37,15,21,71.4,4,7,57.1,3,3,100,2,7,9,7,1,0,0,4,21.4,20.2,121.6,183.3,-61.8,183.3,121.6,61.8,-11,0,0,0,10,6,60,0,0,0,3,3,100,11,8,72.7,0,0,0,1,2,0,1,0,0,0,0,0,4,0,4,6,4
Den Helder Suns,"Bryan ANTOINE, Carter GILMORE, Drew STOVER, Reginald MESIDOR, Siem UIJTENDAAL",Landstede Hammers,"Boyd VAN DER VUURST, Coen STOLK, Devin WHITFIELD, Nelson Ellis HASKIN, Troy Drake DOBBS",1,638,10.6,20.9,18,7,15,46.7,2,4,50,2,2,100,0,7,7,3,3,1,4,4,23,7,15,46.7,3,7,42.9,6,8,75,1,7,8,4,2,0,5,4,19.9,22.4,90.5,102.4,-11.9,102.4,90.5,11.9,-5,2,2,100,9,3,33.3,0,0,0,1,1,100,7,3,42.9,0,0,0,2,1,0,1,3,1,0,1,0,6,4,2,5,6
LWD Basket,"Christopher MAIDOH, Leo O'BOYLE, Maik BOUWER, Sam MAILLET, Shakael PRYCE",Windrose Giants Antwerp,"Andrew FUNK, Enoch CHEEKS, Kevin TUMBA, Rasheed BELLO, Vincent KESTELOOT",1,639,10.7,20.7,19,8,15,53.3,1,2,50,2,5,40,1,8,9,6,1,0,5,5,26,10,21,47.6,2,8,25,4,4,100,3,7,10,4,5,1,1,4,21.3,20.6,89.4,126.5,-37.2,126.5,89.4,37.2,-7,1,0,0,12,7,58.3,0,0,0,1,1,100,12,7,58.3,0,0,0,2,3,0,0,1,0,0,0,2,7,0,4,6,4
LWD Basket,"Christopher MAIDOH, Leo O'BOYLE, Maik BOUWER, Matt FRIERSON, Shakael PRYCE",Brussels Basketball,"Demetric HORTON, Godwin TSHIMANGA, Jalen FINCH, Jared AMBROSE, Louis HAZARD",1,635,10.6,19.0,17,8,18,44.4,1,6,16.7,0,3,0,2,6,8,6,2,1,2,4,26,10,18,55.6,4,6,66.7,2,2,100,2,9,11,6,1,2,2,3,19.4,18.7,87.7,138.7,-51,138.7,87.7,51,-9,2,2,100,10,5,50,0,0,0,3,3,100,9,3,33.3,0,0,0,2,0,0,0,1,1,0,0,0,6,2,2,5,4
Den Helder Suns,"Bryan ANTOINE, Carter GILMORE, Drew STOVER, Noah VAN DER HEIDEN, Reginald MESIDOR",Brussels Basketball,"Demetric HORTON, Godwin TSHIMANGA, Jalen FINCH, Jared AMBROSE, Louis HAZARD",1,572,9.5,18.6,21,9,18,50,3,6,50,0,2,0,3,7,10,6,3,1,3,4,14,5,15,33.3,2,5,40,2,2,100,3,6,9,2,3,1,6,4,18.7,18.7,112.5,75,37.5,75,112.5,-37.5,7,2,0,0,10,6,60,0,0,0,0,0,0,10,3,30,0,0,0,2,1,0,0,2,4,0,0,0,12,9,4,7,0
PrismaWorx BAL,"Kenyuoe ONDAAN, Kjell DE GRAAF, Lon LICAN, Roel VAN OVERBEEK, Ryan MUHR",Kangoeroes Basket Mechelen,"Joshua HEATH, Mojeed EWUOSHO, Nick STAMPLEY, Yannick DAMMEN, Zaba BANGALA",1,620,10.3,17.7,21,9,16,56.2,2,7,28.6,1,1,100,1,9,10,4,1,0,2,4,13,5,16,31.2,0,3,0,3,7,42.9,5,5,10,3,1,0,3,4,17.2,17.9,122.2,72.7,49.4,72.7,122.2,-49.4,8,0,0,0,9,7,77.8,0,0,0,0,0,0,13,5,38.5,0,0,0,0,2,0,0,1,0,0,1,0,2,0,6,0,4
Kangoeroes Basket Mechelen,"Joshua HEATH, Leander DEDROOG, Nick STAMPLEY, Yannick DAMMEN, Zaba BANGALA",Hubo Limburg United,"Aubin GATERETSE, Jalen BLACKMON, Jonas DELALIEUX, Marijn VERVERS, Quentin SERRON",1,638,10.6,17.7,16,5,12,41.7,0,2,0,6,8,75,0,5,5,2,1,0,3,6,17,7,18,38.9,1,7,14.3,2,2,100,5,8,13,2,1,2,4,8,18.5,17.0,86.4,100,-13.6,100,86.4,13.6,-1,1,0,0,9,5,55.6,0,0,0,0,0,0,11,6,54.5,0,0,0,1,2,0,0,2,1,0,0,0,5,2,4,0,4
LWD Basket,"Christopher MAIDOH, Leo O'BOYLE, Maik BOUWER, Matt FRIERSON, Shakael PRYCE",Rotterdam City Basketball,"Jakari SPENCE, James GRAHAM, Lars NILSEN, Nino VRENCKEN, Noah SLINGERLAND",1,445,7.4,17.4,18,6,13,46.2,3,8,37.5,3,5,60,1,5,6,6,3,0,3,4,14,5,11,45.5,0,3,0,4,4,100,0,7,7,2,3,0,5,3,17.3,17.8,104.3,78.8,25.4,78.8,104.3,-25.4,4,1,1,100,4,2,50,0,0,0,0,0,0,8,5,62.5,0,0,0,3,0,0,0,1,3,0,1,2,0,3,2,4,2
LWD Basket,"Christopher MAIDOH, Leo O'BOYLE, Maik BOUWER, Matt FRIERSON, Shakael PRYCE",Union Mons-Hainaut,"Garrett HIEN, Greg MILTON III, Lual DIING, Malik WHITAKER, Sigfredo CASERO-ORTIZ",1,602,10.0,17.4,32,12,18,66.7,5,9,55.6,3,7,42.9,4,7,11,10,4,2,1,1,12,5,15,33.3,2,6,33.3,0,0,0,3,4,7,1,0,0,4,5,18.9,15.8,169.6,76,93.6,76,169.6,-93.6,20,2,2,100,7,5,71.4,0,0,0,0,0,0,9,3,33.3,0,0,0,0,0,0,1,0,4,0,0,10,11,7,3,2,0
Union Mons-Hainaut,"Garrett HIEN, Greg MILTON III, Maks KLANJSCEK, Matic MIKUS, Matteo VERSTRAETE",Rotterdam City Basketball,"Chukwuzinife NWOKEJI, Jakari SPENCE, James GRAHAM, Nino VRENCKEN, Tydus VERHOEVEN",1,565,9.4,17.3,15,7,16,43.8,1,3,33.3,0,0,0,2,5,7,4,1,1,3,6,19,8,16,50,1,5,20,2,2,100,3,7,10,1,1,3,4,1,16.9,17.7,89,107.5,-18.6,107.5,89,18.6,-4,0,0,0,13,6,46.2,0,0,0,0,0,0,11,7,63.6,0,0,0,2,0,0,0,0,2,0,1,2,4,4,2,2,2
Okapi Aalst,"Dante Jr MADDOX, Eddie COLBERT III, Ivan MARAS, Niels VAN DEN EYNDE, Siebe LEDEGEN",Den Helder Suns,"Bryan ANTOINE, Carter GILMORE, Drew STOVER, Reginald MESIDOR, Siem UIJTENDAAL",1,447,7.5,17.2,16,5,15,33.3,2,6,33.3,4,4,100,1,8,9,4,0,0,1,6,18,7,15,46.7,0,5,0,4,7,57.1,1,8,9,0,0,2,0,4,16.6,17.1,96.6,105.1,-8.5,105.1,96.6,8.5,-2,0,0,0,9,3,33.3,0,0,0,0,0,0,10,7,70,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,7,0
Landstede Hammers,"Coen STOLK, Devin WHITFIELD, Erik SAJANTILA, Klavs DUBULTS, Troy Drake DOBBS",Den Helder Suns,"Bryan ANTOINE, Carter GILMORE, Drew STOVER, Noah VAN DER HEIDEN, Reginald MESIDOR",1,467,7.8,17.1,22,6,15,40,2,8,25,8,9,88.9,1,6,7,5,1,0,1,1,16,6,15,40,2,6,33.3,2,2,100,2,7,9,2,0,2,2,7,18.8,15.5,117.3,103.4,13.9,103.4,117.3,-13.9,6,0,0,0,7,4,57.1,0,0,0,0,0,0,9,4,44.4,0,0,0,0,1,0,0,1,1,0,0,2,7,5,0,0,3
Donar Groningen,"Austin LUKE, Damian FORREST, Dane ERIKSTRUP, Kjeld ZUIDEMA, Malik MILLER",PrismaWorx BAL,"Kara SENE, Kenyuoe ONDAAN, Kjell DE GRAAF, Roel VAN OVERBEEK, Ryan MUHR",1,534,8.9,17.0,15,6,13,46.2,0,3,0,3,7,42.9,3,6,9,2,4,1,4,1,14,6,16,37.5,2,8,25,0,1,0,4,5,9,4,1,0,5,7,17.3,17.2,86.8,81.6,5.3,81.6,86.8,-5.3,1,1,1,100,9,5,55.6,0,0,0,0,0,0,8,4,50,0,0,0,2,1,0,1,1,3,0,1,4,5,7,2,0,2
