Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Okapi Aalst,21,Dante Jr MADDOX,,22,30.6,673.0,563,25.6,175,320,54.7,74,151,49.0,139,156,89.1,13,124,137,54,27,7,50,40,66.2,72.4,30.2,128.4,32.6,8.7,2.6,21.7,12.7,14.5,2.1,1.1,11.4,0.49,13.89,10.12,3.77,7,6,85.7,162,95,58.6,0,0,0,8,28,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,0,Rasheed BELLO,,22,24.0,529.0,344,15.6,110,249,44.2,39,110,35.5,85,97,87.6,24,35,59,122,36,2,52,43,52.0,59.0,28.3,100.1,19.8,6.3,5.3,7.7,6.5,36.5,3.6,0.4,15.1,0.39,13.57,7.45,6.11,12,9,75,127,62,48.8,0,0,0,24,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,5,Enoch CHEEKS,,21,26.9,564.0,278,13.2,97,209,46.4,40,108,37.0,44,64,68.8,32,97,129,45,52,14,29,48,56.0,58.6,20.5,104.4,16.7,6.5,6.6,20.2,13.4,11.9,4.8,2.5,10.9,0.31,13.48,6.49,6.99,21,17,81,80,40,50,0,0,0,12,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,23,Kaden ANDERSON,,4,18.5,74.0,54,13.5,18,29,62.1,6,13,46.2,12,12,100.0,3,10,13,5,2,2,3,9,72.4,78.8,21.7,144.8,16.9,4.1,4.5,15.3,9.9,10.4,1.4,2.4,8.0,0.41,12.27,7.08,5.19,4,4,100,12,8,66.7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Val-Dieu Spirou Basket,11,Eric NOTTAGE,,7,34.0,238.0,131,18.7,44,92,47.8,12,36,33.3,31,39,79.5,18,24,42,55,17,1,25,22,54.3,60.0,25.1,97.6,24.5,6.7,9.2,12.4,10.8,43.1,3.7,0.5,18.6,0.42,12.06,6.68,5.38,2,2,100,54,30,55.6,0,0,0,14,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zorg en Zekerheid Leiden,0,Javian MC COLLUM,,16,27.9,447.0,317,19.8,109,178,61.2,27,60,45.0,72,81,88.9,11,31,42,60,23,0,38,30,68.8,74.2,25.4,126.0,25.2,4.8,3.2,8.9,6.0,23.5,2.6,0.0,15.1,0.46,11.81,6.57,5.23,3,3,100,115,79,68.7,0,0,0,14,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Filou Oostende,31,Noam YAACOV,,20,25.6,512.0,359,17.9,115,234,49.1,35,88,39.8,94,123,76.4,7,69,76,110,22,1,54,43,56.6,62.3,31.1,104.9,24.0,5.9,1.8,15.4,9.1,36.3,2.3,0.2,15.8,0.53,10.9,6.57,4.34,12,6,50,134,74,55.2,0,0,0,29,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,10,Andrew FUNK,,22,24.9,547.0,262,11.9,91,215,42.3,59,154,38.3,21,25,84.0,14,52,66,43,17,5,17,36,56.0,58.0,19.3,107.8,15.1,8.9,3.0,11.1,7.0,11.7,1.6,0.9,7.0,0.12,10.36,6.13,4.24,0,0,0,61,32,52.5,0,0,0,10,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brussels Basketball,17,Demetric HORTON,,22,23.7,522.0,343,15.6,116,230,50.4,69,141,48.9,42,49,85.7,11,74,85,62,33,6,34,39,65.4,68.2,26.1,120.1,20.7,8.5,2.7,17.7,10.3,22.3,3.4,1.2,11.9,0.21,10.33,6.57,3.76,2,2,100,87,45,51.7,0,0,0,18,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Zorg en Zekerheid Leiden,5,Tyreek SCOTT-GRAYSON,,17,27.5,467.0,282,16.6,95,170,55.9,23,54,42.6,69,84,82.1,19,46,65,51,24,10,27,58,62.6,68.1,22.7,120.5,21.1,4.0,5.1,12.8,8.9,18.0,2.6,2.3,11.5,0.49,9.91,4.65,5.26,12,11,91.7,104,61,58.7,0,0,0,5,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,32,Vincent KESTELOOT,,22,24.4,537.0,267,12.1,105,187,56.1,11,34,32.4,46,70,65.7,50,44,94,27,18,8,25,44,59.1,61.3,19.7,110.0,15.4,2.0,10.8,9.6,10.2,7.8,1.8,1.5,10.3,0.37,9.58,5.4,4.17,32,22,68.8,121,72,59.5,0,0,0,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Okapi Aalst,9,Niels VAN DEN EYNDE,,22,33.2,731.0,333,15.1,115,242,47.5,30,93,32.3,73,94,77.7,9,47,56,162,27,1,66,59,53.7,58.8,22.1,95.3,19.3,5.4,1.6,7.6,4.8,33.8,1.9,0.1,18.9,0.39,9.56,5.84,3.72,0,0,0,149,85,57,0,0,0,40,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubo Limburg United,3,Marijn VERVERS,,22,28.5,628.0,223,10.1,87,156,55.8,6,24,25.0,43,57,75.4,26,82,108,141,20,11,53,68,57.7,61.6,17.2,95.3,13.3,1.4,5.5,15.3,10.7,35.8,1.7,1.8,22.6,0.37,9.56,4.39,5.17,4,2,50,128,79,61.7,0,0,0,25,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubo Limburg United,55,Jalen BLACKMON,,22,31.4,691.0,543,24.7,172,353,48.7,51,139,36.7,148,166,89.2,19,50,69,69,16,2,63,54,55.9,63.7,32.7,111.0,32.4,8.3,3.6,8.5,6.2,19.3,1.2,0.3,12.9,0.47,9.49,6.85,2.65,2,2,100,212,119,56.1,0,0,0,18,38,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,26,Niels DE RIDDER,,19,20.7,394.0,220,11.6,82,135,60.7,0,0,0,56,70,80.0,54,64,118,38,11,3,32,59,60.7,66.3,21.8,111.2,14.6,0.0,15.7,18.6,17.1,14.8,1.5,0.7,16.2,0.52,9.48,4.97,4.51,19,13,68.4,116,69,59.5,0,0,0,10,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brussels Basketball,0,Jalen FINCH,,18,28.8,519.0,255,14.2,87,172,50.6,28,66,42.4,53,72,73.6,4,32,36,89,32,3,34,42,58.7,62.6,22.0,107.3,18.9,4.9,1.0,7.3,4.3,28.5,3.3,0.6,14.3,0.42,9.44,5.05,4.39,0,0,0,106,59,55.7,0,0,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zorg en Zekerheid Leiden,17,Lucas KRUITHOF,,22,32.5,714.0,307,14.0,114,234,48.7,42,131,32.1,37,53,69.8,31,100,131,59,54,2,41,49,57.7,59.7,18.9,102.9,17.8,7.6,5.5,18.3,11.8,13.1,3.9,0.3,13.7,0.23,9.19,3.75,5.44,5,5,100,98,67,68.4,0,0,0,27,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Talents Spurs Kortrijk,21,Ithiel HORTON,,12,20.8,249.0,192,16.0,69,139,49.6,35,71,49.3,19,23,82.6,10,44,54,14,6,0,11,21,62.2,64.4,28.9,119.9,21.1,7.8,4.9,22.1,13.3,11.2,1.3,0.0,6.9,0.17,8.79,6.25,2.54,2,1,50,66,33,50,0,0,0,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Heroes Den Bosch,26,Keevan VEINOT,,17,26.6,452.0,271,15.9,88,178,49.4,22,61,36.1,73,87,83.9,14,65,79,46,24,3,26,39,55.6,62.7,25.3,111.9,21.2,4.8,4.0,17.4,10.9,18.9,2.8,0.7,10.7,0.49,8.64,4.9,3.73,8,5,62.5,109,61,56,0,0,0,16,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,13,Yoeri SCHOEPEN,,22,16.9,371.0,142,6.5,49,107,45.8,37,86,43.0,7,9,77.8,18,78,96,22,10,10,14,46,63.1,64.0,14.7,113.6,8.2,4.9,5.6,24.5,15.0,8.4,1.4,2.7,11.2,0.08,8.63,4.24,4.38,6,4,66.7,15,8,53.3,0,0,0,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Windrose Giants Antwerp,11,Joel MURRAY,,16,20.5,328.0,176,11.0,57,134,42.5,12,43,27.9,50,61,82.0,6,19,25,70,12,0,31,41,47.0,54.7,25.6,91.7,14.0,3.4,2.2,7.0,4.6,32.3,1.9,0.0,16.2,0.46,8.62,4.0,4.62,2,2,100,89,43,48.3,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hubo Limburg United,7,Noah BAUMANN,,8,27.5,220.0,82,10.2,28,59,47.5,18,43,41.9,8,9,88.9,2,39,41,14,10,1,9,10,62.7,65.1,15.3,114.0,13.5,7.1,1.3,21.0,11.9,10.1,2.4,0.5,12.5,0.15,8.48,4.64,3.85,0,0,0,16,10,62.5,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Donar Groningen,1,Austin LUKE,,19,29.4,559.0,204,10.7,63,155,40.6,41,117,35.0,37,44,84.1,12,62,74,158,23,2,71,46,53.9,58.5,19.4,83.1,13.9,8.0,2.5,13.0,7.7,46.6,2.1,0.4,28.9,0.28,8.47,3.43,5.04,0,0,0,38,22,57.9,0,0,0,48,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Talents Spurs Kortrijk,0,Darren WILLIAMS,,19,22.6,430.0,236,12.4,65,183,35.5,34,110,30.9,72,80,90.0,11,25,36,95,27,0,37,45,44.8,54.1,26.4,92.5,16.2,7.5,3.0,7.6,5.2,35.3,3.3,0.0,14.5,0.44,8.38,4.43,3.95,0,0,0,73,31,42.5,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kangoeroes Basket Mechelen,5,Zaba BANGALA,,18,28.9,521.0,297,16.5,106,179,59.2,1,6,16.7,84,132,63.6,54,103,157,39,27,16,40,41,59.5,62.6,25.9,107.2,22.5,0.5,13.4,24.4,19.0,15.3,2.9,3.4,14.4,0.74,8.3,4.01,4.29,18,14,77.8,155,91,58.7,0,0,0,13,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella Artois Leuven Bears,32,Tytan ANDERSON,,22,33.0,727.0,339,15.4,125,241,51.9,21,59,35.6,68,110,61.8,46,131,177,65,31,12,55,62,56.2,58.6,22.2,98.4,20.2,3.5,7.9,22.3,15.1,16.7,2.3,1.9,16.0,0.46,8.21,2.79,5.42,32,27,84.4,150,77,51.3,0,0,0,20,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
House of Talents Spurs Kortrijk,27,Sean POUEDET,,3,24.7,74.0,20,6.7,8,21,38.1,0,3,0.0,4,6,66.7,2,5,7,27,4,0,8,9,38.1,42.3,19.5,63.2,9.2,1.4,3.0,9.2,5.8,61.6,3.1,0.0,25.3,0.29,8.17,2.71,5.46,0,0,0,18,8,44.4,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
