Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Lions,21,Aaryndeep Rai,,1,26.1,26.1,7,7.0,3,5,60.0,1,1,100.0,0,1,0.0,3,4,7,1,2,3,2,3,70.0,64.3,12.9,94.1,9.9,1.4,12.1,19.8,15.6,5.2,4.4,12.4,26.9,0.2,11.19,2.95,8.24,4,2,50,0,0,0,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire Phoenix,13,Patrick Robinson,,26,25.9,672.6,518,19.9,177,300,59.0,23,57,40.4,141,193,73.1,35,71,106,108,22,4,54,43,62.8,67.3,27.5,118.0,24.2,2.7,5.0,10.9,7.9,28.2,1.6,0.5,12.3,0.64,10.14,7.39,2.75,184,127,69,59,27,45.8,57,23,40.4,18,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,15,Chaundee Brown Jr,,7,25.3,177.1,105,15.0,38,62,61.3,8,18,44.4,21,24,87.5,6,24,30,7,5,0,3,10,67.7,72.4,20.8,139.0,20.2,3.5,4.3,14.2,9.7,6.9,1.5,0.0,4.0,0.39,10.09,4.96,5.13,29,22,75.9,15,8,53.3,18,8,44.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bristol Flyers,22,Joseph Anderson,,26,30.5,791.8,349,13.4,131,308,42.5,54,168,32.1,33,42,78.6,11,54,65,133,49,1,37,34,51.3,53.4,20.9,96.0,17.6,8.5,1.4,7.3,4.3,30.4,3.3,0.1,10.2,0.14,9.38,4.3,5.07,71,51,71.8,69,26,37.7,168,54,32.1,26,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,1,Joel Scott,,12,23.1,277.6,180,15.0,68,117,58.1,13,30,43.3,31,42,73.8,26,36,62,10,9,2,9,25,63.7,66.4,24.9,124.6,20.7,3.4,11.6,14.2,13.0,6.7,1.8,0.8,6.2,0.36,9.17,4.61,4.56,70,44,62.9,17,11,64.7,30,13,43.3,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B. Braun Sheffield Sharks,1,Dirk Williams,,24,31.7,759.9,351,14.6,127,264,48.1,61,140,43.6,36,48,75.0,10,89,99,66,24,21,30,42,59.7,61.6,19.1,111.4,19.1,7.6,1.4,11.5,6.8,14.4,1.6,2.9,9.5,0.18,8.68,5.1,3.58,70,43,61.4,54,23,42.6,140,61,43.6,11,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrey 89ers,12,Kino Lily Jr,,24,33.6,806.9,421,17.5,155,330,47.0,84,183,45.9,27,34,79.4,12,46,58,105,26,0,46,30,59.7,61.0,21.4,107.7,22.4,9.7,1.6,5.9,3.8,21.4,1.7,0.0,11.8,0.1,8.52,6.47,2.05,38,17,44.7,109,54,49.5,183,84,45.9,22,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Leicester Riders,13,Donald Carey Jr,,16,32.3,516.3,259,16.2,81,183,44.3,32,85,37.6,65,73,89.0,13,59,72,114,28,0,63,28,53.0,60.2,24.3,93.1,20.9,6.9,2.7,13.0,7.7,36.5,2.8,0.0,22.7,0.4,8.22,4.63,3.58,64,35,54.7,34,14,41.2,85,32,37.6,35,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
London Lions,33,Shavar Reynolds Jr,,16,22.9,366.9,171,10.7,63,127,49.6,14,28,50.0,31,35,88.6,12,20,32,79,9,1,28,36,55.1,60.0,22.4,100.4,14.7,2.4,3.9,5.9,5.0,37.2,1.3,0.3,16.4,0.28,8.19,3.0,5.18,38,20,52.6,61,29,47.5,28,14,50,20,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Caledonia Gladiators,10,Ria'n Holland,,1,32.1,32.1,15,15.0,3,6,50.0,3,5,60.0,6,7,85.7,0,5,5,1,2,0,1,2,75.0,82.6,14.4,148.8,18.9,6.3,0.0,14.8,8.5,4.3,3.1,0.0,9.9,1.17,7.12,3.79,3.33,0,0,0,1,0,0,5,3,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
