game_id,game_date,team,points,fgm,fga,fg2m,fg2a,fg3m,fg3a,ftm,fta,oreb,dreb,treb,ast,stl,blk,tov,pf,pf_drawn,blk_against,poss,pace
EL_E2025_304,2026-03-11,Virtus Bologna,82,26,67,18,41,8,26,22,25,13,19,32,15,6,3,12,22,0,0,73.7,74.3
EL_E2025_304,2026-03-11,Partizan Mozzart Bet Belgrade,88,33,68,23,37,10,31,12,19,12,22,34,22,8,5,13,23,0,0,74.9,74.3
EL_E2025_306,2026-03-12,AS Monaco,81,31,65,26,41,5,24,14,16,7,26,33,19,7,1,11,25,0,0,73.9,72.6
EL_E2025_306,2026-03-12,Olympiacos Piraeus,80,26,58,14,28,12,30,16,23,9,21,30,13,8,1,12,20,0,0,71.3,72.6
EL_E2025_308,2026-03-12,Dubai Basketball,100,35,73,30,57,5,16,25,38,13,26,39,17,9,4,10,26,0,0,85.4,84.3
EL_E2025_308,2026-03-12,Kosner Baskonia Vitoria-Gasteiz,94,30,72,23,42,7,30,27,28,12,24,36,16,6,0,13,23,0,0,83.1,84.3
EL_E2025_301,2026-03-12,FC Bayern Munich,80,28,57,18,30,10,27,14,16,3,25,28,18,6,0,14,21,0,0,74.3,73.5
EL_E2025_301,2026-03-12,Anadolu Efes Istanbul,81,26,58,14,31,12,27,17,19,4,22,26,15,9,1,11,18,0,0,72.6,73.5
EL_E2025_303,2026-03-12,Real Madrid,96,36,76,20,41,16,35,8,14,14,30,44,25,8,4,5,20,0,0,71.8,73.4
EL_E2025_303,2026-03-12,Valencia Basket,79,29,74,18,45,11,29,10,17,13,25,38,16,3,5,8,16,0,0,74.9,73.4
EL_E2025_302,2026-03-12,Paris Basketball,90,30,68,18,32,12,36,18,24,11,23,34,20,7,3,9,20,0,0,74.8,73.5
EL_E2025_302,2026-03-12,LDLC ASVEL Villeurbanne,81,28,63,15,27,13,36,12,18,8,24,32,25,5,3,11,22,0,0,72.3,73.5
EL_E2025_305,2026-03-12,Panathinaikos AKTOR Athens,92,31,61,26,50,5,11,25,29,9,18,27,17,9,2,9,23,0,0,73.4,73.3
EL_E2025_305,2026-03-12,Zalgiris Kaunas,88,30,61,21,38,9,23,19,25,10,22,32,14,6,3,13,24,0,0,73.2,73.3
