Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Paris Basketball,"JOEL AYAYI, ALLAN DOKOSSI, LEOPOLD CAVALIERE, JUSTIN ROBINSON, SEBASTIAN HERRERA, JARED RHODEN",1,634,23,10,21,47.6,1,8,12.5,2,2,100,5,9,14,6,0,2,1,6,15,64.1,64.3,63.8,37.3,37.6,50,52.6,60,50,81.8,3.5,9.5,38.1,135.3,17,5,17,29.4,3,13,23.1,4,5,80,2,5,7,2,1,1,0,6,14,38.2,44.3,0,18.2,76.5,100.8,34.5,0,0,0,13,9,69.2,8,1,12.5,0,0,0,1,0,0,0,4,2,50,13,3,23.1,0,0,0,0
Paris Basketball,"JOEL AYAYI, MOUHAMED FAYE, NADIR HIFI, JEREMY MORGAN, DEREK WILLIS, LAMAR STEVENS",1,739,22,7,19,36.8,3,9,33.3,5,7,71.4,5,4,9,5,5,1,6,10,15,73.7,75.2,72.2,31.9,33.3,44.7,49.8,71.4,38.5,40,18.1,36.8,47.4,95.1,17,6,16,37.5,2,7,28.6,3,6,50,6,8,14,7,3,1,10,7,17,43.8,45.6,34.9,60,43.8,76.5,18.6,0,0,0,10,4,40,9,3,33.3,0,0,0,6,0,0,0,9,4,44.4,7,2,28.6,0,0,0,10
Dubai Basketball,"NATE MASON, KOSTA KONDIC, ALEKSA AVRAMOVIC, KLEMEN PREPELIC, BOOGIE ELLIS",1,480,25,9,15,60,1,2,50,6,6,100,3,5,8,5,2,0,1,2,14,77.2,77.2,77.2,31.1,31.1,63.3,70.9,55.6,50,71.4,4.2,40,13.3,162,17,6,14,42.9,3,7,42.9,2,2,100,2,3,5,2,1,0,3,4,13,53.6,57.1,16.8,28.6,50,110.1,51.9,0,0,0,13,8,61.5,2,1,50,0,0,0,1,0,0,0,7,3,42.9,7,3,42.9,0,0,0,3
Dubai Basketball,"NATE MASON, KOSTA KONDIC, DWAYNE BACON, ALEKSA AVRAMOVIC, AWUDU ABASS, BRUNO CABOCLO, KLEMEN PREPELIC, BOOGIE ELLIS",1,418,17,7,14,50,2,5,40,1,4,25,3,4,7,3,2,0,2,5,13,85,83.5,86.5,28.7,27.8,57.1,53.9,42.9,42.9,66.7,9.6,28.6,35.7,116.8,17,6,12,50,0,5,0,5,5,100,2,4,6,3,2,0,3,2,13,50,59.9,17.4,33.3,41.7,112.9,4,0,0,0,9,5,55.6,5,2,40,0,0,0,2,0,0,0,7,6,85.7,5,0,0,0,0,0,3
FC Bayern Munich,"NENO DIMITRIJEVIC, JUSTINIAN JESSUP, STEFAN JOVIC, ISIAHA MIKE, DAVID MCCORMACK, XAVIER RATHAN-MAYES",1,535,17,6,13,46.2,3,7,42.9,2,2,100,1,3,4,4,2,0,3,4,13,70.1,70.1,70.2,34.2,34.2,57.7,61.2,66.7,16.7,100,14.4,15.4,53.8,108.8,15,4,10,40,2,6,33.3,5,6,83.3,0,5,5,3,1,0,3,3,15,50,59.3,19.2,0,60,95.9,12.8,0,0,0,6,3,50,7,3,42.9,0,0,0,3,0,0,0,4,2,50,6,2,33.3,0,0,0,3
AS Monaco,"ELIE OKOBO, KEVARRIUS HAYES, TERRY TARPEY, JUHANN BEGARIN, NEMANJA NEDOVIC, MATTHEW STRAZEL",1,367,13,5,10,50,1,5,20,2,3,66.7,0,7,7,3,1,0,1,4,12,72.6,80.6,64.6,29.8,37.1,55,57.4,60,0,100,6.5,30,50,105.5,5,1,8,12.5,1,6,16.7,2,2,100,0,4,4,1,0,0,1,4,9,18.8,28.2,10.1,0,75,50.6,54.9,0,0,0,5,4,80,5,1,20,0,0,0,1,0,0,0,2,0,0,6,1,16.7,0,0,0,1
Real Madrid,"MARIO HEZONJA, WALTER TAVARES, ALBERTO ABALDE, FACUNDO CAMPAZZO, CHUMA OKEKE",1,376,18,7,12,58.3,3,6,50,1,2,50,0,6,6,6,1,1,0,2,12,76,82.2,69.8,29.2,34.4,70.8,69.9,85.7,0,85.7,0,16.7,50,139.8,9,4,11,36.4,1,4,25,0,0,0,1,6,7,2,0,1,1,4,4,40.9,40.9,8.3,14.3,36.4,82.3,57.4,0,0,0,6,4,66.7,6,3,50,0,0,0,0,0,0,0,7,3,42.9,4,1,25,0,0,0,1
FC Bayern Munich,"NENO DIMITRIJEVIC, JUSTINIAN JESSUP, ANDREAS OBST, STEFAN JOVIC, XAVIER RATHAN-MAYES",1,353,12,5,9,55.6,2,4,50,0,0,0,0,4,4,3,2,0,2,3,11,74.8,74.8,74.8,32.1,32.1,66.7,66.7,60,0,100,14.3,0,44.4,109.1,6,3,8,37.5,0,2,0,0,0,0,0,3,3,1,1,1,3,1,11,37.5,37.5,27.3,0,25,54.5,54.5,0,0,0,5,3,60,4,2,50,0,0,0,2,0,0,0,6,3,50,2,0,0,0,0,0,3
Partizan Mozzart Bet Belgrade,"CARLIK JONES, SHAKE MILTON, NICK CALATHES, DUANE WASHINGTON, MITAR BOSNJAKOVIC",1,328,20,8,9,88.9,2,3,66.7,2,3,66.7,0,2,2,3,2,2,1,2,11,76.4,82.8,70,29.0,34.3,100,96.9,37.5,0,66.7,7,33.3,33.3,176.7,12,5,9,55.6,2,4,50,0,0,0,1,1,2,3,1,0,2,2,8,66.7,66.7,18.2,33.3,44.4,125.3,51.3,0,0,0,6,6,100,3,2,66.7,0,0,0,1,0,0,0,5,3,60,4,2,50,0,0,0,2
AS Monaco,"ELIE OKOBO, DANIEL THEIS, ALPHA DIALLO, NEMANJA NEDOVIC, JARON BLOSSOMGAME, MIKE JAMES",1,383,16,4,9,44.4,1,5,20,7,7,100,2,0,2,3,1,0,1,4,10,70.8,68.6,73.1,35.0,32.8,50,66.2,75,40,0,6.2,77.8,55.6,146.3,20,7,10,70,4,6,66.7,2,2,100,2,3,5,2,1,0,4,6,13,90,91.9,26.9,100,60,171.4,-25.1,0,0,0,4,3,75,5,1,20,0,0,0,1,0,0,0,4,3,75,6,4,66.7,0,0,0,4
