# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 459
# Qualified players exported: 198
# Total stints used: 8228
# Garbage time stints excluded: 303
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Phoenix Hagen,11,Marvin Omonigho Omuvwie,554,5.65,2.27,7.92
Artland Dragons,9,Connor Van Anthony,1107,4.15,2.87,7.02
BBC Bayreuth,22,Leroy Ikenna Ikejiaku,468,1.72,4.74,6.46
BG Göttingen,44,Julius Böhmer,968,2.41,3.92,6.33
Bozic Estriche Knights Kirchheim,11,Tyrel Maurice Morgan,789,2.76,3.37,6.13
HAKRO Merlins Crailsheim,4,Brock Boone Gardner,921,3.76,1.79,5.55
VfL SparkassenStars Bochum,1,Antonio Deshon Williams,1044,2.27,3.23,5.5
Tigers Tübingen,21,Connor McDonald Nelson,303,3.68,1.58,5.25
Phoenix Hagen,19,Marinus Lucas N'Guessan,576,1.7,3.29,4.99
EPG Baskets Koblenz,0,Decorian Jeffries,892,3.4,1.49,4.89
Artland Dragons,25,Benjamin Forrest Burnham,1210,3.26,1.14,4.4
HAKRO Merlins Crailsheim,0,Tyreese Blunt,1070,1.3,2.28,3.57
BG Göttingen,0,Nils Owen Schmitz,737,2.26,1.25,3.51
Eisbären Bremerhaven,2,Raphael Falkenthal,511,-0.8,4.18,3.39
Bayer Giants Leverkusen,3,Luca Finn Kahl,772,0.31,2.97,3.28
RheinStars Köln,23,Michael Jordan Miller,865,-0.27,3.51,3.24
GIESSEN 46ers,18,Till Gloger,713,0.82,2.42,3.23
GIESSEN 46ers,47,Abu Kigab,256,2.37,0.87,3.23
Eisbären Bremerhaven,7,Adrian Breitlauch,784,2.4,0.73,3.13
HAKRO Merlins Crailsheim,26,Marvin Ogunsipe,928,0.95,2.05,3.0
EPG Baskets Koblenz,11,Devonte Jasai McCall,525,2.64,0.36,3.0
Phoenix Hagen,30,Jeffrey Carroll,841,3.44,-0.49,2.95
Eisbären Bremerhaven,3,Jacob David Biss,897,1.21,1.73,2.95
Phoenix Hagen,2,Dennis Nawrocki,725,1.84,1.1,2.94
BG Göttingen,9,Kevin Buckingham,362,3.49,-0.56,2.93
PS Karlsruhe LIONS,5,Tyrese Williams,770,1.63,1.23,2.86
Phoenix Hagen,4,Bjarne Kraushaar,920,2.67,0.15,2.82
Phoenix Hagen,10,Fabian Bleck,740,-1.5,4.12,2.62
Bozic Estriche Knights Kirchheim,3,Charles Tyrone Harris Jr.,707,1.76,0.79,2.55
Bayer Giants Leverkusen,21,John Williams Jr,942,0.77,1.7,2.47
Bozic Estriche Knights Kirchheim,15,Nil Failenschmid Clavera,840,1.6,0.85,2.45
HAKRO Merlins Crailsheim,12,Xavier Trent Johnson,412,0.81,1.6,2.42
PS Karlsruhe LIONS,23,Maurice Marko Pluskota,1004,2.03,0.22,2.25
Artland Dragons,3,Amir Jabbar Hinton,1185,3.23,-0.98,2.24
Phoenix Hagen,21,Tim Uhlemann,701,1.39,0.7,2.1
Paderborn Baskets,2,Branden Michael Maughmer,830,1.8,0.21,2.01
HAKRO Merlins Crailsheim,22,Antonio Dewane Madlock JR,734,-0.32,2.32,2.01
BG Göttingen,20,Janis Jünemann,448,-1.99,3.97,1.98
Phoenix Hagen,0,Marcus Henri Graves,944,1.23,0.74,1.97
SBB Baskets,28,Alieu Ceesay,621,2.39,-0.43,1.97
RheinStars Köln,4,Zachary Richard Watson,459,0.67,1.27,1.94
HAKRO Merlins Crailsheim,10,Gianni Otto,488,1.37,0.57,1.93
GIESSEN 46ers,7,Kyle Anthony Castlin,1280,-0.03,1.89,1.87
