Team,Lineup,GAMES,TOTAL_TIME,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,PACE,PACE_FOR,PACE_VS,APL_OFF,APL_DEF,OFF_eFG%,OFF_TS%,OFF_AST%,OFF_OREB%,OFF_DREB%,OFF_TOV%,OFF_FT_RATE,OFF_3PA_RATE,OFF_RTG,PTS_VS,FGM_VS,FGA_VS,FG%_VS,3PM_VS,3PA_VS,3P%_VS,FTM_VS,FTA_VS,FT%_VS,OREB_VS,DREB_VS,REB_VS,AST_VS,STL_VS,BLK_VS,TOV_VS,PF_VS,POSS_VS,DEF_eFG%,DEF_TS%,DEF_TOV%,DEF_OREB%_VS,DEF_3PA_RATE,DEF_RTG,NET_RTG,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
London Cavaliers,"J. Manning, M. Collins, M. Beasley, D. Braster, A. Roberts",21,18560,708,279,564,49.5,87,204,42.6,63,107,58.9,93,229,322,143,40,30,116,99,608,77.3,78.7,75.9,30.5,31.6,57.2,57.9,51.3,34.8,77.4,13.3,19,36.2,116.3,634,250,572,43.7,81,238,34,53,79,67.1,67,174,241,137,59,17,72,105,587,50.8,52.2,10.6,22.6,41.6,108,8.4,270,155,57.4,89,36,40.4,204,87,42.6,55,28,6,21,252,139,55.2,82,30,36.6,238,81,34,36,21,3,11
Birmingham Rockets,"R. Blain, Z. Powell, L. Okosieme, E. Donaldson, L. Mcgregor",19,14326,464,179,396,45.2,37,110,33.6,69,115,60,51,181,232,121,42,28,99,72,474,78.8,79.5,78.1,30.2,30.7,49.9,51.9,67.6,23.9,72.7,14.9,29,27.8,97.7,443,171,438,39,62,184,33.7,39,60,65,68,162,230,100,46,19,89,107,465,46.1,47.7,16.1,27.3,42,95.1,2.7,194,112,57.7,92,30,32.6,110,37,33.6,39,30,2,18,181,84,46.4,72,24,33.3,184,62,33.7,35,24,2,19
Milton Keynes Breakers,"D. Jackson, J. Dietrich, X. Wilson, J. Spencer, C. Thompson",15,10896,411,162,352,46,47,132,35.6,40,60,66.7,53,140,193,115,30,22,45,54,355,78,78.3,77.8,30.6,30.9,52.7,54.3,71,29.9,74.9,8.4,17,37.5,115.6,338,131,324,40.4,43,130,33.1,33,54,61.1,47,124,171,83,33,15,67,66,353,47.1,48.6,16.2,25.1,40.1,95.7,19.8,155,93,60,64,22,34.4,132,47,35.6,29,10,2,5,120,66,55,70,18,25.7,130,43,33.1,29,21,1,13
Derby Trailblazers,"C. Washington, J. Pathmarajah, S. Walker, C. Brown, R. May-Thompson",15,10545,400,156,311,50.2,37,87,42.5,51,77,66.2,39,124,163,97,43,13,62,51,353,78.7,80.4,77.1,29.9,31.1,56.1,58,62.2,25.5,79.5,12.3,24.8,28,113.3,358,144,311,46.3,49,125,39.2,21,34,61.8,32,114,146,87,37,11,59,78,338,54.2,54.9,15.3,20.5,40.2,105.7,7.6,161,96,59.6,63,23,36.5,87,37,42.5,18,28,4,9,115,65,56.5,71,30,42.3,125,49,39.2,19,29,2,8
Yorkshire Dragons,"D. Ulph, J. Whelan, J. Mielke, C. Johnson, N. Lewis",9,8329,365,130,266,48.9,41,105,39,64,87,73.6,38,104,142,69,40,7,38,63,292,85.9,84.2,87.7,28.5,27.4,56.6,60,53.1,27.7,76.5,9.2,32.7,39.5,125,300,106,244,43.4,40,104,38.5,48,66,72.7,32,99,131,61,23,11,76,78,304,51.6,54.9,21.8,23.5,42.6,98.6,26.4,135,83,61.5,26,6,23.1,105,41,39,17,11,0,7,93,56,60.2,47,10,21.3,104,40,38.5,23,27,1,14
Newcastle Knights,"B. Dean, S. Trunley, J. Thames, H. Abdul, M. Jones",7,7662,289,104,226,46,44,118,37.3,37,50,74,28,75,103,66,24,7,34,40,243,77,76.4,77.5,31.4,30.9,55.8,58.3,63.5,25.2,68.8,9.8,22.1,52.2,118.5,262,104,216,48.1,22,84,26.2,32,52,61.5,34,83,117,57,18,7,53,45,247,53.2,54.8,18.2,31.2,38.9,105.8,12.7,67,39,58.2,41,21,51.2,118,44,37.3,16,13,0,4,91,66,72.5,41,16,39,84,22,26.2,23,20,3,7
Reading Rockets,"T. Nsangu, C. Creek, J. Bouknight, E. Poorman, V. Olarerin",16,6373,239,96,201,47.8,28,76,36.8,19,28,67.9,47,59,106,59,33,6,41,34,199,73.2,75,71.4,32.0,33.6,54.7,56,61.5,46.5,78.7,13.1,13.9,37.8,120.1,187,74,164,45.1,31,76,40.8,8,8,100,16,54,70,44,19,4,46,32,189,54.6,55.8,21.5,21.3,46.3,98.6,21.5,95,62,65.3,30,6,20,76,28,36.8,20,15,2,4,64,35,54.7,24,8,33.3,76,31,40.8,26,13,2,6
Worthing Thunder,"M. Bryan-Amaning, J. Hopkins, E. Maynard, A. Scarborough, E. Dadds",13,5723,213,78,174,44.8,15,44,34.1,42,63,66.7,32,78,110,41,21,5,38,36,199,82.3,83.6,81,28.7,29.6,49.1,52.8,52.6,32.3,72.2,13.5,36.2,25.3,106.8,163,67,179,37.4,17,68,25,12,30,40,30,67,97,42,21,6,39,49,193,42.2,42.4,16.9,27.8,38,84.4,22.4,98,49,50,31,13,41.9,44,15,34.1,11,14,1,8,74,41,55.4,37,9,24.3,68,17,25,13,18,3,7
Birmingham Rockets,"R. Blain, O. Jackman, Z. Powell, E. Donaldson, L. Mcgregor",17,5304,222,78,160,48.8,13,54,24.1,53,77,68.8,27,58,85,46,21,5,27,50,186,85.4,84.2,86.6,28.5,27.7,52.8,57.3,59,32.1,66.7,10.1,48.1,33.8,119.3,202,73,166,44,19,64,29.7,37,51,72.5,29,57,86,41,18,5,40,59,191,49.7,53.6,17.5,33.3,38.6,105.5,13.8,78,54,69.2,27,11,40.7,54,13,24.1,15,10,2,1,85,49,57.6,17,5,29.4,64,19,29.7,19,11,2,5
Hemel Storm,"D. Nelson-Henry, K. Walker, M. Norman, B. Inger, S. Newman",7,5211,210,89,155,57.4,20,46,43.5,12,15,80,15,67,82,50,20,3,39,33,178,79.5,82.1,77,29.2,31.2,63.9,65,56.2,25,79.8,15.6,9.7,29.7,117.9,166,63,152,41.4,16,53,30.2,24,30,80,17,45,62,33,21,6,26,16,167,46.7,50.2,13.6,20.2,34.9,99.3,18.6,90,61,67.8,19,8,42.1,46,20,43.5,18,9,1,7,63,34,54,36,13,36.1,53,16,30.2,14,10,2,2
Nottingham Hoods,"T. Williams, B. Johnson, D. Nixon Ii, E. Bailey, S. Akano",9,4735,229,87,158,55.1,29,67,43.3,26,40,65,21,59,80,48,26,8,25,39,172,88.3,87.4,89.2,27.5,26.9,64.2,65.2,55.2,29.6,76.6,10.1,25.3,42.4,132.8,162,62,142,43.7,13,51,25.5,25,37,67.6,18,50,68,50,14,3,43,40,175,48.2,51.2,21.4,23.4,35.9,92.1,40.7,70,52,74.3,21,6,28.6,67,29,43.3,9,10,0,4,60,38,63.3,31,11,35.5,51,13,25.5,21,11,0,7
Worthing Thunder,"M. Bryan-Amaning, J. Hopkins, E. Maynard, B. Adeluola, E. Dadds",15,4884,169,59,136,43.4,12,36,33.3,39,55,70.9,11,58,69,30,12,3,31,32,172,82.8,85,80.7,28.2,29.8,47.8,52.7,50.8,13.9,69.9,14,40.4,26.5,97.7,192,78,159,49.1,22,57,38.6,14,25,56,25,68,93,53,12,5,26,46,164,56,56.5,13.3,30.1,35.8,117,-19.3,68,37,54.4,32,10,31.2,36,12,33.3,11,10,1,5,74,49,66.2,28,7,25,57,22,38.6,6,10,0,7
Hemel Storm,"D. Nelson-Henry, K. Walker, S. Lewis, M. Norman, S. Newman",7,5190,192,76,142,53.5,17,56,30.4,23,31,74.2,10,55,65,56,21,5,31,34,169,80.6,78.4,82.8,30.6,29.0,59.5,61.7,73.7,16.9,72.4,12.8,21.8,39.4,113.2,191,72,157,45.9,19,49,38.8,28,33,84.8,21,49,70,38,18,8,36,41,179,51.9,55.7,17.3,27.6,31.2,106.7,6.6,78,59,75.6,8,0,0,56,17,30.4,7,19,2,4,72,43,59.7,36,10,27.8,49,19,38.8,16,8,0,8
Reading Rockets,"M. Bryant, C. Creek, J. Bouknight, E. Poorman, V. Olarerin",17,5420,191,75,159,47.2,24,63,38.1,17,24,70.8,25,47,72,46,21,6,31,39,168,76.3,74.6,78,32.2,30.8,54.7,56.3,61.3,34.2,69.1,12.6,15.1,39.6,113.3,181,68,148,45.9,21,60,35,24,33,72.7,21,48,69,42,19,8,42,26,176,53,55.7,20.5,30.9,40.5,102.7,10.6,75,43,57.3,20,7,35,63,24,38.1,18,5,2,5,63,37,58.7,25,10,40,60,21,35,20,17,1,2
Loughborough Riders,"J. Campbell, M. Joiner, D. Hadley, J. Cook, T. Akinsuku",7,4869,177,66,143,46.2,27,64,42.2,18,31,58.1,19,59,78,46,20,11,37,37,167,81.3,82.6,80,29.0,30.0,55.6,56.5,69.7,23.8,69.4,15.4,21.7,44.8,105.6,166,65,152,42.8,13,42,31,23,39,59,26,61,87,37,20,8,26,26,162,47,49.1,13.3,30.6,27.6,102.2,3.4,62,36,58.1,17,3,17.6,64,27,42.2,16,15,0,4,83,42,50.6,27,10,37,42,13,31,15,10,1,1
Bristol Flyers II,"Y. Hafid, L. Ayinla, R. Eigbe, N. Sagkovits, N. Ladjimi",10,4937,132,54,136,39.7,18,54,33.3,6,13,46.2,17,49,66,30,18,2,38,36,156,76.2,75.9,76.5,31.6,31.4,46.3,46.6,55.6,22.1,69,18.1,9.6,39.7,84.5,175,68,140,48.6,17,44,38.6,22,34,64.7,22,60,82,44,24,5,31,15,157,54.6,56.5,16.7,31,31.4,111.2,-26.7,58,26,44.8,20,6,30,54,18,33.3,15,15,3,7,70,40,57.1,25,10,40,44,17,38.6,19,11,0,1
