# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 221
# Qualified players exported: 132
# Total stints used: 3966
# Garbage time stints excluded: 294
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Nottingham Hoods,24,D. Nixon Ii,1202,3.39,4.06,7.45
Milton Keynes Breakers,23,J. Spencer,1354,3.55,3.02,6.58
Birmingham Rockets,3,E. Donaldson,1391,2.31,3.44,5.75
Worthing Thunder,4,A. Scarborough,880,2.87,2.78,5.65
Reading Rockets,10,M. Bryant,1151,2.07,3.15,5.22
Newcastle Knights,10,S. Trunley,1472,4.29,0.65,4.94
Birmingham Rockets,8,M. Gayle,709,4.77,0.08,4.86
Reading Rockets,12,T. Nsangu,865,2.35,1.93,4.28
Milton Keynes Breakers,7,B. Freckleton,545,1.9,2.37,4.27
London Cavaliers,10,J. Manning,1338,2.43,1.21,3.64
Essex Rebels,2,M. Brown,1441,2.69,0.94,3.63
Reading Rockets,4,J. Bouknight,1249,1.81,1.76,3.57
Milton Keynes Breakers,21,X. Wilson,1054,2.3,1.18,3.48
Newcastle Knights,8,M. Matthews,635,1.95,1.24,3.19
Derby Trailblazers,22,J. Pathmarajah,1312,3.41,-0.24,3.17
Derby Trailblazers,9,M. Smith,477,1.41,1.25,2.66
Reading Rockets,8,V. Olarerin,1345,3.49,-1.02,2.47
Bristol Hurricanes,31,D. Ubiaro,1138,1.76,0.69,2.45
Loughborough Riders,31,J. Cook,1283,0.65,1.76,2.41
Hemel Storm,11,K. Walker,949,2.12,0.3,2.41
Reading Rockets,14,C. Creek,1139,1.7,0.65,2.34
Worthing Thunder,7,E. Dadds,1172,-1.78,4.04,2.26
Nottingham Hoods,14,M. Savery-Richards,833,-2.14,4.22,2.08
Hemel Storm,2,M. Norman,1105,2.31,-0.24,2.07
Newcastle Knights,1,B. Dean,1363,3.52,-1.49,2.03
Yorkshire Dragons,93,N. Lewis,1289,2.02,-0.07,1.95
Milton Keynes Breakers,13,L. Gregory,410,-2.17,4.08,1.9
Birmingham Rockets,0,R. Blain,1464,-0.01,1.91,1.9
Birmingham Rockets,13,O. Jackman,911,1.91,-0.07,1.83
Loughborough Riders,36,T. Akinsuku,976,1.2,0.6,1.8
Loughborough Riders,4,L. Campbell,389,-0.18,1.95,1.78
Milton Keynes Breakers,10,C. Thompson,1037,0.79,0.93,1.71
Yorkshire Dragons,10,D. Ulph,1479,0.01,1.7,1.71
Hemel Storm,4,S. Newman,1476,1.69,0.02,1.71
Newcastle Knights,5,M. Jones,1137,0.76,0.76,1.52
Newcastle Knights,2,T. Riley,265,2.43,-0.98,1.45
Essex Rebels,10,K. Martin,1107,1.87,-0.44,1.43
Worthing Thunder,15,J. Hopkins,1496,0.98,0.39,1.38
Nottingham Hoods,1,T. Williams,1484,0.25,1.04,1.3
Hemel Storm,10,D. Nelson-Henry,1007,0.36,0.79,1.15
Essex Rebels,5,B. Winter,336,1.98,-0.84,1.15
London Cavaliers,23,D. Braster,1214,0.06,1.06,1.13
Milton Keynes Breakers,9,D. Jackson,1126,-0.34,1.43,1.08
Reading Rockets,9,S. Chamberlain,562,1.47,-0.42,1.05
Birmingham Rockets,14,Z. Powell,1321,0.39,0.63,1.02
Derby Trailblazers,7,R. May-Thompson,1175,0.89,0.11,1.0
Yorkshire Dragons,23,J. Whelan,1287,1.75,-0.8,0.95
Nottingham Hoods,25,B. Johnson,1098,1.62,-0.7,0.91
Derby Trailblazers,3,S. Walker,1003,2.46,-1.66,0.8
London Cavaliers,13,M. Collins,1218,1.01,-0.23,0.78
Essex Rebels,22,T. Child,1458,-1.16,1.92,0.76
Newcastle Knights,15,W. Neighbour,406,3.06,-2.31,0.75
Derby Trailblazers,6,E. Oliver,255,1.61,-0.95,0.66
