Team,Player_Number,Player_Name,Conference,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,eFG%,TS%,USG%,ORtg,PTS/100,3PA/100,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,FTr,BPM,OBPM,DBPM,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,RIM_ATT_VS,RIM_MADE_VS,RIM%_VS,OTD_2PT_ATT_VS,OTD_2PT_MADE_VS,OTD_2PT%_VS,OTD_3PT_ATT_VS,OTD_3PT_MADE_VS,OTD_3PT%_VS,PASS_TO_VS,DRIBBLE_TO_VS,DEFENSE_TO_VS,MISC_TO_VS
Essex Rebels,2,M. Brown,,20,35.6,712.2,494,24.7,175,345,50.7,44,111,39.6,100,116,86.2,24,75,99,119,79,4,72,50,57.1,62.4,27.5,105.5,29.5,6.6,3.2,10.0,6.6,31.6,5.4,0.5,15.4,0.34,14.33,7.93,6.4,178,108,60.7,56,23,41.1,111,44,39.6,33,28,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,23,J. Spencer,,21,33.4,700.4,318,15.1,102,227,44.9,41,117,35.0,73,82,89.0,10,125,135,155,30,4,66,48,54.0,60.4,20.1,96.6,18.7,6.9,1.4,17.4,9.4,32.1,2.2,0.6,20.1,0.36,13.38,6.29,7.09,77,49,63.6,32,11,34.4,117,41,35,43,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,11,J. Thames,,22,38.2,840.7,562,25.5,212,383,55.4,29,88,33.0,109,134,81.3,45,125,170,90,39,9,54,36,59.1,63.6,24.7,113.3,30.1,4.7,5.2,15.4,10.1,17.5,2.3,1.0,10.9,0.35,12.86,9.58,3.28,228,152,66.7,67,31,46.3,88,29,33,18,29,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,8,V. Olarerin,,23,31.5,723.8,457,19.9,175,366,47.8,42,145,29.0,65,74,87.8,56,77,133,59,52,7,46,49,53.6,57.3,26.4,102.8,25.6,8.1,7.8,11.0,9.4,13.2,3.7,1.0,10.3,0.2,12.76,7.6,5.16,182,119,65.4,39,14,35.9,145,42,29,20,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorkshire Dragons,4,J. Jefferson,,5,36.7,183.6,119,23.8,43,90,47.8,10,31,32.3,23,30,76.7,4,19,23,20,15,2,10,14,53.3,57.7,26.7,105.1,30.6,8.0,2.1,11.4,6.4,20.0,4.3,1.2,8.8,0.33,12.71,6.46,6.25,39,19,48.7,20,14,70,31,10,32.3,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,1,T. Williams,,22,34.7,763.2,512,23.3,198,437,45.3,44,173,25.4,72,106,67.9,27,101,128,123,52,13,56,45,50.3,52.9,30.3,94.9,28.7,9.7,3.4,14.1,8.5,29.4,3.3,1.6,10.4,0.24,12.1,6.65,5.45,211,138,65.4,53,16,30.2,173,44,25.4,30,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,4,J. Bouknight,,23,29.1,669.7,341,14.8,120,266,45.1,55,136,40.4,46,59,78.0,12,43,55,115,37,2,52,61,55.5,58.4,22.1,99.1,19.1,7.6,1.8,6.6,4.2,25.3,2.9,0.3,15.1,0.22,11.53,6.25,5.28,68,45,66.2,62,20,32.3,136,55,40.4,30,14,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,1,B. Dean,,19,35.7,678.7,377,19.8,141,284,49.6,45,110,40.9,50,63,79.4,19,76,95,104,36,0,46,30,57.6,60.5,22.2,105.4,23.7,6.9,2.7,11.7,7.0,23.0,2.6,0.0,12.9,0.22,11.42,8.35,3.07,76,49,64.5,98,47,48,110,45,40.9,23,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Derby Trailblazers,6,E. Oliver,,4,31.0,124.1,100,25.0,33,62,53.2,16,26,61.5,18,24,75.0,6,8,14,11,7,0,14,10,66.1,68.9,31.0,115.5,31.5,8.2,5.2,5.8,5.5,15.3,2.9,0.0,16.2,0.39,11.21,8.61,2.6,28,16,57.1,8,1,12.5,26,16,61.5,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,21,B. Johnson,,19,29.3,556.9,332,17.5,128,234,54.7,17,60,28.3,59,86,68.6,58,137,195,42,49,9,38,43,58.3,61.1,23.7,107.2,21.3,3.8,10.3,25.5,17.7,12.5,4.2,1.5,12.3,0.37,11.04,5.41,5.63,153,105,68.6,21,6,28.6,60,17,28.3,9,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,8,T. C,,1,19.6,19.6,13,13.0,5,8,62.5,1,4,25.0,2,4,50.0,0,3,3,2,2,0,1,1,68.8,66.6,23.7,120.8,16.0,4.9,0.0,13.3,7.7,16.5,5.2,0.0,9.3,0.5,10.88,4.99,5.89,1,1,100,3,3,100,4,1,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,0,R. Blain,,22,32.6,718.2,359,16.3,143,264,54.2,15,54,27.8,58,100,58.0,31,106,137,80,43,14,51,43,57.0,58.3,21.3,100.0,19.6,3.0,4.3,13.1,9.0,17.9,3.0,1.8,14.2,0.38,10.87,4.74,6.13,178,120,67.4,32,8,25,54,15,27.8,23,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,21,X. Wilson,,21,26.4,553.7,312,14.9,136,272,50.0,11,37,29.7,29,45,64.4,51,110,161,60,31,28,45,44,52.0,53.5,26.1,92.6,18.4,2.2,9.1,19.6,14.4,18.4,2.8,5.3,13.4,0.17,10.24,4.65,5.59,146,93,63.7,89,32,36,37,11,29.7,20,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,14,C. Creek,,23,26.0,598.5,259,11.3,96,224,42.9,48,124,38.7,19,23,82.6,56,109,165,40,21,24,23,47,53.6,55.3,18.5,100.7,14.5,6.9,9.5,18.8,14.1,9.6,1.8,4.2,8.9,0.1,10.13,5.91,4.22,66,39,59.1,34,9,26.5,124,48,38.7,14,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading Rockets,10,M. Bryant,,22,27.6,607.8,292,13.3,119,210,56.7,8,30,26.7,46,59,78.0,26,75,101,70,30,3,42,43,58.6,61.9,19.6,105.1,17.0,1.8,4.3,12.7,8.5,17.4,2.5,0.5,15.1,0.28,9.95,4.99,4.96,145,95,65.5,33,14,42.4,30,8,26.7,15,15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Hoods,24,D. Nixon Ii,,21,28.4,596.6,260,12.4,87,195,44.6,48,124,38.7,38,41,92.7,17,48,65,106,35,0,39,31,56.9,61.0,18.0,103.2,15.2,7.2,2.7,8.3,5.4,26.5,2.9,0.0,15.5,0.21,9.62,5.11,4.51,35,21,60,36,18,50,124,48,38.7,20,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,14,Z. Powell,,22,29.8,655.1,386,17.5,144,310,46.5,19,60,31.7,79,105,75.2,26,84,110,99,32,7,61,41,49.5,54.2,27.1,92.5,21.1,3.3,4.0,11.4,7.9,25.2,2.4,1.0,14.6,0.34,9.17,4.22,4.96,131,85,64.9,118,40,33.9,60,19,31.7,20,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Hemel Storm,4,S. Newman,,21,34.5,725.1,146,7.0,51,129,39.5,33,93,35.5,11,11,100.0,10,79,89,231,45,6,92,38,52.3,54.5,13.2,64.6,8.3,5.3,1.5,10.0,6.2,39.5,3.0,0.7,40.7,0.09,9.12,3.8,5.32,27,15,55.6,9,3,33.3,93,33,35.5,62,21,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
Birmingham Rockets,6,L. Mcgregor,,21,31.3,656.7,257,12.2,88,216,40.7,26,94,27.7,55,83,66.3,31,60,91,99,40,4,43,46,46.8,50.9,19.1,87.0,14.6,5.3,4.8,8.1,6.5,21.8,3.0,0.6,14.6,0.38,8.99,3.72,5.27,103,59,57.3,19,3,15.8,94,26,27.7,26,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Milton Keynes Breakers,1,D. Jackson,,22,27.0,594.2,318,14.5,119,265,44.9,49,128,38.3,31,40,77.5,28,70,98,52,25,5,40,44,54.2,56.3,23.3,98.6,17.9,7.2,4.7,11.6,8.2,13.7,2.1,0.9,12.4,0.15,8.73,4.64,4.09,105,56,53.3,29,13,44.8,128,49,38.3,15,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Newcastle Knights,10,S. Trunley,,21,34.9,733.8,371,17.7,129,312,41.3,72,186,38.7,41,51,80.4,35,59,94,86,29,0,35,45,52.9,55.5,21.1,100.4,20.8,10.5,4.6,8.2,6.4,17.3,1.9,0.0,9.5,0.16,8.7,7.44,1.26,58,30,51.7,68,27,39.7,186,72,38.7,12,17,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
