Team,Player_Name,Numbers_Worn,Name_Variations,Games,MPG,MIN,PTS,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,POSS,USG%,PTS/100,AST/100,REB/100,PTS_AST,TPC,TPC/G,TPC/100,CLUTCH_PTS,CLUTCH_PPG,CLUTCH_FGA,CLUTCH_FTA,CLUTCH_TS%,CLUTCH_USG,CLUTCH_GAMES,BPM,OBPM,DBPM,POSITION,ROLE,RIM_ATT,RIM_MADE,RIM%,OTD_2PT_ATT,OTD_2PT_MADE,OTD_2PT%,OTD_3PT_ATT,OTD_3PT_MADE,OTD_3PT%,PASS_TO,DRIBBLE_TO,DEFENSE_TO,MISC_TO,2ND_CHANCE_PTS,FAST_BREAK_PTS,PTS_OFF_TOV
Reading Rockets,V. Olarerin,8,V. Olarerin,23,31.5,723.8,457.0,19.9,175.0,366.0,47.8,42.0,145.0,29,65.0,74.0,87.8,56.0,77.0,133.0,59.0,52.0,7.0,46.0,49.0,373.0,27.2,33.2,4.3,9.7,2,459.0,20.0,33.4,37,4.6,30,5,57.5,33.2,8,8.14,1.73,6.41,2.9,2.6,182.0,119.0,65.4,39.0,14.0,35.9,145.0,42.0,29,20.0,23.0,0.0,3.0,97.0,149.0,134.0
Yorkshire Dragons,J. Whelan,23,J. Whelan,23,27.7,637.1,343.0,14.9,127.0,282.0,45,18.0,87.0,20.7,71.0,87.0,81.6,27.0,50.0,77.0,24.0,25.0,8.0,54.0,76.0,333.4,25.9,26.8,1.9,6.0,0,343.0,14.9,26.8,35,3.2,25,7,62.3,35.1,11,-3.28,-5.76,2.48,3.1,3.4,164.0,105.0,64,30.0,3.0,10,87.0,18.0,20.7,17.0,26.0,0.0,11.0,46.0,133.0,61.0
Reading Rockets,J. Bouknight,4,J. Bouknight,23,29.1,669.7,341.0,14.8,120.0,266.0,45.1,55.0,136.0,40.4,46.0,59.0,78,12.0,43.0,55.0,115.0,37.0,2.0,52.0,61.0,318.7,25.1,26.8,9.0,4.3,14,355.0,15.4,27.9,21,2.6,20,7,45.5,27.1,8,5.93,0.59,5.34,1.5,1.8,68.0,45.0,66.2,62.0,20.0,32.3,136.0,55.0,40.4,30.0,14.0,0.0,8.0,33.0,97.0,79.0
Reading Rockets,C. Creek,14,C. Creek,23,26.0,598.5,259.0,11.3,96.0,224.0,42.9,48.0,124.0,38.7,19.0,23.0,82.6,56.0,109.0,165.0,40.0,21.0,24.0,23.0,47.0,193.1,17.0,22.8,3.5,14.5,15,274.0,11.9,24.1,18,3.6,14,4,57.1,16.8,5,6.39,0.7,5.69,4.8,3.6,66.0,39.0,59.1,34.0,9.0,26.5,124.0,48.0,38.7,14.0,6.0,0.0,3.0,65.0,54.0,59.0
Nottingham Hoods,E. Bailey,6,E. Bailey,23,28.0,644.1,209.0,9.1,76.0,181.0,42,29.0,94.0,30.9,28.0,42.0,66.7,31.0,75.0,106.0,19.0,19.0,6.0,24.0,80.0,184.8,14.5,16.3,1.5,8.3,3,212.0,9.2,16.6,7,1.8,8,2,39.4,9.9,4,-2.83,-6.05,3.21,3.8,4.4,64.0,40.0,62.5,23.0,7.0,30.4,94.0,29.0,30.9,10.0,10.0,0.0,4.0,34.0,52.0,44.0
Reading Rockets,S. Chamberlain,9,S. Chamberlain,23,13.8,316.4,135.0,5.9,48.0,102.0,47.1,33.0,70.0,47.1,6.0,9.0,66.7,13.0,38.0,51.0,21.0,11.0,5.0,7.0,40.0,96.0,16.0,22.5,3.5,8.5,0,135.0,5.9,22.5,6,2.0,3,0,100.0,3.0,3,6.43,0.3,6.13,3.4,3.2,19.0,11.0,57.9,13.0,4.0,30.8,70.0,33.0,47.1,2.0,2.0,0.0,3.0,18.0,26.0,31.0
Yorkshire Dragons,R. Ani,1,R. Ani,23,10.6,243.3,91.0,4.0,29.0,70.0,41.4,6.0,29.0,20.7,27.0,40.0,67.5,19.0,16.0,35.0,17.0,20.0,9.0,15.0,24.0,80.3,16.4,18.6,3.5,7.2,0,91.0,4.0,18.6,3,1.0,5,2,25.5,5.9,3,2.3,-3.5,5.8,3.1,3.7,40.0,23.0,57.5,1.0,0.0,0,29.0,6.0,20.7,7.0,4.0,0.0,4.0,19.0,26.0,22.0
Newcastle Knights,J. Thames,11,J. Thames,22,38.2,840.7,562.0,25.5,212.0,383.0,55.4,29.0,88.0,33,109.0,134.0,81.3,45.0,125.0,170.0,90.0,39.0,9.0,54.0,36.0,432.9,25.7,33.5,5.4,10.1,32,594.0,27.0,35.5,70,6.4,52,16,59.3,64.0,11,6.29,2.73,3.56,3.2,1.7,228.0,152.0,66.7,67.0,31.0,46.3,88.0,29.0,33,18.0,29.0,0.0,7.0,92.0,197.0,159.0
Worthing Thunder,J. Hopkins,15,J. Hopkins,22,34.8,766.1,513.0,23.3,181.0,357.0,50.7,31.0,94.0,33,120.0,159.0,75.5,35.0,96.0,131.0,41.0,29.0,6.0,55.0,46.0,429.1,27.1,32.5,2.6,8.3,7,520.0,23.6,32.9,30,3.8,25,14,48.1,32.2,8,2.92,-0.52,3.44,3.2,1.7,211.0,134.0,63.5,52.0,16.0,30.8,94.0,31.0,33,15.0,19.0,0.0,21.0,56.0,204.0,112.0
Nottingham Hoods,T. Williams,0/1/55/9,T. Williams,22,34.7,763.2,512.0,23.3,198.0,437.0,45.3,44.0,173.0,25.4,72.0,106.0,67.9,27.0,101.0,128.0,123.0,52.0,13.0,56.0,45.0,492.1,32.6,33.7,8.1,8.4,17,529.0,24.0,34.9,34,5.7,21,10,66.9,28.4,6,7.11,1.22,5.89,2.7,1.5,211.0,138.0,65.4,53.0,16.0,30.2,173.0,44.0,25.4,30.0,18.0,0.0,8.0,61.0,196.0,122.0
