# RAPM - Regularized Adjusted Plus/Minus
# Regularization parameter (alpha/lambda): 800
# Minimum possessions filter: 250
# Total players in calculation: 457
# Qualified players exported: 227
# Total stints used: 6229
# Garbage time stints excluded: 294
Team,Player_Number,Player_Name,Possessions,ORAPM,DRAPM,RAPM
Birmingham City University Senior Men,11,R. Faure-Daley,1199,4.71,4.92,9.63
Solent Kestrels Senior Men,6,E. Round,951,4.62,3.8,8.42
Solent Kestrels Senior Men,5,A. Arissol,998,2.03,5.12,7.15
CoLA Southwark Pride Senior Men,13,T. Gass,689,3.94,2.66,6.6
Worcester Wolves Senior Men,21,E. Burgess,1314,4.66,0.71,5.37
Myerscough Basketball Academy Senior Men I,0,H. Sheehan,1064,3.25,1.87,5.12
Sheffield Arrows Senior Men,23,D. Soares,1599,4.51,0.58,5.09
Manchester Magic Senior Men I,10,P. Gordon,336,4.4,0.68,5.08
Barking Abbey Senior Men I,10,K. Mabaya,792,4.07,0.88,4.96
Birmingham City University Senior Men,10,V. Ferreira,622,2.95,1.93,4.88
Barnet Bulldogs Senior Men,22,R. Mccowan,579,3.5,1.18,4.69
London Stars Senior Men,83,D. Campbell-Deeble,257,2.9,1.76,4.66
Solent Kestrels Senior Men,4,J. Ofman,707,1.95,2.62,4.56
Barnet Bulldogs Senior Men,6,S. Cooper,1072,3.35,1.07,4.42
Richmond Knights Senior Men,14,K. Hypolite-Sealy,684,0.2,4.03,4.23
Manchester Magic Senior Men I,5,O. Iguma,716,1.1,3.07,4.18
Sheffield Sharks Senior Men,12,S. Hanson-Young,1275,2.35,1.8,4.16
Manchester Magic Senior Men I,13,D. Davies,949,2.55,1.56,4.11
Solent Kestrels Senior Men,11,L. Busumbru,583,2.38,1.71,4.09
Barnet Bulldogs Senior Men,32,L. Francis,394,0.57,3.48,4.05
Worcester Wolves Senior Men,9,E. Yeboah,841,2.44,1.6,4.04
Barnet Bulldogs Senior Men,8,T. Ojuri,543,3.77,0.26,4.03
St Helens Saints Senior Men,9,C. Murtagh,1058,1.75,2.26,4.01
Birmingham City University Senior Men,17,C. Hayden,878,2.15,1.77,3.93
Barking Abbey Senior Men I,5,M. Filho,437,-1.14,5.07,3.92
Worcester Wolves Senior Men,10,H. Ferreira,1264,-0.34,4.05,3.71
Myerscough Basketball Academy Senior Men I,9,O. Esingle,888,1.09,2.58,3.67
Birmingham City University Senior Men,16,E. Nweke,296,1.47,2.19,3.66
Barnet Bulldogs Senior Men,21,S. Williams,717,0.91,2.72,3.64
Worcester Wolves Senior Men,6,W. Santhe,1339,2.03,1.53,3.56
Barking Abbey Senior Men I,12,O. Anyanwu,418,0.34,3.08,3.42
Manchester Magic Senior Men I,8,J. Walton,1313,1.93,1.42,3.34
Leicester Warriors Senior Men,8,P. Chingombe,399,3.33,-0.02,3.31
Worcester Wolves Senior Men,13,G. Stergiopoulos,821,2.79,0.51,3.3
Sheffield Arrows Senior Men,25,A. Lycoudis,366,1.94,1.35,3.29
Manchester Magic Senior Men I,3,O. Babalola,610,0.52,2.7,3.23
Leicester Warriors Senior Men,9,M. Nelson,1214,0.12,3.09,3.21
Manchester Magic Senior Men I,15,B. Goodall,1072,2.59,0.55,3.14
London Stars Senior Men,99,N. Zajankauskas,1125,1.54,1.57,3.11
Sheffield Arrows Senior Men,8,K. Bagga,550,2.37,0.66,3.03
St Helens Saints Senior Men,10,K. Jones,845,2.11,0.92,3.03
St Helens Saints Senior Men,4,J. Collamat,717,0.42,2.47,2.9
Manchester Magic Senior Men I,6,S. Gordon,801,-0.84,3.61,2.78
London Stars Senior Men,9,R. Martin,1235,1.92,0.82,2.74
St Helens Saints Senior Men,14,D. Lufadeju,1409,1.69,0.96,2.64
Cardiff Met Archers Senior Men I,10,G. Williams,852,-0.02,2.63,2.61
Barking Abbey Senior Men I,13,D. Orija,531,0.19,2.38,2.56
Solent Kestrels Senior Men,16,W. Kitenge,534,0.3,2.18,2.48
Birmingham City University Senior Men,9,S. Toluwase,1057,0.75,1.72,2.47
London Lions Senior Men II,8,J. Ako - Mensah,764,1.93,0.52,2.45
Cobham Cobras Senior Men,99,D. Orija,253,0.39,1.97,2.36
London Stars Senior Men,5,S. Pleszak,278,-0.19,2.55,2.36
